Q7 - ranking de custo-beneficio por deputado
Resumo executivo
 ano_dados | deputados_com_gasto | media_beneficio | maior_beneficio 
-----------+---------------------+-----------------+-----------------
      2023 |                 561 |          455.69 |         4712.50
      2024 |                 575 |          254.29 |         6949.20
      2025 |                 562 |          391.08 |        12292.90
      2026 |                 552 |           96.45 |         2516.20
(4 rows)


Tabela principal - top 30 por custo-beneficio
 ano_dados | id_deputado |           nome           | sigla_uf | sigla_partido | gasto_total | qtd_proposicoes | proposicoes_aprovadas | presenca_total | beneficio |    custo_beneficio     
 GLOBAL    |      204409 | Daniel Trzeciak                     | RS       | PSDB          |  1735992.97 |             230 |                     1 |            588 |     439.8 |     0.00025334203974339827
 GLOBAL    |      138286 | Luciano Alves                       | PR       | PSD           |  1172127.70 |             174 |                     0 |            355 |     296.5 |     0.00025295878597528239
 GLOBAL    |       74467 | Damião Feliciano                    | PB       | UNIAO         |  1649545.52 |             170 |                     3 |            541 |     417.1 |     0.00025285752647795982
 GLOBAL    |      235620 | Ilacir Bicalho                      | MG       | REPUBLICANOS  |    36404.00 |               4 |                     0 |             32 |       9.2 |     0.00025271948137567300
 GLOBAL    |      141518 | Paulinho da Força                   | SP       | SOLIDARIEDADE |   767359.83 |             115 |                     0 |            211 |     193.6 |     0.00025229363387447581
 GLOBAL    |       66385 | Julio Arcoverde                     | PI       | PP            |  1650284.49 |             206 |                     1 |            701 |     415.1 |     0.00025153238881860909
 GLOBAL    |      205476 | Charles Fernandes                   | BA       | PSD           |  1595575.00 |             205 |                     1 |            578 |     401.3 |     0.00025150807702552371
 GLOBAL    |      166402 | Magda Mofatto                       | GO       | PL            |  1519704.05 |             198 |                     1 |            487 |     381.7 |     0.00025116732432212706
 GLOBAL    |      205865 | Reinhold Stephanes                  | PR       | PL            |  1549519.85 |             224 |                     0 |            508 |     386.8 |     0.00024962571470123471
 GLOBAL    |      204482 | Euclydes Pettersen                  | MG       | REPUBLICANOS  |  1056043.26 |             133 |                     1 |            258 |     261.3 |     0.00024743304549853384
 GLOBAL    |      100689 | Hildo do Candango                   | GO       | REPUBLICANOS  |   149927.90 |              22 |                     0 |             40 |      37.0 |     0.00024678528812849376
 GLOBAL    |      221339 | Dr. Benjamim                        | MA       | UNIAO         |  1057264.32 |             130 |                     1 |            270 |     258.0 |     0.00024402601612433114
 GLOBAL    |      178975 | Baleia Rossi                        | SP       | MDB           |  1121908.76 |             133 |                     1 |            371 |     272.6 |     0.00024297876059012143
 GLOBAL    |      229112 | Pedro Jr                            | TO       | PL            |   175492.24 |              25 |                     0 |             41 |      41.6 |     0.00023704751845437724
 GLOBAL    |       92102 | Leur Lomanto Júnior                 | BA       | UNIAO         |  1664976.74 |             221 |                     0 |            617 |     393.2 |     0.00023615945529665477
 GLOBAL    |      204362 | Ricardo Guidi                       | SC       | PL            |   939413.99 |             126 |                     0 |            315 |     220.5 |     0.00023472079652550203
 GLOBAL    |       74043 | Wellington Roberto                  | PB       | PSD           |  1799856.15 |             232 |                     1 |            349 |     418.9 |     0.00023274082209292115
 GLOBAL    |      227991 | Dr Flávio                           | RJ       | PL            |   332430.30 |              42 |                     0 |            141 |      77.1 |     0.00023192831700359444
 GLOBAL    |      204358 | Beto Pereira                        | MS       | REPUBLICANOS  |  1851723.96 |             252 |                     0 |            503 |     428.3 |     0.00023129797380814795
 GLOBAL    |      204419 | Glaustin da Fokus                   | GO       | PODE          |  1408006.48 |             180 |                     0 |            521 |     322.1 |     0.00022876315171504040
 GLOBAL    |      223398 | Ulisses Guimarães                   | MG       | MDB           |   158398.59 |              19 |                     0 |             76 |      36.1 |     0.00022790606911336774
 GLOBAL    |      163321 | Ronaldo Nogueira                    | RS       | REPUBLICANOS  |  1119752.52 |             148 |                     0 |            324 |     254.4 |     0.00022719305869479088
 GLOBAL    |      222429 | Luis Carlos Gomes                   | RJ       | REPUBLICANOS  |  1527930.69 |             153 |                     2 |            440 |     345.5 |     0.00022612282236440974
 GLOBAL    |      220544 | Antonio Andrade                     | TO       | PSDB          |  1839612.19 |             209 |                     1 |            658 |     415.3 |     0.00022575410309713158
 GLOBAL    |      220653 | Fábio Teruel                        | SP       | MDB           |  1003096.00 |             103 |                     0 |            716 |     226.1 |     0.00022540215492834185
 GLOBAL    |      204571 | Alex Santana                        | BA       | REPUBLICANOS  |  1319321.16 |             149 |                     1 |            370 |     296.5 |     0.00022473678812215822
 GLOBAL    |       74262 | Carlos Sampaio                      | SP       | PSD           |  1566383.13 |             207 |                     0 |            356 |     346.1 |     0.00022095488221965210
 GLOBAL    |      204433 | Marcelo Calero                      | RJ       | PSD           |    33235.92 |               4 |                     0 |             13 |       7.3 |     0.00021964188143430361
 GLOBAL    |      178943 | Marcos Soares                       | RJ       | PSDB          |  1413284.38 |             178 |                     0 |            422 |     309.2 |     0.00021878116278338829
 GLOBAL    |      220624 | Robinson Faria                      | RN       | PP            |  1707386.43 |             211 |                     0 |            557 |     372.2 |     0.00021799400151024979
 GLOBAL    |      230177 | Tadeu Oliveira                      | CE       | PL            |   169926.25 |              20 |                     0 |             69 |      36.9 |     0.00021715302962314534
 GLOBAL    |      204368 | Fabio Schiochet                     | SC       | UNIAO         |  1609721.73 |             205 |                     0 |            412 |     348.7 |     0.00021662129143277453
 GLOBAL    |      224117 | Gabriel Mota                        | RR       | UNIAO         |  2029650.28 |             233 |                     1 |            522 |     437.7 |     0.00021565291533869569
 GLOBAL    |      160558 | Paulo Freire Costa                  | SP       | PL            |  1453021.16 |             183 |                     0 |            376 |     312.1 |     0.00021479384374553775
 GLOBAL    |       74065 | Fatima Pelaes                       | AP       | REPUBLICANOS  |   240537.04 |              29 |                     0 |             74 |      50.9 |     0.00021160982109034018
 GLOBAL    |      178895 | Misael Varella                      | MG       | PSD           |  1633523.94 |             176 |                     1 |            433 |     343.3 |     0.00021015914832567437
 GLOBAL    |      228616 | Dr. Remy Soares                     | MA       | PP            |   187671.30 |              20 |                     0 |             85 |      38.5 |     0.00020514591202810446
 GLOBAL    |       92776 | Stefano Aguiar                      | MG       | PSD           |  1671271.35 |             178 |                     1 |            392 |     342.2 |     0.00020475430276477844
 GLOBAL    |      220689 | Detinha                             | MA       | PL            |  1456289.93 |             148 |                     1 |            353 |     293.3 |     0.00020140220292534743
 GLOBAL    |       74550 | João Leão                           | BA       | PP            |  1623888.06 |             186 |                     0 |            477 |     326.7 |     0.00020118381805208913
 GLOBAL    |      141516 | Paulo Abi-Ackel                     | MG       | PSDB          |  1415024.68 |             160 |                     0 |            404 |     280.4 |     0.00019815908793901743
 GLOBAL    |      103758 | Luciano Azevedo                     | RS       | PSD           |   722353.16 |              49 |                     1 |            330 |     142.5 |     0.00019727192721078427
 GLOBAL    |       73806 | Roseana Sarney                      | MA       | MDB           |   833031.00 |              76 |                     1 |            142 |     164.2 |     0.00019711151205657413
 GLOBAL    |      227660 | Nitinho                             | SE       | PSD           |   685527.08 |              77 |                     0 |            196 |     135.1 |     0.00019707463635134589
 GLOBAL    |      122195 | Leonardo Gadelha                    | PB       | PODE          |   177945.54 |              21 |                     0 |             34 |      34.9 |     0.00019612742190672495
 GLOBAL    |      204574 | Junior Lourenço                     | MA       | MDB           |  1544119.73 |             181 |                     0 |            307 |     302.2 |     0.00019571021218671948
 GLOBAL    |       74090 | Átila Lins                          | AM       | PSD           |  1943425.27 |             182 |                     1 |            682 |     377.2 |     0.00019409030325102236
 GLOBAL    |      229259 | Pedro Tourinho                      | SP       | PT            |    78180.83 |               8 |                     0 |             31 |      15.1 |     0.00019314197610846546
 GLOBAL    |      160976 | Tiririca                            | SP       | PSD           |  1354074.04 |             147 |                     0 |            395 |     260.0 |     0.00019201313393468499
 GLOBAL    |      220661 | Matheus Noronha                     | CE       | PL            |  1405822.17 |             124 |                     1 |            467 |     268.7 |     0.00019113370505460161
 GLOBAL    |      204408 | Gustinho Ribeiro                    | SE       | PP            |  1737930.20 |             168 |                     1 |            423 |     330.3 |     0.00019005366268449677
 GLOBAL    |      220582 | Daniel Barbosa                      | AL       | PP            |  1648540.70 |             171 |                     0 |            568 |     313.3 |     0.00019004686993775768
 GLOBAL    |      160561 | Missionário José Olimpio            | SP       | PL            |   395846.83 |              40 |                     0 |            145 |      74.5 |     0.00018820410914999622
 GLOBAL    |       92699 | Fernando Monteiro                   | PE       | PSD           |  1723582.42 |             156 |                     1 |            530 |     323.0 |     0.00018740037972770690
 GLOBAL    |       68720 | Fábio Henrique                      | SE       | UNIAO         |   147119.22 |              16 |                     0 |             32 |      27.2 |     0.00018488406885245857
 GLOBAL    |       74141 | Josias Gomes                        | BA       | PT            |  1488596.72 |             159 |                     0 |            355 |     274.0 |     0.00018406597053364460
 GLOBAL    |      220694 | Ricardo Maia                        | BA       | MDB           |  1609191.92 |             156 |                     0 |            598 |     293.8 |     0.00018257610938041498
 GLOBAL    |      220692 | Dal Barreto                         | BA       | UNIAO         |  1701004.86 |             181 |                     0 |            361 |     307.6 |     0.00018083428638763560
 GLOBAL    |      220708 | Gabriel Nunes                       | BA       | PSD           |  1844569.95 |             155 |                     1 |            618 |     330.3 |     0.00017906612866592563
 GLOBAL    |      178927 | Aliel Machado                       | PR       | PV            |  1734739.91 |             175 |                     0 |            442 |     306.7 |     0.00017679883781540485
 GLOBAL    |      234388 | Fabiano Cazeca                      | MG       | PRD           |   113065.75 |               6 |                     0 |            109 |      19.9 |     0.00017600378540804797
 GLOBAL    |      225846 | Itamar Paim                         | PR       | PL            |    44757.90 |               4 |                     0 |             18 |       7.8 |     0.00017427091083361820
 GLOBAL    |      178886 | Juscelino Filho                     | MA       | PSDB          |   387963.68 |              35 |                     0 |            150 |      67.5 |     0.00017398535862944696
 GLOBAL    |      178858 | Mário Negromonte Jr.                | BA       | PSB           |  1638584.15 |             160 |                     0 |            413 |     281.3 |     0.00017167259917655129
 GLOBAL    |      141480 | Lázaro Botelho                      | TO       | PP            |  1369042.18 |             127 |                     0 |            407 |     231.2 |     0.00016887719266618944
 GLOBAL    |      218086 | Ely Santos                          | SP       | REPUBLICANOS  |  1357640.81 |             110 |                     0 |            635 |     228.5 |     0.00016830666721045311
 GLOBAL    |      225727 | Flavinha                            | MT       | MDB           |   161654.52 |              14 |                     0 |             61 |      27.1 |     0.00016764146155641055
 GLOBAL    |      204549 | AJ Albuquerque                      | CE       | PP            |  1083074.74 |              91 |                     0 |            421 |     178.6 |     0.00016490090056019587
 GLOBAL    |       73788 | Ricardo Barros                      | PR       | PP            |   445465.70 |              31 |                     0 |            233 |      69.8 |     0.00015668995390666442
 GLOBAL    |      204515 | André Janones                       | MG       | REDE          |  1403298.98 |             119 |                     0 |            396 |     218.1 |     0.00015541948159899610
 GLOBAL    |      226553 | Eliane Braz                         | CE       | PSD           |   114344.94 |               9 |                     0 |             41 |      17.6 |     0.00015392023468637965
 GLOBAL    |      204498 | Olival Marques                      | PA       | PODE          |  1807990.66 |             128 |                     1 |            470 |     275.0 |     0.00015210255566253865
 GLOBAL    |      178860 | Paulo Azi                           | BA       | UNIAO         |  1714940.10 |             136 |                     0 |            518 |     255.8 |     0.00014915972866924040
 GLOBAL    |      141459 | João Maia                           | RN       | PP            |  1961156.79 |             136 |                     1 |            498 |     289.8 |     0.00014776992919571719
 GLOBAL    |      220675 | Antônio Doido                       | PA       | MDB           |  1761356.50 |             116 |                     1 |            422 |     252.2 |     0.00014318509625961581
 GLOBAL    |      160599 | Dimas Fabiano                       | MG       | PP            |  1493177.28 |             107 |                     0 |            483 |     208.8 |     0.00013983604143775882
 GLOBAL    |      160531 | Jhonatan de Jesus                   | RR       | REPUBLICANOS  |    81927.19 |               7 |                     0 |              9 |      11.4 |     0.00013914794343611687
 GLOBAL    |      229333 | Gláucia Santiago                    | MG       | PL            |   166310.14 |              13 |                     0 |             33 |      22.8 |     0.00013709326442753280
 GLOBAL    |      160541 | Arthur Lira                         | AL       | PP            |   531928.23 |              33 |                     0 |            225 |      72.0 |     0.00013535660628502458
 GLOBAL    |      160552 | Danrlei de Deus Hinterholz          | RS       | PSD           |   649339.10 |              39 |                     0 |            282 |      86.7 |     0.00013352037479338608
 GLOBAL    |      182146 | Wolmer Araújo                       | MA       | SOLIDARIEDADE |   198602.50 |              16 |                     0 |             22 |      26.2 |     0.00013192180360267368
 GLOBAL    |      160527 | Aguinaldo Ribeiro                   | PB       | PP            |  1616398.08 |             113 |                     0 |            397 |     209.2 |     0.00012942356377953629
 GLOBAL    |      128760 | Paulo Marinho Jr                    | MA       | PL            |   249619.70 |              15 |                     0 |             98 |      32.3 |     0.00012939683847068160
 GLOBAL    |      141431 | Fernando Coelho Filho               | PE       | UNIAO         |  1437723.04 |              95 |                     0 |            434 |     185.9 |     0.00012930167690711836
 GLOBAL    |      227323 | Luciano Galego                      | MA       | PL            |   185617.55 |              14 |                     0 |             29 |      23.9 |     0.00012875937647059774
 GLOBAL    |      143084 | Tiago Dimas                         | TO       | PODE          |   367419.27 |              22 |                     0 |            142 |      47.2 |     0.00012846359419308628
 GLOBAL    |      227401 | Dr Fabio Rueda                      | AC       | UNIAO         |   196344.58 |              14 |                     0 |             33 |      24.3 |     0.00012376201064475526
 GLOBAL    |      204448 | Luiz Antonio Corrêa                 | RJ       | PP            |   499029.25 |              30 |                     0 |            167 |      61.7 |     0.00012364004715154472
 GLOBAL    |      179001 | Márcio Biolchi                      | RS       | MDB           |  1583740.14 |              77 |                     1 |            367 |     188.2 |     0.00011883262616555264
 GLOBAL    |      204508 | Igor Timo                           | MG       | UNIAO         |  1607168.11 |              93 |                     0 |            514 |     190.9 |     0.00011878035583968873
 GLOBAL    |      171623 | Fabio Reis                          | SE       | PSD           |   809905.25 |              44 |                     0 |            299 |      95.9 |     0.00011840891264749796
 GLOBAL    |      229069 | Capitão Samuel                      | SE       | PP            |   174706.21 |              11 |                     0 |             26 |      19.1 |     0.00010932639429359723
 GLOBAL    |      220677 | Keniston Braga                      | PA       | MDB           |  1871720.24 |              90 |                     0 |            642 |     199.2 |     0.00010642616120879261
 GLOBAL    |      230957 | João Cury                           | SP       | MDB           |   692751.12 |              33 |                     0 |            235 |      73.0 |     0.00010537694980558097
 GLOBAL    |      235800 | Jorge Araújo                        | BA       | PP            |    30474.56 |               0 |                     0 |             32 |       3.2 | 0.000105005617800552329550
 GLOBAL    |      228272 | Délio Pinheiro                      | MG       | PDT           |    97742.25 |               5 |                     0 |             27 |      10.2 |     0.00010435609984423317
 GLOBAL    |      204489 | Robério Monteiro                    | CE       | PSB           |   926319.71 |              44 |                     0 |            306 |      96.6 |     0.00010428364954039464
 GLOBAL    |       74454 | Eunício Oliveira                    | CE       | MDB           |  1781221.46 |              90 |                     0 |            421 |     177.1 | 0.000099426154454707726236
 GLOBAL    |      227324 | Henrique Júnior                     | MA       | PL            |   184239.21 |              10 |                     0 |             28 |      17.8 | 0.000096613527598169792413
 GLOBAL    |      178909 | Hélio Leite                         | PA       | UNIAO         |   763163.11 |              31 |                     0 |            188 |      65.3 | 0.000085564932508333637877
 GLOBAL    |      204431 | Marcos Aurélio Sampaio              | PI       | MDB           |  1831249.00 |              46 |                     1 |            355 |     140.5 | 0.000076723591384896319397
 GLOBAL    |      230762 | Pastor Claudio Mariano              | PA       | UNIAO         |   511089.19 |              19 |                     0 |             99 |      38.4 | 0.000075133657199832381507
 GLOBAL    |      233218 | Nelinho Freitas                     | CE       | MDB           |   173089.99 |               5 |                     0 |             54 |      12.9 | 0.000074527706657097848350
 GLOBAL    |      204558 | Marcelo Nilo                        | BA       | REPUBLICANOS  |    38985.71 |               0 |                     0 |             29 |       2.9 | 0.000074386230236668769146
 GLOBAL    |      230764 | Ivan Junior                         | MA       | UNIAO         |   126968.00 |               4 |                     0 |             33 |       9.3 | 0.000073246802343897675005
 GLOBAL    |       74646 | Aécio Neves                         | MG       | PSDB          |  1448036.34 |              42 |                     0 |            406 |     103.6 | 0.000071545165779472081481
 GLOBAL    |      178831 | André Abdon                         | AP       | PP            |   404111.80 |              12 |                     0 |            105 |      28.5 | 0.000070525037873182619265
 GLOBAL    |      204563 | Josimar Maranhãozinho               | MA       | PL            |  1482878.87 |              51 |                     0 |            236 |     100.1 | 0.000067503827875030682715
 GLOBAL    |      160591 | Vinicius Gurgel                     | AP       | PL            |  1992801.19 |              63 |                     0 |            332 |     127.7 | 0.000064080652220003943294
 GLOBAL    |      129618 | Gorete Pereira                      | CE       | MDB           |   160407.34 |               5 |                     0 |             26 |      10.1 | 0.000062964699745036604933
 GLOBAL    |      229939 | Newton Bonin                        | PR       | UNIAO         |   172069.17 |               3 |                     0 |             61 |      10.6 | 0.000061603133205094207173
 GLOBAL    |       73808 | Sérgio Brito                        | BA       | PSD           |   193203.99 |               3 |                     0 |             73 |      11.8 | 0.000061075343216255523501
 GLOBAL    |      234406 | Elmano Férrer                       | PI       | PP            |   114099.77 |               1 |                     0 |             45 |       6.0 | 0.000052585557359142792312
 GLOBAL    |      228042 | Naumi Amorim                        | CE       | PSD           |    21742.69 |               0 |                     0 |              6 |       0.6 | 0.000027595481515856593641
 GLOBAL    |       74052 | Bosco Costa                         | SE       | PL            |   173716.14 |               1 |                     0 |             25 |       4.0 | 0.000023026070001325150329
 GLOBAL    |      234840 | Cristiano Furlan                    | AP       | REDE          |    80000.00 |               0 |                     0 |             10 |       1.0 | 0.000012500000000000000000
(638 rows)


Complemento detalhado: q7_custo_beneficio_complemento.txt contem o ranking completo por custo-beneficio.
