id_deputado;tema;qtd_proposicoes
137070;Direito Civil e Processual Civil;2
137070;Direito e Justiça;2
137070;Turismo;1
138286;Finanças Públicas e Orçamento;13
138286;Administração Pública;12
138286;Saúde;11
138286;Viação, Transporte e Mobilidade;9
138286;Defesa e Segurança;8
138286;Direito e Defesa do Consumidor;8
138286;Indústria, Comércio e Serviços;7
138286;Processo Legislativo e Atuação Parlamentar;6
138286;Cidades e Desenvolvimento Urbano;5
138286;Direitos Humanos e Minorias;5
138286;Economia;5
138286;Trabalho e Emprego;5
138286;Comunicações;4
138286;Previdência e Assistência Social;4
138286;Educação;3
138286;Energia, Recursos Hídricos e Minerais;3
138286;Turismo;3
138286;Agricultura, Pecuária, Pesca e Extrativismo;2
138286;Direito Constitucional;2
138286;Direito e Justiça;2
138286;Esporte e Lazer;2
138286;Arte, Cultura e Religião;1
138286;Ciência, Tecnologia e Inovação;1
138286;Direito Civil e Processual Civil;1
138286;Relações Internacionais e Comércio Exterior;1
139285;Direitos Humanos e Minorias;35
139285;Homenagens e Datas Comemorativas;20
139285;Arte, Cultura e Religião;19
139285;Administração Pública;14
139285;Trabalho e Emprego;14
139285;Finanças Públicas e Orçamento;12
139285;Indústria, Comércio e Serviços;11
139285;Processo Legislativo e Atuação Parlamentar;11
139285;Saúde;11
139285;Comunicações;10
139285;Defesa e Segurança;10
139285;Educação;8
139285;Direito e Justiça;6
139285;Direito e Defesa do Consumidor;5
139285;Economia;5
139285;Política, Partidos e Eleições;5
139285;Previdência e Assistência Social;5
139285;Ciência, Tecnologia e Inovação;4
139285;Direito Penal e Processual Penal;4
139285;Viação, Transporte e Mobilidade;4
139285;Direito Constitucional;2
139285;Esporte e Lazer;2
139285;Meio Ambiente e Desenvolvimento Sustentável;2
139285;Relações Internacionais e Comércio Exterior;2
139285;Cidades e Desenvolvimento Urbano;1
139285;Direito Civil e Processual Civil;1
141391;Administração Pública;11
141391;Finanças Públicas e Orçamento;10
141391;Economia;8
