id_deputado;tema;qtd_proposicoes
178910;Comunicações;4
178910;Direito e Justiça;4
178910;Estrutura Fundiária;4
178910;Direito e Defesa do Consumidor;3
178910;Indústria, Comércio e Serviços;3
178910;Meio Ambiente e Desenvolvimento Sustentável;3
178910;Direito Civil e Processual Civil;2
178910;Homenagens e Datas Comemorativas;2
178910;Política, Partidos e Eleições;2
178910;Previdência e Assistência Social;2
178910;Cidades e Desenvolvimento Urbano;1
178910;Educação;1
178910;Esporte e Lazer;1
178910;Turismo;1
178910;Viação, Transporte e Mobilidade;1
178927;Administração Pública;13
178927;Trabalho e Emprego;6
178927;Economia;5
178927;Finanças Públicas e Orçamento;5
178927;Indústria, Comércio e Serviços;5
178927;Direito Constitucional;4
178927;Direitos Humanos e Minorias;4
178927;Processo Legislativo e Atuação Parlamentar;4
178927;Agricultura, Pecuária, Pesca e Extrativismo;2
178927;Cidades e Desenvolvimento Urbano;2
178927;Defesa e Segurança;2
178927;Direito Penal e Processual Penal;2
178927;Educação;2
178927;Energia, Recursos Hídricos e Minerais;2
178927;Homenagens e Datas Comemorativas;2
178927;Meio Ambiente e Desenvolvimento Sustentável;2
178927;Política, Partidos e Eleições;2
178927;Viação, Transporte e Mobilidade;2
178927;Ciência, Tecnologia e Inovação;1
178927;Comunicações;1
178927;Direito e Defesa do Consumidor;1
178927;Previdência e Assistência Social;1
178927;Saúde;1
178927;Turismo;1
178929;Saúde;69
178929;Direitos Humanos e Minorias;46
178929;Administração Pública;41
178929;Finanças Públicas e Orçamento;37
178929;Processo Legislativo e Atuação Parlamentar;23
178929;Defesa e Segurança;19
178929;Economia;19
178929;Educação;18
178929;Meio Ambiente e Desenvolvimento Sustentável;12
178929;Homenagens e Datas Comemorativas;10
178929;Previdência e Assistência Social;10
178929;Relações Internacionais e Comércio Exterior;10
178929;Trabalho e Emprego;9
178929;Viação, Transporte e Mobilidade;9
178929;Indústria, Comércio e Serviços;8
178929;Cidades e Desenvolvimento Urbano;7
178929;Direito Penal e Processual Penal;7
178929;Direito e Defesa do Consumidor;7
178929;Agricultura, Pecuária, Pesca e Extrativismo;6
178929;Arte, Cultura e Religião;6
178929;Comunicações;6
178929;Ciência, Tecnologia e Inovação;5
178929;Direito Constitucional;5
178929;Direito e Justiça;5
178929;Energia, Recursos Hídricos e Minerais;5
178929;Política, Partidos e Eleições;4
178929;Estrutura Fundiária;2
178929;Turismo;2
178929;Direito Civil e Processual Civil;1
178931;Administração Pública;21
178931;Finanças Públicas e Orçamento;21
178931;Direitos Humanos e Minorias;14
178931;Trabalho e Emprego;12
178931;Saúde;11
178931;Indústria, Comércio e Serviços;9
178931;Defesa e Segurança;8
178931;Homenagens e Datas Comemorativas;8
178931;Processo Legislativo e Atuação Parlamentar;8
178931;Viação, Transporte e Mobilidade;8
178931;Direito Penal e Processual Penal;5
178931;Economia;5
178931;Educação;5
178931;Previdência e Assistência Social;5
178931;Comunicações;4
178931;Direito e Justiça;4
178931;Esporte e Lazer;4
178931;Meio Ambiente e Desenvolvimento Sustentável;4
178931;Cidades e Desenvolvimento Urbano;3
178931;Ciência, Tecnologia e Inovação;3
178931;Direito Constitucional;3
178931;Direito e Defesa do Consumidor;3
178931;Agricultura, Pecuária, Pesca e Extrativismo;2
178931;Energia, Recursos Hídricos e Minerais;2
178931;Arte, Cultura e Religião;1
178931;Direito Civil e Processual Civil;1
178931;Relações Internacionais e Comércio Exterior;1
178933;Agricultura, Pecuária, Pesca e Extrativismo;24
178933;Administração Pública;16
178933;Meio Ambiente e Desenvolvimento Sustentável;12
178933;Direitos Humanos e Minorias;10
178933;Finanças Públicas e Orçamento;10
178933;Estrutura Fundiária;9
178933;Economia;6
178933;Previdência e Assistência Social;6
178933;Viação, Transporte e Mobilidade;5
178933;Defesa e Segurança;4
178933;Indústria, Comércio e Serviços;4
178933;Política, Partidos e Eleições;4
178933;Saúde;4
178933;Direito Constitucional;3
178933;Direito Penal e Processual Penal;3
178933;Processo Legislativo e Atuação Parlamentar;3
178933;Trabalho e Emprego;3
178933;Cidades e Desenvolvimento Urbano;2
178933;Ciência, Tecnologia e Inovação;2
178933;Direito Civil e Processual Civil;2
178933;Direito e Justiça;2
178933;Energia, Recursos Hídricos e Minerais;2
178933;Comunicações;1
178933;Direito e Defesa do Consumidor;1
178933;Educação;1
178933;Homenagens e Datas Comemorativas;1
178934;Viação, Transporte e Mobilidade;16
178934;Finanças Públicas e Orçamento;14
178934;Administração Pública;12
178934;Trabalho e Emprego;10
178934;Direitos Humanos e Minorias;8
178934;Direito Constitucional;7
178934;Defesa e Segurança;6
178934;Processo Legislativo e Atuação Parlamentar;6
178934;Direito Penal e Processual Penal;5
178934;Saúde;5
178934;Indústria, Comércio e Serviços;4
178934;Meio Ambiente e Desenvolvimento Sustentável;4
178934;Previdência e Assistência Social;4
178934;Cidades e Desenvolvimento Urbano;3
178934;Economia;3
178934;Ciência, Tecnologia e Inovação;2
178934;Direito Civil e Processual Civil;2
178934;Direito e Justiça;2
178934;Homenagens e Datas Comemorativas;2
178934;Política, Partidos e Eleições;2
178934;Relações Internacionais e Comércio Exterior;2
178934;Turismo;2
178934;Arte, Cultura e Religião;1
178934;Comunicações;1
178934;Educação;1
178934;Energia, Recursos Hídricos e Minerais;1
178934;Esporte e Lazer;1
178937;Processo Legislativo e Atuação Parlamentar;20
178937;Finanças Públicas e Orçamento;12
178937;Administração Pública;11
178937;Direitos Humanos e Minorias;11
178937;Direito Penal e Processual Penal;10
178937;Defesa e Segurança;8
178937;Direito Constitucional;5
178937;Saúde;5
178937;Direito e Defesa do Consumidor;4
178937;Trabalho e Emprego;4
178937;Economia;3
178937;Educação;3
178937;Energia, Recursos Hídricos e Minerais;3
178937;Homenagens e Datas Comemorativas;3
178937;Indústria, Comércio e Serviços;3
178937;Arte, Cultura e Religião;2
178937;Direito e Justiça;2
178937;Meio Ambiente e Desenvolvimento Sustentável;2
178937;Política, Partidos e Eleições;2
178937;Previdência e Assistência Social;2
178937;Cidades e Desenvolvimento Urbano;1
178937;Esporte e Lazer;1
178937;Estrutura Fundiária;1
178937;Relações Internacionais e Comércio Exterior;1
178937;Viação, Transporte e Mobilidade;1
178943;Direitos Humanos e Minorias;21
178943;Saúde;17
178943;Viação, Transporte e Mobilidade;15
178943;Direito e Defesa do Consumidor;12
178943;Indústria, Comércio e Serviços;12
178943;Processo Legislativo e Atuação Parlamentar;12
178943;Economia;10
178943;Educação;10
178943;Finanças Públicas e Orçamento;10
178943;Administração Pública;9
178943;Trabalho e Emprego;9
178943;Comunicações;7
178943;Defesa e Segurança;6
178943;Cidades e Desenvolvimento Urbano;5
178943;Meio Ambiente e Desenvolvimento Sustentável;5
178943;Direito Penal e Processual Penal;4
178943;Esporte e Lazer;4
178943;Arte, Cultura e Religião;3
178943;Ciência, Tecnologia e Inovação;3
178943;Direito Civil e Processual Civil;3
178943;Direito Constitucional;3
178943;Previdência e Assistência Social;3
178943;Energia, Recursos Hídricos e Minerais;2
178943;Política, Partidos e Eleições;2
178943;Agricultura, Pecuária, Pesca e Extrativismo;1
178943;Direito e Justiça;1
178943;Homenagens e Datas Comemorativas;1
178943;Relações Internacionais e Comércio Exterior;1
178945;Saúde;4
178945;Comunicações;1
178945;Direitos Humanos e Minorias;1
178945;Energia, Recursos Hídricos e Minerais;1
178945;Meio Ambiente e Desenvolvimento Sustentável;1
178946;Direitos Humanos e Minorias;30
178946;Processo Legislativo e Atuação Parlamentar;16
178946;Finanças Públicas e Orçamento;15
178946;Administração Pública;14
178946;Direito Penal e Processual Penal;13
178946;Saúde;10
178946;Defesa e Segurança;8
178946;Direito e Justiça;8
178946;Trabalho e Emprego;8
178946;Educação;7
178946;Direito Constitucional;6
178946;Economia;6
178946;Direito Civil e Processual Civil;4
178946;Homenagens e Datas Comemorativas;3
178946;Política, Partidos e Eleições;3
178946;Previdência e Assistência Social;3
178946;Cidades e Desenvolvimento Urbano;2
178946;Direito e Defesa do Consumidor;2
178946;Indústria, Comércio e Serviços;2
178946;Meio Ambiente e Desenvolvimento Sustentável;2
178946;Relações Internacionais e Comércio Exterior;2
178946;Agricultura, Pecuária, Pesca e Extrativismo;1
178946;Arte, Cultura e Religião;1
178946;Comunicações;1
178946;Energia, Recursos Hídricos e Minerais;1
178946;Esporte e Lazer;1
178946;Estrutura Fundiária;1
178946;Viação, Transporte e Mobilidade;1
178947;Administração Pública;110
178947;Arte, Cultura e Religião;98
178947;Direitos Humanos e Minorias;80
178947;Finanças Públicas e Orçamento;71
178947;Economia;46
178947;Previdência e Assistência Social;39
178947;Defesa e Segurança;32
178947;Saúde;32
178947;Cidades e Desenvolvimento Urbano;30
178947;Processo Legislativo e Atuação Parlamentar;28
178947;Direito Penal e Processual Penal;27
178947;Comunicações;17
178947;Educação;17
178947;Relações Internacionais e Comércio Exterior;14
178947;Trabalho e Emprego;12
178947;Direito Constitucional;10
178947;Direito e Defesa do Consumidor;9
178947;Meio Ambiente e Desenvolvimento Sustentável;9
178947;Agricultura, Pecuária, Pesca e Extrativismo;7
178947;Direito e Justiça;7
178947;Política, Partidos e Eleições;7
178947;Viação, Transporte e Mobilidade;7
178947;Indústria, Comércio e Serviços;5
178947;Energia, Recursos Hídricos e Minerais;4
178947;Esporte e Lazer;4
178947;Estrutura Fundiária;3
178947;Homenagens e Datas Comemorativas;2
178947;Ciência, Tecnologia e Inovação;1
178947;Direito Civil e Processual Civil;1
178947;Turismo;1
178954;Finanças Públicas e Orçamento;33
178954;Estrutura Fundiária;31
178954;Meio Ambiente e Desenvolvimento Sustentável;31
178954;Agricultura, Pecuária, Pesca e Extrativismo;28
178954;Administração Pública;22
178954;Viação, Transporte e Mobilidade;22
178954;Direitos Humanos e Minorias;15
178954;Trabalho e Emprego;15
178954;Direito Civil e Processual Civil;14
178954;Cidades e Desenvolvimento Urbano;11
178954;Economia;11
178954;Indústria, Comércio e Serviços;11
178954;Defesa e Segurança;9
178954;Direito Penal e Processual Penal;8
178954;Direito e Justiça;8
178954;Educação;8
178954;Direito Constitucional;7
178954;Saúde;7
178954;Direito e Defesa do Consumidor;6
178954;Processo Legislativo e Atuação Parlamentar;6
178954;Relações Internacionais e Comércio Exterior;6
178954;Previdência e Assistência Social;5
178954;Energia, Recursos Hídricos e Minerais;3
178954;Ciência, Tecnologia e Inovação;2
178954;Comunicações;2
178954;Esporte e Lazer;2
178954;Política, Partidos e Eleições;2
178954;Arte, Cultura e Religião;1
178954;Turismo;1
178962;Administração Pública;2
178962;Defesa e Segurança;2
178962;Direito Penal e Processual Penal;2
178962;Direitos Humanos e Minorias;2
178962;Estrutura Fundiária;2
178962;Finanças Públicas e Orçamento;2
178962;Arte, Cultura e Religião;1
178962;Direito Constitucional;1
178962;Meio Ambiente e Desenvolvimento Sustentável;1
178962;Política, Partidos e Eleições;1
178962;Previdência e Assistência Social;1
178962;Processo Legislativo e Atuação Parlamentar;1
178962;Saúde;1
178962;Trabalho e Emprego;1
178963;Finanças Públicas e Orçamento;18
178963;Administração Pública;11
178963;Processo Legislativo e Atuação Parlamentar;11
178963;Cidades e Desenvolvimento Urbano;8
178963;Direito Constitucional;8
178963;Meio Ambiente e Desenvolvimento Sustentável;8
178963;Trabalho e Emprego;6
178963;Direitos Humanos e Minorias;5
178963;Indústria, Comércio e Serviços;5
178963;Agricultura, Pecuária, Pesca e Extrativismo;4
178963;Economia;4
178963;Previdência e Assistência Social;4
178963;Defesa e Segurança;3
178963;Estrutura Fundiária;3
178963;Homenagens e Datas Comemorativas;3
178963;Viação, Transporte e Mobilidade;3
178963;Arte, Cultura e Religião;2
178963;Direito Civil e Processual Civil;2
178963;Direito Penal e Processual Penal;2
178963;Direito e Defesa do Consumidor;2
178963;Direito e Justiça;2
178963;Educação;2
178963;Saúde;2
178963;Ciência, Tecnologia e Inovação;1
178963;Comunicações;1
178963;Energia, Recursos Hídricos e Minerais;1
178963;Esporte e Lazer;1
178963;Política, Partidos e Eleições;1
178963;Relações Internacionais e Comércio Exterior;1
178963;Turismo;1
178964;Finanças Públicas e Orçamento;29
178964;Administração Pública;19
178964;Economia;15
178964;Indústria, Comércio e Serviços;15
178964;Meio Ambiente e Desenvolvimento Sustentável;14
178964;Agricultura, Pecuária, Pesca e Extrativismo;13
178964;Processo Legislativo e Atuação Parlamentar;8
178964;Trabalho e Emprego;8
178964;Homenagens e Datas Comemorativas;7
178964;Direitos Humanos e Minorias;6
178964;Previdência e Assistência Social;6
178964;Cidades e Desenvolvimento Urbano;5
178964;Ciência, Tecnologia e Inovação;5
178964;Direito e Defesa do Consumidor;5
178964;Comunicações;4
178964;Viação, Transporte e Mobilidade;4
178964;Defesa e Segurança;3
178964;Educação;3
178964;Energia, Recursos Hídricos e Minerais;3
178964;Relações Internacionais e Comércio Exterior;3
178964;Direito Civil e Processual Civil;2
178964;Direito Constitucional;2
178964;Direito e Justiça;2
178964;Saúde;2
178964;Arte, Cultura e Religião;1
178964;Direito Penal e Processual Penal;1
178964;Esporte e Lazer;1
178964;Turismo;1
178966;Finanças Públicas e Orçamento;14
178966;Direitos Humanos e Minorias;13
178966;Administração Pública;10
178966;Saúde;9
178966;Meio Ambiente e Desenvolvimento Sustentável;7
178966;Processo Legislativo e Atuação Parlamentar;7
178966;Direito Penal e Processual Penal;6
178966;Economia;6
178966;Trabalho e Emprego;6
178966;Defesa e Segurança;5
178966;Indústria, Comércio e Serviços;4
178966;Arte, Cultura e Religião;3
178966;Relações Internacionais e Comércio Exterior;3
178966;Viação, Transporte e Mobilidade;3
178966;Agricultura, Pecuária, Pesca e Extrativismo;2
178966;Direito Constitucional;2
178966;Direito e Defesa do Consumidor;2
178966;Educação;2
178966;Previdência e Assistência Social;2
178966;Cidades e Desenvolvimento Urbano;1
178966;Direito e Justiça;1
178966;Energia, Recursos Hídricos e Minerais;1
178966;Estrutura Fundiária;1
178966;Homenagens e Datas Comemorativas;1
178970;Direitos Humanos e Minorias;45
178970;Administração Pública;41
178970;Finanças Públicas e Orçamento;30
178970;Indústria, Comércio e Serviços;26
178970;Trabalho e Emprego;26
178970;Agricultura, Pecuária, Pesca e Extrativismo;22
178970;Economia;19
178970;Comunicações;18
178970;Direito Penal e Processual Penal;17
178970;Defesa e Segurança;16
178970;Direito e Defesa do Consumidor;16
178970;Saúde;16
178970;Estrutura Fundiária;15
178970;Ciência, Tecnologia e Inovação;14
178970;Meio Ambiente e Desenvolvimento Sustentável;12
178970;Energia, Recursos Hídricos e Minerais;9
178970;Processo Legislativo e Atuação Parlamentar;9
178970;Previdência e Assistência Social;8
178970;Direito Civil e Processual Civil;7
178970;Direito e Justiça;7
178970;Educação;7
178970;Relações Internacionais e Comércio Exterior;7
178970;Viação, Transporte e Mobilidade;7
178970;Cidades e Desenvolvimento Urbano;6
178970;Arte, Cultura e Religião;5
178970;Esporte e Lazer;5
178970;Direito Constitucional;3
178970;Política, Partidos e Eleições;3
178970;Homenagens e Datas Comemorativas;2
178972;Direitos Humanos e Minorias;32
178972;Saúde;26
178972;Administração Pública;25
178972;Defesa e Segurança;15
178972;Direito Penal e Processual Penal;15
178972;Educação;14
178972;Finanças Públicas e Orçamento;13
178972;Processo Legislativo e Atuação Parlamentar;10
178972;Meio Ambiente e Desenvolvimento Sustentável;8
178972;Previdência e Assistência Social;8
178972;Direito e Defesa do Consumidor;7
178972;Energia, Recursos Hídricos e Minerais;6
178972;Indústria, Comércio e Serviços;6
178972;Trabalho e Emprego;6
178972;Direito e Justiça;5
178972;Economia;5
178972;Relações Internacionais e Comércio Exterior;4
178972;Viação, Transporte e Mobilidade;4
178972;Cidades e Desenvolvimento Urbano;3
178972;Direito Constitucional;3
178972;Homenagens e Datas Comemorativas;3
178972;Direito Civil e Processual Civil;2
178972;Esporte e Lazer;2
178972;Agricultura, Pecuária, Pesca e Extrativismo;1
178972;Ciência, Tecnologia e Inovação;1
178972;Comunicações;1
178972;Política, Partidos e Eleições;1
178975;Administração Pública;9
178975;Direitos Humanos e Minorias;6
178975;Saúde;5
178975;Finanças Públicas e Orçamento;4
178975;Meio Ambiente e Desenvolvimento Sustentável;4
178975;Direito e Justiça;3
178975;Educação;3
178975;Homenagens e Datas Comemorativas;3
178975;Processo Legislativo e Atuação Parlamentar;3
178975;Arte, Cultura e Religião;2
178975;Ciência, Tecnologia e Inovação;2
178975;Direito Penal e Processual Penal;2
178975;Direito e Defesa do Consumidor;2
178975;Energia, Recursos Hídricos e Minerais;2
178975;Política, Partidos e Eleições;2
178975;Previdência e Assistência Social;2
178975;Trabalho e Emprego;2
178975;Viação, Transporte e Mobilidade;2
178975;Agricultura, Pecuária, Pesca e Extrativismo;1
178975;Comunicações;1
178975;Defesa e Segurança;1
178975;Direito Constitucional;1
178975;Esporte e Lazer;1
178975;Indústria, Comércio e Serviços;1
178983;Finanças Públicas e Orçamento;12
178983;Direitos Humanos e Minorias;10
178983;Administração Pública;8
178983;Processo Legislativo e Atuação Parlamentar;8
178983;Direito Penal e Processual Penal;5
178983;Economia;4
178983;Previdência e Assistência Social;4
178983;Direito Constitucional;3
178983;Saúde;3
178983;Agricultura, Pecuária, Pesca e Extrativismo;2
178983;Defesa e Segurança;2
178983;Indústria, Comércio e Serviços;2
178983;Meio Ambiente e Desenvolvimento Sustentável;2
178983;Política, Partidos e Eleições;2
178983;Trabalho e Emprego;2
178983;Viação, Transporte e Mobilidade;2
178983;Arte, Cultura e Religião;1
178983;Ciência, Tecnologia e Inovação;1
178983;Comunicações;1
178983;Direito Civil e Processual Civil;1
178983;Direito e Defesa do Consumidor;1
178983;Direito e Justiça;1
178983;Educação;1
178983;Energia, Recursos Hídricos e Minerais;1
178983;Estrutura Fundiária;1
178983;Relações Internacionais e Comércio Exterior;1
178985;Direitos Humanos e Minorias;20
178985;Finanças Públicas e Orçamento;12
178985;Direito Penal e Processual Penal;11
178985;Processo Legislativo e Atuação Parlamentar;9
178985;Administração Pública;7
178985;Defesa e Segurança;6
178985;Direito Constitucional;5
178985;Meio Ambiente e Desenvolvimento Sustentável;5
178985;Previdência e Assistência Social;5
178985;Saúde;5
178985;Indústria, Comércio e Serviços;4
178985;Direito e Defesa do Consumidor;3
178985;Economia;3
178985;Estrutura Fundiária;3
178985;Política, Partidos e Eleições;3
178985;Arte, Cultura e Religião;2
178985;Ciência, Tecnologia e Inovação;2
178985;Comunicações;2
178985;Trabalho e Emprego;2
178985;Direito e Justiça;1
178985;Educação;1
178985;Energia, Recursos Hídricos e Minerais;1
178985;Relações Internacionais e Comércio Exterior;1
178985;Viação, Transporte e Mobilidade;1
178986;Meio Ambiente e Desenvolvimento Sustentável;32
178986;Finanças Públicas e Orçamento;31
178986;Administração Pública;21
178986;Direitos Humanos e Minorias;21
178986;Agricultura, Pecuária, Pesca e Extrativismo;18
178986;Economia;17
178986;Indústria, Comércio e Serviços;17
178986;Defesa e Segurança;13
178986;Energia, Recursos Hídricos e Minerais;11
178986;Saúde;11
178986;Direito Penal e Processual Penal;9
178986;Previdência e Assistência Social;8
178986;Viação, Transporte e Mobilidade;8
178986;Comunicações;7
178986;Trabalho e Emprego;7
178986;Homenagens e Datas Comemorativas;6
178986;Processo Legislativo e Atuação Parlamentar;6
178986;Cidades e Desenvolvimento Urbano;5
178986;Esporte e Lazer;5
178986;Relações Internacionais e Comércio Exterior;5
178986;Direito e Defesa do Consumidor;4
178986;Estrutura Fundiária;4
178986;Educação;3
178986;Arte, Cultura e Religião;2
178986;Ciência, Tecnologia e Inovação;2
178986;Direito Constitucional;2
178986;Direito e Justiça;2
178986;Política, Partidos e Eleições;1
178987;Direitos Humanos e Minorias;16
178987;Trabalho e Emprego;15
178987;Administração Pública;9
178987;Defesa e Segurança;7
178987;Indústria, Comércio e Serviços;7
178987;Direito e Justiça;6
178987;Educação;6
178987;Finanças Públicas e Orçamento;6
178987;Homenagens e Datas Comemorativas;6
178987;Processo Legislativo e Atuação Parlamentar;6
178987;Arte, Cultura e Religião;4
178987;Direito Constitucional;4
178987;Saúde;4
178987;Comunicações;3
178987;Energia, Recursos Hídricos e Minerais;3
178987;Previdência e Assistência Social;3
178987;Viação, Transporte e Mobilidade;3
178987;Direito e Defesa do Consumidor;2
178987;Economia;2
178987;Relações Internacionais e Comércio Exterior;2
178987;Cidades e Desenvolvimento Urbano;1
178987;Ciência, Tecnologia e Inovação;1
178987;Ciências Sociais e Humanas;1
178987;Direito Penal e Processual Penal;1
178987;Política, Partidos e Eleições;1
178989;Direitos Humanos e Minorias;85
178989;Saúde;62
178989;Finanças Públicas e Orçamento;48
178989;Trabalho e Emprego;33
178989;Administração Pública;30
178989;Direito Penal e Processual Penal;27
178989;Defesa e Segurança;24
178989;Indústria, Comércio e Serviços;23
178989;Previdência e Assistência Social;20
178989;Meio Ambiente e Desenvolvimento Sustentável;17
178989;Educação;16
178989;Comunicações;14
178989;Direito Civil e Processual Civil;14
178989;Direito e Defesa do Consumidor;13
178989;Viação, Transporte e Mobilidade;12
178989;Ciência, Tecnologia e Inovação;11
178989;Economia;11
178989;Cidades e Desenvolvimento Urbano;10
178989;Arte, Cultura e Religião;9
178989;Homenagens e Datas Comemorativas;9
178989;Processo Legislativo e Atuação Parlamentar;8
178989;Direito e Justiça;6
178989;Política, Partidos e Eleições;6
178989;Direito Constitucional;5
178989;Agricultura, Pecuária, Pesca e Extrativismo;3
178989;Esporte e Lazer;3
178989;Relações Internacionais e Comércio Exterior;3
178989;Estrutura Fundiária;1
178992;Administração Pública;16
178992;Finanças Públicas e Orçamento;12
178992;Processo Legislativo e Atuação Parlamentar;8
178992;Direitos Humanos e Minorias;7
178992;Indústria, Comércio e Serviços;7
178992;Trabalho e Emprego;6
178992;Economia;5
178992;Saúde;5
178992;Defesa e Segurança;4
178992;Direito Constitucional;4
178992;Educação;4
178992;Previdência e Assistência Social;4
178992;Viação, Transporte e Mobilidade;4
178992;Arte, Cultura e Religião;3
178992;Comunicações;3
178992;Direito Penal e Processual Penal;3
178992;Meio Ambiente e Desenvolvimento Sustentável;3
178992;Relações Internacionais e Comércio Exterior;3
178992;Ciência, Tecnologia e Inovação;2
178992;Direito e Defesa do Consumidor;2
178992;Direito e Justiça;2
178992;Energia, Recursos Hídricos e Minerais;2
178992;Esporte e Lazer;2
178992;Agricultura, Pecuária, Pesca e Extrativismo;1
178992;Política, Partidos e Eleições;1
178992;Turismo;1
178993;Direitos Humanos e Minorias;24
178993;Finanças Públicas e Orçamento;22
178993;Administração Pública;20
178993;Meio Ambiente e Desenvolvimento Sustentável;18
178993;Saúde;18
178993;Trabalho e Emprego;15
178993;Educação;14
178993;Processo Legislativo e Atuação Parlamentar;14
178993;Indústria, Comércio e Serviços;12
178993;Agricultura, Pecuária, Pesca e Extrativismo;10
178993;Ciência, Tecnologia e Inovação;10
178993;Economia;10
178993;Cidades e Desenvolvimento Urbano;8
178993;Defesa e Segurança;8
178993;Direito Constitucional;8
178993;Energia, Recursos Hídricos e Minerais;7
178993;Direito e Defesa do Consumidor;5
178993;Direito e Justiça;5
178993;Previdência e Assistência Social;5
178993;Arte, Cultura e Religião;4
178993;Direito Civil e Processual Civil;3
178993;Estrutura Fundiária;3
178993;Viação, Transporte e Mobilidade;3
178993;Comunicações;2
178993;Direito Penal e Processual Penal;2
178993;Turismo;2
178993;Esporte e Lazer;1
178993;Homenagens e Datas Comemorativas;1
178993;Política, Partidos e Eleições;1
178993;Relações Internacionais e Comércio Exterior;1
178997;Finanças Públicas e Orçamento;14
178997;Administração Pública;11
178997;Processo Legislativo e Atuação Parlamentar;11
178997;Direitos Humanos e Minorias;7
178997;Trabalho e Emprego;7
178997;Direito Constitucional;6
178997;Direito Penal e Processual Penal;6
178997;Defesa e Segurança;5
178997;Direito e Justiça;5
178997;Economia;4
178997;Previdência e Assistência Social;4
178997;Saúde;4
178997;Educação;3
178997;Viação, Transporte e Mobilidade;3
178997;Direito e Defesa do Consumidor;2
178997;Energia, Recursos Hídricos e Minerais;2
178997;Indústria, Comércio e Serviços;2
178997;Meio Ambiente e Desenvolvimento Sustentável;2
178997;Política, Partidos e Eleições;2
178997;Agricultura, Pecuária, Pesca e Extrativismo;1
178997;Arte, Cultura e Religião;1
178997;Cidades e Desenvolvimento Urbano;1
178997;Comunicações;1
178997;Relações Internacionais e Comércio Exterior;1
179000;Direitos Humanos e Minorias;26
179000;Direito Penal e Processual Penal;19
179000;Defesa e Segurança;18
179000;Processo Legislativo e Atuação Parlamentar;18
179000;Administração Pública;17
179000;Finanças Públicas e Orçamento;14
179000;Direito Constitucional;9
179000;Saúde;7
179000;Economia;6
179000;Comunicações;5
179000;Política, Partidos e Eleições;5
179000;Trabalho e Emprego;5
179000;Direito e Defesa do Consumidor;4
179000;Relações Internacionais e Comércio Exterior;4
179000;Direito e Justiça;3
179000;Energia, Recursos Hídricos e Minerais;3
179000;Indústria, Comércio e Serviços;3
179000;Meio Ambiente e Desenvolvimento Sustentável;3
179000;Viação, Transporte e Mobilidade;3
179000;Arte, Cultura e Religião;2
179000;Educação;2
179000;Estrutura Fundiária;2
179000;Previdência e Assistência Social;2
179000;Agricultura, Pecuária, Pesca e Extrativismo;1
179000;Cidades e Desenvolvimento Urbano;1
179000;Ciência, Tecnologia e Inovação;1
179000;Direito Civil e Processual Civil;1
179000;Homenagens e Datas Comemorativas;1
179001;Finanças Públicas e Orçamento;7
179001;Administração Pública;5
179001;Meio Ambiente e Desenvolvimento Sustentável;4
179001;Cidades e Desenvolvimento Urbano;3
179001;Economia;3
179001;Viação, Transporte e Mobilidade;3
179001;Agricultura, Pecuária, Pesca e Extrativismo;2
179001;Direito Constitucional;2
179001;Direitos Humanos e Minorias;2
179001;Trabalho e Emprego;2
179001;Direito Penal e Processual Penal;1
179001;Direito e Justiça;1
179001;Energia, Recursos Hídricos e Minerais;1
179001;Homenagens e Datas Comemorativas;1
179001;Indústria, Comércio e Serviços;1
179001;Política, Partidos e Eleições;1
179001;Previdência e Assistência Social;1
179001;Processo Legislativo e Atuação Parlamentar;1
179001;Saúde;1
179001;Turismo;1
180214;Finanças Públicas e Orçamento;19
180214;Direitos Humanos e Minorias;18
180214;Processo Legislativo e Atuação Parlamentar;17
180214;Economia;13
180214;Administração Pública;11
180214;Saúde;9
180214;Direito Constitucional;8
180214;Trabalho e Emprego;8
180214;Defesa e Segurança;7
180214;Direito Penal e Processual Penal;7
180214;Previdência e Assistência Social;7
180214;Direito e Defesa do Consumidor;6
180214;Direito e Justiça;5
180214;Estrutura Fundiária;5
180214;Indústria, Comércio e Serviços;5
180214;Meio Ambiente e Desenvolvimento Sustentável;5
180214;Energia, Recursos Hídricos e Minerais;4
180214;Agricultura, Pecuária, Pesca e Extrativismo;3
180214;Esporte e Lazer;3
180214;Arte, Cultura e Religião;2
180214;Comunicações;2
180214;Educação;2
180214;Cidades e Desenvolvimento Urbano;1
180214;Ciência, Tecnologia e Inovação;1
180214;Política, Partidos e Eleições;1
180214;Relações Internacionais e Comércio Exterior;1
180214;Viação, Transporte e Mobilidade;1
182146;Previdência e Assistência Social;4
182146;Trabalho e Emprego;4
182146;Agricultura, Pecuária, Pesca e Extrativismo;3
182146;Direitos Humanos e Minorias;3
182146;Administração Pública;2
182146;Meio Ambiente e Desenvolvimento Sustentável;2
182146;Educação;1
188097;Direitos Humanos e Minorias;18
188097;Finanças Públicas e Orçamento;14
188097;Administração Pública;10
188097;Indústria, Comércio e Serviços;10
188097;Defesa e Segurança;8
188097;Comunicações;7
188097;Direito e Defesa do Consumidor;7
188097;Trabalho e Emprego;7
188097;Energia, Recursos Hídricos e Minerais;5
188097;Saúde;5
188097;Arte, Cultura e Religião;4
188097;Direito Penal e Processual Penal;4
188097;Economia;4
188097;Esporte e Lazer;4
188097;Direito Civil e Processual Civil;3
188097;Direito Constitucional;3
