idvotacao;deputado_id;voto;deputado_nome;deputado_siglapartido;deputado_siglauf
2618104-8;204560;Sim;Adolfo Viana;PSDB;BA
2618104-8;204528;Sim;Adriana Ventura;NOVO;SP
2618104-8;121948;Sim;Adriano do Baldy;PP;GO
2618104-8;160508;Não;Afonso Florence;PT;BA
2618104-8;136811;Sim;Afonso Hamm;PP;RS
2618104-8;178835;Sim;Afonso Motta;PDT;RS
2618104-8;160527;Sim;Aguinaldo Ribeiro;PP;PB
2618104-8;204549;Sim;AJ Albuquerque;PP;CE
2618104-8;73579;Sim;Alberto Fraga;PL;DF
2618104-8;220538;Sim;Albuquerque;REPUBLICANOS;RR
2618104-8;160559;Sim;Alceu Moreira;MDB;RS
2618104-8;204501;Sim;Alencar Santana;PT;SP
2618104-8;178972;Sim;Alex Manente;CIDADANIA;SP
2618104-8;220542;Sim;Alexandre Guimarães;MDB;TO
2618104-8;160545;Sim;Alexandre Leite;UNIÃO;SP
2618104-8;220554;Não;Alexandre Lindenmeyer;PT;RS
2618104-8;221148;Não;Alfredinho;PT;SP
2618104-8;220576;Sim;Alfredo Gaspar;UNIÃO;AL
2618104-8;74057;Não;Alice Portugal;PCDOB;BA
2618104-8;178927;Não;Aliel Machado;PV;PR
2618104-8;204353;Sim;Aline Gurgel;UNIÃO;AP
2618104-8;178937;Sim;Altineu Côrtes;PL;RJ
2618104-8;178881;Sim;Aluisio Mendes;REPUBLICANOS;MA
2618104-8;220707;Sim;Amanda Gentil;PP;MA
2618104-8;204356;Sim;Amaro Neto;PP;ES
2618104-8;220715;Sim;Amom Mandel;REPUBLICANOS;AM
2618104-8;220556;Não;Ana Paula Lima;PT;SC
2618104-8;220632;Não;Ana Pimentel;PT;MG
2618104-8;178831;Sim;André Abdon;PP;AP
2618104-8;220657;Sim;André Fernandes;PL;CE
2618104-8;204423;Sim;André Ferreira;PL;PE
2618104-8;133439;Não;André Figueiredo;PDT;CE
2618104-8;178882;Sim;André Fufuca;PP;MA
2618104-8;204515;Não;André Janones;REDE;MG
2618104-8;123756;Sim;Antônia Lúcia;MDB;AC
2618104-8;220544;Sim;Antonio Andrade;REPUBLICANOS;TO
2618104-8;220638;Sim;Antonio Carlos Rodrigues;PL;SP
2618104-8;220675;Sim;Antônio Doido;MDB;PA
2618104-8;220549;Sim;Any Ortiz;CIDADANIA;RS
2618104-8;73433;Não;Arlindo Chinaglia;PT;SP
2618104-8;141391;Sim;Arnaldo Jardim;CIDADANIA;SP
2618104-8;160600;Sim;Arthur Oliveira Maia;UNIÃO;BA
2618104-8;74090;Sim;Átila Lins;PSD;AM
2618104-8;123086;Sim;Átila Lira;PP;PI
2618104-8;160665;Sim;Augusto Coutinho;REPUBLICANOS;PE
2618104-8;160512;Não;Aureo Ribeiro;SOLIDARIEDADE;RJ
2618104-8;69871;Não;Bacelar;PV;BA
2618104-8;178975;Sim;Baleia Rossi;MDB;SP
2618104-8;220605;Não;Bandeira de Mello;PV;RJ
2618104-8;220612;Sim;Bebeto;PP;RJ
2618104-8;73701;Não;Benedita da Silva;PT;RJ
2618104-8;109429;Sim;Benes Leocádio;UNIÃO;RN
2618104-8;204358;Sim;Beto Pereira;REPUBLICANOS;MS
2618104-8;220698;Sim;Beto Preto;PSD;PR
2618104-8;220683;Sim;Beto Richa;PSDB;PR
2618104-8;204374;Sim;Bia Kicis;PL;DF
2618104-8;204388;Sim;Bibo Nunes;PL;RS
2618104-8;160538;Não;Bohn Gass;PT;RS
2618104-8;210989;Sim;Bruno Farias;REPUBLICANOS;MG
2618104-8;220635;Sim;Bruno Ganem;PODE;SP
2618104-8;220574;Sim;Cabo Gilberto Silva;PL;PB
2618104-8;220548;Não;Camila Jara;PT;MS
2618104-8;204572;Sim;Capitão Alberto Neto;PL;AM
2618104-8;220690;Sim;Capitão Alden;PL;BA
2618104-8;178829;Sim;Capitão Augusto;PL;SP
2618104-8;213762;Sim;Carla Dickson;UNIÃO;RN
2618104-8;204361;Sim;Carlos Chiodini;MDB;SC
2618104-8;178962;Sim;Carlos Gomes;REPUBLICANOS;RS
2618104-8;178993;Sim;Carlos Henrique Gaguim;UNIÃO;TO
2618104-8;204460;Sim;Carlos Jordy;PL;RJ
2618104-8;74262;Sim;Carlos Sampaio;PSD;SP
2618104-8;204426;Não;Carlos Veras;PT;PE
2618104-8;141398;Não;Carlos Zarattini;PT;SP
2618104-8;220704;Não;Carol Dartora;PT;PR
2618104-8;206018;Não;Célia Xakriabá;PSOL;MG
2618104-8;178876;Sim;Célio Silveira;MDB;GO
2618104-8;204488;Sim;Célio Studart;PSD;CE
2618104-8;73441;Sim;Celso Russomanno;REPUBLICANOS;SP
2618104-8;204496;Sim;Celso Sabino;PDT;PA
2618104-8;204504;Sim;Cezinha de Madureira;PL;SP
2618104-8;205476;Sim;Charles Fernandes;PSD;BA
2618104-8;74171;Não;Chico Alencar;PSOL;RJ
2618104-8;204462;Sim;Chris Tonietto;PL;RJ
2618104-8;220665;Sim;Clarissa Tércio;PP;PE
2618104-8;74537;Sim;Claudio Cajado;PP;BA
2618104-8;141408;Sim;Cleber Verde;MDB;MA
2618104-8;88256;Não;Clodoaldo Magalhães;PV;PE
2618104-8;98148;Sim;Cobalchini;MDB;SC
2618104-8;220594;Sim;Coronel Assis;PL;MT
2618104-8;204378;Sim;Coronel Chrisóstomo;PL;RO
2618104-8;220595;Sim;Coronel Fernanda;PL;MT
2618104-8;220666;Sim;Coronel Meira;PL;PE
2618104-8;220590;Sim;Coronel Ulysses;UNIÃO;AC
2618104-8;220608;Sim;Cristiane Lopes;PODE;RO
2618104-8;204355;Sim;Da Vitoria;PP;ES
2618104-8;141411;Não;Dagoberto Nogueira;PP;MS
2618104-8;220555;Não;Daiana Santos;PCDOB;RS
2618104-8;220629;Não;Dandara;PT;MG
2618104-8;220603;Sim;Dani Cunha;PL;RJ
2618104-8;220571;Sim;Daniel Agrobom;PL;GO
2618104-8;74060;Não;Daniel Almeida;PCDOB;BA
2618104-8;220582;Sim;Daniel Barbosa;PP;AL
2618104-8;204367;Sim;Daniel Freitas;PL;SC
2618104-8;204409;Sim;Daniel Trzeciak;PSDB;RS
2618104-8;204459;Sim;Daniela do Waguinho;REPUBLICANOS;RJ
2618104-8;220557;Sim;Daniela Reinehr;PL;SC
2618104-8;62881;Sim;Danilo Forte;PP;CE
2618104-8;160552;Sim;Danrlei de Deus Hinterholz;PSD;RS
2618104-8;220539;Sim;Defensor Stélio Dener;UNIÃO;RR
2618104-8;220565;Não;Delegada Adriana Accorsi;PT;GO
2618104-8;220625;Sim;Delegada Ione;AVANTE;MG
2618104-8;220561;Sim;Delegada Katarina;PSD;SE
2618104-8;220642;Sim;Delegado Bruno Lima;PODE;SP
2618104-8;220673;Sim;Delegado Caveira;PL;PA
2618104-8;178908;Sim;Delegado Éder Mauro;PL;PA
2618104-8;220583;Sim;Delegado Fabio Costa;PP;AL
2618104-8;204512;Sim;Delegado Marcelo Freitas;UNIÃO;MG
2618104-8;220701;Sim;Delegado Matheus Laiola;UNIÃO;PR
2618104-8;220652;Sim;Delegado Palumbo;PODE;SP
2618104-8;220654;Sim;Delegado Paulo Bilynskyj;PL;SP
2618104-8;220553;Não;Denise Pessôa;PT;RS
2618104-8;160588;Sim;Diego Andrade;PSD;MG
2618104-8;220691;Sim;Diego Coronel;REPUBLICANOS;BA
2618104-8;178929;Sim;Diego Garcia;REPUBLICANOS;PR
2618104-8;73768;Sim;Dilceu Sperafico;PP;PR
2618104-8;220671;Não;Dilvanda Faro;PT;PA
2618104-8;160599;Sim;Dimas Fabiano;PP;MG
2618104-8;220602;Não;Dimas Gadelha;PT;RJ
2618104-8;143632;Sim;Domingos Neto;PSD;CE
2618104-8;160758;Sim;Domingos Sávio;PL;MG
2618104-8;227991;Sim;Dr Flávio;PL;RJ
2618104-8;220614;Não;Dr. Daniel Soranz;PSD;RJ
2618104-8;220610;Sim;Dr. Fernando Máximo;PL;RO
2618104-8;220688;Não;Dr. Francisco;PT;PI
2618104-8;204518;Sim;Dr. Frederico;PRD;MG
2618104-8;204481;Sim;Dr. Jaziel;PL;CE
2618104-8;204351;Sim;Dr. Luiz Ovando;PP;MS
2618104-8;220528;Sim;Dr. Victor Linhalis;PODE;ES
2618104-8;204412;Sim;Dr. Zacharias Calil;UNIÃO;GO
2618104-8;220686;Sim;Duarte Jr.;AVANTE;MA
2618104-8;220623;Não;Duda Salabert;PSOL;MG
2618104-8;204541;Não;Eduardo Bismarck;PV;CE
2618104-8;141421;Sim;Eduardo da Fonte;PP;PE
2618104-8;220589;Sim;Eduardo Velloso;SOLIDARIEDADE;AC
2618104-8;204364;Sim;Eli Borges;REPUBLICANOS;TO
2618104-8;178854;Sim;Elmar Nascimento;UNIÃO;BA
2618104-8;161550;Sim;Emidinho Madeira;PL;MG
2618104-8;230765;Não;Enfermeira Rejane;PCDOB;RJ
2618104-8;220663;Sim;Eriberto Medeiros;PSB;PE
2618104-8;220645;Não;Erika Hilton;PSOL;SP
2618104-8;160575;Não;Erika Kokay;PT;DF
2618104-8;160640;Sim;Eros Biondini;PL;MG
2618104-8;74454;Sim;Eunício Oliveira;MDB;CE
2618104-8;178871;Sim;Evair Vieira de Melo;PP;ES
2618104-8;220681;Sim;Fábio Macedo;PODE;MA
2618104-8;171623;Sim;Fabio Reis;PSD;SE
2618104-8;204368;Sim;Fabio Schiochet;UNIÃO;SC
2618104-8;220653;Sim;Fábio Teruel;MDB;SP
2618104-8;220712;Sim;Fausto Jr.;UNIÃO;AM
2618104-8;66828;Sim;Fausto Pinato;PP;SP
2618104-8;220646;Sim;Felipe Becari;PODE;SP
2618104-8;72442;Sim;Felipe Carreras;PSB;PE
2618104-8;204398;Sim;Felipe Francischini;PODE;PR
2618104-8;160666;Sim;Félix Mendonça Júnior;PDT;BA
2618104-8;204407;Não;Fernanda Melchionna;PSOL;RS
2618104-8;220656;Sim;Fernanda Pessoa;PSD;CE
2618104-8;204445;Não;Fernando Mineiro;PT;RN
2618104-8;92699;Sim;Fernando Monteiro;PSD;PE
2618104-8;204427;Sim;Fernando Rodolfo;PRD;PE
2618104-8;220545;Sim;Filipe Martins;PL;TO
2618104-8;160598;Sim;Flávia Morais;PDT;GO
2618104-8;191923;Não;Flávio Nogueira;PT;PI
2618104-8;220700;Não;Florentino Neto;PT;PI
2618104-8;220551;Sim;Franciane Bayer;REPUBLICANOS;RS
2618104-8;220534;Sim;Fred Linhares;REPUBLICANOS;DF
2618104-8;224117;Sim;Gabriel Mota;UNIÃO;RR
2618104-8;220708;Sim;Gabriel Nunes;PSD;BA
2618104-8;204473;Sim;General Girão;PL;RN
2618104-8;220611;Sim;General Pazuello;PL;RJ
2618104-8;178966;Sim;Geovania de Sá;PSDB;SC
2618104-8;74374;Sim;Geraldo Resende;PSDB;MS
2618104-8;204394;Não;Gervásio Maia;PCDOB;PB
2618104-8;204491;Sim;Gilberto Abramo;REPUBLICANOS;MG
2618104-8;74270;Sim;Gilberto Nascimento;PSD;SP
2618104-8;220529;Sim;Gilson Daniel;PODE;ES
2618104-8;204365;Sim;Gilson Marques;NOVO;SC
2618104-8;160673;Sim;Giovani Cherini;PL;RS
2618104-8;129618;Sim;Gorete Pereira;MDB;CE
2618104-8;220568;Sim;Gustavo Gayer;PL;GO
2618104-8;204408;Sim;Gustinho Ribeiro;PP;SE
2618104-8;178873;Não;Helder Salomão;PT;ES
2618104-8;204444;Sim;Helio Lopes;PL;RJ
2618104-8;234788;Não;Heloísa Helena;REDE;RJ
2618104-8;220672;Sim;Henderson Pinto;UNIÃO;PA
2618104-8;178884;Não;Hildo Rocha;MDB;MA
2618104-8;141450;Sim;Hugo Leal;PSD;RJ
2618104-8;160674;Artigo 17;Hugo Motta;REPUBLICANOS;PB
2618104-8;220563;Sim;Icaro de Valmir;REPUBLICANOS;SE
2618104-8;204533;Sim;Idilvan Alencar;PSB;CE
2618104-8;235620;Sim;Ilacir Bicalho;REPUBLICANOS;MG
2618104-8;74295;Não;Inácio Arruda;PCDOB;CE
2618104-8;98615;Sim;Ismael;PL;SC
2618104-8;220696;Não;Ivoneide Caetano;PT;BA
2618104-8;220670;Sim;Iza Arruda;MDB;PE
2618104-8;220527;Não;Jack Rocha;PT;ES
2618104-8;220697;Sim;Jadyel Alencar;REPUBLICANOS;PI
2618104-8;74848;Não;Jandira Feghali;PCDOB;RJ
2618104-8;220567;Sim;Jeferson Rodrigues;PSDB;GO
2618104-8;74273;Sim;Jefferson Campos;PL;SP
2618104-8;141456;Não;Jilmar Tatto;PT;SP
2618104-8;235869;Sim;João Carlos;REPUBLICANOS;AM
2618104-8;230957;Sim;João Cury;MDB;SP
2618104-8;178970;Não;João Daniel;PT;SE
2618104-8;141459;Sim;João Maia;PP;RN
2618104-8;178910;Sim;Joaquim Passarinho;PL;PA
2618104-8;160548;Sim;Jonas Donizette;PSB;SP
2618104-8;235800;Sim;Jorge Araújo;PP;BA
2618104-8;205550;Sim;Jorge Braz;REPUBLICANOS;RJ
2618104-8;214694;Sim;Jorge Goetten;REPUBLICANOS;SC
2618104-8;178857;Não;Jorge Solla;PT;BA
2618104-8;141464;Não;José Airton Félix Cirilo;PT;CE
2618104-8;204472;Sim;José Medeiros;PL;MT
2618104-8;74079;Sim;José Priante;MDB;PA
2618104-8;74554;Sim;José Rocha;UNIÃO;BA
2618104-8;209189;Não;Joseildo Ramos;PT;BA
2618104-8;220578;Sim;Josenildo;PDT;AP
2618104-8;215043;Sim;Josivaldo JP;PSD;MA
2618104-8;220559;Sim;Julia Zanatta;PL;SC
2618104-8;220640;Não;Juliana Cardoso;PT;SP
2618104-8;66385;Sim;Julio Arcoverde;PP;PI
2618104-8;204372;Sim;Julio Cesar Ribeiro;REPUBLICANOS;DF
2618104-8;74253;Sim;Julio Lopes;PP;RJ
2618104-8;204457;Sim;Juninho do Pneu;PSDB;RJ
2618104-8;204520;Sim;Junio Amaral;PL;MG
2618104-8;204497;Sim;Júnior Ferrari;PSD;PA
2618104-8;204574;Sim;Junior Lourenço;MDB;MA
2618104-8;220677;Sim;Keniston Braga;MDB;PA
2618104-8;162067;Não;Kiko Celeguim;PT;SP
2618104-8;204536;Sim;Kim Kataguiri;MISSÃO;SP
2618104-8;74856;Não;Laura Carneiro;PSD;RJ
2618104-8;178832;Sim;Leandre;PSD;PR
2618104-8;220566;Sim;Lêda Borges;REPUBLICANOS;GO
2618104-8;74156;Não;Leonardo Monteiro;PT;MG
2618104-8;92102;Sim;Leur Lomanto Júnior;UNIÃO;BA
2618104-8;139285;Não;Lídice da Mata;PSB;BA
2618104-8;74585;Sim;Lincoln Portela;PL;MG
2618104-8;74858;Não;Lindbergh Farias;PT;RJ
2618104-8;220662;Sim;Lucas Ramos;PSB;PE
2618104-8;204404;Sim;Lucas Redecker;PSD;RS
2618104-8;220581;Sim;Luciano Amaral;PSD;AL
2618104-8;74478;Não;Luciano Bivar;MDB;PE
2618104-8;178931;Sim;Luciano Ducci;PSB;PR
2618104-8;220616;Sim;Luciano Vieira;PSDB;RJ
2618104-8;178954;Sim;Lucio Mosquini;PL;RO
2618104-8;141485;Sim;Luiz Carlos Busato;UNIÃO;RS
2618104-8;73778;Sim;Luiz Carlos Hauly;PODE;PR
2618104-8;204485;Sim;Luiz Carlos Motta;PL;SP
2618104-8;74041;Não;Luiz Couto;PT;PB
2618104-8;141487;Sim;Luiz Fernando Faria;UNIÃO;MG
2618104-8;220658;Sim;Luiz Gastão;PSD;CE
2618104-8;204455;Sim;Luiz Lima;NOVO;RJ
2618104-8;162332;Sim;Luiz Nishimori;PSD;PR
2618104-8;204526;Sim;Luiz Philippe de Orleans e Bragança;PL;SP
2618104-8;74784;Não;Luiza Erundina;PSOL;SP
2618104-8;178866;Não;Luizianne Lins;REDE;CE
2618104-8;220669;Sim;Lula da Fonte;PP;PE
2618104-8;166402;Sim;Magda Mofatto;PL;GO
2618104-8;156190;Sim;Marcel van Hattem;NOVO;RS
2618104-8;179000;Sim;Marcelo Álvaro Antônio;PL;MG
2618104-8;133810;Sim;Marcelo Moraes;PL;RS
2618104-8;204558;Sim;Marcelo Nilo;REPUBLICANOS;BA
2618104-8;160161;Sim;Marcelo Queiroz;PSDB;RJ
2618104-8;178983;Sim;Marcio Alvino;PL;SP
2618104-8;179001;Sim;Márcio Biolchi;MDB;RS
2618104-8;81055;Não;Márcio Jerry;PCDOB;MA
2618104-8;150418;Sim;Márcio Marinho;REPUBLICANOS;BA
2618104-8;160535;Não;Marcon;PT;RS
2618104-8;204431;Sim;Marcos Aurélio Sampaio;MDB;PI
2618104-8;220547;Sim;Marcos Pollon;PL;MS
2618104-8;220668;Não;Maria Arraes;PSB;PE
2618104-8;74398;Não;Maria do Rosário;PT;RS
2618104-8;204540;Sim;Maria Rosas;REPUBLICANOS;SP
2618104-8;220637;Não;Marina Silva;REDE;SP
2618104-8;220655;Sim;Mario Frias;PL;SP
2618104-8;74158;Sim;Mário Heringer;PDT;MG
2618104-8;178858;Sim;Mário Negromonte Jr.;PSB;BA
2618104-8;178843;Sim;Marx Beltrão;PP;AL
2618104-8;220661;Sim;Matheus Noronha;PL;CE
2618104-8;220628;Sim;Mauricio do Vôlei;PL;MG
2618104-8;220550;Sim;Mauricio Marcon;PL;RS
2618104-8;220647;Sim;Mauricio Neves;PP;SP
2618104-8;204486;Sim;Mauro Benevides Filho;UNIÃO;CE
2618104-8;220607;Sim;Max Lemos;PDT;RJ
2618104-8;220591;Sim;Meire Serafim;UNIÃO;AC
2618104-8;74428;Sim;Mendonça Filho;PL;PE
2618104-8;188097;Não;Merlong Solano;PT;PI
2618104-8;220585;Sim;Mersinho Lucena;PSD;PB
2618104-8;220530;Sim;Messias Donato;UNIÃO;ES
2618104-8;171786;Não;Miguel Ângelo;PT;MG
2618104-8;178985;Sim;Miguel Lombardi;PL;SP
2618104-8;154178;Sim;Milton Vieira;REPUBLICANOS;SP
2618104-8;178895;Sim;Misael Varella;PSD;MG
2618104-8;160561;Sim;Missionário José Olimpio;PL;SP
2618104-8;178997;Sim;Moses Rodrigues;UNIÃO;CE
2618104-8;220617;Sim;Murillo Gouvea;PSDB;RJ
2618104-8;220584;Sim;Murilo Galdino;REPUBLICANOS;PB
2618104-8;204453;Não;Natália Bonavides;PT;RN
2618104-8;220622;Sim;Nely Aquino;PODE;MG
2618104-8;220703;Sim;Neto Carletto;AVANTE;BA
2618104-8;178896;Sim;Newton Cardoso Jr;MDB;MG
2618104-8;178986;Não;Nilto Tatto;PT;SP
2618104-8;74159;Não;Odair Cunha;PT;MG
2618104-8;178987;Não;Orlando Silva;PCDOB;SP
2618104-8;73692;Sim;Osmar Terra;PL;RS
2618104-8;220706;Sim;Padovani;PP;PR
2618104-8;160556;Não;Padre João;PT;MG
2618104-8;180214;Sim;Pastor Diniz;UNIÃO;RR
2618104-8;160642;Sim;Pastor Eurico;PSDB;PE
2618104-8;204570;Sim;Pastor Gil;PL;MA
2618104-8;220615;Não;Pastor Henrique Vieira;PSOL;RJ
2618104-8;204553;Não;Pastor Sargento Isidório;AVANTE;BA
2618104-8;74160;Não;Patrus Ananias;PT;MG
2618104-8;171617;Não;Paulão;PT;AL
2618104-8;141518;Sim;Paulinho da Força;SOLIDARIEDADE;SP
2618104-8;141516;Sim;Paulo Abi-Ackel;PSDB;MG
2618104-8;220650;Sim;Paulo Alexandre Barbosa;PSDB;SP
2618104-8;178860;Sim;Paulo Azi;UNIÃO;BA
2618104-8;160517;Sim;Paulo Folletto;PSB;ES
2618104-8;204492;Não;Paulo Guedes;PT;MG
2618104-8;233592;Não;Paulo Lemos;PT;AP
2618104-8;74574;Sim;Paulo Magalhães;PSD;BA
2618104-8;128760;Sim;Paulo Marinho Jr;PL;MA
2618104-8;74400;Não;Paulo Pimenta;PT;RS
2618104-8;141488;Não;Paulo Teixeira;PT;SP
2618104-8;220630;Sim;Pedro Aihara;PP;MG
2618104-8;220667;Não;Pedro Campos;PSB;PE
2618104-8;122974;Sim;Pedro Lucas Fernandes;UNIÃO;MA
2618104-8;204395;Sim;Pedro Lupion;REPUBLICANOS;PR
2618104-8;122158;Não;Pedro Paulo;PSD;RJ
2618104-8;160604;Não;Pedro Uczai;PT;SC
2618104-8;204406;Sim;Pedro Westphalen;PP;RS
2618104-8;161440;Sim;Pezenti;MDB;SC
2618104-8;73486;Sim;Pompeo de Mattos;PDT;RS
2618104-8;160601;Sim;Pr. Marco Feliciano;PL;SP
2618104-8;220533;Não;Prof. Reginaldo Veras;PV;DF
2618104-8;204390;Sim;Professor Alcides;PSDB;GO
2618104-8;221338;Não;Professora Luciene Cavalcante;PSOL;SP
2618104-8;160641;Sim;Professora Marcivania;PCDOB;AP
2618104-8;220586;Sim;Rafael Brito;MDB;AL
2618104-8;233594;Sim;Rafael Fera;PODE;RO
2618104-8;220532;Sim;Rafael Prudente;MDB;DF
2618104-8;74084;Sim;Raimundo Santos;PSD;PA
2618104-8;74161;Não;Reginaldo Lopes;PT;MG
2618104-8;220606;Não;Reimont;PT;RJ
2618104-8;178989;Sim;Renata Abreu;PODE;SP
2618104-8;153423;Sim;Renilce Nicodemos;MDB;PA
2618104-8;73801;Não;Renildo Calheiros;PCDOB;PE
2618104-8;175765;Sim;Ribamar Silva;PSD;SP
2618104-8;235088;Sim;Ribeiro Neto;SOLIDARIEDADE;MA
2618104-8;221329;Sim;Ricardo Abrão;PSDB;RJ
2618104-8;220543;Sim;Ricardo Ayres;REPUBLICANOS;TO
2618104-8;73788;Sim;Ricardo Barros;PP;PR
2618104-8;204362;Sim;Ricardo Guidi;PL;SC
2618104-8;220694;Sim;Ricardo Maia;MDB;BA
2618104-8;204489;Sim;Robério Monteiro;PSB;CE
2618104-8;220693;Sim;Roberta Roma;PL;BA
2618104-8;220588;Sim;Roberto Duarte;REPUBLICANOS;AC
2618104-8;220613;Sim;Roberto Monteiro Pai;PL;RJ
2618104-8;220624;Sim;Robinson Faria;PP;RN
2618104-8;220546;Sim;Rodolfo Nogueira;PL;MS
2618104-8;230767;Sim;Rodrigo da Zaeli;PL;MT
2618104-8;141531;Sim;Rodrigo de Castro;UNIÃO;MG
2618104-8;220641;Sim;Rodrigo Gambale;PODE;SP
2618104-8;141533;Sim;Rodrigo Rollemberg;PSB;DF
2618104-8;165470;Sim;Rodrigo Valadares;PL;SE
2618104-8;220695;Sim;Rogéria Santos;REPUBLICANOS;BA
2618104-8;204480;Não;Rogério Correia;PT;MG
2618104-8;160629;Sim;Romero Rodrigues;PODE;PB
2618104-8;204525;Sim;Rosana Valle;PL;SP
2618104-8;178945;Sim;Rosangela Gomes;REPUBLICANOS;RJ
2618104-8;220644;Sim;Rosangela Moro;PL;SP
2618104-8;178887;Não;Rubens Pereira Júnior;PT;MA
2618104-8;73604;Não;Rui Falcão;PT;SP
2618104-8;220631;Sim;Samuel Viana;UNIÃO;MG
2618104-8;204416;Sim;Sanderson;PL;RS
2618104-8;160621;Sim;Sandro Alex;PSD;PR
2618104-8;204387;Sim;Sargento Fahur;PL;PR
2618104-8;220621;Sim;Sargento Gonçalves;PL;RN
2618104-8;220618;Sim;Sargento Portugal;PODE;RJ
2618104-8;220713;Sim;Saullo Vianna;MDB;AM
2618104-8;226837;Sim;Saulo Pedroso;PSD;SP
2618104-8;73808;Sim;Sérgio Brito;PSD;BA
2618104-8;178933;Sim;Sergio Souza;MDB;PR
2618104-8;235776;Sim;Sérgio Turra;PP;RS
2618104-8;204557;Sim;Sidney Leite;PSD;AM
2618104-8;204360;Sim;Silvia Cristina;PP;RO
2618104-8;227310;Sim;Silvio Antonio;PL;MA
2618104-8;204425;Sim;Silvio Costa Filho;REPUBLICANOS;PE
2618104-8;220569;Sim;Silvye Alves;UNIÃO;GO
2618104-8;220643;Não;Sônia Guajajara;PSOL;SP
2618104-8;178946;Sim;Soraya Santos;PL;RJ
2618104-8;178947;Sim;Sóstenes Cavalcante;PL;RJ
2618104-8;92776;Sim;Stefano Aguiar;PSD;MG
2618104-8;204534;Não;Tabata Amaral;PSB;SP
2618104-8;204464;Não;Talíria Petrone;PSOL;RJ
2618104-8;220560;Sim;Thiago de Joaldo;REPUBLICANOS;SE
2618104-8;220597;Sim;Thiago Flores;UNIÃO;RO
2618104-8;143084;Sim;Tiago Dimas;PODE;TO
2618104-8;220684;Sim;Tião Medeiros;PP;PR
2618104-8;160976;Sim;Tiririca;PSD;SP
2618104-8;178934;Sim;Toninho Wandscheer;PP;PR
2618104-8;157130;Não;Túlio Gadêlha;PSD;PE
2618104-8;160610;Não;Valmir Assunção;PT;BA
2618104-8;74376;Não;Vander Loubet;PT;MS
2618104-8;234673;Sim;Vanderlan Alves;SOLIDARIEDADE;CE
2618104-8;235712;Sim;Vavá;AVANTE;MG
2618104-8;141555;Sim;Vinicius Carvalho;PL;SP
2618104-8;160591;Sim;Vinicius Gurgel;PL;AP
2618104-8;178992;Sim;Vitor Lippi;PSD;SP
2618104-8;91228;Sim;Waldemar Oliveira;AVANTE;PE
2618104-8;160569;Não;Waldenor Pereira;PT;BA
2618104-8;160518;Sim;Weliton Prado;SOLIDARIEDADE;MG
2618104-8;224333;Não;Welter;PT;PR
2618104-8;74044;Sim;Wilson Santiago;REPUBLICANOS;PB
2618104-8;230768;Sim;Zé Adriano;PP;AC
2618104-8;220536;Sim;Zé Haroldo Cathedral;UNIÃO;RR
2618104-8;204559;Não;Zé Neto;PT;BA
2618104-8;160632;Sim;Zé Silva;UNIÃO;MG
2618104-8;220558;Sim;Zé Trovão;PL;SC
2618104-8;204517;Sim;Zé Vitor;PL;MG
2618104-8;220592;Sim;Zezinho Barbary;PP;AC
2618104-8;220552;Sim;Zucco;PL;RS
533105-109;178835;Não;Afonso Motta;PDT;RS
533105-109;204501;Não;Alencar Santana;PT;SP
533105-109;69871;Não;Bacelar;PV;BA
533105-109;204374;Sim;Bia Kicis;PL;DF
533105-109;204504;Não;Cezinha de Madureira;PSD;SP
533105-109;204462;Sim;Chris Tonietto;PL;RJ
533105-109;220595;Sim;Coronel Fernanda;PL;MT
533105-109;220555;Não;Daiana Santos;PCDOB;RS
533105-109;204512;Sim;Delegado Marcelo Freitas;UNIÃO;MG
533105-109;220654;Sim;Delegado Paulo Bilynskyj;PL;SP
533105-109;73768;Sim;Dilceu Sperafico;PP;PR
533105-109;66828;Não;Fausto Pinato;PP;SP
533105-109;204394;Não;Gervásio Maia;PSB;PB
533105-109;226179;Não;Gisela Simona;UNIÃO;MT
533105-109;141470;Não;José Guimarães;PT;CE
533105-109;204474;Não;Juarez Costa;MDB;MT
533105-109;220559;Sim;Julia Zanatta;PL;SC
533105-109;66385;Não;Julio Arcoverde;PP;PI
533105-109;139285;Não;Lídice da Mata;PSB;BA
533105-109;204404;Sim;Lucas Redecker;PSDB;RS
533105-109;74041;Não;Luiz Couto;PT;PB
533105-109;220550;Sim;Mauricio Marcon;PL;RS
533105-109;178986;Não;Nilto Tatto;PT;SP
533105-109;204498;Não;Olival Marques;MDB;PA
533105-109;74160;Não;Patrus Ananias;PT;MG
533105-109;160601;Sim;Pr. Marco Feliciano;PL;SP
533105-109;221338;Não;Professora Luciene Cavalcante;PSOL;SP
533105-109;74161;Não;Reginaldo Lopes;PT;MG
533105-109;153423;Não;Renilce Nicodemos;MDB;PA
533105-109;235088;Não;Ribeiro Neto;PRD;MA
533105-109;220588;Não;Roberto Duarte;REPUBLICANOS;AC
533105-109;220546;Sim;Rodolfo Nogueira;PL;MS
533105-109;178887;Não;Rubens Pereira Júnior;PT;MA
533105-109;157130;Não;Túlio Gadêlha;REDE;PE
533105-109;91228;Não;Waldemar Oliveira;AVANTE;PE
533105-109;220558;Sim;Zé Trovão;PL;SC
589982-103;204379;Não;Acácio Favacho;MDB;AP
