uriproposicao;codtema;tema;relevancia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601702;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601702;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601702;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601702;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601705;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601705;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601715;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601715;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601715;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601718;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601718;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601718;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601719;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601719;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601720;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601720;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601720;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601733;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601733;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601730;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601730;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601730;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601741;42;Direito Civil e Processual Civil;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601744;42;Direito Civil e Processual Civil;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601745;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601746;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601746;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601746;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601747;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601747;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601759;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601759;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601759;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601766;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601766;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601766;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601768;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601768;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601768;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601768;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601768;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601786;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601786;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601786;55;Relações Internacionais e Comércio Exterior;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601791;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601791;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601791;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601792;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601792;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601792;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601802;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601802;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601802;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601804;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601804;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601804;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601804;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601805;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601805;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601806;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601806;68;Direito Constitucional;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601806;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601806;55;Relações Internacionais e Comércio Exterior;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601809;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601812;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601812;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601813;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601813;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601813;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601814;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601814;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601818;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601818;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601821;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601821;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601821;60;Turismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601822;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601822;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601823;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601823;55;Relações Internacionais e Comércio Exterior;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601824;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601824;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601825;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601825;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601825;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601828;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601828;76;Direito e Justiça;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601828;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601836;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601836;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601875;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601875;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601882;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601882;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601882;60;Turismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601894;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601894;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601902;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601902;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601902;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601907;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601907;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601916;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601916;55;Relações Internacionais e Comércio Exterior;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601920;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601920;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601920;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601922;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601922;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601922;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601922;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601936;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601936;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601941;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601941;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601952;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601952;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601952;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601953;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601953;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601954;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601954;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601954;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601971;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601971;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601971;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601972;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601972;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601990;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601990;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602016;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602016;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602016;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602016;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602040;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602040;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602041;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602041;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602042;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602042;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602043;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602043;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602062;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602062;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602062;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602071;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602071;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602071;72;Homenagens e Datas Comemorativas;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602072;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602072;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602072;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602076;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602076;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602076;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602077;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602077;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602077;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602078;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602078;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602079;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602079;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602080;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602080;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602082;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602082;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602083;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602083;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602085;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602093;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602093;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602093;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602113;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602122;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602122;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602122;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602131;39;Esporte e Lazer;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602131;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602136;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602136;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602136;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602157;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602157;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602157;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602157;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602166;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602166;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602166;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602172;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602175;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602175;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602175;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602176;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602176;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602176;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602177;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602177;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602177;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602190;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602190;52;Previdência e Assistência Social;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602192;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602192;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602193;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602193;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602193;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602194;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602194;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602196;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602196;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602196;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602197;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602197;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602197;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602199;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602199;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602199;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602201;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602201;74;Política, Partidos e Eleições;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602205;57;Defesa e Segurança;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602205;43;Direito Penal e Processual Penal;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602210;64;Agricultura, Pecuária, Pesca e Extrativismo;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602210;51;Estrutura Fundiária;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602210;48;Meio Ambiente e Desenvolvimento Sustentável;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602212;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602212;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602217;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602218;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602218;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602219;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602220;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602220;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602221;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602221;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602222;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602222;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602224;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602224;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602225;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602225;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602227;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602227;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602228;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602228;41;Cidades e Desenvolvimento Urbano;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602231;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602231;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602231;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602248;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602248;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602249;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602284;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602284;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602284;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602287;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602287;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602288;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602288;40;Economia;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602290;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602290;76;Direito e Justiça;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602290;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602291;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602291;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602291;76;Direito e Justiça;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602291;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602292;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602292;76;Direito e Justiça;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602292;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602293;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602293;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602293;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602294;35;Arte, Cultura e Religião;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602294;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602294;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602295;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602295;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602295;46;Educação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602303;42;Direito Civil e Processual Civil;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602303;74;Política, Partidos e Eleições;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602304;70;Finanças Públicas e Orçamento;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602304;56;Saúde;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602304;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602306;62;Ciência, Tecnologia e Inovação;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602306;37;Comunicações;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602306;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602309;67;Direito e Defesa do Consumidor;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602309;54;Energia, Recursos Hídricos e Minerais;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602309;61;Viação, Transporte e Mobilidade;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602318;66;Indústria, Comércio e Serviços;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602318;58;Trabalho e Emprego;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602324;34;Administração Pública;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602324;44;Direitos Humanos e Minorias;0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602324;46;Educação;0
