idproposicao;uriproposicao;idautor;nomeautor;tipoautor;ordemassinatura;pesoautoria
2626052;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626052;220618;Sargento Portugal;Deputado(a);1;1
2626051;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626051;220618;Sargento Portugal;Deputado(a);1;1
2626050;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626050;220618;Sargento Portugal;Deputado(a);1;1
2626049;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626049;160758;Domingos Sávio;Deputado(a);1;1
2626048;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626048;220618;Sargento Portugal;Deputado(a);1;1
2626046;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626046;220616;Luciano Vieira;Deputado(a);1;1
2626045;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626045;220616;Luciano Vieira;Deputado(a);1;1
2626044;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626044;220615;Pastor Henrique Vieira;Deputado(a);1;1
2626043;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626043;220691;Diego Coronel;Deputado(a);1;1
2626042;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626042;220672;Henderson Pinto;Deputado(a);1;1
2626041;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626041;160758;Domingos Sávio;Deputado(a);1;1
2626040;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626040;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2626039;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626039;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2626038;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626038;220618;Sargento Portugal;Deputado(a);1;1
2626037;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626037;204459;Daniela do Waguinho;Deputado(a);1;1
2626036;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626036;204459;Daniela do Waguinho;Deputado(a);1;1
2626035;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626035;204372;Julio Cesar Ribeiro;Deputado(a);1;1
2626034;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626034;74161;Reginaldo Lopes;Deputado(a);1;1
2626031;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626031;204436;Isnaldo Bulhões Jr.;Deputado(a);1;1
2626030;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626030;220540;Duda Ramos;Deputado(a);1;1
2626029;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626029;;Teresa Leitão;Senador(a);1;1
2626029;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626029;;Teresa Leitão;Senador(a);2;1
2626029;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626029;;Teresa Leitão;Senador(a);3;1
2626029;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626029;;Teresa Leitão;Senador(a);4;1
2626029;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626029;;Teresa Leitão;Senador(a);5;1
2626028;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626028;;Teresa Leitão;Senador(a);1;1
2626028;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626028;;Teresa Leitão;Senador(a);2;1
2626028;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626028;;Teresa Leitão;Senador(a);3;1
2626028;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626028;;Teresa Leitão;Senador(a);4;1
2626028;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626028;;Teresa Leitão;Senador(a);5;1
2626027;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626027;;Teresa Leitão;Senador(a);1;1
2626027;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626027;;Teresa Leitão;Senador(a);2;1
2626027;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626027;;Teresa Leitão;Senador(a);3;1
2626027;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626027;;Teresa Leitão;Senador(a);4;1
2626027;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626027;;Teresa Leitão;Senador(a);5;1
2626026;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626026;;Teresa Leitão;Senador(a);1;1
2626026;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626026;;Teresa Leitão;Senador(a);2;1
2626026;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626026;;Teresa Leitão;Senador(a);3;1
2626026;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626026;;Teresa Leitão;Senador(a);4;1
2626026;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626026;;Teresa Leitão;Senador(a);5;1
2626025;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626025;157130;Túlio Gadêlha;Deputado(a);1;1
2626024;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626024;157130;Túlio Gadêlha;Deputado(a);1;1
2626023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626023;178989;Renata Abreu;Deputado(a);1;1
2626022;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626022;178884;Hildo Rocha;Deputado(a);1;1
2626022;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626022;178884;Hildo Rocha;Deputado(a);2;1
2626021;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626021;;Mecias de Jesus;Senador(a);1;1
2626021;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626021;;Mecias de Jesus;Senador(a);2;1
2626020;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626020;;Mecias de Jesus;Senador(a);1;1
2626020;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626020;;Mecias de Jesus;Senador(a);2;1
2626019;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626019;160758;Domingos Sávio;Deputado(a);1;1
2626018;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626018;160758;Domingos Sávio;Deputado(a);1;1
2626017;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626017;160758;Domingos Sávio;Deputado(a);1;1
2626016;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626016;160758;Domingos Sávio;Deputado(a);1;1
2626015;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626015;160758;Domingos Sávio;Deputado(a);1;1
2626014;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626014;160758;Domingos Sávio;Deputado(a);1;1
2626013;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626013;141533;Rodrigo Rollemberg;Deputado(a);1;1
2626013;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626013;141533;Rodrigo Rollemberg;Senador(a);2;1
2626013;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626013;141533;Rodrigo Rollemberg;Deputado(a);3;1
2626012;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626012;;Damares Alves;Senador(a);1;1
2626011;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626011;;Damares Alves;Senador(a);1;1
2626010;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626010;74299;Leônidas Cristino;Deputado(a);1;1
2626009;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626009;234788;Heloísa Helena;Senador(a);1;1
2626009;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626009;234788;Heloísa Helena;Deputado(a);2;1
2626008;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626008;234788;Heloísa Helena;Senador(a);1;1
2626008;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626008;234788;Heloísa Helena;Deputado(a);2;1
2626007;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626007;234788;Heloísa Helena;Senador(a);1;1
2626007;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626007;234788;Heloísa Helena;Deputado(a);2;1
2626006;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626006;160512;Aureo Ribeiro;Deputado(a);1;1
2626005;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626005;204511;David Soares;Deputado(a);1;1
2626004;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626004;204511;David Soares;Deputado(a);1;1
2626003;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626003;204511;David Soares;Deputado(a);1;1
2626002;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626002;220529;Gilson Daniel;Deputado(a);1;1
2626001;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626001;220529;Gilson Daniel;Deputado(a);1;1
2626000;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2626000;220529;Gilson Daniel;Deputado(a);1;1
2625999;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625999;220529;Gilson Daniel;Deputado(a);1;1
2625998;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625998;220529;Gilson Daniel;Deputado(a);1;1
2625997;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625997;;Dr. Hiran;Senador(a);1;1
2625996;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625996;220572;Marussa Boldrin;Deputado(a);1;1
2625994;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625994;;Comissão Mista da MPV 1334/2026;COMISSÃO MEDIDA PROVISÓRIA;1;1
2625993;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625993;220547;Marcos Pollon;Deputado(a);1;1
2625992;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625992;220547;Marcos Pollon;Deputado(a);1;1
2625991;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625991;141421;Eduardo da Fonte;Deputado(a);1;1
2625990;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625990;204367;Daniel Freitas;Deputado(a);1;1
2625989;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625989;204495;Airton Faleiro;Deputado(a);1;1
2625988;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625988;220616;Luciano Vieira;Deputado(a);1;1
2625987;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625987;220543;Ricardo Ayres;Deputado(a);1;1
2625986;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625986;141456;Jilmar Tatto;Deputado(a);1;1
2625985;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625985;220641;Rodrigo Gambale;Deputado(a);1;1
2625984;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625984;156190;Marcel van Hattem;Deputado(a);1;1
2625983;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625983;156190;Marcel van Hattem;Deputado(a);1;1
2625982;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625982;178947;Sóstenes Cavalcante;Deputado(a);1;1
2625981;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625981;220641;Rodrigo Gambale;Deputado(a);1;1
2625980;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625980;204518;Dr. Frederico;Deputado(a);1;1
2625979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625979;220598;Tarcísio Motta;Deputado(a);4;1
2625979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625979;73701;Benedita da Silva;Deputado(a);1;1
2625979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625979;74158;Mário Heringer;Deputado(a);2;1
2625979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625979;160604;Pedro Uczai;Deputado(a);3;1
2625979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625979;204436;Isnaldo Bulhões Jr.;Deputado(a);5;1
2625978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625978;220598;Tarcísio Motta;Deputado(a);4;1
2625978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625978;73701;Benedita da Silva;Deputado(a);1;1
2625978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625978;74158;Mário Heringer;Deputado(a);2;1
2625978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625978;160604;Pedro Uczai;Deputado(a);3;1
2625978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625978;204436;Isnaldo Bulhões Jr.;Deputado(a);5;1
2625977;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625977;220644;Rosangela Moro;Deputado(a);1;1
2625977;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625977;204387;Sargento Fahur;Deputado(a);2;1
2625977;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625977;204396;Vermelho;Deputado(a);4;1
2625977;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625977;204411;Filipe Barros;Deputado(a);3;1
2625975;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625975;220625;Delegada Ione;Deputado(a);1;1
2625974;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625974;204365;Gilson Marques;Deputado(a);1;1
2625973;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625973;204365;Gilson Marques;Deputado(a);1;1
2625972;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625972;220686;Duarte Jr.;Deputado(a);1;1
2625971;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625971;204390;Professor Alcides;Deputado(a);1;1
2625970;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625970;160512;Aureo Ribeiro;Deputado(a);1;1
2625969;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625969;204390;Professor Alcides;Deputado(a);1;1
2625968;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625968;204436;Isnaldo Bulhões Jr.;Deputado(a);2;1
2625968;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625968;178884;Hildo Rocha;Deputado(a);1;1
2625967;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625967;220558;Zé Trovão;Deputado(a);1;1
2625966;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625966;220558;Zé Trovão;Deputado(a);1;1
2625965;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625965;220695;Rogéria Santos;Deputado(a);1;1
2625964;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625964;220563;Icaro de Valmir;Deputado(a);1;1
2625963;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625963;220563;Icaro de Valmir;Deputado(a);1;1
2625961;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625961;;Comissão Mista da MPV 1334/2026;COMISSÃO MEDIDA PROVISÓRIA;1;1
2625960;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625960;220699;Castro Neto;Deputado(a);1;1
2625959;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625959;;Poder Executivo;Órgão do Poder Executivo;1;1
2625958;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625958;74856;Laura Carneiro;Deputado(a);1;1
2625957;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625957;74856;Laura Carneiro;Deputado(a);1;1
2625956;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625956;;CONGRESSO NACIONAL;Plenário Virtual CN;1;1
2625955;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625955;220618;Sargento Portugal;Deputado(a);1;1
2625954;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625954;213762;Carla Dickson;Deputado(a);1;1
2625953;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625953;220695;Rogéria Santos;Deputado(a);1;1
2625952;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625952;220651;Simone Marquetto;Deputado(a);1;1
2625951;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625951;220618;Sargento Portugal;Deputado(a);1;1
2625950;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625950;160512;Aureo Ribeiro;Deputado(a);1;1
2625949;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625949;204436;Isnaldo Bulhões Jr.;Deputado(a);1;1
2625948;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625948;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625947;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625947;220552;Zucco;Deputado(a);1;1
2625946;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625946;;Poder Executivo;Órgão do Poder Executivo;1;1
2625945;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625945;;Poder Executivo;Órgão do Poder Executivo;1;1
2625944;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625944;204365;Gilson Marques;Deputado(a);1;1
2625943;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625943;204365;Gilson Marques;Deputado(a);1;1
2625942;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625942;141456;Jilmar Tatto;Deputado(a);1;1
2625941;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625941;220641;Rodrigo Gambale;Deputado(a);1;1
2625940;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625940;220611;General Pazuello;Deputado(a);1;1
2625939;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625939;220668;Maria Arraes;Deputado(a);1;1
2625937;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625937;220691;Diego Coronel;Deputado(a);1;1
2625936;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625936;160161;Marcelo Queiroz;Deputado(a);2;1
2625936;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625936;220642;Delegado Bruno Lima;Deputado(a);1;1
2625935;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625935;204540;Maria Rosas;Deputado(a);1;1
2625934;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625934;220574;Cabo Gilberto Silva;Deputado(a);1;1
2625933;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625933;220690;Capitão Alden;Deputado(a);1;1
2625932;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625932;178871;Evair Vieira de Melo;Deputado(a);2;1
2625932;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625932;156190;Marcel van Hattem;Deputado(a);1;1
2625931;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625931;220691;Diego Coronel;Deputado(a);1;1
2625930;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625930;220699;Castro Neto;Deputado(a);1;1
2625929;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625929;98148;Cobalchini;Deputado(a);1;1
2625928;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625928;178966;Geovania de Sá;Deputado(a);1;1
2625927;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625927;178986;Nilto Tatto;Deputado(a);1;1
2625926;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625926;178966;Geovania de Sá;Deputado(a);1;1
2625925;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625925;220695;Rogéria Santos;Deputado(a);1;1
2625924;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625924;220695;Rogéria Santos;Deputado(a);1;1
2625923;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625923;220695;Rogéria Santos;Deputado(a);1;1
2625922;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625922;204374;Bia Kicis;Deputado(a);1;1
2625921;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625921;160604;Pedro Uczai;Deputado(a);1;1
2625920;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625920;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625919;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625919;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625918;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625918;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625917;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625917;220665;Clarissa Tércio;Deputado(a);1;1
2625916;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625916;;Plenário;COMISSÃO DIRETORA;1;1
2625915;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625915;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625914;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625914;220540;Duda Ramos;Deputado(a);1;1
2625913;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625913;220540;Duda Ramos;Deputado(a);1;1
2625912;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625912;220665;Clarissa Tércio;Deputado(a);1;1
2625911;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625911;220540;Duda Ramos;Deputado(a);1;1
2625910;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625910;188097;Merlong Solano;Deputado(a);1;1
2625909;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625909;;Departamento de Taquigrafia;Órgão da Câmara dos Deputados;1;1
2625908;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625908;204390;Professor Alcides;Deputado(a);1;1
2625907;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625907;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625906;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625906;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625905;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625905;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625904;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625904;204395;Pedro Lupion;Deputado(a);1;1
2625903;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625903;160665;Augusto Coutinho;Deputado(a);1;1
2625902;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625902;213762;Carla Dickson;Deputado(a);1;1
2625901;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625901;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625900;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625899;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625899;209787;Nikolas Ferreira;Deputado(a);1;1
2625898;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625898;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625897;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625897;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2625895;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625895;204572;Capitão Alberto Neto;Deputado(a);1;1
2625894;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625894;209787;Nikolas Ferreira;Deputado(a);1;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220598;Tarcísio Motta;Deputado(a);6;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220556;Ana Paula Lima;Deputado(a);17;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220543;Ricardo Ayres;Deputado(a);12;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220623;Duda Salabert;Deputado(a);19;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220637;Marina Silva;Deputado(a);5;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220687;Márcio Honaiser;Deputado(a);13;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220643;Sônia Guajajara;Deputado(a);7;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220645;Erika Hilton;Deputado(a);18;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220615;Pastor Henrique Vieira;Deputado(a);11;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220667;Pedro Campos;Deputado(a);1;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;220632;Ana Pimentel;Deputado(a);15;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;73701;Benedita da Silva;Deputado(a);3;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;74784;Luiza Erundina;Deputado(a);9;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;74171;Chico Alencar;Deputado(a);10;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;74270;Gilberto Nascimento;Deputado(a);20;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;160604;Pedro Uczai;Deputado(a);8;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;204488;Célio Studart;Deputado(a);2;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;204459;Daniela do Waguinho;Deputado(a);14;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;204534;Tabata Amaral;Deputado(a);4;1
2625893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625893;73778;Luiz Carlos Hauly;Deputado(a);16;1
2625892;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625892;74044;Wilson Santiago;Deputado(a);1;1
2625891;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625891;178873;Helder Salomão;Deputado(a);1;1
2625890;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625890;204524;Pinheirinho;Deputado(a);1;1
2625889;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625889;160665;Augusto Coutinho;Deputado(a);1;1
2625888;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625888;160665;Augusto Coutinho;Deputado(a);1;1
2625887;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625887;204365;Gilson Marques;Deputado(a);1;1
2625886;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625886;204365;Gilson Marques;Deputado(a);1;1
2625885;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625885;204491;Gilberto Abramo;Deputado(a);1;1
2625884;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625884;204365;Gilson Marques;Deputado(a);1;1
2625883;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625883;204365;Gilson Marques;Deputado(a);1;1
2625882;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625882;204365;Gilson Marques;Deputado(a);1;1
2625881;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625881;227310;Silvio Antonio;Deputado(a);1;1
2625880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625880;204365;Gilson Marques;Deputado(a);1;1
2625879;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625879;220668;Maria Arraes;Deputado(a);1;1
2625878;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625878;220668;Maria Arraes;Deputado(a);1;1
2625877;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625877;220668;Maria Arraes;Deputado(a);1;1
2625876;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625876;74454;Eunício Oliveira;Deputado(a);1;1
2625875;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625875;220695;Rogéria Santos;Deputado(a);1;1
2625874;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625874;204572;Capitão Alberto Neto;Deputado(a);1;1
2625873;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625873;204536;Kim Kataguiri;Deputado(a);1;1
2625872;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625872;204536;Kim Kataguiri;Deputado(a);1;1
