idproposicao;uriproposicao;idautor;nomeautor;tipoautor;ordemassinatura;pesoautoria
2613989;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613989;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613988;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613988;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613987;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613987;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613986;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613986;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613985;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613985;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613984;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613984;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613983;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613983;220559;Julia Zanatta;Deputado(a);1;1
2613982;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613982;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613981;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613981;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613980;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613980;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613979;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613978;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613977;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613977;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613976;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613976;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613975;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613975;220618;Sargento Portugal;Deputado(a);1;1
2613974;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613974;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613972;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613972;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613971;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613971;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613970;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613970;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613969;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613969;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613968;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613968;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613967;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613967;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613966;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613966;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613965;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613965;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613964;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613964;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613963;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613963;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613962;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613962;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613961;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613961;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613960;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613960;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613959;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613959;220618;Sargento Portugal;Deputado(a);1;1
2613958;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613958;178871;Evair Vieira de Melo;Deputado(a);1;1
2613957;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613957;178871;Evair Vieira de Melo;Deputado(a);1;1
2613956;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613956;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613955;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613955;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613954;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613954;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613953;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613953;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613952;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613952;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613951;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613951;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613950;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613950;178947;Sóstenes Cavalcante;Deputado(a);1;1
2613948;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613948;156190;Marcel van Hattem;Deputado(a);1;1
2613947;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613947;156190;Marcel van Hattem;Deputado(a);1;1
2613946;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613946;220618;Sargento Portugal;Deputado(a);1;1
2613945;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613945;220618;Sargento Portugal;Deputado(a);1;1
2613944;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613944;143632;Domingos Neto;Deputado(a);1;1
2613943;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613943;220618;Sargento Portugal;Deputado(a);1;1
2613941;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613941;;Poder Executivo;Órgão do Poder Executivo;1;1
2613940;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613940;;Poder Executivo;Órgão do Poder Executivo;1;1
2613938;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613938;;Poder Executivo;Órgão do Poder Executivo;1;1
2613937;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613937;;Poder Executivo;Órgão do Poder Executivo;1;1
2613935;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613935;;Poder Executivo;Órgão do Poder Executivo;1;1
2613934;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613934;;Poder Executivo;Órgão do Poder Executivo;1;1
2613932;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613932;;Poder Executivo;Órgão do Poder Executivo;1;1
2613931;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613931;;Poder Executivo;Órgão do Poder Executivo;1;1
2613929;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613929;;Poder Executivo;Órgão do Poder Executivo;1;1
2613928;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613928;;Poder Executivo;Órgão do Poder Executivo;1;1
2613925;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613925;;Poder Executivo;Órgão do Poder Executivo;1;1
2613924;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613924;;Poder Executivo;Órgão do Poder Executivo;1;1
2613922;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613922;;Poder Executivo;Órgão do Poder Executivo;1;1
2613921;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613921;;Poder Executivo;Órgão do Poder Executivo;1;1
2613919;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613919;204407;Fernanda Melchionna;Deputado(a);1;1
2613918;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613918;220669;Lula da Fonte;Deputado(a);2;1
2613918;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613918;141421;Eduardo da Fonte;Deputado(a);1;1
2613917;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613917;;Poder Executivo;Órgão do Poder Executivo;1;1
2613916;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613916;220604;Marcos Tavares;Deputado(a);1;1
2613915;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613915;;Poder Executivo;Órgão do Poder Executivo;1;1
2613913;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613913;204540;Maria Rosas;Deputado(a);1;1
2613912;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613912;204540;Maria Rosas;Deputado(a);1;1
2613911;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613911;160559;Alceu Moreira;Deputado(a);1;1
2613910;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613910;204540;Maria Rosas;Deputado(a);1;1
2613909;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613909;204540;Maria Rosas;Deputado(a);1;1
2613908;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613908;204540;Maria Rosas;Deputado(a);1;1
2613907;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613907;220618;Sargento Portugal;Deputado(a);1;1
2613906;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613906;220669;Lula da Fonte;Deputado(a);2;1
2613906;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613906;141421;Eduardo da Fonte;Deputado(a);1;1
2613905;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613905;204540;Maria Rosas;Deputado(a);1;1
2613904;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613904;220542;Alexandre Guimarães;Deputado(a);2;0
2613904;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613904;220641;Rodrigo Gambale;Deputado(a);3;0
2613904;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613904;220572;Marussa Boldrin;Deputado(a);1;1
2613903;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613903;220618;Sargento Portugal;Deputado(a);1;1
2613902;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613902;204540;Maria Rosas;Deputado(a);1;1
2613901;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613901;74856;Laura Carneiro;Deputado(a);2;0
2613901;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613901;220656;Fernanda Pessoa;Deputado(a);1;1
2613900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613900;74856;Laura Carneiro;Deputado(a);6;0
2613900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613900;220656;Fernanda Pessoa;Deputado(a);1;1
2613900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613900;220683;Beto Richa;Deputado(a);2;0
2613900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613900;220695;Rogéria Santos;Deputado(a);3;0
2613900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613900;220616;Luciano Vieira;Deputado(a);5;0
2613900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613900;204459;Daniela do Waguinho;Deputado(a);4;0
2613899;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613899;;Poder Executivo;Órgão do Poder Executivo;1;1
2613897;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613897;204540;Maria Rosas;Deputado(a);1;1
2613894;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613894;204540;Maria Rosas;Deputado(a);1;1
2613893;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613893;204540;Maria Rosas;Deputado(a);1;1
2613892;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613892;204540;Maria Rosas;Deputado(a);1;1
2613891;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613891;204540;Maria Rosas;Deputado(a);1;1
2613890;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613890;156190;Marcel van Hattem;Deputado(a);1;1
2613889;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613889;220618;Sargento Portugal;Deputado(a);1;1
2613888;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613888;156190;Marcel van Hattem;Deputado(a);1;1
2613887;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613887;204540;Maria Rosas;Deputado(a);1;1
2613886;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613886;220618;Sargento Portugal;Deputado(a);1;1
2613885;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613885;204540;Maria Rosas;Deputado(a);1;1
2613884;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613884;220618;Sargento Portugal;Deputado(a);1;1
2613883;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613883;204540;Maria Rosas;Deputado(a);1;1
2613882;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613882;220644;Rosangela Moro;Deputado(a);1;1
2613881;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613881;220618;Sargento Portugal;Deputado(a);1;1
2613880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613880;160517;Paulo Folletto;Deputado(a);1;1
2613879;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613879;220553;Denise Pessôa;Deputado(a);1;1
2613878;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613878;;Comissão de Defesa dos Direitos das Pessoas com Deficiência;COMISSÃO PERMANENTE;1;1
2613877;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613877;220618;Sargento Portugal;Deputado(a);1;1
2613876;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613876;220715;Amom Mandel;Deputado(a);1;1
2613875;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613875;220715;Amom Mandel;Deputado(a);1;1
2613874;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613874;220715;Amom Mandel;Deputado(a);1;1
2613873;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613873;220715;Amom Mandel;Deputado(a);1;1
2613872;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613872;220715;Amom Mandel;Deputado(a);1;1
2613871;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613871;220715;Amom Mandel;Deputado(a);1;1
2613870;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613870;220715;Amom Mandel;Deputado(a);1;1
2613869;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613869;220715;Amom Mandel;Deputado(a);1;1
2613868;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613868;220715;Amom Mandel;Deputado(a);1;1
2613867;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613867;220715;Amom Mandel;Deputado(a);1;1
2613866;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613866;220715;Amom Mandel;Deputado(a);1;1
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;74856;Laura Carneiro;Deputado(a);9;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;220598;Tarcísio Motta;Deputado(a);1;1
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;220645;Erika Hilton;Deputado(a);3;1
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;220615;Pastor Henrique Vieira;Deputado(a);11;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;206018;Célia Xakriabá;Deputado(a);4;1
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;139285;Lídice da Mata;Deputado(a);10;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;74784;Luiza Erundina;Deputado(a);2;1
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;141470;José Guimarães;Deputado(a);8;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;157130;Túlio Gadêlha;Deputado(a);13;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;204407;Fernanda Melchionna;Deputado(a);6;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;204464;Talíria Petrone;Deputado(a);12;0
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;204535;Sâmia Bomfim;Deputado(a);5;1
2613865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613865;234788;Heloísa Helena;Deputado(a);7;0
2613864;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613864;220715;Amom Mandel;Deputado(a);1;1
2613863;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613863;220715;Amom Mandel;Deputado(a);1;1
2613862;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613862;220715;Amom Mandel;Deputado(a);1;1
2613861;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613861;220715;Amom Mandel;Deputado(a);1;1
2613860;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613860;220715;Amom Mandel;Deputado(a);1;1
2613859;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613859;220715;Amom Mandel;Deputado(a);1;1
2613858;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613858;220715;Amom Mandel;Deputado(a);1;1
2613857;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613857;220715;Amom Mandel;Deputado(a);1;1
2613856;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613856;220715;Amom Mandel;Deputado(a);1;1
2613855;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613855;220715;Amom Mandel;Deputado(a);1;1
2613854;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613854;220715;Amom Mandel;Deputado(a);1;1
2613853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613853;220715;Amom Mandel;Deputado(a);1;1
2613852;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613852;220622;Nely Aquino;Deputado(a);1;1
2613851;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613851;220618;Sargento Portugal;Deputado(a);1;1
2613850;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613850;204511;David Soares;Deputado(a);1;1
2613849;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613849;220688;Dr. Francisco;Deputado(a);1;1
2613848;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613848;204511;David Soares;Deputado(a);1;1
2613847;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613847;133810;Marcelo Moraes;Deputado(a);1;1
2613846;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613846;220618;Sargento Portugal;Deputado(a);1;1
2613845;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613845;204511;David Soares;Deputado(a);1;1
2613844;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613844;92699;Fernando Monteiro;Deputado(a);1;1
2613843;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613843;204368;Fabio Schiochet;Deputado(a);1;1
2613842;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613842;220618;Sargento Portugal;Deputado(a);1;1
2613841;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613841;220682;Tadeu Veneri;Deputado(a);1;1
2613840;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613840;220553;Denise Pessôa;Deputado(a);1;1
2613839;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613839;220640;Juliana Cardoso;Deputado(a);1;1
2613838;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613838;220604;Marcos Tavares;Deputado(a);1;1
2613837;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613837;220604;Marcos Tavares;Deputado(a);1;1
2613836;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613836;204520;Junio Amaral;Deputado(a);1;1
2613835;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613835;178871;Evair Vieira de Melo;Deputado(a);1;1
2613834;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613834;;Plenário;COMISSÃO DIRETORA;1;1
2613833;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613833;220663;Eriberto Medeiros;Deputado(a);1;1
2613832;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613832;220618;Sargento Portugal;Deputado(a);1;1
2613831;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613831;;Departamento de Taquigrafia;Órgão da Câmara dos Deputados;1;1
2613830;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613830;220620;Rosângela Reis;Deputado(a);1;1
2613829;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613829;220543;Ricardo Ayres;Deputado(a);1;1
2613828;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613828;204472;José Medeiros;Deputado(a);1;1
2613827;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613827;220618;Sargento Portugal;Deputado(a);1;1
2613826;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613826;220662;Lucas Ramos;Deputado(a);1;1
2613825;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613825;220662;Lucas Ramos;Deputado(a);1;1
2613824;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613824;220662;Lucas Ramos;Deputado(a);1;1
2613823;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613823;220618;Sargento Portugal;Deputado(a);1;1
2613822;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613822;220556;Ana Paula Lima;Deputado(a);1;1
2613821;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613821;204512;Delegado Marcelo Freitas;Deputado(a);1;1
2613820;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613820;220695;Rogéria Santos;Deputado(a);1;1
2613819;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613819;220618;Sargento Portugal;Deputado(a);1;1
2613818;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613818;220618;Sargento Portugal;Deputado(a);1;1
2613817;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613817;220556;Ana Paula Lima;Deputado(a);1;1
2613816;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613816;220695;Rogéria Santos;Deputado(a);1;1
2613815;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613815;220662;Lucas Ramos;Deputado(a);1;1
2613814;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613814;220556;Ana Paula Lima;Deputado(a);1;1
2613813;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613813;220556;Ana Paula Lima;Deputado(a);1;1
2613812;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613812;220556;Ana Paula Lima;Deputado(a);1;1
2613811;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613811;220556;Ana Paula Lima;Deputado(a);1;1
2613810;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613810;74057;Alice Portugal;Deputado(a);1;1
2613809;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613809;191923;Flávio Nogueira;Deputado(a);1;1
2613808;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613808;220556;Ana Paula Lima;Deputado(a);1;1
2613807;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613807;220654;Delegado Paulo Bilynskyj;Deputado(a);1;1
2613806;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613806;74057;Alice Portugal;Deputado(a);1;1
2613805;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613805;220618;Sargento Portugal;Deputado(a);1;1
2613804;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613804;198783;Emanuel Pinheiro Neto;Deputado(a);1;1
2613803;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613803;220618;Sargento Portugal;Deputado(a);1;1
2613802;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613802;161440;Pezenti;Deputado(a);1;1
2613801;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613801;220618;Sargento Portugal;Deputado(a);1;1
2613800;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613800;220604;Marcos Tavares;Deputado(a);1;1
2613799;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613799;220604;Marcos Tavares;Deputado(a);1;1
2613798;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613798;220604;Marcos Tavares;Deputado(a);1;1
2613797;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613797;178993;Carlos Henrique Gaguim;Deputado(a);1;1
2613796;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613796;204557;Sidney Leite;Deputado(a);1;1
2613795;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613795;160575;Erika Kokay;Deputado(a);1;1
2613794;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613794;220553;Denise Pessôa;Deputado(a);3;1
2613794;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613794;160575;Erika Kokay;Deputado(a);1;1
2613793;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613793;220618;Sargento Portugal;Deputado(a);1;1
2613792;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613792;220704;Carol Dartora;Deputado(a);1;1
2613791;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613791;220618;Sargento Portugal;Deputado(a);1;1
2613790;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613790;204441;Otoni de Paula;Deputado(a);1;1
2613789;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613789;204572;Capitão Alberto Neto;Deputado(a);1;1
2613788;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613788;141408;Cleber Verde;Deputado(a);1;1
2613787;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613787;141408;Cleber Verde;Deputado(a);1;1
2613786;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613786;141411;Dagoberto Nogueira;Deputado(a);1;1
2613785;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613785;204572;Capitão Alberto Neto;Deputado(a);1;1
2613784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613784;220641;Rodrigo Gambale;Deputado(a);2;0
2613784;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613784;226837;Saulo Pedroso;Deputado(a);1;1
2613783;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613783;160575;Erika Kokay;Deputado(a);1;1
2613782;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613782;160575;Erika Kokay;Deputado(a);1;1
2613781;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613781;160575;Erika Kokay;Deputado(a);1;1
2613780;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613780;220715;Amom Mandel;Deputado(a);1;1
2613779;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613779;160575;Erika Kokay;Deputado(a);1;1
2613778;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613778;221338;Professora Luciene Cavalcante;Deputado(a);1;1
2613777;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613777;160575;Erika Kokay;Deputado(a);1;1
2613776;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613776;221338;Professora Luciene Cavalcante;Deputado(a);1;1
2613775;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613775;160518;Weliton Prado;Deputado(a);1;1
2613774;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613774;160518;Weliton Prado;Deputado(a);1;1
2613773;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613773;74057;Alice Portugal;Deputado(a);1;1
2613772;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613772;160161;Marcelo Queiroz;Deputado(a);4;1
2613772;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613772;220642;Delegado Bruno Lima;Deputado(a);2;1
2613772;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613772;220701;Delegado Matheus Laiola;Deputado(a);3;1
2613772;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613772;204494;Fred Costa;Deputado(a);1;1
2613771;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613771;204464;Talíria Petrone;Deputado(a);1;1
2613770;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613770;210989;Bruno Farias;Deputado(a);1;1
