idvotacao;proposicao_id;proposicao_uri;proposicao_titulo;proposicao_ementa;proposicao_siglatipo;proposicao_numero;proposicao_ano;__reason
2432865-62;2462790;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462790;RPD 3 => PL 1743/2024;Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;3;;fk_missing:proposicao_id
2432865-62;2462791;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462791;RPD 4 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;4;;fk_missing:proposicao_id
2432865-62;2462792;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462792;RPD 5 => PL 1743/2024;Votação Nominal do Requerimento de Adiamento da Votação (matéria urgente) - PL 1743/2024-Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;5;;fk_missing:proposicao_id
2432865-62;2462797;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462797;RPD 6 => PL 1743/2024;Requerimento Procedimental Genérico - PL 1743/2024;RPD;6;;fk_missing:proposicao_id
2432865-62;2462823;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462823;PRLP 1 => PL 1743/2024;Altera os artigos 55 e 57 da Lei nº 8.906, de 4 de julho de 1994 - que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil (OAB) -, para modificar a nomenclatura da Secretaria-Geral Adjunta, bem como a composição da Diretoria do Conselho Federal da OAB, e facultar aos Conselhos Seccionais a criação de diretorias regimentais temporárias.;PRLP;1;;fk_missing:proposicao_id
2432865-62;2463050;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463050;RPD 7 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;7;;fk_missing:proposicao_id
2432865-62;2463051;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463051;RPD 8 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;8;;fk_missing:proposicao_id
2432865-62;2463073;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463073;RPD 9 => PL 1743/2024;Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;9;;fk_missing:proposicao_id
2432865-62;2463077;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463077;RPD 10 => PL 1743/2024;Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;10;;fk_missing:proposicao_id
2432865-62;2463078;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463078;RPD 11 => PL 1743/2024;Votação Nominal do Requerimento de Adiamento da Votação (matéria urgente) - PL 1743/2024-Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;11;;fk_missing:proposicao_id
2432865-62;2463082;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463082;EMP 1 => PL 1743/2024;Altera o artigo 55 da Lei nº 8.906, de 4 de julho de 1994 - que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil - OAB, para fins de alterar a nomenclatura da Secretaria-Geral Adjunta, bem como a composição da Diretoria do Conselho Federal da OAB, e acrescenta o parágrafo único ao artigo 57.;EMP;1;;fk_missing:proposicao_id
2432865-62;2463083;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463083;RPD 12 => PL 1743/2024;Requerimento de Votação Nominal - PL 1743/2024-Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;12;;fk_missing:proposicao_id
2432865-62;2463084;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463084;EMP 2 => PL 1743/2024;Altera o artigo 55 da Lei nº 8.906, de 4 de julho de 1994 - que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil - OAB, para fins de alterar a nomenclatura da Secretaria-Geral Adjunta, bem como a composição da Diretoria do Conselho Federal da OAB, e acrescenta o parágrafo único ao artigo 57.;EMP;2;;fk_missing:proposicao_id
2432865-62;2463087;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463087;EMP 3 => PL 1743/2024;Altera o artigo 55 da Lei nº 8.906, de 4 de julho de 1994 - que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil - OAB, para fins de alterar a nomenclatura da Secretaria-Geral Adjunta, bem como a composição da Diretoria do Conselho Federal da OAB, e acrescenta o parágrafo único ao artigo 57.;EMP;3;;fk_missing:proposicao_id
2432865-62;2463091;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463091;DTQ 1 => PL 1743/2024;Destaque de Emenda - PL 1743/2024;DTQ;1;;fk_missing:proposicao_id
2432865-62;2463092;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463092;DTQ 2 => PL 1743/2024;Destaque de Emenda - PL 1743/2024;DTQ;2;;fk_missing:proposicao_id
2432865-62;2463093;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463093;DTQ 3 => PL 1743/2024;Destaque de Emenda - PL 1743/2024;DTQ;3;;fk_missing:proposicao_id
2432865-62;2463094;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463094;RPD 13 => PL 1743/2024;Votação Nominal do Destaque de Emenda - PL 1743/2024-Destaque de Emenda - PL 1743/2024;RPD;13;;fk_missing:proposicao_id
2432865-62;2463095;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463095;RPD 14 => PL 1743/2024;Votação Nominal do Destaque de Emenda - PL 1743/2024-Destaque de Emenda - PL 1743/2024;RPD;14;;fk_missing:proposicao_id
2432865-62;2463096;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463096;RPD 15 => PL 1743/2024;Votação Nominal do Destaque de Emenda - PL 1743/2024-Destaque de Emenda - PL 1743/2024;RPD;15;;fk_missing:proposicao_id
2432865-62;2463107;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463107;PRLE 1 => PL 1743/2024;Altera o artigo 55 da Lei nº 8.906, de 4 de julho de 1994 - que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil - OAB, para fins de alterar a nomenclatura da Secretaria-Geral Adjunta, bem como a composição da Diretoria do Conselho Federal da OAB, e acrescenta o parágrafo único ao artigo 57. Autor: Deputado DOUTOR LUIZINHO Relator: Deputada ANTÔNIA LÚCIA;PRLE;1;;fk_missing:proposicao_id
2432865-62;2463108;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463108;PPP 1 => PL 1743/2024;"Parecer proferido em Plenário pela Relatora, Dep. Antônia Lúcia (REPUBLIC-AC) pela: • Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade, boa técnica legislativa; e, no mérito, pela aprovação do Projeto de Lei nº 1.743, de 2024, na forma do Substitutivo apresentado.";PPP;1;;fk_missing:proposicao_id
2432865-62;2463109;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2463109;SBT 1 => PL 1743/2024;;SBT;1;;fk_missing:proposicao_id
2432865-62;2466843;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2466843;RPD 16 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;16;;fk_missing:proposicao_id
2432865-62;2466844;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2466844;RPD 17 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;17;;fk_missing:proposicao_id
2432865-62;2466860;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2466860;RPD 18 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;18;;fk_missing:proposicao_id
2432865-62;2466861;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2466861;RPD 19 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;19;;fk_missing:proposicao_id
2432865-62;2467103;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2467103;RPD 20 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;20;;fk_missing:proposicao_id
2432865-62;2467104;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2467104;RPD 21 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;21;;fk_missing:proposicao_id
2432865-62;2468482;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2468482;RPD 22 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;22;;fk_missing:proposicao_id
2432865-62;2468483;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2468483;RPD 23 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;23;;fk_missing:proposicao_id
2432865-62;2535509;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535509;RPD 24 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;24;;fk_missing:proposicao_id
2432865-62;2535510;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535510;RPD 25 => PL 1743/2024;Requerimento de Votação Nominal - PL 1743/2024;RPD;25;;fk_missing:proposicao_id
2432865-62;2535511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535511;RPD 26 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;26;;fk_missing:proposicao_id
2432865-62;2535535;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535535;RPD 27 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;27;;fk_missing:proposicao_id
2432865-62;2535536;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535536;RPD 28 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;28;;fk_missing:proposicao_id
2432865-62;2535913;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535913;DTQ 4 => PL 1743/2024;Destaque de Emenda - PL 1743/2024;DTQ;4;;fk_missing:proposicao_id
2432865-62;2535920;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2535920;RPD 29 => PL 1743/2024;Votação Nominal do Destaque de Emenda - PL 1743/2024-Destaque de Emenda - PL 1743/2024;RPD;29;;fk_missing:proposicao_id
2432865-62;2536312;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536312;RPD 30 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;30;;fk_missing:proposicao_id
2432865-62;2536313;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536313;RPD 31 => PL 1743/2024;Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;31;;fk_missing:proposicao_id
2432865-62;2536316;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536316;RPD 32 => PL 1743/2024;Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;32;;fk_missing:proposicao_id
2432865-62;2536317;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536317;RPD 33 => PL 1743/2024;Votação Nominal do Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024-Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;33;;fk_missing:proposicao_id
2432865-62;2536320;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536320;RPD 34 => PL 1743/2024;Votação Nominal do Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024-Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;34;;fk_missing:proposicao_id
2432865-62;2536321;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536321;RPD 35 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;35;;fk_missing:proposicao_id
2432865-62;2536730;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536730;RPD 36 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;36;;fk_missing:proposicao_id
2432865-62;2536731;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536731;RPD 37 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;37;;fk_missing:proposicao_id
2432865-62;2537091;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537091;RPD 38 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;38;;fk_missing:proposicao_id
2432865-62;2537093;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537093;RPD 39 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;39;;fk_missing:proposicao_id
2432865-62;2537263;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537263;RPD 40 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;40;;fk_missing:proposicao_id
2432865-62;2537264;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537264;RPD 41 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;41;;fk_missing:proposicao_id
2432865-62;2537574;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537574;RPD 42 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;42;;fk_missing:proposicao_id
2432865-62;2537576;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537576;RPD 43 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;43;;fk_missing:proposicao_id
2432865-62;2537586;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537586;RPD 44 => PL 1743/2024;Requerimento Procedimental Genérico - PL 1743/2024;RPD;44;;fk_missing:proposicao_id
2432865-62;2537764;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537764;RPD 45 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;45;;fk_missing:proposicao_id
2432865-62;2537765;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537765;RPD 46 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;46;;fk_missing:proposicao_id
2432865-62;2537766;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537766;RPD 47 => PL 1743/2024;Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;47;;fk_missing:proposicao_id
2432865-62;2537767;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537767;RPD 48 => PL 1743/2024;Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;48;;fk_missing:proposicao_id
2432865-62;2537768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537768;RPD 49 => PL 1743/2024;Votação Nominal do Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024-Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;49;;fk_missing:proposicao_id
2432865-62;2537769;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537769;RPD 50 => PL 1743/2024;Votação Nominal do Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024-Requerimento de Adiamento da Votação Matéria Urgente - PL 1743/2024;RPD;50;;fk_missing:proposicao_id
2432865-62;2537770;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2537770;RPD 51 => PL 1743/2024;Requerimento de Votação Nominal - PL 1743/2024;RPD;51;;fk_missing:proposicao_id
2432865-62;2569526;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569526;RPD 52 => PL 1743/2024;Requerimento Procedimental Genérico - PL 1743/2024;RPD;52;;fk_missing:proposicao_id
2432865-62;2569617;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569617;RPD 53 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;53;;fk_missing:proposicao_id
2432865-62;2569619;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569619;RPD 54 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;54;;fk_missing:proposicao_id
2432865-62;2569978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569978;RPD 55 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;55;;fk_missing:proposicao_id
2432865-62;2569979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569979;RPD 56 => PL 1743/2024;Requerimento de Votação Nominal - PL 1743/2024;RPD;56;;fk_missing:proposicao_id
2432865-62;2569980;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2569980;RPD 57 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;57;;fk_missing:proposicao_id
2432865-62;2576731;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576731;RPD 58 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;58;;fk_missing:proposicao_id
2432865-62;2576732;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576732;RPD 59 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;59;;fk_missing:proposicao_id
2432865-62;2576858;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576858;RPD 60 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;60;;fk_missing:proposicao_id
2432865-62;2576860;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576860;RPD 61 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;61;;fk_missing:proposicao_id
2432865-62;2577450;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577450;RPD 62 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;62;;fk_missing:proposicao_id
2432865-62;2577457;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577457;RPD 63 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;63;;fk_missing:proposicao_id
2432865-62;2577543;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577543;RPD 64 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;64;;fk_missing:proposicao_id
2432865-62;2577544;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577544;RPD 65 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;65;;fk_missing:proposicao_id
2432865-62;2578069;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578069;RPD 66 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;66;;fk_missing:proposicao_id
2432865-62;2578071;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578071;RPD 67 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;67;;fk_missing:proposicao_id
2432865-62;2578659;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578659;RPD 68 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;68;;fk_missing:proposicao_id
2432865-62;2578662;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578662;RPD 69 => PL 1743/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 1743/2024-Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;69;;fk_missing:proposicao_id
2432865-62;2578794;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578794;RPD 70 => PL 1743/2024;Requerimento Procedimental Genérico - PL 1743/2024;RPD;70;;fk_missing:proposicao_id
2432865-62;2578797;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578797;RPD 1 CAPADR => PL 1743/2024;Requerimento Procedimental Genérico - PL 1743/2024;RPD;1;;fk_missing:proposicao_id
2432865-65;2462532;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462532;REQ 4232/2024;Requer urgência para apreciação do Projeto de Lei 1743/2024, que “altera o artigo 55 da Lei nº 8.906, de 4 de julho de 1994 - que dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil - OAB, para fins de alterar a nomenclatura da Secretaria-Geral Adjunta, bem como a composição da Diretoria do Conselho Federal da OAB, e acrescenta o parágrafo único ao artigo 57;REQ;4232;2024;fk_missing:proposicao_id
2432865-65;2462788;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462788;RPD 1 => PL 1743/2024;Requerimento de Retirada de Matéria da Pauta - PL 1743/2024;RPD;1;;fk_missing:proposicao_id
2432865-65;2462789;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462789;RPD 2 => PL 1743/2024;Requerimento de Adiamento da Discussão Matéria Urgente - PL 1743/2024;RPD;2;;fk_missing:proposicao_id
