Ranking global - todos os anos
 id_deputado | nome                                                | sigla_uf | sigla_partido | gasto_total 
      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | MG       | PL            |  1605173.89 
      220704 | ANA CAROLINA MOURA MELO DARTORA                     | PR       | PT            |  1604385.83 
      160666 | FELIX DE ALMEIDA MENDONÇA JÚNIOR                    | BA       | PDT           |  1602231.94 
      204492 | PAULO JOSE CARLOS GUEDES                            | MG       | PT            |  1601841.93 
       74084 | RAIMUNDO JOSÉ PEREIRA DOS SANTOS                    | PA       | PSD           |  1601638.99 
      220572 | MARUSSA CASSIA FAVARO BOLDRIN                       | GO       | REPUBLICANOS  |  1599869.58 
      204455 | LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA        | RJ       | NOVO          |  1598688.99 
      179001 | MARCIO DELLA VALLE BIOLCHI                          | RS       | MDB           |  1598615.19 
       74273 | JEFFERSON ALVES DE CAMPOS                           | SP       | PL            |  1598311.45 
       74171 | FRANCISCO RODRIGUES DE ALENCAR FILHO                | RJ       | PSOL          |  1597770.78 
      204517 | JOSE VITOR DE RESENDE AGUIAR                        | MG       | PL            |  1595566.09 
      204411 | FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO            | PR       | PL            |  1595211.24 
      178931 | LUCIANO DUCCI                                       | PR       | PSB           |  1593985.33 
      204506 | MARCOS ANTONIO PEREIRA                              | SP       | REPUBLICANOS  |  1593389.86 
      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | MG       | PT            |  1592799.36 
      178987 | ORLANDO SILVA DE JESUS JUNIOR                       | SP       | PCDOB         |  1592645.19 
      220694 | RICARDO MAIA CHAVES DE SOUZA                        | BA       | MDB           |  1592612.80 
       74262 | CARLOS HENRIQUE FOCESI SAMPAIO                      | SP       | PSD           |  1588174.04 
      220595 | RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA      | MT       | PL            |  1587916.48 
      204540 | MARIA DO PARTO MENDES ROSAS                         | SP       | REPUBLICANOS  |  1586044.28 
      220560 | JOSE THIAGO ALVES DE CARVALHO                       | SE       | REPUBLICANOS  |  1585276.13 
      220682 | ANTONIO TADEU VENERI                                | PR       | PT            |  1582650.02 
      220625 | IONE MARIA MOREIRA DIAS BARBOSA                     | MG       | PL            |  1582507.55 
      220550 | MAURICIO BEDIN MARCON                               | RS       | PL            |  1580945.65 
      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | MG       | PP            |  1579335.04 
       74585 | LINCOLN DINIZ PORTELA                               | MG       | PL            |  1575519.29 
      220617 | MURILLO GOUVEA RODRIGUES                            | RJ       | PSDB          |  1575014.98 
      160629 | ROMERO RODRIGUES VEIGA                              | PB       | PODE          |  1574255.56 
      204566 | ANTONIO DA CRUZ FILGUEIRA NETO                      | MA       | PRD           |  1573773.16 
      220649 | CARLOS ALBERTO DA CUNHA                             | SP       | UNIAO         |  1572744.59 
      160592 | JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA              | PR       | PT            |  1572231.68 
       74537 | CLÁUDIO CAJADO SAMPAIO                              | BA       | PP            |  1570599.81 
      221148 | ALFREDO ALVES CAVALCANTE                            | SP       | PT            |  1570484.98 
       74253 | JULIO LUIZ BAPTISTA LOPES                           | RJ       | PP            |  1570084.59 
      206018 | CÉLIA NUNES CORREA                                  | MG       | PSOL          |  1568308.02 
      204511 | DAVID BEZERRA RIBEIRO SOARES                        | SP       | PODE          |  1566559.04 
      198783 | EMANUEL PINHEIRO DA SILVA PRIMO                     | MT       | PSD           |  1565326.42 
      160588 | DIEGO LEONARDO DE ANDRADE CARVALHO                  | MG       | PSD           |  1562881.33 
      220652 | MARIO PALUMBO JUNIOR                                | SP       | PODE          |  1562360.84 
      220659 | DAYANY BITTENCOURT SANTIL                           | CE       | UNIAO         |  1562341.51 
      204391 | JOSÉ NELTO LAGARES DAS MERCEZ                       | GO       | UNIAO         |  1562030.80 
       74160 | PATRUS ANANIAS DE SOUZA                             | MG       | PT            |  1560951.29 
       98057 | LAFAYETTE LUIZ DOORGAL DE ANDRADA                   | MG       | PL            |  1559375.54 
      204395 | PEDRO DEBONI LUPION MELLO                           | PR       | REPUBLICANOS  |  1559059.41 
      204574 | JOSE LOURENÇO BOMFIM JUNIOR                         | MA       | MDB           |  1558774.17 
      204550 | ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR                  | CE       | PSB           |  1556996.17 
      166402 | MAGDA MOFATTO HON                                   | GO       | PL            |  1553896.66 
      220647 | MANOEL MAURICIO SILVA NEVES                         | SP       | PP            |  1553625.51 
      220700 | FLORENTINO ALVES VERAS NETO                         | PI       | PT            |  1553369.87 
       74856 | MARIA LAURA MONTEZA DE SOUZA CARNEIRO               | RJ       | PSD           |  1552993.91 
      204364 | ELI DIAS BORGES                                     | TO       | REPUBLICANOS  |  1552455.64 
      160535 | DIONILSO MATEUS MARCON                              | RS       | PT            |  1550474.51 
      205865 | REINHOLD STEPHANES JUNIOR                           | PR       | PL            |  1549519.85 
