id_votacao;id_proposicao;uri_proposicao;titulo_proposicao;ementa_proposicao;sigla_tipo_proposicao;numero_proposicao;ano_proposicao
2449152-60;2597165;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597165;RPD 1 CCJC => PL 2884/2024;Requerimento de Inversão da Pauta - PL 2884/2024;RPD;1;
2449152-60;2597908;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597908;RPD 2 CCJC => PL 2884/2024;Requerimento de Retirada de Matéria da Pauta - PL 2884/2024;RPD;2;
2449152-60;2597913;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597913;RPD 3 CCJC => PL 2884/2024;Votação Nominal do Requerimento de Retirada de Pauta - PL 2884/2024-Requerimento de Retirada de Matéria da Pauta - PL 2884/2024;RPD;3;
2449152-60;2597970;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597970;RPD 4 CCJC => PL 2884/2024;Requerimento de Inversão da Pauta - PL 2884/2024;RPD;4;
2449152-60;2597979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597979;RPD 5 CCJC => PL 2884/2024;Requerimento de Retirada de Matéria da Pauta - PL 2884/2024;RPD;5;
2449152-60;2598515;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598515;PAR 1 CCJC => PL 2884/2024;Parecer da Comissão (CCJC) ao PL 2884/2024;PAR;1;
2449152-60;2598516;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598516;SBT-A 1 CCJC => PL 2884/2024;Substitutivo adotado pela Comissão ao PL 2884/2024;SBT-A;1;
2449152-60;2605365;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605365;RDF 1 CCJC => PL 2884/2024;Redação Final ao PL 2884/2024;RDF;1;
2449316-61;2582324;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582324;PRL 1 CCJC => PL 2899/2024;Parecer do Relator, Dep. Ricardo Ayres (REPUBLIC-TO), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2449316-61;2589091;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589091;PAR 1 CCJC => PL 2899/2024;Parecer da Comissão (CCJC) ao PL 2899/2024;PAR;1;
2449316-61;2604866;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604866;RDF 1 CCJC => PL 2899/2024;Redação Final ao PL 2899/2024;RDF;1;
2457468-56;2517709;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2517709;EMC 1/2025 CCJC => PL 3509/2024;COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA E DE CIDADANIA PROJETO DE LEI Nº 3.509, DE 2024 Altera a Lei nº 9.503, de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a responsabilidade por penalidades atribuídas a veículo objeto de transferência de propriedade. EMENDA (DE JURIDICIDADE E TÉCNICA LEGISLATIVA);EMC;1;2025
2457468-56;2525218;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2525218;PRL 1 CCJC => PL 3509/2024;Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ).;PRL;1;
2457468-56;2527642;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527642;PRL 2 CCJC => PL 3509/2024;"Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste e da Emenda adotada pela Comissão de Viação e Transportes; e pela constitucionalidade, injuridicidade e antirregimentalidade da Emenda n° 1/2025 apresentada nesta Comissão de Constituição e Justiça e de Cidadania.";PRL;2;
2457468-56;2541227;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2541227;PRL 3 CCJC => PL 3509/2024;Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ).;PRL;3;
2457468-56;2589257;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589257;PRL 4 CCJC => PL 3509/2024;Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste, da Emenda da Comissão de Viação e Transportes, com subemenda, e da Emenda n° 1/2025 apresentada nesta comissão de Constituição e Justiça e de Cidadania.;PRL;4;
2457468-56;2594160;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594160;RPD 1 CCJC => PL 3509/2024;Requerimento de Inversão da Pauta;RPD;1;
2457468-56;2594168;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594168;RPD 2 CCJC => PL 3509/2024;Requerimento de Inversão da Pauta - PL 3509/2024;RPD;2;
2457468-56;2595577;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595577;PAR 1 CCJC => PL 3509/2024;Parecer da Comissão (CCJC) ao PL 3509/2024;PAR;1;
2457468-56;2603639;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603639;RDF 1 CCJC => PL 3509/2024;Redação Final ao PL 3509/2024;RDF;1;
2474081-34;2592710;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592710;PRL 1 CCJC => PDL 408/2024;Parecer do Relator, Dep. Fabio Schiochet (UNIÃO-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2474081-34;2595503;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595503;PAR 1 CCJC => PDL 408/2024;Parecer da Comissão (CCJC) ao PDL 408/2024;PAR;1;
2474081-34;2605004;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605004;RDF 1 CCJC => PDL 408/2024;Redação Final ao PDL 408/2024;RDF;1;
2474146-36;2593841;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593841;PRL 1 CCJC => PDL 464/2024;Parecer da Relatora, Dep. Caroline de Toni (PL-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2474146-36;2598162;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598162;PAR 1 CCJC => PDL 464/2024;Parecer da Comissão (CCJC) ao PDL 464/2024;PAR;1;
2474146-36;2603885;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603885;RDF 1 CCJC => PDL 464/2024;Redação Final ao PDL 464/2024;RDF;1;
2476061-34;2592705;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592705;PRL 1 CCJC => PDL 503/2024;Parecer do Relator, Dep. Fabio Schiochet (UNIÃO-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2476061-34;2595504;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595504;PAR 1 CCJC => PDL 503/2024;Parecer da Comissão (CCJC) ao PDL 503/2024;PAR;1;
2476061-34;2605005;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605005;RDF 1 CCJC => PDL 503/2024;Redação Final ao PDL 503/2024;RDF;1;
2476185-36;2594128;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594128;PRL 1 CCJC => PDL 532/2024;Parecer do Relator, Dep. Daniel Freitas (PL-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2476185-36;2598164;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598164;PAR 1 CCJC => PDL 532/2024;Parecer da Comissão (CCJC) ao PDL 532/2024;PAR;1;
2476185-36;2604636;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604636;RDF 1 CCJC => PDL 532/2024;Redação Final ao PDL 532/2024;RDF;1;
2477139-34;2592706;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592706;PRL 1 CCJC => PDL 591/2024;Parecer do Relator, Dep. Fabio Schiochet (UNIÃO-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2477139-34;2595510;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595510;PAR 1 CCJC => PDL 591/2024;Parecer da Comissão (CCJC) ao PDL 591/2024;PAR;1;
2477139-34;2605006;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605006;RDF 1 CCJC => PDL 591/2024;Redação Final ao PDL 591/2024;RDF;1;
2479220-17;2602731;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602731;PRL 1 CCJC => PDL 704/2024;Parecer do Relator, Dep. Delegado da Cunha (PP-SP), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2482636-52;2583972;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583972;PRL 1 CCJC => PL 186/2025;Parecer do Relator, Dep. Ricardo Ayres (REPUBLIC-TO), pela constitucionalidade, juridicidade e técnica legislativa, com emenda.;PRL;1;
2482636-52;2584296;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584296;EMR 1 CCJC => PL 186/2025;Altera a Lei nº 14.826, de 20 de março de 2024, com o objetivo de incluir, dentre as ações a serem levadas a efeito para a promoção da parentalidade positiva, a promoção de cursos, campanhas e palestras embasados em evidências científicas.;EMR;1;
2482636-52;2589095;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589095;PAR 1 CCJC => PL 186/2025;Parecer da Comissão (CCJC) ao PL 186/2025;PAR;1;
2482636-52;2589097;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589097;EMC-A 1 CCJC => PL 186/2025;Emenda Adotada pela Comissão ao PL 186/2025;EMC-A;1;
2482636-52;2604668;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604668;RDF 1 CCJC => PL 186/2025;Redação Final ao PL 186/2025;RDF;1;
2483121-51;2583756;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583756;PRL 1 CCJC => PL 306/2025;Parecer do Relator, Dep. Ricardo Ayres (REPUBLIC-TO), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2483121-51;2591791;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591791;RPD 1 CCJC => PL 306/2025;Requerimento de Inclusão de Matéria na Ordem do Dia para Apreciação Imediata - PL 306/2025;RPD;1;
2483121-51;2596153;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596153;PAR 1 CCJC => PL 306/2025;Parecer da Comissão (CCJC) ao PL 306/2025;PAR;1;
2483121-51;2603638;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603638;RDF 1 CCJC => PL 306/2025;Redação Final ao PL 306/2025;RDF;1;
2490865-47;2572362;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572362;PRL 1 CCJC => PL 1299/2025;Parecer do Relator, Dep. Ricardo Ayres (REPUBLIC-TO), pela constitucionalidade, juridicidade, técnica legislativa e, no mérito, pela aprovação.;PRL;1;
2490865-47;2591796;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591796;RPD 1 CCJC => PL 1299/2025;Requerimento de Inclusão de Matéria na Ordem do Dia para Apreciação Imediata - PL 1299/2025;RPD;1;
2490865-47;2596154;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596154;PAR 1 CCJC => PL 1299/2025;Parecer da Comissão (CCJC) ao PL 1299/2025;PAR;1;
2490865-47;2603637;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603637;RDF 1 CCJC => PL 1299/2025;Redação Final ao PL 1299/2025;RDF;1;
2507002-32;2594402;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2594402;PRL 1 CCJC => PDL 190/2025;Parecer da Relatora, Dep. Alice Portugal (PCdoB-BA), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2507002-32;2598165;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598165;PAR 1 CCJC => PDL 190/2025;Parecer da Comissão (CCJC) ao PDL 190/2025;PAR;1;
2507002-32;2604861;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604861;RDF 1 CCJC => PDL 190/2025;Redação Final ao PDL 190/2025;RDF;1;
2507008-34;2596157;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596157;PRL 1 CCJC => PDL 196/2025;Parecer do Relator, Dep. Cezinha de Madureira (PSD-SP), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2507008-34;2598166;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598166;PAR 1 CCJC => PDL 196/2025;Parecer da Comissão (CCJC) ao PDL 196/2025;PAR;1;
2507008-34;2605018;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605018;RDF 1 CCJC => PDL 196/2025;Redação Final ao PDL 196/2025;RDF;1;
2517350-62;2592968;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592968;PRL 1 CCJC => PL 2584/2025;Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela constitucionalidade, juridicidade e técnica legislativa deste, na forma do Substitutivo da Comissão do Esporte.;PRL;1;
2517350-62;2596155;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596155;PAR 1 CCJC => PL 2584/2025;Parecer da Comissão (CCJC) ao PL 2584/2025;PAR;1;
2517350-62;2604867;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604867;RDF 1 CCJC => PL 2584/2025;Redação Final ao PL 2584/2025;RDF;1;
2518115-56;2593107;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593107;PRL 1 CCJC => PL 2619/2025;Parecer da Relatora, Dep. Lídice da Mata (PSB-BA), pela constitucionalidade, juridicidade e técnica legislativa, na forma do Substitutivo da Comissão de Saúde.;PRL;1;
2518115-56;2597085;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597085;RPD 1 CCJC => PL 2619/2025;Requerimento de Inversão da Pauta;RPD;1;
2518115-56;2597141;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597141;RPD 2 CCJC => PL 2619/2025;Requerimento de Inversão da Pauta;RPD;2;
2518115-56;2597234;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2597234;RPD 3 CCJC => PL 2619/2025;Requerimento de Inversão da Pauta - PL 2619/2025;RPD;3;
2518115-56;2598341;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598341;PAR 1 CCJC => PL 2619/2025;Parecer da Comissão (CCJC) ao PL 2619/2025;PAR;1;
2518115-56;2603874;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603874;RDF 1 CCJC => PL 2619/2025;Redação Final ao PL 2619/2025;RDF;1;
2518488-33;2592707;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592707;PRL 1 CCJC => PDL 269/2025;Parecer do Relator, Dep. Fabio Schiochet (UNIÃO-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2518488-33;2595511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595511;PAR 1 CCJC => PDL 269/2025;Parecer da Comissão (CCJC) ao PDL 269/2025;PAR;1;
2518488-33;2605007;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605007;RDF 1 CCJC => PDL 269/2025;Redação Final ao PDL 269/2025;RDF;1;
2520654-50;2584650;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584650;PRL 1 CCJC => PL 2708/2025;Parecer do Relator, Dep. Marcelo Crivella (REPUBLIC-RJ), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2520654-50;2589096;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589096;PAR 1 CCJC => PL 2708/2025;Parecer da Comissão (CCJC) ao PL 2708/2025;PAR;1;
2520654-50;2603510;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603510;RDF 1 CCJC => PL 2708/2025;Redação Final ao PL 2708/2025;RDF;1;
2532229-33;2589873;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589873;PRL 1 CCJC => PDL 380/2025;Parecer da Relatora, Dep. Daiana Santos (PCdoB-RS), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532229-33;2595512;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595512;PAR 1 CCJC => PDL 380/2025;Parecer da Comissão (CCJC) ao PDL 380/2025;PAR;1;
2532229-33;2604692;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604692;RDF 1 CCJC => PDL 380/2025;Redação Final ao PDL 380/2025;RDF;1;
2532235-32;2591853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591853;PRL 1 CCJC => PDL 386/2025;Parecer do Relator, Dep. Diego Garcia (REPUBLIC-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532235-32;2595514;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595514;PAR 1 CCJC => PDL 386/2025;Parecer da Comissão (CCJC) ao PDL 386/2025;PAR;1;
2532235-32;2604914;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604914;RDF 1 CCJC => PDL 386/2025;Redação Final ao PDL 386/2025;RDF;1;
2532236-32;2590997;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2590997;PRL 1 CCJC => PDL 387/2025;Parecer do Relator, Dep. Dilceu Sperafico (PP-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532236-32;2595516;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595516;PAR 1 CCJC => PDL 387/2025;Parecer da Comissão (CCJC) ao PDL 387/2025;PAR;1;
2532236-32;2604638;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604638;RDF 1 CCJC => PDL 387/2025;Redação Final ao PDL 387/2025;RDF;1;
2532237-32;2592576;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592576;PRL 1 CCJC => PDL 388/2025;Parecer do Relator, Dep. Pedro Lupion (REPUBLIC-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532237-32;2595517;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595517;PAR 1 CCJC => PDL 388/2025;Parecer da Comissão (CCJC) ao PDL 388/2025;PAR;1;
2532237-32;2604954;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604954;RDF 1 CCJC => PDL 388/2025;Redação Final ao PDL 388/2025;RDF;1;
2532238-32;2591858;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591858;PRL 1 CCJC => PDL 389/2025;Parecer do Relator, Dep. Toninho Wandscheer (PP-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532238-32;2595518;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595518;PAR 1 CCJC => PDL 389/2025;Parecer da Comissão (CCJC) ao PDL 389/2025;PAR;1;
2532238-32;2604973;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604973;RDF 1 CCJC => PDL 389/2025;Redação Final ao PDL 389/2025;RDF;1;
2532239-32;2590075;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2590075;PRL 1 CCJC => PDL 390/2025;Parecer da Relatora, Dep. Daiana Santos (PCdoB-RS), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532239-32;2595520;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595520;PAR 1 CCJC => PDL 390/2025;Parecer da Comissão (CCJC) ao PDL 390/2025;PAR;1;
2532239-32;2604693;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604693;RDF 1 CCJC => PDL 390/2025;Redação Final ao PDL 390/2025;RDF;1;
2532252-32;2592569;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592569;PRL 1 CCJC => PDL 403/2025;Parecer do Relator, Dep. Pedro Lupion (REPUBLIC-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532252-32;2595524;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595524;PAR 1 CCJC => PDL 403/2025;Parecer da Comissão (CCJC) ao PDL 403/2025;PAR;1;
2532252-32;2604956;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604956;RDF 1 CCJC => PDL 403/2025;Redação Final ao PDL 403/2025;RDF;1;
2532253-32;2589877;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589877;PRL 1 CCJC => PDL 404/2025;Parecer da Relatora, Dep. Daiana Santos (PCdoB-RS), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532253-32;2595527;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595527;PAR 1 CCJC => PDL 404/2025;Parecer da Comissão (CCJC) ao PDL 404/2025;PAR;1;
2532253-32;2604694;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604694;RDF 1 CCJC => PDL 404/2025;Redação Final ao PDL 404/2025;RDF;1;
2532255-35;2591854;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591854;PRL 1 CCJC => PDL 406/2025;Parecer do Relator, Dep. Diego Garcia (REPUBLIC-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532255-35;2595528;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595528;PAR 1 CCJC => PDL 406/2025;Parecer da Comissão (CCJC) ao PDL 406/2025;PAR;1;
2532255-35;2604916;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604916;RDF 1 CCJC => PDL 406/2025;Redação Final ao PDL 406/2025;RDF;1;
2532258-32;2596163;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596163;PRL 1 CCJC => PDL 409/2025;Parecer da Relatora, Dep. Julia Zanatta (PL-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532258-32;2598167;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598167;PAR 1 CCJC => PDL 409/2025;Parecer da Comissão (CCJC) ao PDL 409/2025;PAR;1;
2532258-32;2603865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603865;RDF 1 CCJC => PDL 409/2025;Redação Final ao PDL 409/2025;RDF;1;
2532259-33;2593625;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593625;PRL 1 CCJC => PDL 410/2025;Parecer do Relator, Dep. Cleber Verde (MDB-MA), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532259-33;2598168;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598168;PAR 1 CCJC => PDL 410/2025;Parecer da Comissão (CCJC) ao PDL 410/2025;PAR;1;
2532259-33;2603887;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603887;RDF 1 CCJC => PDL 410/2025;Redação Final ao PDL 410/2025;RDF;1;
2532260-32;2591019;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591019;PRL 1 CCJC => PDL 411/2025;Parecer do Relator, Dep. Dilceu Sperafico (PP-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532260-32;2595531;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595531;PAR 1 CCJC => PDL 411/2025;Parecer da Comissão (CCJC) ao PDL 411/2025;PAR;1;
2532260-32;2604639;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604639;RDF 1 CCJC => PDL 411/2025;Redação Final ao PDL 411/2025;RDF;1;
2532262-32;2592568;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592568;PRL 1 CCJC => PDL 413/2025;Parecer do Relator, Dep. Pedro Lupion (REPUBLIC-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532262-32;2595532;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595532;PAR 1 CCJC => PDL 413/2025;Parecer da Comissão (CCJC) ao PDL 413/2025;PAR;1;
2532262-32;2604959;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604959;RDF 1 CCJC => PDL 413/2025;Redação Final ao PDL 413/2025;RDF;1;
2532263-17;2604713;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604713;PRL 1 CCJC => PDL 414/2025;Parecer do Relator, Dep. Toninho Wandscheer (PP-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532265-32;2591006;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591006;PRL 1 CCJC => PDL 416/2025;Parecer do Relator, Dep. Dilceu Sperafico (PP-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532265-32;2595535;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595535;PAR 1 CCJC => PDL 416/2025;Parecer da Comissão (CCJC) ao PDL 416/2025;PAR;1;
2532265-32;2604642;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604642;RDF 1 CCJC => PDL 416/2025;Redação Final ao PDL 416/2025;RDF;1;
2532266-32;2592577;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2592577;PRL 1 CCJC => PDL 417/2025;Parecer do Relator, Dep. Pedro Lupion (REPUBLIC-PR), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532266-32;2595537;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595537;PAR 1 CCJC => PDL 417/2025;Parecer da Comissão (CCJC) ao PDL 417/2025;PAR;1;
2532266-32;2604962;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604962;RDF 1 CCJC => PDL 417/2025;Redação Final ao PDL 417/2025;RDF;1;
2532273-32;2593791;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593791;PRL 1 CCJC => PDL 424/2025;Parecer do Relator, Dep. Luiz Couto (PT-PB), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532273-32;2598169;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598169;PAR 1 CCJC => PDL 424/2025;Parecer da Comissão (CCJC) ao PDL 424/2025;PAR;1;
2532273-32;2604975;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604975;RDF 1 CCJC => PDL 424/2025;Redação Final ao PDL 424/2025;RDF;1;
2532284-32;2596165;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596165;PRL 1 CCJC => PDL 435/2025;Parecer da Relatora, Dep. Julia Zanatta (PL-SC), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2532284-32;2598170;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598170;PAR 1 CCJC => PDL 435/2025;Parecer da Comissão (CCJC) ao PDL 435/2025;PAR;1;
2532284-32;2603866;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603866;RDF 1 CCJC => PDL 435/2025;Redação Final ao PDL 435/2025;RDF;1;
2533415-22;2578958;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578958;PRL 1 CCJC => PL 3303/2025;Parecer do Relator, Dep. Ricardo Ayres (REPUBLIC-TO), pela constitucionalidade, juridicidade, técnica legislativa e, no mérito, pela aprovação.;PRL;1;
2533415-22;2591799;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591799;RPD 1 CCJC => PL 3303/2025;Requerimento de Inclusão de Matéria na Ordem do Dia para Apreciação Imediata - PL 3303/2025;RPD;1;
2533415-22;2595898;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595898;RPD 2 CCJC => PL 3303/2025;Requerimento de Retirada de Matéria da Pauta - PL 3303/2025;RPD;2;
2533415-22;2606015;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2606015;RPD 3 CCJC => PL 3303/2025;Requerimento de Inversão da Pauta - PL 3303/2025;RPD;3;
2533415-22;2606074;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2606074;RPD 4 CCJC => PL 3303/2025;Requerimento de Inversão da Pauta - PL 3303/2025;RPD;4;
2533415-22;2606091;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2606091;RPD 5 CCJC => PL 3303/2025;Requerimento de Inversão da Pauta - PL 3303/2025;RPD;5;
2534899-49;2586697;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586697;PRL 1 CCJC => PL 3354/2025;Parecer da Relatora, Dep. Maria Arraes (SOLIDARI-PE), pela constitucionalidade, juridicidade e técnica legislativa.;PRL;1;
2534899-49;2591793;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2591793;RPD 1 CCJC => PL 3354/2025;Requerimento de Inclusão de Matéria na Ordem do Dia para Apreciação Imediata - PL 3354/2025;RPD;1;
2534899-49;2596156;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596156;PAR 1 CCJC => PL 3354/2025;Parecer da Comissão (CCJC) ao PL 3354/2025;PAR;1;
2534899-49;2603511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2603511;RDF 1 CCJC => PL 3354/2025;Redação Final ao PL 3354/2025;RDF;1;
