id_votacao;id_proposicao;uri_proposicao;titulo_proposicao;ementa_proposicao;sigla_tipo_proposicao;numero_proposicao;ano_proposicao
2589912-41;2612313;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612313;ERD 1 => MPV 1326/2025;Emenda de redação;ERD;1;
2589912-41;2612314;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612314;DTQ 6 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;6;
2589912-41;2612315;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612315;DTQ 7 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;7;
2589912-41;2612321;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612321;RPD 8 => MPV 1326/2025;Requerimento Procedimental Genérico - MPV 1326/2025;RPD;8;
2589912-41;2612337;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612337;RPD 9 => MPV 1326/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - MPV 1326/2025;RPD;9;
2589912-41;2612910;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612910;RDF 1 => MPV 1326/2025;Redação Final ao MPV 1326/2025;RDF;1;
2589912-43;2612297;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612297;DTQ 1 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;1;
2589912-43;2612298;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612298;RPD 1 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;1;
2589912-43;2612299;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612299;DTQ 2 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;2;
2589912-43;2612300;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612300;RPD 2 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;2;
2589912-43;2612301;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612301;DTQ 3 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;3;
2589912-43;2612302;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612302;RPD 3 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;3;
2589912-43;2612303;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612303;DTQ 4 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;4;
2589912-43;2612304;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612304;RPD 4 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;4;
2589912-43;2612305;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612305;RPD 5 => MPV 1326/2025;Requerimento de Retirada de Matéria da Pauta - MPV 1326/2025;RPD;5;
2589912-43;2612306;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612306;RPD 6 => MPV 1326/2025;Votação Nominal do Requerimento de Retirada de Pauta - MPV 1326/2025-Requerimento de Retirada de Matéria da Pauta - MPV 1326/2025;RPD;6;
2589912-43;2612307;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612307;DTQ 5 => MPV 1326/2025;Destaque de Preferência - MPV 1326/2025;DTQ;5;
2589912-43;2612308;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612308;RPD 7 => MPV 1326/2025;Votação Nominal do Destaque de Preferência - MPV 1326/2025-Destaque de Preferência - MPV 1326/2025;RPD;7;
2589912-43;2612313;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612313;ERD 1 => MPV 1326/2025;Emenda de redação;ERD;1;
2589912-43;2612314;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612314;DTQ 6 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;6;
2589912-43;2612315;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612315;DTQ 7 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;7;
2589912-43;2612321;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612321;RPD 8 => MPV 1326/2025;Requerimento Procedimental Genérico - MPV 1326/2025;RPD;8;
2589912-43;2612337;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612337;RPD 9 => MPV 1326/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - MPV 1326/2025;RPD;9;
2589912-43;2612910;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612910;RDF 1 => MPV 1326/2025;Redação Final ao MPV 1326/2025;RDF;1;
2589912-45;2612297;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612297;DTQ 1 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;1;
2589912-45;2612298;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612298;RPD 1 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;1;
2589912-45;2612299;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612299;DTQ 2 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;2;
2589912-45;2612300;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612300;RPD 2 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;2;
2589912-45;2612301;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612301;DTQ 3 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;3;
2589912-45;2612302;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612302;RPD 3 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;3;
2589912-45;2612303;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612303;DTQ 4 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;4;
2589912-45;2612304;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612304;RPD 4 => MPV 1326/2025;Votação Nominal do Destaque de Emenda - MPV 1326/2025-Destaque de Emenda - MPV 1326/2025;RPD;4;
2589912-45;2612305;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612305;RPD 5 => MPV 1326/2025;Requerimento de Retirada de Matéria da Pauta - MPV 1326/2025;RPD;5;
2589912-45;2612306;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612306;RPD 6 => MPV 1326/2025;Votação Nominal do Requerimento de Retirada de Pauta - MPV 1326/2025-Requerimento de Retirada de Matéria da Pauta - MPV 1326/2025;RPD;6;
2589912-45;2612307;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612307;DTQ 5 => MPV 1326/2025;Destaque de Preferência - MPV 1326/2025;DTQ;5;
2589912-45;2612308;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612308;RPD 7 => MPV 1326/2025;Votação Nominal do Destaque de Preferência - MPV 1326/2025-Destaque de Preferência - MPV 1326/2025;RPD;7;
2589912-45;2612313;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612313;ERD 1 => MPV 1326/2025;Emenda de redação;ERD;1;
2589912-45;2612314;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612314;DTQ 6 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;6;
2589912-45;2612315;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612315;DTQ 7 => MPV 1326/2025;Destaque de Emenda - MPV 1326/2025;DTQ;7;
2589912-45;2612321;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612321;RPD 8 => MPV 1326/2025;Requerimento Procedimental Genérico - MPV 1326/2025;RPD;8;
2589912-45;2612337;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612337;RPD 9 => MPV 1326/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - MPV 1326/2025;RPD;9;
2589912-45;2612910;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612910;RDF 1 => MPV 1326/2025;Redação Final ao MPV 1326/2025;RDF;1;
2591059-27;2605544;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605544;PRL 1 CPD => PL 6095/2025;Parecer da Relatora, Dep. Silvia Cristina (PP-RO), pela aprovação deste, com substitutivo.;PRL;1;
2591059-27;2605546;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605546;SBT 1 CPD => PL 6095/2025;Dispõe sobre a obrigatoriedade da presença de profissionais capacitados para atendimento neurodivergentes durante públicos e privados de grande porte, denominados Guardiões Atípicos, e estabelece diretrizes acessibilidade sensorial e rotas de fuga adaptadas.;SBT;1;
2591059-27;2613570;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613570;PRL 2 CPD => PL 6095/2025;Parecer da Relatora, Dep. Silvia Cristina (PP-RO), pela aprovação deste, com substitutivo.;PRL;2;
2591059-27;2613573;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613573;SBT 2 CPD => PL 6095/2025;Dispõe sobre a obrigatoriedade da presença de profissionais capacitados para atendimento neurodivergentes durante públicos e privados de grande porte, denominados Guardiões Atípicos, e estabelece diretrizes acessibilidade sensorial e rotas de fuga adaptadas.;SBT;2;
2591059-27;2613711;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613711;RPD 1 CPD => PL 6095/2025;Requerimento de Inversão da Pauta - PL 6095/2025;RPD;1;
2599428-23;2607788;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607788;PRL 1 CPD => PL 6825/2025;Parecer da Relatora, Dep. Dra. Alessandra Haber (MDB-PA), pela aprovação deste, com substitutivo.;PRL;1;
2599428-23;2607789;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607789;SBT 1 CPD => PL 6825/2025;Dispõe sobre a obrigatoriedade de disponibilização de provador adaptado para pessoas com deficiência em estabelecimentos comerciais que comercializem roupas e dá outras providências.;SBT;1;
2599598-21;2609396;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609396;PRL 1 CPD => PL 6994/2025;Parecer do Relator, Dep. Dr. Francisco (PT-PI), pela aprovação.;PRL;1;
2599771-24;2608698;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608698;PRL 1 CPD => PL 7162/2025;Parecer da Relatora, Dep. Silvia Cristina (PP-RO), pela aprovação deste, com emenda.;PRL;1;
2599771-24;2608700;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608700;EMR 1 CPD => PL 7162/2025;Altera a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), para instituir a acomodação razoável ativa e obrigatória como conceito fundamental e dever legal do empregador, do fornecedor de serviços e do Poder Público.;EMR;1;
2599771-24;2609355;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609355;RPD 1 CPD => PL 7162/2025;Requerimento de Inversão da Pauta - PL 7162/2025;RPD;1;
2599771-24;2612929;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612929;PRL 2 CPD => PL 7162/2025;Parecer da Relatora, Dep. Silvia Cristina (PP-RO), pela aprovação deste, com emendas.;PRL;2;
2599771-24;2612931;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612931;EMR 2 CPD => PL 7162/2025;Altera a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), para instituir a acomodação razoável ativa e obrigatória como conceito fundamental e dever legal do empregador, do fornecedor de serviços e do Poder Público.;EMR;2;
2599771-24;2613708;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613708;RPD 2 CPD => PL 7162/2025;Requerimento de Inversão da Pauta - PL 7162/2025;RPD;2;
2600260-21;2611522;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611522;PRL 1 CPD => PL 114/2026;Parecer do Relator, Dep. Duarte Jr. (PSB-MA), pela aprovação.;PRL;1;
2601720-21;2612351;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2612351;PRL 1 CPD => PL 409/2026;Parecer do Relator, Dep. Duarte Jr. (PSB-MA), pela aprovação.;PRL;1;
2613020-2;2613020;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613020;REQ 13/2026 CPD;Requer informações do Ministério da Educação, acerca das políticas e ações voltadas à formação inicial e continuada de professores para a educação inclusiva.;REQ;13;2026
2613089-2;2613089;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613089;REQ 14/2026 CPD;Requer a inclusão de convidado na audiência pública que discutirá o Programa Passe Livre no transporte interestadual e os desafios enfrentados pelas pessoas com deficiência para o exercício desse direito.;REQ;14;2026
2613195-2;2613195;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613195;REQ 15/2026 CPD;Requer aprovação Moção de Repúdio à insuficiência de monitores e profissionais de apoio escolar na rede pública de ensino do Distrito Federal.;REQ;15;2026
2079783-101;2277896;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2277896;REQ 742/2021;Requer, nos termos regimentais, a redistribuição do Projeto de Lei nº 4.768 de 2016, que “Dispõe sobre o ofício de profissional da dança” para análise pela Comissão de Cultura, por ser matéria da sua competência.;REQ;742;2021
2079783-101;2445453;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2445453;REQ 2466/2024;Requer a apensação do Projeto de Lei nº 1.045, de 2023 ao Projeto de Lei nº 4.768, de 2016.;REQ;2466;2024
2079783-101;2610322;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610322;REQ 1483/2026;Requer regime de urgência na apreciação do Projeto de Lei nº 4768, de 2016.;REQ;1483;2026
2079783-103;2277896;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2277896;REQ 742/2021;Requer, nos termos regimentais, a redistribuição do Projeto de Lei nº 4.768 de 2016, que “Dispõe sobre o ofício de profissional da dança” para análise pela Comissão de Cultura, por ser matéria da sua competência.;REQ;742;2021
2079783-103;2445453;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2445453;REQ 2466/2024;Requer a apensação do Projeto de Lei nº 1.045, de 2023 ao Projeto de Lei nº 4.768, de 2016.;REQ;2466;2024
2079783-103;2610322;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610322;REQ 1483/2026;Requer regime de urgência na apreciação do Projeto de Lei nº 4768, de 2016.;REQ;1483;2026
2079783-99;2277896;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2277896;REQ 742/2021;Requer, nos termos regimentais, a redistribuição do Projeto de Lei nº 4.768 de 2016, que “Dispõe sobre o ofício de profissional da dança” para análise pela Comissão de Cultura, por ser matéria da sua competência.;REQ;742;2021
2079783-99;2445453;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2445453;REQ 2466/2024;Requer a apensação do Projeto de Lei nº 1.045, de 2023 ao Projeto de Lei nº 4.768, de 2016.;REQ;2466;2024
2079783-99;2610322;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610322;REQ 1483/2026;Requer regime de urgência na apreciação do Projeto de Lei nº 4768, de 2016.;REQ;1483;2026
2392934-64;2401130;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401130;REQ 3796/2023;Requer, nos termos do art. 102 do Regimento Interno, a inclusão de coautoria ao Projeto de Lei nº 4.820, de 2023.;REQ;3796;2023
2392934-64;2401900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401900;REQ 3853/2023;Requer a apensação do Projeto de Lei n° 5140/2023, de 2023, ao Projeto de Lei n° 4820, de 2023.;REQ;3853;2023
2392934-64;2401911;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401911;REQ 3859/2023;Requer coautoria ao Projeto de Lei nº 4.820, de 2023, que “Institui PENSÃO ESPECIAL destinada ao portador da doença EPIDERMÓLISE BOLHOSA.;REQ;3859;2023
2392934-65;2401130;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401130;REQ 3796/2023;Requer, nos termos do art. 102 do Regimento Interno, a inclusão de coautoria ao Projeto de Lei nº 4.820, de 2023.;REQ;3796;2023
2392934-65;2401900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401900;REQ 3853/2023;Requer a apensação do Projeto de Lei n° 5140/2023, de 2023, ao Projeto de Lei n° 4820, de 2023.;REQ;3853;2023
2392934-65;2401911;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401911;REQ 3859/2023;Requer coautoria ao Projeto de Lei nº 4.820, de 2023, que “Institui PENSÃO ESPECIAL destinada ao portador da doença EPIDERMÓLISE BOLHOSA.;REQ;3859;2023
2392934-66;2401130;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401130;REQ 3796/2023;Requer, nos termos do art. 102 do Regimento Interno, a inclusão de coautoria ao Projeto de Lei nº 4.820, de 2023.;REQ;3796;2023
2392934-66;2401900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401900;REQ 3853/2023;Requer a apensação do Projeto de Lei n° 5140/2023, de 2023, ao Projeto de Lei n° 4820, de 2023.;REQ;3853;2023
2392934-66;2401911;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401911;REQ 3859/2023;Requer coautoria ao Projeto de Lei nº 4.820, de 2023, que “Institui PENSÃO ESPECIAL destinada ao portador da doença EPIDERMÓLISE BOLHOSA.;REQ;3859;2023
2392934-66;2407469;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2407469;REQ 4107/2023;Requeiro a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação imediata do Projeto de Lei nº 4820, de 2023, que institui PENSÃO ESPECIAL destinada ao portador da doença EPIDERMÓLISE BOLHOSA.;REQ;4107;2023
2392934-66;2483040;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2483040;REQ 209/2025;Requer, nos termos do art. 102 do Regimento Interno da Câmara dos Deputados, a coautoria do Projeto de Lei no 4.820, de 3 de outubro de 2023.;REQ;209;2025
2398224-20;2398224;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2398224;PL 5107/2023;“Cria um programa de assistência especializada para pacientes com epidermólise bolhosa na rede de saúde pública e permite que o Governo Federal conceda uma pensão para as pessoas com a doença ou para seus responsáveis legais”.;PL;5107;2023
2398224-21;2398224;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2398224;PL 5107/2023;“Cria um programa de assistência especializada para pacientes com epidermólise bolhosa na rede de saúde pública e permite que o Governo Federal conceda uma pensão para as pessoas com a doença ou para seus responsáveis legais”.;PL;5107;2023
2398700-27;2401900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401900;REQ 3853/2023;Requer a apensação do Projeto de Lei n° 5140/2023, de 2023, ao Projeto de Lei n° 4820, de 2023.;REQ;3853;2023
2398700-28;2401900;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401900;REQ 3853/2023;Requer a apensação do Projeto de Lei n° 5140/2023, de 2023, ao Projeto de Lei n° 4820, de 2023.;REQ;3853;2023
2399623-20;2399623;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2399623;PL 5234/2023;Institui a pensão especial aos portadores de Epidermólise Bolhosa e dá outras providências.;PL;5234;2023
2399623-21;2399623;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2399623;PL 5234/2023;Institui a pensão especial aos portadores de Epidermólise Bolhosa e dá outras providências.;PL;5234;2023
2404726-20;2404726;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2404726;PL 5581/2023;"Institui a Política Nacional de Assistência Integral à Pessoa com Epidermólise Bolhosa, no âmbito do SUS; e cria a pensão especial para pessoas com epidermólise bolhosa.";PL;5581;2023
2404726-21;2404726;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2404726;PL 5581/2023;"Institui a Política Nacional de Assistência Integral à Pessoa com Epidermólise Bolhosa, no âmbito do SUS; e cria a pensão especial para pessoas com epidermólise bolhosa.";PL;5581;2023
2407469-7;2407469;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2407469;REQ 4107/2023;Requeiro a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação imediata do Projeto de Lei nº 4820, de 2023, que institui PENSÃO ESPECIAL destinada ao portador da doença EPIDERMÓLISE BOLHOSA.;REQ;4107;2023
2417718-24;2417718;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417718;PL 236/2024;Altera a Lei n.º 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para inserir o Art. 172-A, a fim de caracterizar como infração de trânsito o abandono de animais domésticos na via.;PL;236;2024
2417921-21;2417921;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417921;PL 257/2024;Altera o Código Brasileiro de Trânsito para criar a infração de abandono de animais.;PL;257;2024
2417921-22;2417921;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417921;PL 257/2024;Altera o Código Brasileiro de Trânsito para criar a infração de abandono de animais.;PL;257;2024
2418054-20;2418054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418054;PL 305/2024;Institui pensão especial para pessoas com epidermólise bolhosa inscritas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).;PL;305;2024
2418054-21;2418054;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418054;PL 305/2024;Institui pensão especial para pessoas com epidermólise bolhosa inscritas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).;PL;305;2024
2423187-22;2423187;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423187;PL 951/2024;Altera a Lei nº 9.503, de 23 de setembro de 1997 que“Institui o Código de Trânsito Brasileiro”para incluir o abandono de animais como crime em espécie, e dá outras providências.;PL;951;2024
2423187-23;2423187;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423187;PL 951/2024;Altera a Lei nº 9.503, de 23 de setembro de 1997 que“Institui o Código de Trânsito Brasileiro”para incluir o abandono de animais como crime em espécie, e dá outras providências.;PL;951;2024
2428459-50;2428845;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2428845;REQ 1306/2024;Nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, requeremos a Vossa Excelência a apreciação em regime de urgência do PL nº 1367/2024, que “Cria o Protocolo “Bullying Não é Brincadeira”, que cria mecanismos de acolhimento da criança e adolescente vítima de bullyng, violência psicológica, moral e cibernética no ambiente escolar”.;REQ;1306;2024
2428459-50;2570251;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2570251;REQ 4204/2025;"Requer a apensação, para tramitação conjunta, dos PLs n.º 1.597/2025; nº 2608/2025, n.º 3224/2024, n.º 3875/2019, n.º 7689/2017, nº 1614/2025, nº 4492/2025, nº 1367/2024, nº 4560/2020, nº 9674/2018, nº 1574/2019, nº 3184/2019, nº 3812/2019, nº 23862021, nº 4108/2023, nº 311/2019, PL 2223/2023; PL 4594/2023, PL 889/2025, PL 4049/2024; PL 3777/2025; ao Projeto de Lei nº 2122/2025.";REQ;4204;2025
2428845-7;2428845;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2428845;REQ 1306/2024;Nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, requeremos a Vossa Excelência a apreciação em regime de urgência do PL nº 1367/2024, que “Cria o Protocolo “Bullying Não é Brincadeira”, que cria mecanismos de acolhimento da criança e adolescente vítima de bullyng, violência psicológica, moral e cibernética no ambiente escolar”.;REQ;1306;2024
2434433-21;2434433;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2434433;PL 1894/2024;Dispõe sobre as medidas de combate ao bullying nas instituições de ensino públicas, técnicas e privadas, estabelece responsabilidades e penalidades para diretores, coordenadores e docentes em casos de omissão, e da outras providências.;PL;1894;2024
2434433-22;2434433;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2434433;PL 1894/2024;Dispõe sobre as medidas de combate ao bullying nas instituições de ensino públicas, técnicas e privadas, estabelece responsabilidades e penalidades para diretores, coordenadores e docentes em casos de omissão, e da outras providências.;PL;1894;2024
2494487-35;2532670;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2532670;REQ 2624/2025;Requer apensação do PLP nº 104/2025 ao PLP nº 80/2025, por se tratarem de matérias correlatas.;REQ;2624;2025
2503998-70;2516570;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2516570;REQ 2092/2025;Requer a coautoria do PLP 109/2025, de autoria do Deputado Federal.;REQ;2092;2025
2503998-70;2557226;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2557226;REQ 3722/2025;Requer regime de urgência para apreciação do Projeto de Lei Complementar nº 109, de 2025, que dispõe sobre o acesso da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) às informações fiscais dos agentes regulados para fins de fiscalização e regulação do setor, nos termos do art. 145, § 1º, da Constituição Federal.;REQ;3722;2025
2503998-70;2576981;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576981;RPD 1 => PLP 109/2025;Requerimento Procedimental Genérico - PLP 109/2025;RPD;1;
2503998-70;2595860;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2595860;PRLP 1 => PLP 109/2025;Dispõe sobre o acesso da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) às informações fiscais dos agentes regulados para fins de fiscalização e regulação do setor, nos termos do art. 145, § 1º, da Constituição Federal.;PRLP;1;
2503998-70;2596691;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596691;PRLP 2 => PLP 109/2025;Dispõe sobre o acesso da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) às informações fiscais dos agentes regulados para fins de fiscalização e regulação do setor, nos termos do art. 145, § 1º, da Constituição Federal.;PRLP;2;
2503998-70;2610323;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610323;PRLP 3 => PLP 109/2025;Dispõe sobre o acesso da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) às informações fiscais dos agentes regulados para fins de fiscalização e regulação do setor, nos termos do art. 145, § 1º, da Constituição Federal.;PRLP;3;
2503998-70;2613976;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613976;RPD 2 => PLP 109/2025;Requerimento de Adiamento da Discussão Matéria Urgente - PLP 109/2025;RPD;2;
2503998-70;2613977;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613977;RPD 3 => PLP 109/2025;Votação Nominal do Requerimento de Adiamento da Discussão Matéria Urgente - PLP 109/2025-Requerimento de Adiamento da Discussão Matéria Urgente - PLP 109/2025;RPD;3;
2503998-70;2613978;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613978;RPD 4 => PLP 109/2025;Votação Nominal do Requerimento de Adiamento da Votação Matéria Urgente - PLP 109/2025-Requerimento de Adiamento da Votação Matéria Urgente - PLP 109/2025;RPD;4;
2503998-70;2613979;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613979;RPD 5 => PLP 109/2025;Requerimento de Adiamento da Votação Matéria Urgente - PLP 109/2025;RPD;5;
2503998-70;2613980;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613980;RPD 6 => PLP 109/2025;Requerimento de Retirada de Matéria da Pauta - PLP 109/2025;RPD;6;
2503998-70;2613981;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613981;RPD 7 => PLP 109/2025;Votação Nominal do Requerimento de Retirada de Pauta - PLP 109/2025-Requerimento de Retirada de Matéria da Pauta - PLP 109/2025;RPD;7;
2503998-70;2613982;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613982;RPD 8 => PLP 109/2025;Requerimento de Votação Nominal - PLP 109/2025;RPD;8;
