id_evento;id_deputado;nome_deputado;sigla_partido;sigla_uf
80928;74428;;;
80928;74454;;;
80928;74467;;;
80928;74478;;;
80928;74537;;;
80928;74550;;;
80928;74554;;;
80928;74574;;;
80928;74585;;;
80928;74646;;;
80928;74784;;;
80928;74848;;;
80928;74856;;;
80928;74858;;;
80928;77003;;;
80928;80815;;;
80928;81055;;;
80928;88256;;;
80928;91228;;;
80928;92102;;;
80928;92699;;;
80928;92776;;;
80928;98057;;;
80928;98148;;;
80928;98615;;;
80928;104552;;;
80928;107970;;;
80928;109429;;;
80928;121948;;;
80928;122158;;;
80928;122974;;;
80928;123086;;;
80928;123756;;;
80928;129618;;;
80928;133439;;;
80928;133810;;;
80928;136811;;;
80928;137070;;;
80928;138286;;;
80928;139285;;;
80928;141391;;;
80928;141398;;;
80928;141408;;;
80928;141411;;;
80928;141421;;;
80928;141431;;;
80928;141450;;;
80928;141456;;;
80928;141458;;;
80928;141459;;;
80928;141464;;;
80928;141470;;;
80928;141485;;;
80928;141487;;;
80928;141516;;;
80928;141531;;;
80928;141533;;;
80928;141555;;;
80928;143084;;;
80928;143632;;;
80928;143942;;;
80928;153423;;;
80928;156190;;;
80928;157130;;;
80928;160512;;;
80928;160517;;;
80928;160518;;;
80928;160527;;;
80928;160535;;;
80928;160538;;;
80928;160548;;;
80928;160552;;;
80928;160553;;;
80928;160556;;;
80928;160558;;;
80928;160559;;;
80928;160561;;;
80928;160569;;;
80928;160575;;;
80928;160588;;;
80928;160591;;;
80928;160598;;;
80928;160599;;;
80928;160600;;;
80928;160601;;;
80928;160604;;;
80928;160610;;;
80928;160629;;;
80928;160632;;;
80928;160635;;;
80928;160640;;;
80928;160641;;;
80928;160642;;;
80928;160665;;;
80928;160666;;;
80928;160673;;;
80928;160674;;;
80928;160758;;;
80928;160976;;;
80928;161440;;;
80928;161550;;;
80928;162067;;;
80928;162332;;;
80928;163321;;;
80928;165470;;;
80928;166402;;;
80928;171617;;;
80928;171623;;;
80928;171786;;;
80928;175765;;;
80928;178829;;;
80928;178831;;;
80928;178835;;;
80928;178843;;;
80928;178854;;;
80928;178857;;;
80928;178858;;;
80928;178860;;;
80928;178866;;;
80928;178871;;;
80928;178873;;;
80928;178876;;;
80928;178881;;;
80928;178884;;;
80928;178886;;;
80928;178887;;;
80928;178895;;;
80928;178896;;;
80928;178908;;;
80928;178910;;;
80928;178927;;;
80928;178929;;;
80928;178931;;;
80928;178934;;;
80928;178937;;;
80928;178943;;;
80928;178947;;;
80928;178954;;;
80928;178963;;;
80928;178964;;;
80928;178966;;;
80928;178970;;;
80928;178972;;;
80928;178975;;;
80928;178983;;;
80928;178985;;;
80928;178986;;;
80928;178987;;;
80928;178989;;;
80928;178992;;;
80928;178993;;;
80928;178997;;;
80928;179000;;;
80928;179001;;;
80928;180214;;;
80928;188097;;;
80928;191923;;;
80928;198783;;;
80928;204351;;;
80928;204355;;;
80928;204356;;;
80928;204358;;;
80928;204360;;;
80928;204361;;;
80928;204362;;;
80928;204364;;;
80928;204365;;;
80928;204367;;;
80928;204368;;;
80928;204372;;;
80928;204374;;;
80928;204378;;;
80928;204379;;;
80928;204387;;;
80928;204388;;;
80928;204390;;;
80928;204391;;;
80928;204394;;;
80928;204395;;;
80928;204396;;;
80928;204398;;;
80928;204404;;;
80928;204406;;;
80928;204407;;;
80928;204408;;;
80928;204409;;;
80928;204410;;;
80928;204411;;;
80928;204412;;;
80928;204416;;;
80928;204419;;;
80928;204423;;;
80928;204426;;;
80928;204427;;;
80928;204431;;;
80928;204436;;;
80928;204441;;;
80928;204444;;;
80928;204445;;;
80928;204448;;;
80928;204450;;;
80928;204453;;;
80928;204455;;;
80928;204456;;;
80928;204457;;;
80928;204459;;;
80928;204460;;;
80928;204462;;;
80928;204472;;;
80928;204473;;;
80928;204474;;;
80928;204479;;;
80928;204480;;;
80928;204481;;;
80928;204482;;;
80928;204485;;;
80928;204486;;;
80928;204488;;;
80928;204489;;;
