ano_dados;uri_proposicao;cod_tema;tema;relevancia
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354489;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354214;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354243;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354769;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354725;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354607;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353684;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354940;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354714;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354699;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354767;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355074;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354978;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354713;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354683;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354678;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354483;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2352173;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354722;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354723;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354724;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354966;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354983;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355095;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355314;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355315;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355506;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355515;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355513;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354768;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354696;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2353643;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354115;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354232;34;Administração Pública;0
2023;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354092;34;Administração Pública;0
