ano_dados;id_evento;id_deputado;nome_deputado;sigla_partido;sigla_uf
2023;67087;162067;;;
2023;67087;162332;;;
2023;67087;164360;;;
2023;67087;165470;;;
2023;67087;166402;;;
2023;67087;171617;;;
2023;67087;171623;;;
2023;67087;171786;;;
2023;67087;178829;;;
2023;67087;178832;;;
2023;67087;178835;;;
2023;67087;178843;;;
2023;67087;178854;;;
2023;67087;178857;;;
2023;67087;178860;;;
2023;67087;178866;;;
2023;67087;178871;;;
2023;67087;178873;;;
2023;67087;178876;;;
2023;67087;178881;;;
2023;67087;178882;;;
2023;67087;178886;;;
2023;67087;178887;;;
2023;67087;178896;;;
2023;67087;178905;;;
2023;67087;178908;;;
2023;67087;178910;;;
2023;67087;178927;;;
2023;67087;178929;;;
2023;67087;178931;;;
2023;67087;178933;;;
2023;67087;178934;;;
2023;67087;178937;;;
2023;67087;178943;;;
2023;67087;178945;;;
2023;67087;178946;;;
2023;67087;178947;;;
2023;67087;178954;;;
2023;67087;178962;;;
2023;67087;178964;;;
2023;67087;178970;;;
2023;67087;178972;;;
2023;67087;178975;;;
2023;67087;178983;;;
2023;67087;178985;;;
2023;67087;178986;;;
2023;67087;178989;;;
2023;67087;178992;;;
2023;67087;178993;;;
2023;67087;178997;;;
2023;67087;179000;;;
2023;67087;179001;;;
2023;67087;180214;;;
2023;67087;188097;;;
2023;67087;191923;;;
2023;67087;198197;;;
2023;67087;198783;;;
2023;67087;204351;;;
2023;67087;204355;;;
2023;67087;204356;;;
2023;67087;204360;;;
2023;67087;204361;;;
2023;67087;204362;;;
2023;67087;204364;;;
2023;67087;204365;;;
2023;67087;204367;;;
2023;67087;204368;;;
2023;67087;204369;;;
2023;67087;204372;;;
2023;67087;204374;;;
2023;67087;204378;;;
2023;67087;204379;;;
2023;67087;204387;;;
2023;67087;204388;;;
2023;67087;204390;;;
2023;67087;204391;;;
2023;67087;204394;;;
2023;67087;204395;;;
2023;67087;204396;;;
2023;67087;204398;;;
2023;67087;204404;;;
2023;67087;204406;;;
2023;67087;204407;;;
2023;67087;204408;;;
2023;67087;204409;;;
2023;67087;204410;;;
2023;67087;204411;;;
2023;67087;204412;;;
2023;67087;204416;;;
2023;67087;204419;;;
2023;67087;204423;;;
2023;67087;204425;;;
2023;67087;204426;;;
2023;67087;204427;;;
2023;67087;204431;;;
2023;67087;204436;;;
2023;67087;204441;;;
2023;67087;204444;;;
2023;67087;204445;;;
2023;67087;204450;;;
2023;67087;204453;;;
2023;67087;204455;;;
2023;67087;204456;;;
2023;67087;204457;;;
2023;67087;204459;;;
2023;67087;204460;;;
2023;67087;204462;;;
2023;67087;204472;;;
2023;67087;204473;;;
2023;67087;204476;;;
2023;67087;204479;;;
2023;67087;204480;;;
2023;67087;204481;;;
2023;67087;204482;;;
2023;67087;204485;;;
2023;67087;204486;;;
2023;67087;204488;;;
2023;67087;204489;;;
2023;67087;204491;;;
2023;67087;204492;;;
2023;67087;204494;;;
2023;67087;204495;;;
2023;67087;204496;;;
2023;67087;204497;;;
2023;67087;204498;;;
2023;67087;204501;;;
2023;67087;204503;;;
2023;67087;204504;;;
2023;67087;204506;;;
2023;67087;204507;;;
2023;67087;204508;;;
2023;67087;204511;;;
2023;67087;204512;;;
2023;67087;204515;;;
2023;67087;204517;;;
2023;67087;204518;;;
2023;67087;204520;;;
2023;67087;204522;;;
2023;67087;204524;;;
2023;67087;204525;;;
2023;67087;204526;;;
2023;67087;204528;;;
2023;67087;204533;;;
2023;67087;204534;;;
2023;67087;204535;;;
2023;67087;204536;;;
2023;67087;204539;;;
2023;67087;204540;;;
2023;67087;204541;;;
2023;67087;204549;;;
2023;67087;204550;;;
2023;67087;204553;;;
2023;67087;204557;;;
2023;67087;204559;;;
2023;67087;204560;;;
2023;67087;204563;;;
2023;67087;204566;;;
2023;67087;204567;;;
2023;67087;204570;;;
2023;67087;204571;;;
2023;67087;204572;;;
2023;67087;204573;;;
2023;67087;204574;;;
2023;67087;205550;;;
2023;67087;206018;;;
2023;67087;209189;;;
2023;67087;209787;;;
2023;67087;210989;;;
2023;67087;213274;;;
2023;67087;214694;;;
2023;67087;215043;;;
2023;67087;220526;;;
2023;67087;220527;;;
2023;67087;220528;;;
2023;67087;220529;;;
2023;67087;220530;;;
2023;67087;220531;;;
2023;67087;220532;;;
2023;67087;220533;;;
2023;67087;220534;;;
2023;67087;220536;;;
2023;67087;220537;;;
2023;67087;220538;;;
2023;67087;220539;;;
2023;67087;220540;;;
2023;67087;220542;;;
2023;67087;220543;;;
2023;67087;220544;;;
2023;67087;220545;;;
2023;67087;220546;;;
2023;67087;220547;;;
2023;67087;220548;;;
2023;67087;220549;;;
2023;67087;220550;;;
2023;67087;220551;;;
2023;67087;220552;;;
2023;67087;220553;;;
2023;67087;220554;;;
2023;67087;220555;;;
2023;67087;220556;;;
2023;67087;220557;;;
2023;67087;220558;;;
2023;67087;220559;;;
2023;67087;220560;;;
2023;67087;220561;;;
2023;67087;220563;;;
2023;67087;220564;;;
2023;67087;220565;;;
2023;67087;220566;;;
2023;67087;220567;;;
2023;67087;220568;;;
2023;67087;220569;;;
2023;67087;220570;;;
2023;67087;220571;;;
2023;67087;220572;;;
2023;67087;220573;;;
2023;67087;220574;;;
2023;67087;220575;;;
2023;67087;220576;;;
2023;67087;220577;;;
2023;67087;220578;;;
2023;67087;220579;;;
2023;67087;220580;;;
2023;67087;220581;;;
2023;67087;220582;;;
2023;67087;220583;;;
2023;67087;220584;;;
2023;67087;220585;;;
2023;67087;220586;;;
2023;67087;220587;;;
2023;67087;220588;;;
2023;67087;220589;;;
2023;67087;220590;;;
2023;67087;220591;;;
2023;67087;220592;;;
2023;67087;220593;;;
2023;67087;220594;;;
2023;67087;220595;;;
2023;67087;220596;;;
2023;67087;220597;;;
2023;67087;220598;;;
2023;67087;220599;;;
2023;67087;220600;;;
2023;67087;220601;;;
2023;67087;220602;;;
2023;67087;220603;;;
2023;67087;220604;;;
2023;67087;220605;;;
2023;67087;220606;;;
2023;67087;220607;;;
2023;67087;220608;;;
2023;67087;220609;;;
2023;67087;220610;;;
2023;67087;220611;;;
2023;67087;220612;;;
2023;67087;220613;;;
2023;67087;220614;;;
2023;67087;220615;;;
2023;67087;220616;;;
2023;67087;220617;;;
2023;67087;220618;;;
2023;67087;220619;;;
2023;67087;220620;;;
2023;67087;220621;;;
2023;67087;220622;;;
2023;67087;220623;;;
2023;67087;220624;;;
2023;67087;220625;;;
2023;67087;220626;;;
2023;67087;220627;;;
2023;67087;220628;;;
2023;67087;220629;;;
2023;67087;220630;;;
2023;67087;220631;;;
2023;67087;220632;;;
2023;67087;220633;;;
2023;67087;220634;;;
2023;67087;220635;;;
2023;67087;220637;;;
2023;67087;220638;;;
2023;67087;220639;;;
2023;67087;220640;;;
2023;67087;220641;;;
2023;67087;220642;;;
2023;67087;220644;;;
2023;67087;220645;;;
2023;67087;220646;;;
2023;67087;220647;;;
2023;67087;220648;;;
2023;67087;220649;;;
2023;67087;220650;;;
2023;67087;220651;;;
2023;67087;220652;;;
2023;67087;220653;;;
2023;67087;220654;;;
2023;67087;220655;;;
2023;67087;220656;;;
2023;67087;220657;;;
2023;67087;220658;;;
2023;67087;220659;;;
2023;67087;220660;;;
2023;67087;220661;;;
2023;67087;220662;;;
2023;67087;220663;;;
2023;67087;220664;;;
2023;67087;220665;;;
2023;67087;220666;;;
2023;67087;220667;;;
2023;67087;220668;;;
2023;67087;220669;;;
2023;67087;220670;;;
2023;67087;220671;;;
2023;67087;220672;;;
2023;67087;220673;;;
2023;67087;220674;;;
2023;67087;220675;;;
2023;67087;220676;;;
2023;67087;220677;;;
2023;67087;220682;;;
2023;67087;220683;;;
2023;67087;220684;;;
2023;67087;220685;;;
2023;67087;220686;;;
2023;67087;220687;;;
2023;67087;220688;;;
2023;67087;220689;;;
2023;67087;220690;;;
2023;67087;220691;;;
2023;67087;220692;;;
2023;67087;220693;;;
2023;67087;220694;;;
2023;67087;220695;;;
2023;67087;220696;;;
2023;67087;220697;;;
2023;67087;220698;;;
2023;67087;220699;;;
2023;67087;220700;;;
2023;67087;220701;;;
2023;67087;220702;;;
2023;67087;220703;;;
2023;67087;220704;;;
2023;67087;220705;;;
2023;67087;220706;;;
2023;67087;220707;;;
2023;67087;220708;;;
2023;67087;220712;;;
2023;67087;220713;;;
2023;67087;220714;;;
2023;67087;220715;;;
2023;67087;221328;;;
2023;67090;62881;;;
2023;67090;66385;;;
2023;67090;66828;;;
2023;67090;69871;;;
2023;67090;72442;;;
2023;67090;73433;;;
2023;67090;73441;;;
2023;67090;73486;;;
2023;67090;73531;;;
2023;67090;73579;;;
2023;67090;73604;;;
2023;67090;73692;;;
2023;67090;73701;;;
2023;67090;73768;;;
2023;67090;73788;;;
2023;67090;74041;;;
2023;67090;74057;;;
2023;67090;74075;;;
2023;67090;74084;;;
2023;67090;74090;;;
2023;67090;74156;;;
2023;67090;74158;;;
2023;67090;74160;;;
2023;67090;74171;;;
2023;67090;74253;;;
2023;67090;74262;;;
2023;67090;74273;;;
2023;67090;74283;;;
2023;67090;74317;;;
2023;67090;74356;;;
2023;67090;74371;;;
2023;67090;74374;;;
2023;67090;74376;;;
2023;67090;74383;;;
2023;67090;74398;;;
2023;67090;74428;;;
2023;67090;74478;;;
2023;67090;74537;;;
2023;67090;74550;;;
2023;67090;74554;;;
2023;67090;74574;;;
2023;67090;74646;;;
2023;67090;74696;;;
2023;67090;74784;;;
2023;67090;74848;;;
2023;67090;74856;;;
2023;67090;74858;;;
2023;67090;80815;;;
2023;67090;81055;;;
2023;67090;88256;;;
2023;67090;91228;;;
2023;67090;92102;;;
2023;67090;92346;;;
2023;67090;92776;;;
2023;67090;98057;;;
2023;67090;98148;;;
2023;67090;98615;;;
2023;67090;104552;;;
2023;67090;107283;;;
2023;67090;107970;;;
2023;67090;109429;;;
2023;67090;121948;;;
2023;67090;122158;;;
2023;67090;123086;;;
2023;67090;123756;;;
2023;67090;132504;;;
2023;67090;133439;;;
2023;67090;133810;;;
2023;67090;137070;;;
2023;67090;139285;;;
2023;67090;141391;;;
2023;67090;141398;;;
2023;67090;141408;;;
2023;67090;141411;;;
2023;67090;141421;;;
2023;67090;141431;;;
2023;67090;141450;;;
2023;67090;141456;;;
2023;67090;141459;;;
2023;67090;141464;;;
2023;67090;141470;;;
2023;67090;141480;;;
2023;67090;141485;;;
2023;67090;141487;;;
2023;67090;141516;;;
2023;67090;141531;;;
2023;67090;141555;;;
2023;67090;143632;;;
2023;67090;150418;;;
2023;67090;153423;;;
2023;67090;154178;;;
2023;67090;156190;;;
2023;67090;157130;;;
2023;67090;160161;;;
2023;67090;160512;;;
2023;67090;160517;;;
2023;67090;160518;;;
2023;67090;160527;;;
2023;67090;160531;;;
2023;67090;160535;;;
2023;67090;160538;;;
2023;67090;160541;;;
2023;67090;160545;;;
2023;67090;160548;;;
2023;67090;160552;;;
2023;67090;160553;;;
2023;67090;160556;;;
2023;67090;160558;;;
2023;67090;160559;;;
2023;67090;160575;;;
2023;67090;160588;;;
2023;67090;160591;;;
2023;67090;160592;;;
2023;67090;160598;;;
2023;67090;160599;;;
2023;67090;160601;;;
2023;67090;160604;;;
2023;67090;160610;;;
2023;67090;160621;;;
2023;67090;160629;;;
2023;67090;160632;;;
2023;67090;160635;;;
2023;67090;160640;;;
2023;67090;160665;;;
2023;67090;160666;;;
2023;67090;160673;;;
2023;67090;160758;;;
2023;67090;160976;;;
2023;67090;161440;;;
2023;67090;161550;;;
2023;67090;162067;;;
2023;67090;162332;;;
2023;67090;164360;;;
2023;67090;165470;;;
2023;67090;166402;;;
2023;67090;171617;;;
2023;67090;171623;;;
2023;67090;171786;;;
2023;67090;178829;;;
2023;67090;178832;;;
2023;67090;178835;;;
2023;67090;178843;;;
2023;67090;178854;;;
2023;67090;178857;;;
2023;67090;178858;;;
2023;67090;178860;;;
2023;67090;178866;;;
2023;67090;178873;;;
2023;67090;178881;;;
2023;67090;178887;;;
2023;67090;178905;;;
2023;67090;178908;;;
2023;67090;178910;;;
2023;67090;178927;;;
2023;67090;178929;;;
2023;67090;178931;;;
2023;67090;178933;;;
2023;67090;178934;;;
2023;67090;178937;;;
2023;67090;178943;;;
2023;67090;178946;;;
2023;67090;178947;;;
2023;67090;178954;;;
2023;67090;178962;;;
2023;67090;178963;;;
2023;67090;178964;;;
2023;67090;178966;;;
2023;67090;178970;;;
2023;67090;178972;;;
2023;67090;178985;;;
2023;67090;178986;;;
2023;67090;178989;;;
2023;67090;178992;;;
2023;67090;178993;;;
2023;67090;178997;;;
2023;67090;179001;;;
2023;67090;180214;;;
2023;67090;188097;;;
2023;67090;191923;;;
2023;67090;198197;;;
2023;67090;198783;;;
2023;67090;204351;;;
2023;67090;204355;;;
2023;67090;204356;;;
2023;67090;204358;;;
2023;67090;204360;;;
2023;67090;204361;;;
2023;67090;204362;;;
2023;67090;204365;;;
2023;67090;204367;;;
2023;67090;204369;;;
2023;67090;204372;;;
2023;67090;204374;;;
2023;67090;204387;;;
2023;67090;204388;;;
2023;67090;204390;;;
2023;67090;204394;;;
2023;67090;204395;;;
2023;67090;204396;;;
2023;67090;204398;;;
2023;67090;204404;;;
2023;67090;204406;;;
2023;67090;204407;;;
2023;67090;204408;;;
2023;67090;204409;;;
2023;67090;204412;;;
2023;67090;204416;;;
2023;67090;204419;;;
2023;67090;204423;;;
2023;67090;204425;;;
2023;67090;204426;;;
2023;67090;204427;;;
2023;67090;204431;;;
2023;67090;204441;;;
2023;67090;204444;;;
2023;67090;204445;;;
2023;67090;204450;;;
2023;67090;204453;;;
2023;67090;204455;;;
2023;67090;204456;;;
2023;67090;204457;;;
2023;67090;204460;;;
2023;67090;204462;;;
2023;67090;204472;;;
2023;67090;204473;;;
2023;67090;204474;;;
2023;67090;204476;;;
2023;67090;204479;;;
2023;67090;204480;;;
2023;67090;204481;;;
2023;67090;204482;;;
2023;67090;204485;;;
2023;67090;204486;;;
2023;67090;204488;;;
2023;67090;204489;;;
2023;67090;204491;;;
2023;67090;204492;;;
2023;67090;204494;;;
2023;67090;204495;;;
2023;67090;204496;;;
2023;67090;204497;;;
2023;67090;204498;;;
2023;67090;204504;;;
2023;67090;204507;;;
2023;67090;204508;;;
2023;67090;204511;;;
2023;67090;204512;;;
2023;67090;204515;;;
2023;67090;204517;;;
2023;67090;204518;;;
2023;67090;204520;;;
2023;67090;204522;;;
2023;67090;204524;;;
2023;67090;204525;;;
2023;67090;204526;;;
2023;67090;204528;;;
2023;67090;204533;;;
2023;67090;204534;;;
2023;67090;204535;;;
2023;67090;204536;;;
2023;67090;204539;;;
2023;67090;204540;;;
2023;67090;204541;;;
2023;67090;204549;;;
2023;67090;204550;;;
2023;67090;204553;;;
2023;67090;204557;;;
2023;67090;204559;;;
2023;67090;204563;;;
2023;67090;204566;;;
2023;67090;204567;;;
2023;67090;204571;;;
2023;67090;204572;;;
2023;67090;204573;;;
2023;67090;205550;;;
2023;67090;206018;;;
2023;67090;209189;;;
2023;67090;209787;;;
2023;67090;210989;;;
2023;67090;213274;;;
2023;67090;214694;;;
2023;67090;220526;;;
2023;67090;220527;;;
2023;67090;220528;;;
2023;67090;220529;;;
2023;67090;220530;;;
2023;67090;220531;;;
2023;67090;220532;;;
2023;67090;220533;;;
2023;67090;220534;;;
2023;67090;220536;;;
2023;67090;220537;;;
2023;67090;220538;;;
2023;67090;220539;;;
2023;67090;220540;;;
2023;67090;220542;;;
2023;67090;220543;;;
2023;67090;220544;;;
2023;67090;220545;;;
2023;67090;220546;;;
2023;67090;220547;;;
2023;67090;220548;;;
2023;67090;220549;;;
2023;67090;220550;;;
2023;67090;220551;;;
2023;67090;220552;;;
2023;67090;220553;;;
2023;67090;220554;;;
2023;67090;220555;;;
2023;67090;220556;;;
2023;67090;220557;;;
2023;67090;220558;;;
2023;67090;220559;;;
2023;67090;220560;;;
2023;67090;220561;;;
2023;67090;220563;;;
2023;67090;220564;;;
2023;67090;220565;;;
2023;67090;220568;;;
2023;67090;220569;;;
2023;67090;220570;;;
2023;67090;220571;;;
2023;67090;220572;;;
2023;67090;220574;;;
2023;67090;220576;;;
2023;67090;220577;;;
2023;67090;220578;;;
2023;67090;220579;;;
2023;67090;220580;;;
2023;67090;220581;;;
2023;67090;220582;;;
2023;67090;220583;;;
2023;67090;220584;;;
2023;67090;220585;;;
2023;67090;220586;;;
2023;67090;220587;;;
2023;67090;220588;;;
2023;67090;220589;;;
2023;67090;220590;;;
2023;67090;220591;;;
2023;67090;220592;;;
2023;67090;220593;;;
2023;67090;220594;;;
2023;67090;220595;;;
2023;67090;220596;;;
2023;67090;220597;;;
2023;67090;220598;;;
2023;67090;220599;;;
2023;67090;220602;;;
2023;67090;220603;;;
2023;67090;220605;;;
2023;67090;220606;;;
2023;67090;220607;;;
2023;67090;220608;;;
2023;67090;220609;;;
2023;67090;220610;;;
2023;67090;220611;;;
2023;67090;220612;;;
2023;67090;220613;;;
2023;67090;220614;;;
2023;67090;220615;;;
2023;67090;220616;;;
2023;67090;220617;;;
2023;67090;220618;;;
2023;67090;220619;;;
2023;67090;220620;;;
2023;67090;220621;;;
2023;67090;220622;;;
2023;67090;220623;;;
2023;67090;220624;;;
2023;67090;220625;;;
2023;67090;220626;;;
2023;67090;220627;;;
2023;67090;220628;;;
2023;67090;220629;;;
2023;67090;220630;;;
2023;67090;220631;;;
2023;67090;220632;;;
2023;67090;220634;;;
2023;67090;220635;;;
2023;67090;220638;;;
2023;67090;220639;;;
2023;67090;220640;;;
2023;67090;220641;;;
2023;67090;220642;;;
2023;67090;220644;;;
2023;67090;220645;;;
2023;67090;220646;;;
2023;67090;220647;;;
2023;67090;220648;;;
2023;67090;220650;;;
2023;67090;220651;;;
2023;67090;220652;;;
2023;67090;220653;;;
2023;67090;220654;;;
2023;67090;220655;;;
2023;67090;220656;;;
2023;67090;220657;;;
2023;67090;220658;;;
2023;67090;220659;;;
2023;67090;220660;;;
2023;67090;220661;;;
2023;67090;220662;;;
2023;67090;220663;;;
2023;67090;220664;;;
2023;67090;220665;;;
2023;67090;220666;;;
2023;67090;220667;;;
2023;67090;220668;;;
2023;67090;220669;;;
2023;67090;220670;;;
2023;67090;220672;;;
2023;67090;220673;;;
2023;67090;220674;;;
2023;67090;220676;;;
2023;67090;220677;;;
2023;67090;220683;;;
2023;67090;220684;;;
2023;67090;220685;;;
2023;67090;220686;;;
2023;67090;220687;;;
2023;67090;220688;;;
2023;67090;220690;;;
2023;67090;220691;;;
2023;67090;220692;;;
2023;67090;220693;;;
2023;67090;220694;;;
2023;67090;220695;;;
2023;67090;220696;;;
2023;67090;220697;;;
2023;67090;220698;;;
2023;67090;220699;;;
2023;67090;220701;;;
2023;67090;220702;;;
2023;67090;220703;;;
2023;67090;220704;;;
2023;67090;220705;;;
2023;67090;220706;;;
2023;67090;220707;;;
2023;67090;220708;;;
2023;67090;220713;;;
2023;67090;220714;;;
2023;67090;220715;;;
2023;67090;221329;;;
2023;67090;221338;;;
2023;67090;221339;;;
2023;67090;221378;;;
2023;67091;62881;;;
2023;67091;66385;;;
2023;67091;66828;;;
2023;67091;69871;;;
2023;67091;72442;;;
