"idEvento";"uriEvento";"dataHoraInicio";"idDeputado";"uriDeputado"
"74527";"https://dadosabertos.camara.leg.br/api/v2/eventos/74527";"2025-02-18T10:06:50";"204351";"https://dadosabertos.camara.leg.br/api/v2/deputados/204351"
"74527";"https://dadosabertos.camara.leg.br/api/v2/eventos/74527";"2025-02-18T10:06:50";"204355";"https://dadosabertos.camara.leg.br/api/v2/deputados/204355"
"74527";"https://dadosabertos.camara.leg.br/api/v2/eventos/74527";"2025-02-18T10:06:50";"204444";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"74160";"https://dadosabertos.camara.leg.br/api/v2/deputados/74160"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"178986";"https://dadosabertos.camara.leg.br/api/v2/deputados/178986"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"204378";"https://dadosabertos.camara.leg.br/api/v2/deputados/204378"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"204472";"https://dadosabertos.camara.leg.br/api/v2/deputados/204472"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"204572";"https://dadosabertos.camara.leg.br/api/v2/deputados/204572"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"220579";"https://dadosabertos.camara.leg.br/api/v2/deputados/220579"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"220594";"https://dadosabertos.camara.leg.br/api/v2/deputados/220594"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"220595";"https://dadosabertos.camara.leg.br/api/v2/deputados/220595"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"220608";"https://dadosabertos.camara.leg.br/api/v2/deputados/220608"
"74534";"https://dadosabertos.camara.leg.br/api/v2/eventos/74534";"2025-03-25T10:03:05";"220610";"https://dadosabertos.camara.leg.br/api/v2/deputados/220610"
"75098";"https://dadosabertos.camara.leg.br/api/v2/eventos/75098";"2025-04-08T14:56:55";"62881";"https://dadosabertos.camara.leg.br/api/v2/deputados/62881"
"75098";"https://dadosabertos.camara.leg.br/api/v2/eventos/75098";"2025-04-08T14:56:55";"73486";"https://dadosabertos.camara.leg.br/api/v2/deputados/73486"
"75098";"https://dadosabertos.camara.leg.br/api/v2/eventos/75098";"2025-04-08T14:56:55";"73768";"https://dadosabertos.camara.leg.br/api/v2/deputados/73768"
"75098";"https://dadosabertos.camara.leg.br/api/v2/eventos/75098";"2025-04-08T14:56:55";"74041";"https://dadosabertos.camara.leg.br/api/v2/deputados/74041"
"75098";"https://dadosabertos.camara.leg.br/api/v2/eventos/75098";"2025-04-08T14:56:55";"74160";"https://dadosabertos.camara.leg.br/api/v2/deputados/74160"
"75098";"https://dadosabertos.camara.leg.br/api/v2/eventos/75098";"2025-04-08T14:56:55";"74398";"https://dadosabertos.camara.leg.br/api/v2/deputados/74398"
