"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"2581260";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581260";"220666";"https://dadosabertos.camara.leg.br/api/v2/deputados/220666";"10000";"Deputado(a)";"Coronel Meira";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PE";"1";"1"
"2581259";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581259";"98615";"https://dadosabertos.camara.leg.br/api/v2/deputados/98615";"10000";"Deputado(a)";"Ismael";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SC";"1";"1"
"2581258";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581258";"233598";"https://dadosabertos.camara.leg.br/api/v2/deputados/233598";"10000";"Deputado(a)";"Samuel Santos";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"GO";"1";"1"
"2581257";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581257";"178986";"https://dadosabertos.camara.leg.br/api/v2/deputados/178986";"10000";"Deputado(a)";"Nilto Tatto";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"2581256";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581256";"220618";"https://dadosabertos.camara.leg.br/api/v2/deputados/220618";"10000";"Deputado(a)";"Sargento Portugal";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"RJ";"1";"1"
"2581255";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581255";"178986";"https://dadosabertos.camara.leg.br/api/v2/deputados/178986";"10000";"Deputado(a)";"Nilto Tatto";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"2581254";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581254";"220666";"https://dadosabertos.camara.leg.br/api/v2/deputados/220666";"10000";"Deputado(a)";"Coronel Meira";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PE";"1";"1"
"2581253";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581253";"74356";"https://dadosabertos.camara.leg.br/api/v2/deputados/74356";"10000";"Deputado(a)";"Silas Câmara";"REPUBLIC";"";"AM";"1";"1"
"2581252";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581252";"220618";"https://dadosabertos.camara.leg.br/api/v2/deputados/220618";"10000";"Deputado(a)";"Sargento Portugal";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"RJ";"1";"1"
"2581251";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581251";"74356";"https://dadosabertos.camara.leg.br/api/v2/deputados/74356";"10000";"Deputado(a)";"Silas Câmara";"REPUBLIC";"";"AM";"1";"1"
