 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
-----------+-------------+-----------------------------------------------------+-----------------------------+-----------+-----------+------------+-------------
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Ambiental e energetico      |         2 |         3 |          0 |           7
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Cultura e sociedade         |         7 |         3 |          0 |          12
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Economico                   |        25 |        21 |          2 |          62
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Infraestrutura e tecnologia |        10 |         2 |          0 |          14
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Institucional e juridico    |        22 |        23 |          1 |          53
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Internacional               |         6 |         1 |          0 |           7
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Seguranca                   |         2 |         1 |          0 |           4
      2023 |      220593 | ABILIO JACQUES BRUNINI MOUMER                       | Social                      |        12 |        12 |          2 |          33
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Ambiental e energetico      |         2 |         3 |          0 |           5
      2024 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Ambiental e energetico      |         3 |         3 |          0 |           6
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Cultura e sociedade         |         5 |         2 |          0 |           7
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Cultura e sociedade         |         2 |         1 |          0 |           3
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Economico                   |        26 |        28 |          0 |          54
      2024 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Economico                   |         1 |         1 |          0 |           2
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Economico                   |         4 |         3 |          0 |           7
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Infraestrutura e tecnologia |         6 |         5 |          0 |          11
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Institucional e juridico    |        17 |        18 |          0 |          35
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Internacional               |         1 |         7 |          0 |           8
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Internacional               |         2 |         0 |          0 |           2
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Seguranca                   |         2 |         4 |          0 |           6
      2024 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Seguranca                   |         1 |         2 |          0 |           3
      2023 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Social                      |        14 |        17 |          0 |          31
      2026 |      204379 | ACÁCIO DA SILVA FAVACHO NETO                        | Social                      |         1 |         3 |          0 |           4
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Ambiental e energetico      |         4 |         3 |          0 |           7
      2024 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Ambiental e energetico      |         2 |         4 |          0 |           6
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Cultura e sociedade         |         6 |         7 |          0 |          13
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Economico                   |        28 |        34 |          0 |          62
      2024 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Economico                   |         1 |         1 |          0 |           2
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Economico                   |         4 |         6 |          0 |          10
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Infraestrutura e tecnologia |        10 |         6 |          0 |          16
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Institucional e juridico    |        30 |        26 |          0 |          56
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Internacional               |         1 |         7 |          0 |           8
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Internacional               |         2 |         1 |          0 |           3
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Seguranca                   |         2 |         5 |          0 |           7
      2024 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Social                      |        14 |        16 |          0 |          30
      2026 |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      | Social                      |         1 |         2 |          0 |           3
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Ambiental e energetico      |         2 |         4 |          0 |           6
      2024 |      220692 | ADALBERTO ROSA BARRETO                              | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Ambiental e energetico      |         0 |         3 |          0 |           3
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Cultura e sociedade         |         3 |         6 |          0 |           9
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Economico                   |        24 |        33 |          0 |          57
      2024 |      220692 | ADALBERTO ROSA BARRETO                              | Economico                   |         1 |         1 |          0 |           2
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Economico                   |         3 |         4 |          0 |           7
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Infraestrutura e tecnologia |         7 |         5 |          0 |          12
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Institucional e juridico    |        18 |        23 |          0 |          41
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Internacional               |         1 |         5 |          0 |           6
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Internacional               |         1 |         1 |          0 |           2
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Seguranca                   |         2 |         5 |          0 |           7
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | Social                      |        14 |        17 |          0 |          31
      2026 |      220692 | ADALBERTO ROSA BARRETO                              | Social                      |         1 |         2 |          0 |           3
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Ambiental e energetico      |         3 |         2 |          0 |           8
      2024 |      221328 | ADILSON BARROSO OLIVEIRA                            | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Ambiental e energetico      |         4 |         2 |          0 |           6
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Cultura e sociedade         |         9 |         3 |          0 |          13
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Economico                   |        35 |        14 |          3 |          64
      2024 |      221328 | ADILSON BARROSO OLIVEIRA                            | Economico                   |         1 |         1 |          0 |           2
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Economico                   |         7 |         2 |          0 |           9
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Infraestrutura e tecnologia |         9 |         5 |          0 |          16
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Institucional e juridico    |        24 |        22 |          0 |          57
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Institucional e juridico    |         1 |         1 |          0 |           2
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Internacional               |         7 |         1 |          0 |           8
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Internacional               |         1 |         2 |          0 |           3
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Seguranca                   |         2 |         5 |          0 |           8
      2024 |      221328 | ADILSON BARROSO OLIVEIRA                            | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      221328 | ADILSON BARROSO OLIVEIRA                            | Social                      |        16 |        13 |          3 |          37
      2026 |      221328 | ADILSON BARROSO OLIVEIRA                            | Social                      |         1 |         2 |          0 |           3
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Ambiental e energetico      |         2 |         3 |          0 |           5
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Ambiental e energetico      |         1 |         0 |          0 |           1
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Cultura e sociedade         |         3 |         4 |          0 |           7
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Cultura e sociedade         |         3 |         0 |          0 |           3
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Economico                   |        18 |        20 |          0 |          38
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Economico                   |         3 |         1 |          0 |           4
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Infraestrutura e tecnologia |         1 |         1 |          0 |           2
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Institucional e juridico    |         7 |        13 |          0 |          20
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Internacional               |         0 |         1 |          0 |           1
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Internacional               |         2 |         1 |          0 |           3
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Seguranca                   |         2 |         2 |          0 |           4
      2024 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Social                      |         7 |         4 |          0 |          11
      2026 |      204560 | ADOLFO VIANA DE CASTRO NETO                         | Social                      |         1 |         1 |          0 |           2
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Ambiental e energetico      |         1 |         4 |          0 |           8
      2024 |      204528 | ADRIANA MIGUEL VENTURA                              | Ambiental e energetico      |         1 |         0 |          0 |           1
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Ambiental e energetico      |         2 |         2 |          0 |           4
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Cultura e sociedade         |         8 |         4 |          0 |          13
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Cultura e sociedade         |         2 |         2 |          0 |           4
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Economico                   |        28 |        23 |          0 |          67
      2024 |      204528 | ADRIANA MIGUEL VENTURA                              | Economico                   |         1 |         0 |          0 |           1
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Economico                   |         4 |         4 |          0 |           8
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Infraestrutura e tecnologia |         8 |         6 |          0 |          15
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Institucional e juridico    |        24 |        25 |          0 |          58
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Institucional e juridico    |         0 |         1 |          0 |           1
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Internacional               |         7 |         1 |          0 |           8
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Internacional               |         1 |         2 |          0 |           3
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Seguranca                   |         1 |         6 |          0 |           8
      2024 |      204528 | ADRIANA MIGUEL VENTURA                              | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      204528 | ADRIANA MIGUEL VENTURA                              | Social                      |        14 |        14 |          0 |          37
      2026 |      204528 | ADRIANA MIGUEL VENTURA                              | Social                      |         1 |         1 |          0 |           2
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Ambiental e energetico      |         4 |         4 |          0 |           8
      2024 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Ambiental e energetico      |         2 |         1 |          0 |           3
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Cultura e sociedade         |         4 |         8 |          0 |          12
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Economico                   |        32 |        33 |          0 |          65
      2024 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Economico                   |         1 |         1 |          0 |           2
      2026 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Economico                   |         2 |         2 |          0 |           4
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Infraestrutura e tecnologia |         6 |         8 |          0 |          14
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Institucional e juridico    |        29 |        26 |          0 |          55
      2026 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Internacional               |         1 |         6 |          0 |           7
      2026 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Internacional               |         2 |         1 |          0 |           3
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Seguranca                   |         3 |         4 |          0 |           7
      2024 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Seguranca                   |         1 |         0 |          0 |           1
      2023 |      220565 | ADRIANA SAUTHIER ACCORSI                            | Social                      |        19 |        16 |          0 |          35
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Ambiental e energetico      |         2 |         6 |          0 |           8
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Ambiental e energetico      |         2 |         2 |          0 |           4
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Cultura e sociedade         |         4 |         9 |          0 |          13
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |        24 |        37 |          0 |          61
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |         1 |         1 |          0 |           2
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |         4 |         4 |          0 |           8
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Infraestrutura e tecnologia |         7 |         5 |          0 |          12
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Institucional e juridico    |        23 |        33 |          0 |          56
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Internacional               |         1 |         7 |          0 |           8
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Internacional               |         2 |         1 |          0 |           3
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |         2 |         6 |          0 |           8
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Social                      |        12 |        24 |          0 |          36
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Social                      |         1 |         2 |          0 |           3
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |         0 |         3 |          0 |           3
      2024 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |         1 |         2 |          0 |           3
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Cultura e sociedade         |         1 |         1 |          0 |           2
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Cultura e sociedade         |         1 |         1 |          0 |           2
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Economico                   |        20 |        15 |          0 |          35
      2024 |       74646 | AÉCIO NEVES DA CUNHA                                | Economico                   |         1 |         1 |          0 |           2
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Economico                   |         1 |         3 |          0 |           4
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Infraestrutura e tecnologia |         4 |         4 |          0 |           8
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Institucional e juridico    |        20 |        17 |          0 |          37
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Internacional               |         1 |         1 |          0 |           2
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Internacional               |         1 |         1 |          0 |           2
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Seguranca                   |         1 |         4 |          0 |           5
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Seguranca                   |         1 |         0 |          0 |           1
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Social                      |        11 |        14 |          0 |          25
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Social                      |         0 |         1 |          0 |           1
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Ambiental e energetico      |         3 |         0 |          0 |           3
      2024 |      178835 | AFONSO ANTUNES DA MOTTA                             | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Ambiental e energetico      |         2 |         4 |          0 |           6
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Cultura e sociedade         |         4 |         4 |          0 |           8
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Cultura e sociedade         |         2 |         1 |          0 |           3
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Economico                   |        30 |        27 |          0 |          57
      2024 |      178835 | AFONSO ANTUNES DA MOTTA                             | Economico                   |         1 |         1 |          0 |           2
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Economico                   |         4 |         5 |          0 |           9
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Infraestrutura e tecnologia |         6 |         8 |          0 |          14
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Institucional e juridico    |        31 |        28 |          0 |          59
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Internacional               |         3 |         7 |          0 |          10
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Internacional               |         2 |         1 |          0 |           3
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Seguranca                   |         6 |         2 |          0 |           8
      2024 |      178835 | AFONSO ANTUNES DA MOTTA                             | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      178835 | AFONSO ANTUNES DA MOTTA                             | Social                      |        17 |        17 |          0 |          34
      2026 |      178835 | AFONSO ANTUNES DA MOTTA                             | Social                      |         1 |         2 |          0 |           3
      2026 |      160508 | AFONSO BANDEIRA FLORENCE                            | Ambiental e energetico      |         0 |         3 |          0 |           3
      2026 |      160508 | AFONSO BANDEIRA FLORENCE                            | Cultura e sociedade         |         0 |         1 |          0 |           1
      2023 |      160508 | AFONSO BANDEIRA FLORENCE                            | Economico                   |         1 |         1 |          0 |           2
      2026 |      160508 | AFONSO BANDEIRA FLORENCE                            | Economico                   |         0 |         3 |          0 |           3
      2026 |      160508 | AFONSO BANDEIRA FLORENCE                            | Social                      |         0 |         1 |          0 |           1
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Ambiental e energetico      |         1 |         0 |          0 |           1
      2024 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Ambiental e energetico      |         2 |         3 |          0 |           5
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Cultura e sociedade         |         4 |         1 |          0 |           5
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Cultura e sociedade         |         1 |         1 |          0 |           2
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Economico                   |        19 |        20 |          0 |          41
      2024 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Economico                   |         1 |         1 |          0 |           2
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Economico                   |         3 |         5 |          0 |           8
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Infraestrutura e tecnologia |         7 |         2 |          0 |           9
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Institucional e juridico    |        18 |        13 |          0 |          32
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Internacional               |         1 |         5 |          0 |           6
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Internacional               |         2 |         1 |          0 |           3
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Seguranca                   |         0 |         2 |          0 |           2
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Social                      |        10 |        12 |          0 |          23
      2026 |      160527 | AGUINALDO VELLOSO BORGES RIBEIRO                    | Social                      |         0 |         2 |          0 |           2
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Ambiental e energetico      |         2 |         3 |          0 |           5
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Cultura e sociedade         |         3 |         1 |          0 |           4
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Economico                   |         4 |         5 |          0 |           9
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Institucional e juridico    |         2 |         1 |          0 |           3
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Internacional               |         2 |         1 |          0 |           3
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Seguranca                   |         0 |         2 |          1 |           3
      2026 |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | Social                      |         1 |         2 |          1 |           4
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Ambiental e energetico      |         4 |         1 |          0 |           5
      2024 |      204495 | AIRTON LUIZ FALEIRO                                 | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Ambiental e energetico      |         2 |         3 |          0 |           5
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Cultura e sociedade         |         5 |         7 |          0 |          12
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Economico                   |        28 |        28 |          0 |          56
      2024 |      204495 | AIRTON LUIZ FALEIRO                                 | Economico                   |         1 |         1 |          0 |           2
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Economico                   |         5 |         4 |          0 |           9
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Infraestrutura e tecnologia |         6 |         8 |          0 |          14
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Institucional e juridico    |        22 |        22 |          0 |          44
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Internacional               |         1 |         7 |          0 |           8
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Internacional               |         2 |         1 |          0 |           3
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Seguranca                   |         4 |         2 |          0 |           6
      2024 |      204495 | AIRTON LUIZ FALEIRO                                 | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Seguranca                   |         1 |         0 |          0 |           1
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | Social                      |        15 |        16 |          0 |          31
      2026 |      204495 | AIRTON LUIZ FALEIRO                                 | Social                      |         2 |         1 |          0 |           3
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Ambiental e energetico      |         1 |         2 |          0 |           7
      2024 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Ambiental e energetico      |         4 |         2 |          0 |           6
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Cultura e sociedade         |         4 |         5 |          0 |          10
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Cultura e sociedade         |         3 |         0 |          0 |           3
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Economico                   |        23 |        22 |          0 |          61
      2024 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Economico                   |         1 |         1 |          0 |           2
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Economico                   |         6 |         2 |          0 |           8
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Infraestrutura e tecnologia |        10 |         5 |          0 |          16
