 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Cultura e sociedade         |         3 |         9 |          0 |          12
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Cultura e sociedade         |         1 |         1 |          0 |           2
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Economico                   |        25 |        35 |          0 |          60
      2024 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Economico                   |         1 |         1 |          0 |           2
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Economico                   |         2 |         2 |          0 |           4
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Infraestrutura e tecnologia |         7 |         8 |          0 |          15
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Institucional e juridico    |        27 |        30 |          0 |          57
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Internacional               |         1 |         7 |          0 |           8
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Internacional               |         1 |         1 |          0 |           2
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Seguranca                   |         5 |         3 |          0 |           8
      2024 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Seguranca                   |         1 |         0 |          0 |           1
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Social                      |        13 |        19 |          0 |          32
      2026 |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR | Social                      |         1 |         2 |          0 |           3
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Ambiental e energetico      |         6 |         2 |          0 |           8
      2024 |      220639 | GUILHERME CASTRO BOULOS                             | Ambiental e energetico      |         1 |         0 |          0 |           1
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Cultura e sociedade         |         6 |         6 |          0 |          12
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Economico                   |        31 |        33 |          0 |          64
      2024 |      220639 | GUILHERME CASTRO BOULOS                             | Economico                   |         1 |         0 |          0 |           1
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Infraestrutura e tecnologia |         5 |        10 |          0 |          15
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Institucional e juridico    |        26 |        24 |          0 |          50
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Internacional               |         1 |         6 |          0 |           7
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Seguranca                   |         1 |         3 |          0 |           4
      2024 |      220639 | GUILHERME CASTRO BOULOS                             | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      220639 | GUILHERME CASTRO BOULOS                             | Social                      |        20 |        15 |          0 |          35
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Ambiental e energetico      |         3 |         2 |          0 |           5
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Cultura e sociedade         |         3 |         0 |          0 |           3
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Economico                   |         5 |         3 |          0 |           8
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Institucional e juridico    |         0 |         1 |          0 |           1
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Internacional               |         1 |         2 |          0 |           3
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204531 | GUILHERME MURARO DERRITE                            | Social                      |         2 |         1 |          0 |           3
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Ambiental e energetico      |         2 |         3 |          0 |           7
      2024 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Ambiental e energetico      |         4 |         2 |          0 |           6
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Cultura e sociedade         |         6 |         4 |          0 |          11
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Cultura e sociedade         |         2 |         2 |          0 |           4
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Economico                   |        23 |        22 |          0 |          61
      2024 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Economico                   |         1 |         1 |          0 |           2
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Economico                   |         6 |         4 |          0 |          10
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Infraestrutura e tecnologia |         5 |         2 |          0 |           9
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Institucional e juridico    |        14 |        21 |          0 |          45
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Institucional e juridico    |         1 |         1 |          0 |           2
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Internacional               |         5 |         1 |          0 |           6
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Internacional               |         1 |         2 |          0 |           3
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Seguranca                   |         2 |         4 |          0 |           6
      2024 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Seguranca                   |         0 |         2 |          0 |           2
      2023 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Social                      |        10 |        12 |          0 |          28
      2026 |      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | Social                      |         1 |         2 |          0 |           3
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Ambiental e energetico      |         5 |         3 |          0 |           8
      2024 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Ambiental e energetico      |         2 |         4 |          0 |           6
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Cultura e sociedade         |         6 |         7 |          0 |          13
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Economico                   |        33 |        33 |          0 |          66
      2024 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Economico                   |         1 |         1 |          0 |           2
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Economico                   |         5 |         5 |          0 |          10
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Infraestrutura e tecnologia |         8 |         8 |          0 |          16
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Institucional e juridico    |        26 |        25 |          0 |          51
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Internacional               |         1 |         7 |          0 |           8
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Internacional               |         3 |         0 |          0 |           3
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Seguranca                   |         2 |         6 |          0 |           8
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Seguranca                   |         2 |         0 |          0 |           2
      2023 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Social                      |        17 |        20 |          0 |          37
      2026 |      204456 | GUTEMBERG REIS DE OLIVEIRA                          | Social                      |         2 |         1 |          0 |           3
      2026 |      235712 | HEBER GOMES NEIVA                                   | Ambiental e energetico      |         0 |         3 |          0 |           3
      2026 |      235712 | HEBER GOMES NEIVA                                   | Cultura e sociedade         |         2 |         1 |          0 |           3
      2026 |      235712 | HEBER GOMES NEIVA                                   | Economico                   |         2 |         3 |          0 |           5
      2026 |      235712 | HEBER GOMES NEIVA                                   | Social                      |         0 |         1 |          0 |           1
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Ambiental e energetico      |         1 |         1 |          0 |           2
      2024 |      178964 | HEITOR JOSE SCHUCH                                  | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      178964 | HEITOR JOSE SCHUCH                                  | Ambiental e energetico      |         2 |         4 |          0 |           6
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Cultura e sociedade         |         2 |         3 |          0 |           5
      2026 |      178964 | HEITOR JOSE SCHUCH                                  | Cultura e sociedade         |         2 |         0 |          0 |           2
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Economico                   |        20 |        19 |          0 |          39
      2024 |      178964 | HEITOR JOSE SCHUCH                                  | Economico                   |         1 |         1 |          0 |           2
      2026 |      178964 | HEITOR JOSE SCHUCH                                  | Economico                   |         4 |         5 |          0 |           9
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Infraestrutura e tecnologia |         2 |         5 |          0 |           7
      2026 |      178964 | HEITOR JOSE SCHUCH                                  | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Institucional e juridico    |        16 |        15 |          0 |          31
      2026 |      178964 | HEITOR JOSE SCHUCH                                  | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Internacional               |         0 |         5 |          0 |           5
      2026 |      178964 | HEITOR JOSE SCHUCH                                  | Internacional               |         2 |         0 |          0 |           2
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Seguranca                   |         3 |         3 |          0 |           6
      2024 |      178964 | HEITOR JOSE SCHUCH                                  | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      178964 | HEITOR JOSE SCHUCH                                  | Social                      |         8 |        10 |          0 |          18
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Ambiental e energetico      |         4 |         4 |          0 |           8
      2024 |      178873 | HELDER IGNACIO SALOMAO                              | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Ambiental e energetico      |         2 |         4 |          0 |           6
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Cultura e sociedade         |         3 |         6 |          0 |           9
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Economico                   |        30 |        32 |          0 |          62
      2024 |      178873 | HELDER IGNACIO SALOMAO                              | Economico                   |         1 |         1 |          0 |           2
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Economico                   |         5 |         5 |          0 |          10
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Infraestrutura e tecnologia |         2 |         8 |          0 |          10
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Institucional e juridico    |        31 |        30 |          0 |          61
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Institucional e juridico    |         3 |         2 |          0 |           5
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Internacional               |         3 |         7 |          0 |          10
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Internacional               |         2 |         1 |          0 |           3
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Seguranca                   |         5 |         3 |          0 |           8
      2024 |      178873 | HELDER IGNACIO SALOMAO                              | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Seguranca                   |         2 |         1 |          0 |           3
      2023 |      178873 | HELDER IGNACIO SALOMAO                              | Social                      |        21 |        20 |          0 |          41
      2026 |      178873 | HELDER IGNACIO SALOMAO                              | Social                      |         2 |         2 |          0 |           4
      2024 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Ambiental e energetico      |         3 |         1 |          0 |           4
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Cultura e sociedade         |         2 |         2 |          0 |           4
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Economico                   |        16 |        14 |          0 |          39
      2024 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Economico                   |         1 |         1 |          0 |           2
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Economico                   |         6 |         0 |          0 |           6
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Infraestrutura e tecnologia |         8 |         4 |          0 |          12
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Institucional e juridico    |        13 |        21 |          0 |          36
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Institucional e juridico    |         1 |         1 |          0 |           2
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Internacional               |         5 |         1 |          0 |           6
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Internacional               |         1 |         1 |          0 |           2
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Seguranca                   |         2 |         3 |          0 |           6
      2024 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Social                      |         6 |        12 |          0 |          22
      2026 |      204444 | HELIO FERNANDO BARBOSA LOPES                        | Social                      |         1 |         2 |          0 |           3
      2023 |      178909 | HELIO LEITE DA SILVA                                | Ambiental e energetico      |         0 |         3 |          0 |           3
      2023 |      178909 | HELIO LEITE DA SILVA                                | Cultura e sociedade         |         1 |         6 |          0 |           7
      2023 |      178909 | HELIO LEITE DA SILVA                                | Economico                   |        11 |        24 |          0 |          35
      2023 |      178909 | HELIO LEITE DA SILVA                                | Infraestrutura e tecnologia |         3 |         1 |          0 |           4
      2023 |      178909 | HELIO LEITE DA SILVA                                | Institucional e juridico    |         5 |        14 |          0 |          19
      2023 |      178909 | HELIO LEITE DA SILVA                                | Internacional               |         0 |         2 |          0 |           2
      2023 |      178909 | HELIO LEITE DA SILVA                                | Seguranca                   |         0 |         5 |          0 |           5
      2023 |      178909 | HELIO LEITE DA SILVA                                | Social                      |         8 |        14 |          0 |          22
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Cultura e sociedade         |         3 |         1 |          0 |           4
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Economico                   |         5 |         2 |          0 |           7
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Institucional e juridico    |         1 |         0 |          0 |           1
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Internacional               |         1 |         1 |          0 |           2
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Seguranca                   |         1 |         1 |          0 |           2
      2026 |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | Social                      |         1 |         2 |          0 |           3
      2023 |      220672 | HENDERSON LIRA PINTO                                | Ambiental e energetico      |         4 |         3 |          0 |           7
      2024 |      220672 | HENDERSON LIRA PINTO                                | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      220672 | HENDERSON LIRA PINTO                                | Ambiental e energetico      |         2 |         3 |          0 |           5
      2023 |      220672 | HENDERSON LIRA PINTO                                | Cultura e sociedade         |         4 |         6 |          0 |          10
      2026 |      220672 | HENDERSON LIRA PINTO                                | Cultura e sociedade         |         1 |         2 |          0 |           3
      2023 |      220672 | HENDERSON LIRA PINTO                                | Economico                   |        26 |        28 |          0 |          54
      2024 |      220672 | HENDERSON LIRA PINTO                                | Economico                   |         1 |         1 |          0 |           2
      2026 |      220672 | HENDERSON LIRA PINTO                                | Economico                   |         3 |         4 |          0 |           7
      2023 |      220672 | HENDERSON LIRA PINTO                                | Infraestrutura e tecnologia |         8 |         7 |          0 |          15
      2026 |      220672 | HENDERSON LIRA PINTO                                | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      220672 | HENDERSON LIRA PINTO                                | Institucional e juridico    |        24 |        16 |          0 |          40
      2026 |      220672 | HENDERSON LIRA PINTO                                | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      220672 | HENDERSON LIRA PINTO                                | Internacional               |         1 |         7 |          0 |           8
      2026 |      220672 | HENDERSON LIRA PINTO                                | Internacional               |         2 |         1 |          0 |           3
      2023 |      220672 | HENDERSON LIRA PINTO                                | Seguranca                   |         2 |         4 |          0 |           6
      2024 |      220672 | HENDERSON LIRA PINTO                                | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      220672 | HENDERSON LIRA PINTO                                | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      220672 | HENDERSON LIRA PINTO                                | Social                      |        10 |         6 |          0 |          16
      2026 |      220672 | HENDERSON LIRA PINTO                                | Social                      |         0 |         3 |          0 |           3
      2023 |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | Ambiental e energetico      |         2 |         3 |          0 |           5
      2023 |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | Cultura e sociedade         |         0 |         1 |          0 |           1
      2023 |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | Economico                   |         7 |         8 |          0 |          15
      2023 |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | Infraestrutura e tecnologia |         2 |         0 |          0 |           2
      2023 |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | Institucional e juridico    |         3 |         1 |          0 |           7
      2023 |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | Social                      |         1 |         0 |          0 |           1
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Ambiental e energetico      |         5 |         2 |          0 |           7
      2024 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Ambiental e energetico      |         2 |         0 |          0 |           2
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Ambiental e energetico      |         1 |         3 |          0 |           4
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Cultura e sociedade         |         6 |         7 |          0 |          13
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Cultura e sociedade         |         3 |         0 |          0 |           3
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Economico                   |        29 |        36 |          2 |          67
      2024 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Economico                   |         2 |         0 |          0 |           2
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Economico                   |         4 |         3 |          0 |           7
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Infraestrutura e tecnologia |         5 |         9 |          0 |          14
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Institucional e juridico    |        32 |        27 |          0 |          59
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Internacional               |         1 |         7 |          0 |           8
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Internacional               |         2 |         0 |          0 |           2
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Seguranca                   |         4 |         4 |          0 |           8
      2024 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Social                      |        22 |        16 |          0 |          38
      2026 |      220615 | HENRIQUE DOS SANTOS VIEIRA LIMA                     | Social                      |         1 |         1 |          0 |           2
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Ambiental e energetico      |         5 |         3 |          0 |           8
      2024 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Ambiental e energetico      |         1 |         3 |          0 |           4
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Cultura e sociedade         |         2 |         3 |          0 |           5
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Economico                   |        21 |        25 |          0 |          46
      2024 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Economico                   |         1 |         1 |          0 |           2
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Economico                   |         3 |         4 |          0 |           7
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Infraestrutura e tecnologia |         4 |         4 |          0 |           8
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Institucional e juridico    |        15 |        15 |          0 |          30
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Institucional e juridico    |         1 |         0 |          0 |           1
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Internacional               |         1 |         7 |          0 |           8
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Internacional               |         2 |         1 |          0 |           3
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Seguranca                   |         1 |         3 |          0 |           4
      2024 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Seguranca                   |         0 |         2 |          0 |           2
      2023 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Social                      |         7 |         6 |          0 |          13
      2026 |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | Social                      |         1 |         2 |          0 |           3
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Ambiental e energetico      |         4 |         4 |          0 |           8
      2024 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Ambiental e energetico      |         1 |         1 |          0 |           2
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Ambiental e energetico      |         3 |         2 |          0 |           5
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Cultura e sociedade         |         4 |         7 |          0 |          11
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Economico                   |        32 |        33 |          0 |          65
      2024 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Economico                   |         1 |         1 |          0 |           2
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Economico                   |         6 |         3 |          0 |           9
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Infraestrutura e tecnologia |         6 |         6 |          0 |          12
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Institucional e juridico    |        29 |        24 |          0 |          53
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Internacional               |         3 |         5 |          0 |           8
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Internacional               |         2 |         1 |          0 |           3
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Seguranca                   |         5 |         4 |          0 |           9
      2024 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Seguranca                   |         0 |         0 |          0 |           1
      2023 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Social                      |        21 |        15 |          0 |          36
      2026 |      220686 | HILDELIS SILVA DUARTE JUNIOR                        | Social                      |         1 |         1 |          0 |           2
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Ambiental e energetico      |         2 |         2 |          0 |           4
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Cultura e sociedade         |         3 |         1 |          0 |           4
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Economico                   |         4 |         3 |          0 |           7
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Institucional e juridico    |         2 |         0 |          0 |           2
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Internacional               |         2 |         1 |          0 |           3
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Seguranca                   |         1 |         2 |          0 |           3
      2026 |      178884 | HILDO AUGUSTO DA ROCHA NETO                         | Social                      |         1 |         3 |          0 |           4
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Ambiental e energetico      |         4 |         2 |          0 |           6
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Cultura e sociedade         |         3 |         1 |          0 |           4
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Economico                   |         6 |         3 |          0 |           9
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Institucional e juridico    |         1 |         1 |          0 |           2
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Internacional               |         0 |         2 |          0 |           2
      2026 |      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | Seguranca                   |         1 |         1 |          0 |           2
