Ranking global - todos os anos
 id_deputado |                        nome                         | sigla_uf | sigla_partido | gasto_total 
      204501 | ALENCAR SANTANA BRAGA                               | SP       | PT            |  1601688.20
       74084 | RAIMUNDO JOSÉ PEREIRA DOS SANTOS                    | PA       | PSD           |  1601638.99
      220572 | MARUSSA CASSIA FAVARO BOLDRIN                       | GO       | REPUBLICANOS  |  1599869.58
      204368 | FÁBIO LUIZ SCHIOCHET FILHO                          | SC       | UNIAO         |  1599108.48
      178986 | NILTO IGNACIO TATTO                                 | SP       | PT            |  1598509.44
      204355 | JOSIAS MARIO DA VITORIA                             | ES       | PP            |  1597973.00
       74171 | FRANCISCO RODRIGUES DE ALENCAR FILHO                | RJ       | PSOL          |  1597770.78
      204480 | ROGÉRIO CORREIA DE MOURA BAPTISTA                   | MG       | PT            |  1596744.06
      121948 | ADRIANO ANTÔNIO AVELAR                              | GO       | PP            |  1595633.25
      178895 | MISAEL ARTUR FERREIRA VARELLA                       | MG       | PSD           |  1595480.54
      160632 | JOSÉ SILVA SOARES                                   | MG       | UNIAO         |  1594926.83
      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | MG       | PT            |  1592799.36
      220694 | RICARDO MAIA CHAVES DE SOUZA                        | BA       | MDB           |  1592612.80
      205476 | CHARLES FERNANDES SILVEIRA SANTANA                  | BA       | PSD           |  1591240.35
      220595 | RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA      | MT       | PL            |  1587916.48
      178970 | JOAO SOMARIVA DANIEL                                | SE       | PT            |  1586030.39
      220560 | JOSE THIAGO ALVES DE CARVALHO                       | SE       | REPUBLICANOS  |  1583589.49
      220682 | ANTONIO TADEU VENERI                                | PR       | PT            |  1582650.02
      204508 | IGOR TARCIANO TIMO                                  | MG       | UNIAO         |  1582540.79
      220625 | IONE MARIA MOREIRA DIAS BARBOSA                     | MG       | PL            |  1582507.55
      220550 | MAURICIO BEDIN MARCON                               | RS       | PL            |  1580092.96
      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | MG       | PP            |  1579335.04
      204455 | LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA        | RJ       | NOVO          |  1575272.65
      220617 | MURILLO GOUVEA RODRIGUES                            | RJ       | PSDB          |  1575014.98
      204411 | FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO            | PR       | PL            |  1574722.03
      160629 | ROMERO RODRIGUES VEIGA                              | PB       | PODE          |  1574255.56
      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | MG       | PL            |  1574081.25
      220649 | CARLOS ALBERTO DA CUNHA                             | SP       | UNIAO         |  1572744.59
      206018 | CÉLIA NUNES CORREA                                  | MG       | PSOL          |  1568308.02
      178987 | ORLANDO SILVA DE JESUS JUNIOR                       | SP       | PCDOB         |  1565993.78
       74273 | JEFFERSON ALVES DE CAMPOS                           | SP       | PL            |  1565708.56
      160666 | FELIX DE ALMEIDA MENDONÇA JÚNIOR                    | BA       | PDT           |  1565416.25
      179001 | MARCIO DELLA VALLE BIOLCHI                          | RS       | MDB           |  1563814.31
      178931 | LUCIANO DUCCI                                       | PR       | PSB           |  1563719.94
