q4_escolaridade_complementar

 escolaridade            | sigla_partido | id_deputado | nome                                                
 Superior                | PL            |       98615 | ISMAEL DOS SANTOS                                   
 Superior                | PL            |      204481 | JAZIEL PEREIRA DE SOUSA                             
 Superior                | PL            |       74273 | JEFFERSON ALVES DE CAMPOS                           
 Superior                | PL            |      178910 | JOAQUIM PASSARINHO PINTO DE SOUZA PORTO             
 Superior                | PL            |      220594 | JONILDO JOSÉ DE ASSIS                               
 Superior                | PL            |      204517 | JOSE VITOR DE RESENDE AGUIAR                        
 Superior                | PL            |      204563 | JOSIMAR CUNHA RODRIGUES                             
 Superior                | PL            |       74428 | JOSÉ MENDONÇA BEZERRA FILHO                         
 Superior                | PL            |      160561 | JOSÉ OLIMPIO SILVEIRA MORAES                        
 Superior                | PL            |       73579 | JOÃO ALBERTO FRAGA SILVA                            
 Superior                | PL            |      204378 | JOÃO CHRISÓSTOMO DE MOURA                           
 Superior                | PL            |      220559 | JULIA PEDROSO ZANATTA                               
 Superior                | PL            |      220673 | LENILDO MENDES DOS SANTOS SERTÃO                    
 Superior                | PL            |       74585 | LINCOLN DINIZ PORTELA                               
 Superior                | PL            |      204485 | LUIZ CARLOS MOTTA                                   
 Superior                | PL            |      220666 | LUIZ DE FRANÇA E SILVA MEIRA                        
 Superior                | PL            |      178983 | MARCIO LUIZ ALVINO DE SOUZA                         
 Superior                | PL            |      160601 | MARCO ANTÔNIO FELICIANO                             
 Superior                | PL            |      220547 | MARCOS SBOROWSKI POLLON                             
 Superior                | PL            |      220689 | MARIA DEUSDETE LIMA CUNHA RODRIGUES                 
 Superior                | PL            |      220550 | MAURICIO BEDIN MARCON                               
 Superior                | PL            |      230088 | MAYRA ISABEL CORREIA PINHEIRO                       
 Superior                | PL            |      178985 | MIGUEL LOMBARDI                                     
 Superior                | PL            |      204396 | NELSI COGUETTO MARIA                                
 Superior                | PL            |      209787 | NIKOLAS FERREIRA DE OLIVEIRA                        
 Superior                | PL            |      128760 | PAULO CELSO FONSECA MARINHO JÚNIOR                  
 Superior                | PL            |      160558 | PAULO ROBERTO FREIRE DA COSTA                       
 Superior                | PL            |      226075 | PRISCILA BEZERRA DA COSTA                           
 Superior                | PL            |      205865 | REINHOLD STEPHANES JUNIOR                           
 Superior                | PL            |      220546 | RODOLFO OLIVEIRA NOGUEIRA                           
 Superior                | PL            |      230767 | RODRIGO LUGLI                                       
 Superior                | PL            |      165470 | RODRIGO SANTANA VALADARES                           
 Superior                | PL            |      204525 | ROSANA DE OLIVEIRA VALLE                            
 Superior                | PL            |      220620 | ROSANGELA DE OLIVEIRA CAMPOS REIS                   
 Superior                | PL            |      220595 | RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA      
 Superior                | PL            |      220693 | Roberta de Araujo Costa Roma                        
 Superior                | PL            |      220575 | SONIZE PIMENTEL DOS SANTOS BARBOSA                  
 Superior                | PL            |      178946 | SORAYA ALENCAR DOS SANTOS                           
 Superior                | PL            |      178947 | SOSTENES SILVA CAVALCANTE                           
 Superior                | PL            |      160591 | VINICIUS DE AZEVEDO GURGEL                          
 Superior                | PODE          |      220674 | ALESSANDRA HABER CARVALHO SANTOS                    
 Superior                | PODE          |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   
 Superior                | PODE          |      212625 | ANTONIO ELIZABETH GONÇALO DE SOUSA                  
 Superior                | PODE          |      220635 | BRUNO AREVALO GANEM                                 
 Superior                | PODE          |      220608 | CRISTIANE LOPES DA LUZ                              
 Superior                | PODE          |      228941 | DANIEL JOSÉ DA SILVA OLIVEIRA                       
 Superior                | PODE          |      220540 | DUDA BRITO RAMOS                                    
 Superior                | PODE          |      220646 | FELIPE BECARI COMENALE                              
 Superior                | PODE          |       74270 | GILBERTO NASCIMENTO SILVA                           
 Superior                | PODE          |      204419 | GLAUSKSTON BATISTA RIOS                             
 Superior                | PODE          |      204398 | LUIS FELIPE BONATTO FRANCISCHINI                    
 Superior                | PODE          |       73778 | LUIZ CARLOS JORGE HAULY                             
 Superior                | PODE          |      220652 | MARIO PALUMBO JUNIOR                                
 Superior                | PODE          |      204498 | OLIVAL HENRIQUE MARQUES DE SOUZA                    
 Superior                | PODE          |      178989 | RENATA HELLMEISTER DE ABREU                         
 Superior                | PODE          |      160635 | RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR         
 Superior                | PP            |      226708 | ALLAN QUADROS GARCÊS                                
 Superior                | PP            |      220707 | AMANDA KELLY GENTIL GUIMARÃES ROSA                  
 Superior                | PP            |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        
 Superior                | PP            |      178831 | ANDRE DOS SANTOS ABDON                              
 Superior                | PP            |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         
 Superior                | PP            |      204549 | ANTONIO JOSE AGUIAR ALBUQUERQUE                     
 Superior                | PP            |      178934 | ANTONIO WANDSCHEER                                  
 Superior                | PP            |      204524 | ANTÔNIO PINHEIRO NETO                               
 Superior                | PP            |      160541 | ARTHUR CÉSAR PEREIRA DE LIRA                        
 Superior                | PP            |       74537 | CLÁUDIO CAJADO SAMPAIO                              
 Superior                | PP            |      141411 | DAGOBERTO NOGUEIRA FILHO                            
 Superior                | PP            |       73768 | DILCEU JOÃO SPERAFICO                               
 Superior                | PP            |      160599 | DIMAS FABIANO TOLEDO JÚNIOR                         
 Superior                | PP            |      220008 | ELIZA VIRGINIA DE SOUZA FERNANDES                   
 Superior                | PP            |      234406 | ELMANO FÉRRER DE ALMEIDA                            
 Superior                | PP            |       62881 | FRANCISCO DANILO BASTOS FORTE                       
 Superior                | PP            |      220587 | GEHLEN DINIZ ANDRADE                                
 Superior                | PP            |      204355 | JOSIAS MARIO DA VITORIA                             
 Superior                | PP            |      136811 | JOSÉ ALFONSO EBERT HAMM                             
 Superior                | PP            |      141459 | JOÃO DA SILVA MAIA                                  
 Superior                | PP            |       66385 | JULIO FERRAZ ARCOVERDE                              
 Superior                | PP            |       74253 | JULIO LUIZ BAPTISTA LOPES                           
 Superior                | PP            |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   
 Superior                | PP            |      204351 | LUIZ ALBERTO OVANDO                                 
 Superior                | PP            |      204448 | LUIZ ANTONIO C. C. CORRÊA DA SILVA                  
 Superior                | PP            |      204450 | LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR               
 Superior                | PP            |      204408 | LUIZ AUGUSTO CARVALHO RIBEIRO FILHO                 
 Superior                | PP            |      220647 | MANOEL MAURICIO SILVA NEVES                         
 Superior                | PP            |      220706 | NELSON FERNANDO PADOVANI                            
 Superior                | PP            |      204406 | PEDRO BANDARRA WESTPHALEN                           
 Superior                | PP            |       73788 | RICARDO JOSÉ MAGALHÃES BARROS                       
 Superior                | PP            |      220624 | ROBINSON MESQUITA DE FARIA                          
 Superior                | PP            |      229069 | SAMUEL ALVES BARRETO                                
 Superior                | PP            |      220684 | SEBASTIÃO HENRIQUE DE MEDEIROS                      
 Superior                | PP            |      235776 | SERGIO BERGONSI TURRA                               
 Superior                | PP            |      204360 | SILVIA CRISTINA AMANCIO CHAGAS                      
 Superior                | PP            |      220651 | SIMONE APARECIDA MARQUETO CURRALADAS                
 Superior                | PP            |      123086 | ÁTILA DE MELO LIRA                                  
 Superior                | PRD           |      204427 | FERNANDO RODOLFO TENORIO DE VASCONCELOS             
 Superior                | PSB           |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    
 Superior                | PSB           |      204550 | ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR                  
 Superior                | PSB           |      220663 | JOSÉ ERIBERTO MEDEIROS DE OLIVEIRA                  
 Superior                | PSB           |      220662 | LUCAS CAVALCANTI RAMOS                              
 Superior                | PSB           |      178931 | LUCIANO DUCCI                                       
 Superior                | PSB           |      139285 | LÍDICE DA MATA E SOUZA                              
 Superior                | PSB           |      220634 | MARCELO DE LIMA FERNANDES                           
 Superior                | PSB           |      178858 | MARIO S. M. NEGROMONTE JR.                          
 Superior                | PSB           |      160517 | PAULO ROBERTO FOLLETTO                              
 Superior                | PSB           |      141533 | RODRIGO SOBRAL ROLLEMBERG                           
 Superior                | PSB           |      204534 | TABATA CLAUDIA AMARAL DE PONTES                     
 Superior                | PSD           |      160553 | ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO        
 Superior                | PSD           |      143942 | CAIO SANTOS VIANNA                                  
 Superior                | PSD           |       74262 | CARLOS HENRIQUE FOCESI SAMPAIO                      
 Superior                | PSD           |      204488 | CELIO STUDART BARBOSA                               
 Superior                | PSD           |      205476 | CHARLES FERNANDES SILVEIRA SANTANA                  
 Superior                | PSD           |      116379 | DARCI DE MATOS                                      
 Superior                | PSD           |      198783 | EMANUEL PINHEIRO DA SILVA PRIMO                     
 Superior                | PSD           |      220656 | FERNANDA ENEIDA PESSOA CARACAS DE SOUZA             
 Superior                | PSD           |       74383 | FERNANDO LÚCIO GIACOBO                              
 Superior                | PSD           |       92699 | FERNANDO MONTEIRO DE ALBUQUERQUE                    
 Superior                | PSD           |      226553 | FRANCISCA ELIANE BRAZ DE CARVALHO                   
 Superior                | PSD           |      220664 | GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR 
 Superior                | PSD           |      141450 | HUGO LEAL MELO DA SILVA                             
 Superior                | PSD           |      217480 | JONES BARBOSA DE MOURA                              
 Superior                | PSD           |      204497 | JOÃO FERRARI JÚNIOR                                 
 Superior                | PSD           |       74317 | JÚLIO CÉSAR DE CARVALHO LIMA                        
 Superior                | PSD           |      178832 | LEANDRE DAL PONTE                                   
 Superior                | PSD           |      204404 | LUCAS BELLO REDECKER                                
 Superior                | PSD           |      138286 | LUCIANO ALVES DOS SANTOS                            
 Superior                | PSD           |      103758 | LUCIANO PALMA DE AZEVEDO                            
 Superior                | PSD           |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     
 Superior                | PSD           |      220658 | LUIZ GASTÃO BITTENCOURT DA SILVA                    
 Superior                | PSD           |      162332 | LUIZ HILOSHI NISHIMORI                              
 Superior                | PSD           |       74856 | MARIA LAURA MONTEZA DE SOUZA CARNEIRO               
 Superior                | PSD           |      220650 | PAULO ALEXANDRE PEREIRA BARBOSA                     
 Superior                | PSD           |       74574 | PAULO SÉRGIO PARANHOS DE MAGALHÃES                  
 Superior                | PSD           |       74084 | RAIMUNDO JOSÉ PEREIRA DOS SANTOS                    
 Superior                | PSD           |      204567 | RAIMUNDO MAGALHÃES COSTA                            
 Superior                | PSD           |      225386 | RENAN FERREIRINHA CARNEIRO                          
 Superior                | PSD           |      213274 | RICARDO AUGUSTO MACHADO DA SILVA                    
 Superior                | PSD           |      160621 | SANDRO ALEX CRUZ DE OLIVEIRA                        
 Superior                | PSD           |      226837 | SAULO PEDROSO DE SOUZA                              
 Superior                | PSD           |      204557 | SIDNEY RICARDO DE OLIVEIRA LEITE                    
 Superior                | PSD           |       92776 | STEFANO AGUIAR DOS SANTOS                           
 Superior                | PSD           |       73808 | SÉRGIO LUÍS LACERDA BRITO                           
 Superior                | PSD           |      157130 | TÚLIO GADÊLHA SALES DE MELO                         
 Superior                | PSD           |      178992 | VITOR LIPPI                                         
 Superior                | PSD           |       74090 | ÁTILA SIDNEY LINS DE ALBUQUERQUE                    
 Superior                | PSDB          |      204560 | ADOLFO VIANA DE CASTRO NETO                         
 Superior                | PSDB          |      220544 | ANTONIO POINCARE ANDRADE FILHO                      
 Superior                | PSDB          |       74646 | AÉCIO NEVES DA CUNHA                                
 Superior                | PSDB          |      220683 | CARLOS ALBERTO RICHA                                
 Superior                | PSDB          |      204409 | DANIEL TRZECIAK DUARTE                              
 Superior                | PSDB          |      178886 | JOSE JUSCELINO DOS SANTOS REZENDE FILHO             
 Superior                | PSDB          |      220616 | LUCIANO VIEIRA MENDES                               
 Superior                | PSDB          |      178943 | MARCOS BEZERRA RIBEIRO SOARES                       
 Superior                | PSDB          |      220617 | MURILLO GOUVEA RODRIGUES                            
 Superior                | PSDB          |      221329 | RICARDO MARTINS DAVID                               
 Superior                | PSOL          |      220623 | DUDA SALABERT ROSA                                  
 Superior                | PSOL          |      220645 | ERIKA SANTOS SILVA                                  
 Superior                | PSOL          |      204407 | FERNANDA MELCHIONNA E SILVA                         
 Superior                | PSOL          |      152605 | GLAUBER DE MEDEIROS BRAGA                           
 Superior                | PSOL          |       73531 | IVAN VALENTE                                        
 Superior                | PSOL          |      221338 | LUCIENE CAVALCANTE DA SILVA                         
 Superior                | PSOL          |      204535 | SAMIA DE SOUZA BOMFIM                               
 Superior                | PT            |      220565 | ADRIANA SAUTHIER ACCORSI                            
 Superior                | PT            |      204501 | ALENCAR SANTANA BRAGA                               
 Superior                | PT            |      220554 | ALEXANDRE DUARTE LINDENMEYER                        
 Superior                | PT            |      220704 | ANA CAROLINA MOURA MELO DARTORA                     
 Superior                | PT            |      220556 | ANA PAULA DE SOUZA LIMA                             
 Superior                | PT            |       73701 | BENEDITA SOUZA DA SILVA SAMPAIO                     
 Superior                | PT            |      220548 | CAMILA BAZACHI JARA MARZOCHI                        
 Superior                | PT            |      141398 | CARLOS ALBERTO ROLIM ZARATTINI                      
 Superior                | PT            |      220553 | DENISE DA SILVA PESSÔA                              
 Superior                | PT            |      224333 | ELTON CARLOS WELTER                                 
 Superior                | PT            |      204445 | FERNANDO WANDERLEY VARGAS DA SILVA                  
 Superior                | PT            |      191923 | FLÁVIO RODRIGUES NOGUEIRA                           
 Superior                | PT            |      162067 | FRANCISCO DANIEL CELEGUIM DE MORAIS                 
 Superior                | PT            |      220696 | IVONEIDE SOUZA CAETANO                              
 Superior                | PT            |      141456 | JILMAR AUGUSTINHO TATTO                             
 Superior                | PT            |      209189 | JOSEILDO RIBEIRO RAMOS                              
 Superior                | PT            |      160592 | JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA              
 Superior                | PT            |      204426 | JOSÉ CARLOS VERAS DOS SANTOS                        
 Superior                | PT            |       74156 | JOSÉ LEONARDO COSTA MONTEIRO                        
 Superior                | PT            |      141470 | JOSÉ NOBRE GUIMARÃES                                
 Superior                | PT            |      160556 | JOÃO CARLOS SIQUEIRA                                
 Superior                | PT            |      220640 | JULIANA CARDOSO                                     
 Superior                | PT            |      231911 | LENIR CANDIDA DE ASSIS                              
 Superior                | PT            |       74041 | LUIZ ALBUQUERQUE COUTO                              
 Superior                | PT            |      220636 | LUIZ MARINHO                                        
 Superior                | PT            |      178986 | NILTO IGNACIO TATTO                                 
 Superior                | PT            |       74159 | ODAIR JOSÉ DA CUNHA                                 
 Superior                | PT            |      233592 | PAULO CESAR LEMOS DE OLIVEIRA                       
 Superior                | PT            |       74400 | PAULO ROBERTO SEVERO PIMENTA                        
 Superior                | PT            |       74161 | REGINALDO LÁZARO DE OLIVEIRA LOPES                  
 Superior                | PT            |      221378 | REGINETE SOUZA BISPO                                
 Superior                | PT            |      204480 | ROGÉRIO CORREIA DE MOURA BAPTISTA                   
 Superior                | PT            |       74371 | RUBENS OTONI GOMIDE                                 
 Superior                | PT            |      178887 | RUBENS PEREIRA E SILVA JUNIOR                       
 Superior                | PT            |       73604 | RUI GOETHE DA COSTA FALCÃO                          
 Superior                | PT            |       74376 | VANDER LUIZ DOS SANTOS LOUBET                       
 Superior                | PT            |      220601 | WASHINGTON LUIZ CARDOSO SIQUEIRA                    
 Superior                | PT            |      160575 | ÉRIKA JUCÁ KOKAY                                    
 Superior                | PV            |       88256 | CLODOALDO MAGALHÃES OLIVEIRA LYRA                   
 Superior                | PV            |      220605 | EDUARDO CARVALHO BANDEIRA DE MELLO                  
 Superior                | PV            |      204541 | EDUARDO HENRIQUE MAIA BISMARCK                      
 Superior                | REDE          |      204515 | ANDRE LUIS GASPAR JANONES                           
 Superior                | REDE          |      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              
 Superior                | REDE          |      234253 | LUCAS ABRAHAO ROSA CEZARIO DE ALMEIDA               
 Superior                | REDE          |      220637 | MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA          
 Superior                | REPUBLICANOS  |      178881 | ALUISIO GUIMARAES MENDES FILHO                      
 Superior                | REPUBLICANOS  |      160665 | AUGUSTO RODRIGUES COUTINHO DE MELO                  
 Superior                | REPUBLICANOS  |       73441 | CELSO UBIRAJARA RUSSOMANNO                          
 Superior                | REPUBLICANOS  |      220584 | CÁSSIO MURILO GALDINO DE ARAÚJO                     
 Superior                | REPUBLICANOS  |      220534 | DAVYS FREDERICO TEIXEIRA LINHARES                   
 Superior                | REPUBLICANOS  |      220691 | DIEGO HENRIQUE SILVA CERQUEIRA MARTINS              
 Superior                | REPUBLICANOS  |      204364 | ELI DIAS BORGES                                     
 Superior                | REPUBLICANOS  |      204482 | EUCLYDES MARCOS PETTERSEN NETO                      
 Superior                | REPUBLICANOS  |      220551 | FRANCIANE ABADE BAYER MULLER                        
 Superior                | REPUBLICANOS  |       74065 | FÁTIMA LÚCIA PELAES                                 
 Superior                | REPUBLICANOS  |      160674 | HUGO MOTTA WANDERLEY DA NÓBREGA                     
 Superior                | REPUBLICANOS  |      204358 | HUMBERTO REZENDE PEREIRA                            
 Superior                | REPUBLICANOS  |      235620 | ILACIR BICALHO DE BARROS                            
 Superior                | REPUBLICANOS  |      160531 | JOHNATHAN PEREIRA DE JESUS                          
 Superior                | REPUBLICANOS  |      205550 | JORGE BRAZ DE OLIVEIRA                              
 Superior                | REPUBLICANOS  |      214694 | JORGE GOETTEN DE LIMA                               
 Superior                | REPUBLICANOS  |      220538 | JOSÉ FRANCISCO LOPES DE ALBUQUERQUE                 
 Superior                | REPUBLICANOS  |      204558 | JOSÉ MARCELO DO NASCIMENTO NILO                     
 Superior                | REPUBLICANOS  |       74044 | JOSÉ WILSON SANTIAGO                                
 Superior                | REPUBLICANOS  |      204372 | JULIO CESAR RIBEIRO                                 
 Superior                | REPUBLICANOS  |      222429 | LUIS CARLOS GOMES DA SILVA                          
 Superior                | REPUBLICANOS  |      220566 | Lêda Borges de Moura                                
 Superior                | REPUBLICANOS  |      220599 | MARCELO BEZERRA CRIVELLA                            
 Superior                | REPUBLICANOS  |      220572 | MARUSSA CASSIA FAVARO BOLDRIN                       
 Superior                | REPUBLICANOS  |      150418 | MÁRCIO CARLOS MARINHO                               
 Superior                | REPUBLICANOS  |       89536 | PAULO FERNANDO MELO DA COSTA                        
 Superior                | REPUBLICANOS  |      115200 | ROBERTO RANIERY DE AQUINO PAULINO                   
 Superior                | REPUBLICANOS  |      220695 | ROGÉRIA DE ALMEIDA PEREIRA DOS SANTOS               
 Superior                | REPUBLICANOS  |      163321 | RONALDO NOGUEIRA DE OLIVEIRA                        
 Superior                | REPUBLICANOS  |       74356 | SILAS CÂMARA                                        
 Superior                | REPUBLICANOS  |      204425 | SILVIO SERAFIM COSTA FILHO                          
 Superior                | SOLIDARIEDADE |      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                
 Superior                | SOLIDARIEDADE |      220589 | EDUARDO OVÍDIO BORGES DE VELLOSO VIANNA             
 Superior                | SOLIDARIEDADE |      182146 | WOLMER DE AZEVEDO ARAUJO                            
 Superior                | UNIAO         |      160545 | ALEXANDRE LEITE DA SILVA                            
 Superior                | UNIAO         |      204353 | ALINE PARANHOS VARONIL GURGEL                       
 Superior                | UNIAO         |      221339 | BENJAMIM DE OLIVEIRA                                
 Superior                | UNIAO         |      178929 | DIEGO ALEXSANDER GONCALO PAULA GARCIA               
 Superior                | UNIAO         |       68720 | FABIO HENRIQUE SANTANA DE CARVALHO                  
 Superior                | UNIAO         |       66828 | FAUSTO RUY PINATO                                   
 Superior                | UNIAO         |      220712 | FAUSTO VIEIRA DOS SANTOS JUNIOR                     
 Superior                | UNIAO         |      141431 | FERNANDO BEZERRA DE SOUZA COELHO FILHO              
 Superior                | UNIAO         |      204368 | FÁBIO LUIZ SCHIOCHET FILHO                          
 Superior                | UNIAO         |      224117 | GABRIEL MOTA E SILVA                                
 Superior                | UNIAO         |       74374 | GERALDO RESENDE PEREIRA                             
 Superior                | UNIAO         |      226179 | GISELA SIMONA VIANA DE SOUZA                        
 Superior                | UNIAO         |      178909 | HELIO LEITE DA SILVA                                
 Superior                | UNIAO         |      220536 | JOSÉ HAROLDO FIGUEIREDO CAMPOS                      
 Superior                | UNIAO         |      204391 | JOSÉ NELTO LAGARES DAS MERCEZ                       
 Superior                | UNIAO         |       92102 | LEUR ANTONIO DE BRITTO LOMANTO JUNIOR               
 Superior                | UNIAO         |      109429 | LUIZ BENES LEOCADIO DE ARAUJO                       
 Superior                | UNIAO         |      141485 | LUIZ CARLOS GHIORZZI BUSATO                         
 Superior                | UNIAO         |      141487 | LUIZ FERNANDO RAMOS FARIA                           
 Superior                | UNIAO         |      178843 | MARX BELTRÃO LIMA SIQUEIRA                          
 Superior                | UNIAO         |      230764 | MAURO IVAN F. SANTIAGO JR                           
 Superior                | UNIAO         |      220607 | MAX RODRIGUES LEMOS                                 
 Superior                | UNIAO         |       74095 | PAUDERNEY TOMAZ AVELINO                             
 Superior                | UNIAO         |      178860 | PAULO VELLOSO DANTAS AZI                            
 Superior                | UNIAO         |      122974 | PEDRO LUCAS ANDRADE FERNANDES RIBEIRO               
 Superior                | UNIAO         |      220626 | RAFAEL TADEU SIMÕES                                 
 Superior                | UNIAO         |      180214 | RAIMUNDO DINIZ ARAÚJO                               
 Superior                | UNIAO         |      220591 | ROZIMEIRE RIBEIRO ANDRADE                           
 Superior                | UNIAO         |      220569 | SILVYE ALVES DA SILVA                               
 Superior                | UNIAO         |      220564 | YANDRA BARRETO FERREIRA                             
 Superior Incompleto     | AVANTE        |      160510 | LUIS HENRIQUE DE OLIVEIRA RESENDE                   
 Superior Incompleto     | AVANTE        |      204553 | MANOEL ISIDORIO DE SANTANA JUNIOR                   
 Superior Incompleto     | MDB           |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO                      
 Superior Incompleto     | MDB           |      160559 | ALCEU MOREIRA DA SILVA                              
 Superior Incompleto     | MDB           |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         
 Superior Incompleto     | MDB           |      220677 | KENISTON DE JESUS REGO BRAGA                        
 Superior Incompleto     | MISSAO        |      204536 | KIM PATROCA KATAGUIRI                               
 Superior Incompleto     | Nao informado |       74295 | INÁCIO FRANCISCO DE ASSIS NUNES ARRUDA              
 Superior Incompleto     | PL            |      204388 | ALCIBIO MESQUITA BIBO NUNES                         
 Superior Incompleto     | PL            |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         
 Superior Incompleto     | PL            |       74052 | JOÃO BOSCO DA COSTA                                 
 Superior Incompleto     | PL            |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      
 Superior Incompleto     | PL            |      133810 | MARCELO PIRES MORAES                                
 Superior Incompleto     | PL            |      220661 | MATHEUS SOARES NORONHA                              
 Superior Incompleto     | PL            |      220628 | MAURICIO LUIZ DE SOUZA                              
 Superior Incompleto     | PL            |      220613 | ROBERTO LUIZ RODRIGUES DE OLIVEIRA                  
 Superior Incompleto     | PODE          |      220622 | NELI PEREIRA DE AQUINO                              
 Superior Incompleto     | PODE          |      220641 | RODRIGO GAMBALE VIEIRA                              
 Superior Incompleto     | PODE          |      143084 | Tiago Dimas Braga Pereira                           
 Superior Incompleto     | PP            |      220669 | LUIZ EDUARDO DE QUEIROZ CAMPOS DA FONTE ALBUQUERQUE 
 Superior Incompleto     | PRD           |      204566 | ANTONIO DA CRUZ FILGUEIRA NETO                      
 Superior Incompleto     | PRD           |      204494 | FREDERICO BORGES DA COSTA                           
 Superior Incompleto     | PSB           |       72442 | FELIPE AUGUSTO LYRA CARRERAS                        
 Superior Incompleto     | PSB           |      160548 | JONAS DONIZETTE FERREIRA                            
 Superior Incompleto     | PSD           |      171623 | FABIO DE ALMEIDA REIS                               
 Superior Incompleto     | PSD           |      178964 | HEITOR JOSE SCHUCH                                  
 Superior Incompleto     | PSD           |       74043 | JOSÉ WELLINGTON ROBERTO                             
 Superior Incompleto     | PSD           |      204441 | OTONI MOURA DE PAULO JUNIOR                         
 Superior Incompleto     | PSD           |      223128 | RODRIGO TLUSTIK VENEK                               
 Superior Incompleto     | PSDB          |      160642 | FRANCISCO EURICO DA SILVA                           
 Superior Incompleto     | PSDB          |      137070 | VICENTE ALVES DE OLIVEIRA JUNIOR                    
 Superior Incompleto     | PT            |      220682 | ANTONIO TADEU VENERI                                
 Superior Incompleto     | PT            |      220527 | JACKELINE OLIVEIRA ROCHA                            
 Superior Incompleto     | PT            |       74858 | LUIZ LINDBERGH FARIAS FILHO                         
 Superior Incompleto     | PT            |      204492 | PAULO JOSE CARLOS GUEDES                            
 Superior Incompleto     | PV            |      178927 | ALIEL MACHADO BARK                                  
 Superior Incompleto     | REPUBLICANOS  |      178962 | ANTONIO CARLOS GOMES DA SILVA                       
 Superior Incompleto     | REPUBLICANOS  |      220697 | JADYEL SILVA ALENCAR                                
 Superior Incompleto     | REPUBLICANOS  |      154178 | MILTON VIEIRA PINTO                                 
 Superior Incompleto     | REPUBLICANOS  |      204422 | OSSESIO JOSE DA SILVA                               
 Superior Incompleto     | SOLIDARIEDADE |      160512 | AUREO LIDIO MOREIRA RIBEIRO                         
 Superior Incompleto     | UNIAO         |      220672 | HENDERSON LIRA PINTO                                
 Superior Incompleto     | UNIAO         |      204508 | IGOR TARCIANO TIMO                                  
 Superior Incompleto     | UNIAO         |      220627 | PAULO EDUARDO DA COSTA FREIRE                       
(640 rows)
