Q13 complemento - ranking completo deputado x categoria de gasto
 id_deputado |                nome                 |                     descricao_despesa                     | qtd_lancamentos | gasto_total
-------------+-------------------------------------+-----------------------------------------------------------+-----------------+-------------
      220593 | Abilio Brunini                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              52 |   218915.86
      220593 | Abilio Brunini                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             105 |   216736.82
      220593 | Abilio Brunini                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              42 |   151942.00
      220593 | Abilio Brunini                      | PASSAGEM AÉREA - SIGEPA                                   |             175 |   144175.51
      220593 | Abilio Brunini                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |             632 |   115920.69
      220593 | Abilio Brunini                      | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              61 |    22305.40
      220593 | Abilio Brunini                      | TELEFONIA                                                 |              26 |      871.69
      220593 | Abilio Brunini                      | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               2 |      498.00
      220593 | Abilio Brunini                      | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               5 |      423.56
      220593 | Abilio Brunini                      | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |               1 |       30.00
      204554 | Abílio Santana                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |    12500.00
      204554 | Abílio Santana                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               2 |    12000.00
      204554 | Abílio Santana                      | PASSAGEM AÉREA - SIGEPA                                   |               5 |     7351.02
      204554 | Abílio Santana                      | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |     6000.00
      204554 | Abílio Santana                      | SERVIÇOS POSTAIS                                          |               1 |      318.48
      204554 | Abílio Santana                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |               1 |      310.04
      204554 | Abílio Santana                      | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               1 |       89.90
      204521 | Abou Anni                           | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               4 |     8761.70
      204521 | Abou Anni                           | COMBUSTÍVEIS E LUBRIFICANTES.                             |               5 |     1048.25
      204521 | Abou Anni                           | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              16 |      704.56
      204521 | Abou Anni                           | SERVIÇOS POSTAIS                                          |               4 |      631.42
      204521 | Abou Anni                           | TELEFONIA                                                 |               3 |      255.97
      204521 | Abou Anni                           | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |               4 |       19.00
      204379 | Acácio Favacho                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             162 |   978055.25
      204379 | Acácio Favacho                      | PASSAGEM AÉREA - SIGEPA                                   |             309 |   351125.88
      204379 | Acácio Favacho                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              28 |   248440.00
      204379 | Acácio Favacho                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |             522 |   154486.56
      204379 | Acácio Favacho                      | PASSAGEM AÉREA - REEMBOLSO                                |               5 |    24170.96
      204379 | Acácio Favacho                      | TELEFONIA                                                 |             111 |    23900.84
      204379 | Acácio Favacho                      | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |               1 |    20000.00
      204379 | Acácio Favacho                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              21 |    15317.00
      204379 | Acácio Favacho                      | PASSAGEM AÉREA - RPA                                      |               1 |     3780.92
      220714 | Adail Filho                         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              64 |  1125950.00
      220714 | Adail Filho                         | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              45 |   267000.00
      220714 | Adail Filho                         | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |               3 |   194750.00
      220714 | Adail Filho                         | COMBUSTÍVEIS E LUBRIFICANTES.                             |             497 |   122735.42
      220714 | Adail Filho                         | PASSAGEM AÉREA - SIGEPA                                   |             102 |   116531.97
      220714 | Adail Filho                         | TELEFONIA                                                 |              62 |     3647.90
      220714 | Adail Filho                         | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               1 |      945.20
      221328 | Adilson Barroso                     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              46 |   520233.34
      221328 | Adilson Barroso                     | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |             104 |   481042.34
      221328 | Adilson Barroso                     | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              64 |   181264.44
      221328 | Adilson Barroso                     | COMBUSTÍVEIS E LUBRIFICANTES.                             |             759 |   165925.05
      221328 | Adilson Barroso                     | PASSAGEM AÉREA - SIGEPA                                   |             175 |   149805.99
      221328 | Adilson Barroso                     | PASSAGEM AÉREA - RPA                                      |              24 |    48431.08
      221328 | Adilson Barroso                     | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             170 |    35459.47
      221328 | Adilson Barroso                     | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              25 |    21906.92
      221328 | Adilson Barroso                     | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |             224 |    19565.05
      221328 | Adilson Barroso                     | TELEFONIA                                                 |              60 |     6410.83
      221328 | Adilson Barroso                     | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2823.90
      221328 | Adilson Barroso                     | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               |               1 |      120.00
      204560 | Adolfo Viana                        | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              41 |   472713.00
      204560 | Adolfo Viana                        | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             115 |   395000.00
      204560 | Adolfo Viana                        | PASSAGEM AÉREA - SIGEPA                                   |             308 |   257977.14
      204560 | Adolfo Viana                        | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |               7 |   165832.80
      204560 | Adolfo Viana                        | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              68 |   108706.50
      204560 | Adolfo Viana                        | TELEFONIA                                                 |             169 |    43873.56
      204560 | Adolfo Viana                        | COMBUSTÍVEIS E LUBRIFICANTES.                             |             127 |    38003.20
      204560 | Adolfo Viana                        | PASSAGEM AÉREA - RPA                                      |               6 |    14781.44
      204560 | Adolfo Viana                        | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |     5000.00
      204528 | Adriana Ventura                     | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             252 |   108779.65
      204528 | Adriana Ventura                     | PASSAGEM AÉREA - SIGEPA                                   |             307 |    68544.13
      204528 | Adriana Ventura                     | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              18 |    19933.68
      204528 | Adriana Ventura                     | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             391 |    16568.33
      204528 | Adriana Ventura                     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               9 |    16052.52
      204528 | Adriana Ventura                     | TELEFONIA                                                 |              74 |    12288.33
      204528 | Adriana Ventura                     | ASSINATURA DE PUBLICAÇÕES                                 |              42 |     4816.56
      204528 | Adriana Ventura                     | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               4 |      341.08
      204528 | Adriana Ventura                     | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |      321.96
      204528 | Adriana Ventura                     | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               |               1 |      275.00
      121948 | Adriano do Baldy                    | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             198 |   518029.13
      121948 | Adriano do Baldy                    | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |             106 |   417491.10
      121948 | Adriano do Baldy                    | COMBUSTÍVEIS E LUBRIFICANTES.                             |             523 |   344787.68
      121948 | Adriano do Baldy                    | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             203 |   257867.97
      121948 | Adriano do Baldy                    | TELEFONIA                                                 |             206 |    37514.76
      121948 | Adriano do Baldy                    | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |             131 |    28908.90
      121948 | Adriano do Baldy                    | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             420 |    13569.63
      121948 | Adriano do Baldy                    | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               2 |      139.76
       74646 | Aécio Neves                         | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             461 |   563054.55
       74646 | Aécio Neves                         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             153 |   424125.45
       74646 | Aécio Neves                         | PASSAGEM AÉREA - SIGEPA                                   |             382 |   400784.49
       74646 | Aécio Neves                         | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               9 |    29943.63
       74646 | Aécio Neves                         | TELEFONIA                                                 |             113 |    17779.71
       74646 | Aécio Neves                         | COMBUSTÍVEIS E LUBRIFICANTES.                             |              56 |    13035.39
       74646 | Aécio Neves                         | PASSAGEM AÉREA - REEMBOLSO                                |               2 |     5581.94
       74646 | Aécio Neves                         | ASSINATURA DE PUBLICAÇÕES                                 |              13 |     4209.80
       74646 | Aécio Neves                         | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               3 |     3947.00
       74646 | Aécio Neves                         | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |     2500.00
       74646 | Aécio Neves                         | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |              46 |     1714.17
       74646 | Aécio Neves                         | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               6 |     1331.00
       74646 | Aécio Neves                         | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               2 |      341.60
       74646 | Aécio Neves                         | SERVIÇOS POSTAIS                                          |               2 |      239.44
      141372 | Aelton Freitas                      | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |    13500.00
      141372 | Aelton Freitas                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               1 |    10000.00
      141372 | Aelton Freitas                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               2 |     8500.00
      141372 | Aelton Freitas                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |              14 |     3376.38
      141372 | Aelton Freitas                      | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              10 |      621.82
      141372 | Aelton Freitas                      | SERVIÇOS POSTAIS                                          |               2 |       20.49
      141372 | Aelton Freitas                      | TELEFONIA                                                 |               1 |        1.59
      160508 | Afonso Florence                     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               2 |    31000.00
      160508 | Afonso Florence                     | PASSAGEM AÉREA - SIGEPA                                   |              27 |    20090.05
      160508 | Afonso Florence                     | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               2 |     5231.95
      160508 | Afonso Florence                     | COMBUSTÍVEIS E LUBRIFICANTES.                             |              17 |     3966.87
      160508 | Afonso Florence                     | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               1 |      620.00
      160508 | Afonso Florence                     | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              10 |      612.54
      160508 | Afonso Florence                     | TELEFONIA                                                 |               7 |      561.64
      160508 | Afonso Florence                     | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |               7 |      456.00
      136811 | Afonso Hamm                         | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              82 |   463603.00
      136811 | Afonso Hamm                         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             101 |   433074.50
      136811 | Afonso Hamm                         | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             328 |   265594.08
      136811 | Afonso Hamm                         | COMBUSTÍVEIS E LUBRIFICANTES.                             |            1368 |   248184.08
      136811 | Afonso Hamm                         | PASSAGEM AÉREA - SIGEPA                                   |             341 |   240635.11
      136811 | Afonso Hamm                         | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |             328 |    78578.11
      136811 | Afonso Hamm                         | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             207 |    31478.49
      136811 | Afonso Hamm                         | TELEFONIA                                                 |             184 |    26363.86
      136811 | Afonso Hamm                         | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |             369 |    23028.63
      136811 | Afonso Hamm                         | PASSAGEM AÉREA - RPA                                      |               4 |     5548.78
      136811 | Afonso Hamm                         | SERVIÇOS POSTAIS                                          |               5 |     1291.37
      136811 | Afonso Hamm                         | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               2 |      169.79
      178835 | Afonso Motta                        | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             240 |   551976.23
      178835 | Afonso Motta                        | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              81 |   372300.00
      178835 | Afonso Motta                        | PASSAGEM AÉREA - SIGEPA                                   |             344 |   309083.36
      178835 | Afonso Motta                        | COMBUSTÍVEIS E LUBRIFICANTES.                             |            1256 |   275626.78
      178835 | Afonso Motta                        | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             157 |   225965.77
      178835 | Afonso Motta                        | TELEFONIA                                                 |             182 |    41735.73
      178835 | Afonso Motta                        | PASSAGEM AÉREA - RPA                                      |              23 |    32301.40
      178835 | Afonso Motta                        | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |              73 |    28590.95
      178835 | Afonso Motta                        | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |             169 |    11606.22
      178835 | Afonso Motta                        | SERVIÇOS POSTAIS                                          |               2 |     6022.24
      178835 | Afonso Motta                        | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |             298 |     1843.10
      178835 | Afonso Motta                        | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               |               1 |      201.06
      160527 | Aguinaldo Ribeiro                   | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              37 |   576700.00
      160527 | Aguinaldo Ribeiro                   | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              77 |   420999.99
      160527 | Aguinaldo Ribeiro                   | PASSAGEM AÉREA - SIGEPA                                   |             478 |   370528.65
      160527 | Aguinaldo Ribeiro                   | COMBUSTÍVEIS E LUBRIFICANTES.                             |             946 |   164042.30
      160527 | Aguinaldo Ribeiro                   | TELEFONIA                                                 |             145 |    40883.60
      160527 | Aguinaldo Ribeiro                   | PASSAGEM AÉREA - REEMBOLSO                                |               2 |    39749.90
      160527 | Aguinaldo Ribeiro                   | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              48 |    29285.18
      160527 | Aguinaldo Ribeiro                   | PASSAGEM AÉREA - RPA                                      |               1 |     2147.85
      160527 | Aguinaldo Ribeiro                   | SERVIÇOS POSTAIS                                          |               2 |      142.61
      204495 | Airton Faleiro                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              64 |   816772.90
      204495 | Airton Faleiro                      | PASSAGEM AÉREA - SIGEPA                                   |             685 |   519930.35
      204495 | Airton Faleiro                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              52 |   275429.00
      204495 | Airton Faleiro                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |             188 |    42249.29
      204495 | Airton Faleiro                      | TELEFONIA                                                 |              70 |    32364.58
      204495 | Airton Faleiro                      | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |    10000.00
      204495 | Airton Faleiro                      | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |               1 |     5000.00
      204495 | Airton Faleiro                      | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      |               1 |     4800.00
      204495 | Airton Faleiro                      | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     3782.18
      204495 | Airton Faleiro                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               6 |     2954.70
      204495 | Airton Faleiro                      | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               5 |     2869.50
      204549 | AJ Albuquerque                      | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              34 |   351713.00
      204549 | AJ Albuquerque                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              50 |   287300.00
      204549 | AJ Albuquerque                      | PASSAGEM AÉREA - SIGEPA                                   |             161 |   150555.97
      204549 | AJ Albuquerque                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |             430 |   118886.45
      204549 | AJ Albuquerque                      | PASSAGEM AÉREA - REEMBOLSO                                |               6 |    87245.11
      204549 | AJ Albuquerque                      | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               2 |    40046.00
      204549 | AJ Albuquerque                      | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        |               2 |    30000.00
      204549 | AJ Albuquerque                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              40 |    27677.65
      204549 | AJ Albuquerque                      | TELEFONIA                                                 |              65 |    13214.45
      178836 | Alan Rick                           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               3 |    15000.00
      178836 | Alan Rick                           | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |     7750.00
      178836 | Alan Rick                           | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |     6500.00
      178836 | Alan Rick                           | COMBUSTÍVEIS E LUBRIFICANTES.                             |               5 |     6054.41
      178836 | Alan Rick                           | PASSAGEM AÉREA - SIGEPA                                   |               7 |     5627.20
      178836 | Alan Rick                           | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               2 |     2159.04
      178836 | Alan Rick                           | SERVIÇOS POSTAIS                                          |               2 |      342.25
      178836 | Alan Rick                           | TELEFONIA                                                 |               2 |      295.22
       73579 | Alberto Fraga                       | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              65 |  1106200.00
       73579 | Alberto Fraga                       | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              32 |   208573.19
       73579 | Alberto Fraga                       | PASSAGEM AÉREA - SIGEPA                                   |              47 |    50763.82
       73579 | Alberto Fraga                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              36 |    37410.80
       73579 | Alberto Fraga                       | PASSAGEM AÉREA - RPA                                      |              19 |    36660.13
       73579 | Alberto Fraga                       | TELEFONIA                                                 |              37 |     4169.78
       73579 | Alberto Fraga                       | COMBUSTÍVEIS E LUBRIFICANTES.                             |              13 |     4018.94
       73579 | Alberto Fraga                       | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2883.41
       74696 | Alberto Mourão                      | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              41 |   606578.51
       74696 | Alberto Mourão                      | PASSAGEM AÉREA - SIGEPA                                   |             197 |   102964.26
       74696 | Alberto Mourão                      | COMBUSTÍVEIS E LUBRIFICANTES.                             |               6 |    14850.00
       74696 | Alberto Mourão                      | TELEFONIA                                                 |              68 |     6819.82
       74696 | Alberto Mourão                      | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               3 |     3000.00
       74696 | Alberto Mourão                      | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2111.93
       74696 | Alberto Mourão                      | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               2 |     1166.45
      220538 | Albuquerque                         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             157 |  1481205.88
      220538 | Albuquerque                         | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              21 |   202813.44
      220538 | Albuquerque                         | COMBUSTÍVEIS E LUBRIFICANTES.                             |             304 |   107740.33
      220538 | Albuquerque                         | PASSAGEM AÉREA - SIGEPA                                   |              80 |    99033.52
      220538 | Albuquerque                         | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |              10 |    84510.80
      220538 | Albuquerque                         | TELEFONIA                                                 |              76 |    23491.13
      220538 | Albuquerque                         | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |              78 |     4011.41
      220538 | Albuquerque                         | PASSAGEM AÉREA - REEMBOLSO                                |               1 |     2280.85
      220538 | Albuquerque                         | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |               1 |       48.92
      160559 | Alceu Moreira                       | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             194 |   462902.75
      160559 | Alceu Moreira                       | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             400 |   393426.66
      160559 | Alceu Moreira                       | COMBUSTÍVEIS E LUBRIFICANTES.                             |            1349 |   304868.54
      160559 | Alceu Moreira                       | PASSAGEM AÉREA - SIGEPA                                   |             356 |   275598.38
      160559 | Alceu Moreira                       | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              70 |   200216.92
      160559 | Alceu Moreira                       | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |             349 |    80063.32
      160559 | Alceu Moreira                       | TELEFONIA                                                 |             157 |    44955.26
      160559 | Alceu Moreira                       | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |             413 |    26826.98
      160559 | Alceu Moreira                       | ASSINATURA DE PUBLICAÇÕES                                 |              38 |     9449.20
      160559 | Alceu Moreira                       | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  |              34 |     5118.14
      160559 | Alceu Moreira                       | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |              20 |     3677.00
      160559 | Alceu Moreira                       | PASSAGEM AÉREA - RPA                                      |               1 |      500.00
      160559 | Alceu Moreira                       | SERVIÇOS POSTAIS                                          |               5 |      362.31
      204413 | Alcides Rodrigues                   | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |    29700.00
      204413 | Alcides Rodrigues                   | TELEFONIA                                                 |               1 |        0.28
      204501 | Alencar Santana                     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              74 |   730911.10
      204501 | Alencar Santana                     | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             202 |   287345.51
      204501 | Alencar Santana                     | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              44 |   260853.00
      204501 | Alencar Santana                     | COMBUSTÍVEIS E LUBRIFICANTES.                             |              89 |   164093.05
      204501 | Alencar Santana                     | PASSAGEM AÉREA - SIGEPA                                   |             306 |   163777.01
      204501 | Alencar Santana                     | TELEFONIA                                                 |              56 |    12120.11
      204501 | Alencar Santana                     | PASSAGEM AÉREA - REEMBOLSO                                |               3 |     7770.45
      204501 | Alencar Santana                     | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |              25 |     6720.74
      204501 | Alencar Santana                     | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  |              14 |     2682.00
      204501 | Alencar Santana                     | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    |               2 |     1043.59
      204501 | Alencar Santana                     | SERVIÇOS POSTAIS                                          |               2 |      173.32
      204545 | Alê Silva                           | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               2 |    23000.00
      204545 | Alê Silva                           | PASSAGEM AÉREA - SIGEPA                                   |               3 |     4844.15
      204545 | Alê Silva                           | COMBUSTÍVEIS E LUBRIFICANTES.                             |              14 |     3566.30
      204545 | Alê Silva                           | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |               1 |     2923.00
      204545 | Alê Silva                           | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |      660.24
      204545 | Alê Silva                           | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                |               2 |      129.00
      204545 | Alê Silva                           | TELEFONIA                                                 |               1 |        1.28
      160511 | Alessandro Molon                    | PASSAGEM AÉREA - SIGEPA                                   |              15 |    20434.90
      160511 | Alessandro Molon                    | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               1 |    12000.00
      160511 | Alessandro Molon                    | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 |              36 |     2700.00
      160511 | Alessandro Molon                    | TELEFONIA                                                 |               5 |      686.14
      160511 | Alessandro Molon                    | PASSAGEM AÉREA - RPA                                      |               1 |      618.24
      160511 | Alessandro Molon                    | COMBUSTÍVEIS E LUBRIFICANTES.                             |               1 |      228.39
      160511 | Alessandro Molon                    | ASSINATURA DE PUBLICAÇÕES                                 |               1 |       24.90
      105534 | Alexandre Figueiredo                | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               2 |    11700.00
      105534 | Alexandre Figueiredo                | COMBUSTÍVEIS E LUBRIFICANTES.                             |               5 |      778.54
      105534 | Alexandre Figueiredo                | TELEFONIA                                                 |               1 |        1.39
      204544 | Alexandre Frota                     | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               1 |    18000.00
      204544 | Alexandre Frota                     | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             |               1 |    12500.00
      204544 | Alexandre Frota                     | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |               1 |     4326.63
      204544 | Alexandre Frota                     | COMBUSTÍVEIS E LUBRIFICANTES.                             |               1 |     2754.88
      204544 | Alexandre Frota                     | SERVIÇOS POSTAIS                                          |               6 |      781.71
      204544 | Alexandre Frota                     | TELEFONIA                                                 |               1 |        0.84
      220542 | Alexandre Guimarães                 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             385 |  1186739.33
      220542 | Alexandre Guimarães                 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             |              37 |   204110.00
      220542 | Alexandre Guimarães                 | COMBUSTÍVEIS E LUBRIFICANTES.                             |             504 |   180306.99
      220542 | Alexandre Guimarães                 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR |             104 |    80379.71
      220542 | Alexandre Guimarães                 | PASSAGEM AÉREA - SIGEPA                                   |              41 |    53870.09
