 sigla_partido | votos_registrados | deputados_votantes | votacoes 
 MDB           | parecer                       |        103
 MDB           | homenagem                     |        102
 MDB           | câmara                        |        102
 MDB           | dep                           |        101
 MDB           | parlamentar                   |         95
 MDB           | digital                       |         94
 MDB           | institui                      |         93
 MDB           | penal                         |         91
 MDB           | alteração                     |         91
 MDB           | dezembro                      |         91
 MDB           | saúde                         |         87
 MDB           | aprovação                     |         85
 MDB           | 2026                          |         85
 MDB           | política                      |         83
 MDB           | relator                       |         83
 MDB           | plenário                      |         79
 MDB           | deputados                     |         75
 MDB           | social                        |         73
 MDB           | animal                        |         73
 MDB           | união                         |         72
 MDB           | outras                        |         72
 MDB           | providências                  |         71
 MDB           | legislativa                   |         69
 MDB           | defesa                        |         67
 MDB           | mulher                        |         65
 MDB           | tribunal                      |         65
 MDB           | contas                        |         65
 MDB           | desenvolvimento               |         65
 MDB           | animais                       |         63
 MDB           | estado                        |         63
 MDB           | distrito                      |         61
 MDB           | redação                       |         60
 MDB           | anos                          |         60
 MDB           | crueldade                     |         59
 MDB           | trabalho                      |         58
 MDB           | estabelece                    |         58
 MDB           | urgência                      |         56
 MDB           | sistema                       |         56
 MDB           | substitutivo                  |         55
 MDB           | público                       |         55
 MDB           | código                        |         55
 MDB           | inclusão                      |         54
 MDB           | âmbito                        |         54
 MDB           | proteção                      |         53
 MDB           | termos                        |         52
 MDB           | limite                        |         52
 MDB           | base                          |         51
 MDB           | rural                         |         51
 MDB           | inquérito                     |         50
 MDB           | regime                        |         50
 MDB           | imposto                       |         47
 MDB           | propriedade                   |         47
 MDB           | 2025                          |         46
 MDB           | veículos                      |         46
 MDB           | tributação                    |         46
 MDB           | 1988                          |         45
 MDB           | despesa                       |         45
 MDB           | institucional                 |         45
 MDB           | redução                       |         44
 MDB           | cálculo                       |         44
 MDB           | requerimento                  |         44
 MDB           | nova                          |         43
 MDB           | como                          |         43
 MDB           | frente                        |         42
 MDB           | serviços                      |         42
 MDB           | publicidade                   |         42
 MDB           | interno                       |         41
 MDB           | automotores                   |         41
 MDB           | ato                           |         41
 MDB           | julho                         |         41
 MDB           | direitos                      |         41
 MDB           | 155                           |         40
 MDB           | regimento                     |         40
 MDB           | mpv                           |         40
 MDB           | programa                      |         40
 MDB           | legal                         |         40
 MDB           | janeiro                       |         39
 MDB           | município                     |         39
 MDB           | extrema                       |         39
 MDB           | pessoas                       |         39
 MDB           | constitucionais               |         39
 MDB           | prevenção                     |         39
 MDB           | ipva                          |         39
 MDB           | ambiente                      |         39
 MDB           | morte                         |         38
 MDB           | mulheres                      |         38
 MDB           | pessoa                        |         38
 MDB           | transitórias                  |         38
 MDB           | idade                         |         38
 MDB           | disposições                   |         38
 MDB           | maustratos                    |         38
 MDB           | ministério                    |         38
 MDB           | apreciação                    |         38
 MDB           | situação                      |         38
 MDB           | pelo                          |         37
 MDB           | meio                          |         36
 MDB           | estabelecer                   |         36
 MDB           | cão                           |         36
 MDB           | transporte                    |         36
 MDB           | inciso                        |         35
 MDB           | educação                      |         35
 MDB           | técnica                       |         34
 MDB           | critério                      |         34
 MDB           | ordem                         |         34
 MDB           | único                         |         34
 MDB           | dispor                        |         33
 MDB           | banco                         |         33
 MDB           | vítima                        |         32
 MDB           | mdbma                         |         31
 MDB           | especial                      |         31
 MDB           | crédito                       |         31
 MDB           | matéria                       |         31
 MDB           | utilização                    |         31
 MDB           | poder                         |         31
 MDB           | casa                          |         30
 MDB           | estatuto                      |         30
 MDB           | brasil                        |         30
 MDB           | complementar                  |         30
 MDB           | jornada                       |         30
 MDB           | juridicidade                  |         30
 MDB           | constitucionalidade           |         30
 MDB           | profissional                  |         29
 MDB           | desta                         |         29
 MDB           | horas                         |         29
 MDB           | prática                       |         29
 MDB           | 13262025                      |         29
 MDB           | decretolei                    |         28
 MDB           | agricultura                   |         28
 MDB           | ambiental                     |         28
 MDB           | registro                      |         28
 MDB           | alíquota                      |         28
 MDB           | finalidade                    |         27
 MDB           | verde                         |         27
 MDB           | investigação                  |         27
 MDB           | caráter                       |         27
 MDB           | conteúdo                      |         27
 MDB           | acrescenta                    |         27
 MDB           | enfrentamento                 |         27
 MDB           | deste                         |         27
 MDB           | 1990                          |         27
 MDB           | dispositivos                  |         27
 MDB           | investigar                    |         26
 MDB           | contribuição                  |         26
 MDB           | rede                          |         26
 MDB           | vida                          |         26
 MDB           | relatora                      |         26
 MDB           | semanais                      |         26
 MDB           | assembleia                    |         26
 MDB           | conscientização               |         26
 MDB           | atendimento                   |         26
 MDB           | 2001                          |         26
 MDB           | 1940                          |         26
 MDB           | obrigatoriedade               |         26
 MDB           | 2024                          |         26
 MDB           | cria                          |         25
 MDB           | reduzindo                     |         25
 MDB           | plataforma                    |         25
 MDB           | debater                       |         25
 MDB           | cpi                           |         24
 MDB           | integração                    |         24
 MDB           | requisição                    |         24
 MDB           | santa                         |         24
 MDB           | doméstico                     |         24
 MDB           | crimes                        |         24
 MDB           | financeira                    |         24
 MDB           | uso                           |         24
 MDB           | norte                         |         24
 MDB           | mercosul                      |         24
 MDB           | outubro                       |         24
 MDB           | legislativo                   |         24
 MDB           | maioridade                    |         23
 MDB           | apoio                         |         23
 MDB           | despesas                      |         23
 MDB           | familiar                      |         23
 MDB           | rua                           |         23
 MDB           | incentivo                     |         23
 MDB           | 2012                          |         23
 MDB           | tcu                           |         23
 MDB           | instituição                   |         23
 MDB           | combate                       |         23
 MDB           | setembro                      |         23
 MDB           | internet                      |         23
 MDB           | feminicídio                   |         22
 MDB           | tramitação                    |         22
 MDB           | direito                       |         22
 MDB           | pena                          |         22
 MDB           | catarina                      |         22
 MDB           | medidas                       |         22
 MDB           | informações                   |         22
 MDB           | entre                         |         22
 MDB           | cleber                        |         22
 MDB           | máxima                        |         22
 MDB           | conclui                       |         22
 MDB           | dados                         |         22
 MDB           | audiência                     |         22
 MDB           | mundial                       |         22
 MDB           | regional                      |         22
 MDB           | hediondo                      |         22
 MDB           | portaria                      |         22
 MDB           | ente                          |         21
 MDB           | retirada                      |         21
 MDB           | emendas                       |         21
 MDB           | agosto                        |         21
 MDB           | atenção                       |         21
 MDB           | condições                     |         21
 MDB           | solicita                      |         21
 MDB           | congresso                     |         21
 MDB           | amazônia                      |         21
 MDB           | excepcional                   |         21
 MDB           | maio                          |         21
 MDB           | federado                      |         21
 MDB           | públicos                      |         20
 MDB           | sustentável                   |         20
 MDB           | susta                         |         20
 MDB           | instalação                    |         20
 MDB           | atos                          |         20
 MDB           | 228                           |         20
 MDB           | sus                           |         20
 MDB           | agentes                       |         20
 MDB           | imputabilidade                |         20
 MDB           | fauna                         |         20
 MDB           | pauta                         |         20
 MDB           | junho                         |         20
 MDB           | abril                         |         20
 MDB           | bem                           |         20
 MDB           | mínima                        |         20
 MDB           | comunitário                   |         20
 MDB           | região                        |         20
 MDB           | cachorro                      |         20
 MDB           | civil                         |         19
 MDB           | não                           |         19
 MDB           | públicas                      |         19
 MDB           | adolescente                   |         19
 MDB           | adct                          |         19
 MDB           | brasileiro                    |         19
 MDB           | exclusiva                     |         19
 MDB           | imediata                      |         19
 MDB           | limitar                       |         19
 MDB           | energia                       |         19
 MDB           | estadual                      |         19
 MDB           | mdbpa                         |         19
 MDB           | processo                      |         19
 MDB           | ocorrida                      |         19
 MDB           | tcdf                          |         19
 MDB           | novembro                      |         19
 MDB           | conselho                      |         19
 MDB           | orelha                        |         18
 MDB           | assistência                   |         18
 MDB           | sustação                      |         18
 MDB           | circunstâncias                |         18
 MDB           | envolveram                    |         18
 MDB           | segurança                     |         18
 MDB           | data                          |         18
 MDB           | 2002                          |         18
 MDB           | florianópolis                 |         18
 MDB           | aumento                       |         18
 MDB           | efeitos                       |         18
 MDB           | arts                          |         18
 MDB           | recursos                      |         18
 MDB           | mista                         |         18
 MDB           | florianópolissc               |         18
 MDB           | propagação                    |         18
 MDB           | emenda                        |         17
 MDB           | criança                       |         17
 MDB           | comercialização               |         17
 MDB           | março                         |         17
 MDB           | marco                         |         17
 MDB           | grave                         |         17
 MDB           | europeia                      |         17
 MDB           | família                       |         17
 MDB           | divulgação                    |         17
 MDB           | mobilidade                    |         17
 MDB           | gênero                        |         17
 MDB           | sul                           |         17
 MDB           | associação                    |         17
 MDB           | internacional                 |         17
 MDB           | fevereiro                     |         17
 MDB           | regulamentação                |         17
 MDB           | doméstica                     |         16
 MDB           | econômica                     |         16
 MDB           | rio                           |         16
 MDB           | virtual                       |         16
 MDB           | produtiva                     |         16
 MDB           | casos                         |         16
 MDB           | diabetes                      |         16
 MDB           | mdbgo                         |         16
 MDB           | jurídico                      |         16
 MDB           | receita                       |         16
 MDB           | final                         |         16
 MDB           | sexual                        |         16
 MDB           | acesso                        |         16
 MDB           | brasília                      |         16
 MDB           | justiça                       |         16
 MDB           | instituto                     |         15
 MDB           | informação                    |         15
 MDB           | 2848                          |         15
 MDB           | ameaça                        |         15
 MDB           | fiscalização                  |         15
 MDB           | setor                         |         15
 MDB           | coletivo                      |         15
 MDB           | forma                         |         15
 MDB           | pecuária                      |         15
 MDB           | oficial                       |         15
 MDB           | cadeia                        |         15
 MDB           | exercício                     |         15
 MDB           | recurso                       |         15
 MDB           | 1998                          |         15
 MDB           | urbana                        |         14
 MDB           | master                        |         14
 MDB           | ações                         |         14
 MDB           | combustíveis                  |         14
 MDB           | plantas                       |         14
 MDB           | adoção                        |         14
 MDB           | fitoterápicos                 |         14
 MDB           | medicinais                    |         14
 MDB           | sugere                        |         14
 MDB           | brb                           |         14
 MDB           | destinada                     |         14
 MDB           | transtorno                    |         14
 MDB           | convocação                    |         14
 MDB           | adotado                       |         14
 MDB           | municípios                    |         14
 MDB           | fiscal                        |         14
 MDB           | produção                      |         14
 MDB           | infraestrutura                |         14
 MDB           | relativas                     |         14
 MDB           | urbano                        |         14
 MDB           | leis                          |         13
 MDB           | 2006                          |         13
 MDB           | penalidades                   |         13
 MDB           | agrário                       |         13
 MDB           | integral                      |         13
 MDB           | garantia                      |         13
 MDB           | xiii                          |         13
 MDB           | instituir                     |         13
 MDB           | votação                       |         13
 MDB           | leite                         |         13
 MDB           | sua                           |         13
 MDB           | benefício                     |         13
 MDB           | cidade                        |         13
 MDB           | ricd                          |         13
 MDB           | hediondos                     |         13
 MDB           | concessão                     |         13
 MDB           | são                           |         13
 MDB           | medida                        |         13
 MDB           | menor                         |         13
 MDB           | fraude                        |         13
 MDB           | mês                           |         13
 MDB           | todas                         |         13
 MDB           | ministro                      |         13
 MDB           | máximo                        |         12
 MDB           | escolar                       |         12
 MDB           | apensado                      |         12
 MDB           | 1996                          |         12
 MDB           | execução                      |         12
 MDB           | prazo                         |         12
 MDB           | controle                      |         12
 MDB           | 1999                          |         12
 MDB           | minas                         |         12
 MDB           | orçamentária                  |         12
 MDB           | reduzir                       |         12
 MDB           | voz                           |         12
 MDB           | 1852024                       |         12
 MDB           | 12587                         |         12
 MDB           | regulamenta                   |         12
 MDB           | grande                        |         12
 MDB           | ausência                      |         12
 MDB           | proibição                     |         12
 MDB           | cadastro                      |         12
 MDB           | área                          |         12
 MDB           | técnico                       |         12
 MDB           | xii                           |         12
 MDB           | produtos                      |         12
 MDB           | ação                          |         12
 MDB           | deficiência                   |         12
 MDB           | neto                          |         12
 MDB           | medicina                      |         11
 MDB           | mdbpi                         |         11
 MDB           | formação                      |         11
 MDB           | 1997                          |         11
 MDB           | castro                        |         11
 MDB           | mecanismos                    |         11
 MDB           | gestão                        |         11
 MDB           | artigo                        |         11
 MDB           | 10257                         |         11
 MDB           | transição                     |         11
 MDB           | armazenamento                 |         11
 MDB           | 10636                         |         11
 MDB           | impactos                      |         11
 MDB           | tributária                    |         11
 MDB           | penalidade                    |         11
 MDB           | ser                           |         11
 MDB           | serviço                       |         11
 MDB           | voltadas                      |         11
 MDB           | autor                         |         11
 MDB           | consumidor                    |         11
 MDB           | transparência                 |         11
 MDB           | administrativas               |         11
 MDB           | 1965                          |         11
 MDB           | sociais                       |         11
 MDB           | pornografia                   |         11
 MDB           | rejeição                      |         11
 MDB           | 10336                         |         11
 MDB           | requeiro                      |         11
 MDB           | bases                         |         11
 MDB           | mda                           |         11
 MDB           | monitoramento                 |         11
 MDB           | ensino                        |         10
 MDB           | produto                       |         10
 MDB           | tecnologia                    |         10
 MDB           | tdah                          |         10
 MDB           | conduta                       |         10
 MDB           | ambientais                    |         10
 MDB           | básica                        |         10
 MDB           | brasileira                    |         10
 MDB           | corrente                      |         10
 MDB           | acolhimento                   |         10
 MDB           | acusado                       |         10
 MDB           | abastecimento                 |         10
 MDB           | sexo                          |         10
 MDB           | contratação                   |         10
 MDB           | mutualismo                    |         10
 MDB           | moção                         |         10
 MDB           | administração                 |         10
 MDB           | admitir                       |         10
 MDB           | jamanxim                      |         10
 MDB           | nudez                         |         10
 MDB           | seja                          |         10
 MDB           | produtor                      |         10
 MDB           | celebração                    |         10
 MDB           | grupo                         |         10
 MDB           | cultural                      |         10
 MDB           | apensados                     |         10
 MDB           | seguro                        |         10
 MDB           | 2023                          |         10
 MDB           | proposta                      |         10
 MDB           | transferência                 |         10
 MDB           | ano                           |         10
 MDB           | respeito                      |         10
 MDB           | violento                      |         10
 MDB           | resolução                     |         10
 MDB           | meninas                       |         10
 MDB           | 2010                          |         10
 MDB           | cidadania                     |          9
 MDB           | compensação                   |          9
 MDB           | demais                        |          9
 MDB           | flávia                        |          9
 MDB           | endemias                      |          9
 MDB           | energética                    |          9
 MDB           | renda                         |          9
 MDB           | comum                         |          9
 MDB           | promoção                      |          9
 MDB           | adequação                     |          9
 MDB           | aposentadoria                 |          9
 MDB           | seguridade                    |          9
 MDB           | parque                        |          9
 MDB           | representante                 |          9
 MDB           | servidor                      |          9
 MDB           | comunitários                  |          9
 MDB           | programas                     |          9
 MDB           | maranhão                      |          9
 MDB           | eletrônico                    |          9
 MDB           | aniversário                   |          9
 MDB           | elaborada                     |          9
 MDB           | atividade                     |          9
 MDB           | aplicação                     |          9
 MDB           | req                           |          9
 MDB           | financeiras                   |          9
 MDB           | decreto                       |          9
 MDB           | monetário                     |          9
 MDB           | santuário                     |          9
 MDB           | presidência                   |          9
 MDB           | rurais                        |          9
 MDB           | inteligência                  |          9
 MDB           | artificial                    |          9
 MDB           | prioridade                    |          9
 MDB           | mei                           |          9
 MDB           | hildo                         |          9
 MDB           | atividades                    |          9
 MDB           | econômico                     |          9
 MDB           | rocha                         |          9
 MDB           | exame                         |          9
 MDB           | financiamento                 |          9
 MDB           | boa                           |          9
 MDB           | fins                          |          9
 MDB           | nordeste                      |          9
 MDB           | morais                        |          9
 MDB           | calendário                    |          9
 MDB           | define                        |          9
 MDB           | trabalhador                   |          8
 MDB           | deus                          |          8
 MDB           | atuação                       |          8
 MDB           | objetivo                      |          8
 MDB           | inclui                        |          8
 MDB           | mérito                        |          8
 MDB           | 9605                          |          8
 MDB           | pec                           |          8
 MDB           | fraudes                       |          8
 MDB           | tipificação                   |          8
 MDB           | olival                        |          8
 MDB           | 9847                          |          8
 MDB           | preço                         |          8
 MDB           | espécies                      |          8
 MDB           | paulo                         |          8
 MDB           | conclusiva                    |          8
 MDB           | república                     |          8
 MDB           | governo                       |          8
 MDB           | vítimas                       |          8
 MDB           | marques                       |          8
 MDB           | digitais                      |          8
 MDB           | comércio                      |          8
 MDB           | agropecuário                  |          8
 MDB           | incluir                       |          8
 MDB           | campanha                      |          8
 MDB           | vulnerabilidade               |          8
 MDB           | organização                   |          8
 MDB           | relação                       |          8
 MDB           | celebrar                      |          8
 MDB           | lucro                         |          8
 MDB           | água                          |          8
 MDB           | déficit                       |          8
 MDB           | governamental                 |          8
 MDB           | 2015                          |          8
 MDB           | regiões                       |          8
 MDB           | critérios                     |          8
 MDB           | empresa                       |          8
 MDB           | individual                    |          8
 MDB           | assegurar                     |          8
 MDB           | competência                   |          8
 MDB           | financeiro                    |          8
 MDB           | autorização                   |          8
 MDB           | coautoria                     |          8
 MDB           | autoriza                      |          8
 MDB           | capadr                        |          8
 MDB           | hiperatividade                |          8
 MDB           | 2005                          |          8
 MDB           | semana                        |          8
 MDB           | 2003                          |          8
 MDB           | ocorridas                     |          8
 MDB           | tratamento                    |          7
 MDB           | aquisição                     |          7
 MDB           | projetos                      |          7
 MDB           | resposta                      |          7
 MDB           | responsabilização             |          7
 MDB           | responsabilidade              |          7
 MDB           | destinados                    |          7
 MDB           | quanto                        |          7
 MDB           | doenças                       |          7
 MDB           | reconhece                     |          7
 MDB           | até                           |          7
 MDB           | assédio                       |          7
 MDB           | relativos                     |          7
 MDB           | dispositivo                   |          7
 MDB           | indústria                     |          7
 MDB           | 2021                          |          7
 MDB           | advocacia                     |          7
 MDB           | aérea                         |          7
 MDB           | aéreo                         |          7
 MDB           | inversão                      |          7
 MDB           | comemoração                   |          7
 MDB           | biocombustíveis               |          7
 MDB           | agrícola                      |          7
 MDB           | agronegócio                   |          7
 MDB           | liberdade                     |          7
 MDB           | bens                          |          7
 MDB           | líquido                       |          7
 MDB           | logística                     |          7
 MDB           | estratégicos                  |          7
 MDB           | venda                         |          7
 MDB           | estados                       |          7
 MDB           | hídrica                       |          7
 MDB           | turismo                       |          7
 MDB           | médico                        |          7
 MDB           | fundo                         |          7
 MDB           | microempreendedor             |          7
 MDB           | histórico                     |          7
 MDB           | trânsito                      |          7
 MDB           | 9394                          |          7
 MDB           | fiscais                       |          7
 MDB           | território                    |          7
 MDB           | nacionais                     |          7
 MDB           | oab                           |          7
 MDB           | center                        |          7
 MDB           | fundação                      |          7
 MDB           | crise                         |          7
 MDB           | pará                          |          7
 MDB           | finanças                      |          7
 MDB           | cumprimento                   |          7
 MDB           | emprego                       |          7
 MDB           | patrimônio                    |          7
 MDB           | administrativa                |          7
 MDB           | permitir                      |          7
 MDB           | seu                           |          7
 MDB           | servidores                    |          7
 MDB           | implantação                   |          7
 MDB           | importação                    |          7
 MDB           | apologia                      |          7
 MDB           | população                     |          7
 MDB           | porte                         |          7
 MDB           | posse                         |          7
 MDB           | precoce                       |          7
 MDB           | 11196                         |          7
 MDB           | prevenir                      |          7
 MDB           | roraima                       |          7
 MDB           | incentivos                    |          7
 MDB           | privados                      |          7
 MDB           | profissionais                 |          7
 MDB           | biodiversidade                |          6
 MDB           | operação                      |          6
 MDB           | prever                        |          6
 MDB           | marinha                       |          6
 MDB           | centro                        |          6
 MDB           | alto                          |          6
 MDB           | física                        |          6
 MDB           | requisito                     |          6
 MDB           | igualdade                     |          6
 MDB           | fim                           |          6
 MDB           | julgamento                    |          6
 MDB           | caso                          |          6
 MDB           | vulnerável                    |          6
 MDB           | pronunciamento                |          6
 MDB           | 13232025                      |          6
 MDB           | comitê                        |          6
 MDB           | autista                       |          6
 MDB           | centers                       |          6
 MDB           | presidente                    |          6
 MDB           | antissemitismo                |          6
 MDB           | cuidado                       |          6
 MDB           | csll                          |          6
 MDB           | comunicação                   |          6
 MDB           | 30252023                      |          6
 MDB           | críticos                      |          6
 MDB           | adolescentes                  |          6
 MDB           | valor                         |          6
 MDB           | novo                          |          6
 MDB           | indicação                     |          6
 MDB           | apresentada                   |          6
 MDB           | floresta                      |          6
 MDB           | 2019                          |          6
 MDB           | cabendo                       |          6
 MDB           | reconhecimento                |          6
 MDB           | mesa                          |          6
 MDB           | psicológica                   |          6
 MDB           | avaliação                     |          6
 MDB           | resoluções                    |          6
 MDB           | proferido                     |          6
 MDB           | mercante                      |          6
 MDB           | minerais                      |          6
 MDB           | mercado                       |          6
 MDB           | diminuição                    |          6
 MDB           | 123                           |          6
 MDB           | religioso                     |          6
 MDB           | tarifa                        |          6
 MDB           | político                      |          6
 MDB           | fundiária                     |          6
 MDB           | cena                          |          6
 MDB           | naturais                      |          6
 MDB           | normas                        |          6
 MDB           | alternativa                   |          6
 MDB           | políticas                     |          6
 MDB           | ministra                      |          6
 MDB           | relacionamento                |          6
 MDB           | definição                     |          6
 MDB           | 198                           |          6
 MDB           | implicação                    |          6
 MDB           | territorial                   |          6
 MDB           | desarmamento                  |          6
 MDB           | alusão                        |          6
 MDB           | inscrição                     |          6
 MDB           | turístico                     |          6
 MDB           | 1994                          |          6
 MDB           | instrumento                   |          6
 MDB           | pessoal                       |          6
 MDB           | impacto                       |          6
 MDB           | interior                      |          6
 MDB           | fonte                         |          6
 MDB           | período                       |          6
 MDB           | supressão                     |          6
 MDB           | produtivo                     |          6
 MDB           | municipal                     |          6
 MDB           | condição                      |          6
 MDB           | cobrança                      |          6
 MDB           | imagem                        |          6
 MDB           | irregularidade                |          6
 MDB           | mínimo                        |          6
 MDB           | agravação                     |          6
 MDB           | dano                          |          6
 MDB           | participação                  |          5
 MDB           | americanos                    |          5
 MDB           | erradicar                     |          5
 MDB           | corcovado                     |          5
 MDB           | auxílio                       |          5
 MDB           | nºs                           |          5
 MDB           | tecnologias                   |          5
 MDB           | militar                       |          5
 MDB           | consentimento                 |          5
 MDB           | hospital                      |          5
 MDB           | número                        |          5
 MDB           | responsável                   |          5
 MDB           | tratam                        |          5
 MDB           | humana                        |          5
 MDB           | carga                         |          5
 MDB           | 185                           |          5
 MDB           | futebol                       |          5
 MDB           | 9503                          |          5
 MDB           | oea                           |          5
 MDB           | 1991                          |          5
 MDB           | condicionantes                |          5
 MDB           | concursos                     |          5
 MDB           | crianças                      |          5
 MDB           | maria                         |          5
 MDB           | básico                        |          5
 MDB           | fixar                         |          5
 MDB           | albardão                      |          5
 MDB           | cristo                        |          5
 MDB           | vegetal                       |          5
 MDB           | estrangeiro                   |          5
 MDB           | verificação                   |          5
 MDB           | via                           |          5
 MDB           | outros                        |          5
 MDB           | localizadas                   |          5
 MDB           | adequado                      |          5
 MDB           | lista                         |          5
 MDB           | resseguro                     |          5
 MDB           | competitividade               |          5
 MDB           | identidade                    |          5
 MDB           | limites                       |          5
 MDB           | lesão                         |          5
 MDB           | florestal                     |          5
 MDB           | sociedades                    |          5
 MDB           | passagem                      |          5
 MDB           | empreendedorismo              |          5
 MDB           | jurídica                      |          5
 MDB           | situado                       |          5
 MDB           | pdl                           |          5
 MDB           | eventos                       |          5
 MDB           | custo                         |          5
 MDB           | josé                          |          5
 MDB           | pelos                         |          5
 MDB           | governança                    |          5
 MDB           | emissão                       |          5
 MDB           | datacenter                    |          5
 MDB           | perfil                        |          5
 MDB           | exclusivamente                |          5
 MDB           | invasoras                     |          5
