 sigla_partido | votos_registrados | deputados_votantes | votacoes 
 PSD           | aparador                      |          2
 PSD           | indevido                      |          2
 PSD           | mersinho                      |          2
 PSD           | subtração                     |          2
 PSD           | subvenção                     |          2
 PSD           | posturas                      |          2
 PSD           | fixar                         |          2
 PSD           | espinhal                      |          2
 PSD           | designação                    |          2
 PSD           | potência                      |          2
 PSD           | 14302024                      |          2
 PSD           | viva                          |          2
 PSD           | sulcoreana                    |          2
 PSD           | ultrassonografia              |          2
 PSD           | desigualdade                  |          2
 PSD           | mestrado                      |          2
 PSD           | 14301                         |          2
 PSD           | 143                           |          2
 PSD           | afrmm                         |          2
 PSD           | povo                          |          2
 PSD           | esportivas                    |          2
 PSD           | praças                        |          2
 PSD           | indiciado                     |          2
 PSD           | indícios                      |          2
 PSD           | fluminense                    |          2
 PSD           | 336416                        |          2
 PSD           | fluvial                       |          2
 PSD           | individuais                   |          2
 PSD           | animação                      |          2
 PSD           | domiciliar                    |          2
 PSD           | fnsp                          |          2
 PSD           | 13203                         |          2
 PSD           | tabatingaam                   |          2
 PSD           | industrializados              |          2
 PSD           | 4ºa                           |          2
 PSD           | precoce                       |          2
 PSD           | preços                        |          2
 PSD           | fogo                          |          2
 PSD           | induzimento                   |          2
 PSD           | tarifária                     |          2
 PSD           | danilo                        |          2
 PSD           | tatiana                       |          2
 PSD           | preenchimento                 |          2
 PSD           | taxa                          |          2
 PSD           | milano                        |          2
 PSD           | inexistência                  |          2
 PSD           | tdah                          |          2
 PSD           | 6925                          |          2
 PSD           | tea                           |          2
 PSD           | apresentação                  |          2
 PSD           | prejudicialidade              |          2
 PSD           | prejuízo                      |          2
 PSD           | 137                           |          2
 PSD           | milton                        |          2
 PSD           | criminal                      |          2
 PSD           | ventura                       |          2
 PSD           | condenadas                    |          2
 PSD           | mineiros                      |          2
 PSD           | dotação                       |          2
 PSD           | 10719                         |          2
 PSD           | tecon                         |          2
 PSD           | prescrição                    |          2
 PSD           | prescricional                 |          2
 PSD           | telefonia                     |          2
 PSD           | dar                           |          2
 PSD           | contrato                      |          2
 PSD           | branca                        |          2
 PSD           | 8935                          |          2
 PSD           | estabelecimentos              |          2
 PSD           | 49132025                      |          2
 PSD           | contratos                     |          2
 PSD           | informal                      |          2
 PSD           | bombeiros                     |          2
 PSD           | 48532020                      |          2
 PSD           | 32402024                      |          2
 PSD           | prestar                       |          2
 PSD           | desperdício                   |          2
 PSD           | informática                   |          2
 PSD           | topônimo                      |          2
 PSD           | formalização                  |          2
 PSD           | brito                         |          2
 PSD           | doze                          |          2
 PSD           | 11771                         |          2
 PSD           | 8906                          |          2
 PSD           | bispos                        |          2
 PSD           | 672025                        |          2
 PSD           | prévia                        |          2
 PSD           | busca                         |          2
 PSD           | transmissão                   |          2
 PSD           | previdenciária                |          2
 PSD           | cabotagem                     |          2
 PSD           | alzheimer                     |          2
 PSD           | fpa                           |          2
 PSD           | alves                         |          2
 PSD           | cacaueira                     |          2
 PSD           | 13431                         |          2
 PSD           | aprendizagem                  |          2
 PSD           | aníbal                        |          2
 PSD           | primária                      |          2
 PSD           | cada                          |          2
 PSD           | asa                           |          2
 PSD           | deam                          |          2
 PSD           | 4812025                       |          2
 PSD           | 130                           |          2
 PSD           | modalidade                    |          2
 PSD           | contratual                    |          2
 PSD           | calçados                      |          2
 PSD           | modelo                        |          2
 PSD           | princípios                    |          2
 PSD           | desses                        |          2
 PSD           | inscrição                     |          2
 PSD           | 6601                          |          2
 PSD           | modernizar                    |          2
 PSD           | priorização                   |          2
 PSD           | modicidade                    |          2
 PSD           | camilo                        |          2
 PSD           | insere                        |          2
 PSD           | prisionais                    |          2
 PSD           | privada                       |          2
 PSD           | 3089                          |          2
 PSD           | campanhas                     |          2
 PSD           | campina                       |          2
 PSD           | voltados                      |          2
 PSD           | insignificância               |          2
 PSD           | afetadas                      |          2
 PSD           | privativa                     |          2
 PSD           | 655663                        |          2
 PSD           | aptas                         |          2
 PSD           | 11346                         |          2
 PSD           | débitos                       |          2
 PSD           | problema                      |          2
 PSD           | canziani                      |          2
 PSD           | cristãos                      |          2
 PSD           | decisão                       |          2
 PSD           | capacidade                    |          2
 PSD           | vestuário                     |          2
 PSD           | capadr                        |          2
 PSD           | batista                       |          2
 PSD           | monetário                     |          2
 PSD           | cristãs                       |          2
 PSD           | aeroporto                     |          2
 PSD           | freeflow                      |          2
 PSD           | básicas                       |          2
 PSD           | 8862025                       |          2
 PSD           | frete                         |          2
 PSD           | característica                |          2
 PSD           | 13342026                      |          2
 PSD           | caracterização                |          2
 PSD           | friburgo                      |          2
 PSD           | caranguejo                    |          2
 PSD           | bares                         |          2
 PSD           | carbono                       |          2
 PSD           | declaração                    |          2
 PSD           | instrução                     |          2
 PSD           | barão                         |          2
 PSD           | carentes                      |          2
 PSD           | carga                         |          2
 PSD           | 6483                          |          2
 PSD           | frontin                       |          2
 PSD           | 10282025                      |          2
 PSD           | produtivos                    |          2
 PSD           | cáritas                       |          2
 PSD           | morfológica                   |          2
 PSD           | carnaval                      |          2
 PSD           | instrumentos                  |          2
 PSD           | produtores                    |          2
 PSD           | estratégias                   |          2
 PSD           | baleia                        |          2
 PSD           | econômico                     |          2
 PSD           | motocicleta                   |          2
 PSD           | prof                          |          2
 PSD           | profa                         |          2
 PSD           | motocicletas                  |          2
 PSD           | baixada                       |          2
 PSD           | bairro                        |          2
 PSD           | proferidas                    |          2
 PSD           | 2951                          |          2
 PSD           | 1262025                       |          2
 PSD           | professora                    |          2
 PSD           | aéreo                         |          2
 PSD           | categoria                     |          2
 PSD           | motonetas                     |          2
 PSD           | destinado                     |          2
 PSD           | catorze                       |          2
 PSD           | alterações                    |          2
 PSD           | destino                       |          2
 PSD           | integrativas                  |          2
 PSD           | estudante                     |          2
 PSD           | cautelares                    |          2
 PSD           | tipificar                     |          2
 PSD           | progressão                    |          2
 PSD           | fundamento                    |          2
 PSD           | movimento                     |          2
 PSD           | correta                       |          2
 PSD           | uniforme                      |          2
 PSD           | ccom                          |          2
 PSD           | projeção                      |          2
 PSD           | avenida                       |          2
 PSD           | cearense                      |          2
 PSD           | mpmes                         |          2
 PSD           | decoro                        |          2
 PSD           | temporada                     |          2
 PSD           | consumo                       |          2
 PSD           | mslz                          |          2
 PSD           | interamericana                |          2
 PSD           | 872024                        |          2
 PSD           | interesses                    |          2
 PSD           | aécio                         |          2
 PSD           | promovida                     |          2
 PSD           | célere                        |          2
 PSD           | 47262020                      |          2
 PSD           | interinstitucional            |          2
 PSD           | 643                           |          2
 PSD           | 2812                          |          2
 PSD           | censos                        |          2
 PSD           | auxíliodoença                 |          2
 PSD           | interiorização                |          2
 PSD           | centrais                      |          2
 PSD           | multinacional                 |          2
 PSD           | advogados                     |          2
 PSD           | centro                        |          2
 PSD           | contribuinte                  |          2
 PSD           | propor                        |          2
 PSD           | ceplac                        |          2
 PSD           | proposição                    |          2
 PSD           | 1332026                       |          2
 PSD           | certificação                  |          2
 PSD           | interministerial              |          2
 PSD           | futebol                       |          2
 PSD           | césar                         |          2
 PSD           | configuração                  |          2
 PSD           | propostas                     |          2
 PSD           | internacionais                |          2
 PSD           | cespo                         |          2
 PSD           | educativas                    |          2
 PSD           | cezinha                       |          2
 PSD           | anuência                      |          2
 PSD           | música                        |          2
 PSD           | conclusiva                    |          2
 PSD           | interpretação                 |          2
 PSD           | protagonismo                  |          2
 PSD           | 28032023                      |          2
 PSD           | chocolates                    |          2
 PSD           | protestante                   |          2
 PSD           | protesto                      |          2
 PSD           | 46232023                      |          2
 PSD           | gama                          |          2
 PSD           | interstício                   |          2
 PSD           | ciclomotores                  |          2
 PSD           | almoxarifado                  |          2
 PSD           | cidadão                       |          2
 PSD           | garantias                     |          2
 PSD           | cidades                       |          2
 PSD           | garantidor                    |          2
 PSD           | garantindo                    |          2
 PSD           | automaticamente               |          2
 PSD           | científico                    |          2
 PSD           | científicos                   |          2
 PSD           | nascimento                    |          2
 PSD           | nascituro                     |          2
 PSD           | nata                          |          2
 PSD           | provimento                    |          2
 PSD           | cinematográfica               |          2
 PSD           | cinquenta                     |          2
 PSD           | transcurso                    |          2
 PSD           | naturais                      |          2
 PSD           | natural                       |          2
 PSD           | autofalência                  |          2
 PSD           | cirurgia                      |          2
 PSD           | intuito                       |          2
 PSD           | cíveis                        |          2
 PSD           | invalidez                     |          2
 PSD           | autistas                      |          2
 PSD           | naval                         |          2
 PSD           | navegação                     |          2
 PSD           | psdb                          |          2
 PSD           | autenticação                  |          2
 PSD           | navegações                    |          2
 PSD           | psdbmg                        |          2
 PSD           | clima                         |          2
 PSD           | climática                     |          2
 PSD           | garcia                        |          2
 PSD           | climáticos                    |          2
 PSD           | inverno                       |          2
 PSD           | clonagem                      |          2
 PSD           | abracen                       |          2
 PSD           | efetivação                    |          2
 PSD           | psdpb                         |          2
 PSD           | determinação                  |          2
 PSD           | gastos                        |          2
 PSD           | psdpr                         |          2
 PSD           | negra                         |          2
 PSD           | negras                        |          2
 PSD           | cmulher                       |          2
 PSD           | cnbb                          |          2
 PSD           | investigado                   |          2
 PSD           | 26422021                      |          2
 PSD           | cnen                          |          2
 PSD           | neles                         |          2
 PSD           | cnpc                          |          2
 PSD           | gecex                         |          2
 PSD           | generativa                    |          2
 PSD           | investimento                  |          2
 PSD           | cob                           |          2
 PSD           | ipen                          |          2
 PSD           | neurodivergentes              |          2
 PSD           | ipi                           |          2
 PSD           | evidenciar                    |          2
 PSD           | neves                         |          2
 PSD           | coelho                        |          2
 PSD           | publicitário                  |          2
 PSD           | atualização                   |          2
 PSD           | newton                        |          2
 PSD           | análogos                      |          2
 PSD           | eficácia                      |          2
 PSD           | dedicado                      |          2
 PSD           | dedução                       |          2
 PSD           | efpc                          |          2
 PSD           | punhobol                      |          2
 PSD           | coletivas                     |          2
 PSD           | punir                         |          2
 PSD           | 8612019                       |          2
 PSD           | irpf                          |          2
 PSD           | excedente                     |          2
 PSD           | nomenclatura                  |          2
 PSD           | viabilidade                   |          2
 PSD           | combustíveis                  |          2
 PSD           | qualquer                      |          2
 PSD           | contagem                      |          2
 PSD           | comemorado                    |          2
 PSD           | defensores                    |          2
 PSD           | quarto                        |          2
 PSD           | comenda                       |          2
 PSD           | comerciais                    |          2
 PSD           | tentativa                     |          2
 PSD           | atletas                       |          2
 PSD           | tentativas                    |          2
 PSD           | quatipuru                     |          2
 PSD           | ablv                          |          2
 PSD           | teste                         |          2
 PSD           | cometido                      |          2
 PSD           | anualmente                    |          2
 PSD           | nordestina                    |          2
 PSD           | normal                        |          2
 PSD           | ismael                        |          2
 PSD           | comitêexecutivo               |          2
 PSD           | 2564                          |          2
 PSD           | teólogo                       |          2
 PSD           | defeso                        |          2
 PSD           | comparecimento                |          2
 PSD           | radiodifusão                  |          2
 PSD           | devidos                       |          2
 PSD           | atestado                      |          2
 PSD           | atenuantes                    |          2
 PSD           | 11112025                      |          2
 PSD           | cortina                       |          2
 PSD           | italiana                      |          2
 PSD           | nossa                         |          2
 PSD           | abiackel                      |          2
 PSD           | complementares                |          2
 PSD           | notários                      |          2
 PSD           | deficiências                  |          2
 PSD           | gilson                        |          2
 PSD           | notificação                   |          2
 PSD           | crohn                         |          2
 PSD           | 13267                         |          2
 PSD           | gisele                        |          2
 PSD           | 6075                          |          2
 PSD           | rcp                           |          2
 PSD           | antonio                       |          2
 PSD           | comprido                      |          2
 PSD           | 60662025                      |          2
 PSD           | comprovadamente               |          2
 PSD           | janeirorj                     |          2
 PSD           | alfabetização                 |          2
 PSD           | nuclear                       |          2
 PSD           | nucleares                     |          2
 PSD           | assistencial                  |          2
 PSD           | janelas                       |          2
 PSD           | 25062024                      |          2
 PSD           | assis                         |          2
 PSD           | 8492025                       |          2
 PSD           | conasep                       |          2
 PSD           | concede                       |          2
 PSD           | conceder                      |          2
 PSD           | realizadas                    |          2
 PSD           | assim                         |          2
 PSD           | nudez                         |          2
 PSD           | realizados                    |          2
 PSD           | impõe                         |          1
 PSD           | 72492010                      |          1
 PSD           | importadas                    |          1
 PSD           | importado                     |          1
 PSD           | importância                   |          1
 PSD           | 72402014                      |          1
 PSD           | 12012                         |          1
 PSD           | impúbere                      |          1
 PSD           | impulsionar                   |          1
 PSD           | 7232024                       |          1
 PSD           | imunização                    |          1
 PSD           | 722025                        |          1
 PSD           | inadimplemento                |          1
 PSD           | inalterável                   |          1
 PSD           | 11h00hs                       |          1
 PSD           | inaplicação                   |          1
 PSD           | 72101984                      |          1
 PSD           | 11947                         |          1
 PSD           | 7202011                       |          1
 PSD           | incentiva                     |          1
 PSD           | 71772025                      |          1
 PSD           | incentivadores                |          1
 PSD           | 11872023                      |          1
 PSD           | 71682025                      |          1
 PSD           | 71632014                      |          1
 PSD           | 716314                        |          1
 PSD           | 71072025                      |          1
 PSD           | incitem                       |          1
 PSD           | 70782025                      |          1
 PSD           | incluída                      |          1
 PSD           | 70252010                      |          1
 PSD           | incluindo                     |          1
 PSD           | 6ºi                           |          1
 PSD           | 6ºg                           |          1
 PSD           | inclusiva                     |          1
 PSD           | inclusivas                    |          1
 PSD           | 6ºc                           |          1
 PSD           | tributários                   |          1
 PSD           | inconstitucionalidade         |          1
 PSD           | 6ºb                           |          1
 PSD           | incorporadoras                |          1
 PSD           | incorporando                  |          1
 PSD           | incra                         |          1
 PSD           | incumbidas                    |          1
 PSD           | indenizatório                 |          1
 PSD           | 69972017                      |          1
 PSD           | trimestralmente               |          1
 PSD           | indevida                      |          1
 PSD           | indiaroba                     |          1
 PSD           | 698517                        |          1
 PSD           | 6972022                       |          1
 PSD           | indicam                       |          1
 PSD           | indicativa                    |          1
 PSD           | índice                        |          1
 PSD           | 69682010                      |          1
 PSD           | indignidade                   |          1
 PSD           | 694025                        |          1
 PSD           | indivíduos                    |          1
 PSD           | 69392017                      |          1
 PSD           | 693917                        |          1
 PSD           | 6938                          |          1
 PSD           | inexequibilidade              |          1
 PSD           | 692025                        |          1
 PSD           | 6872025                       |          1
 PSD           | infecções                     |          1
 PSD           | inferior                      |          1
 PSD           | influência                    |          1
 PSD           | infoleg                       |          1
 PSD           | 68382017                      |          1
 PSD           | 683817                        |          1
 PSD           | informais                     |          1
 PSD           | trindade                      |          1
 PSD           | informatizado                 |          1
 PSD           | 67772013                      |          1
 PSD           | infracionais                  |          1
 PSD           | 67272016                      |          1
 PSD           | infrator                      |          1
 PSD           | 66824                         |          1
 PSD           | início                        |          1
 PSD           | injustificada                 |          1
 PSD           | 6682026                       |          1
 PSD           | inovador                      |          1
 PSD           | 66202013                      |          1
 PSD           | troca                         |          1
 PSD           | insalubridade                 |          1
 PSD           | insatisfatório                |          1
 PSD           | inscreve                      |          1
 PSD           | inss                          |          1
 PSD           | instaladas                    |          1
 PSD           | instantâneo                   |          1
 PSD           | 6542025                       |          1
 PSD           | 65322006                      |          1
 PSD           | 65102019                      |          1
 PSD           | 650116                        |          1
 PSD           | instituída                    |          1
 PSD           | trombofilias                  |          1
 PSD           | 64922013                      |          1
 PSD           | instituiu                     |          1
 PSD           | 6492025                       |          1
 PSD           | 6462025                       |          1
 PSD           | insumo                        |          1
 PSD           | insumos                       |          1
 PSD           | 6461                          |          1
 PSD           | integrada                     |          1
 PSD           | integrado                     |          1
 PSD           | 64352025                      |          1
 PSD           | integrantes                   |          1
 PSD           | integridade                   |          1
 PSD           | inteira                       |          1
 PSD           | trump                         |          1
 PSD           | 64322019                      |          1
 PSD           | inteligente                   |          1
 PSD           | intensiva                     |          1
 PSD           | tsb                           |          1
 PSD           | 11736                         |          1
 PSD           | interligação                  |          1
 PSD           | 6382025                       |          1
 PSD           | intermunicipal                |          1
 PSD           | internação                    |          1
 PSD           | 63682025                      |          1
 PSD           | 6359                          |          1
 PSD           | 631619                        |          1
 PSD           | interrupção                   |          1
 PSD           | intervenção                   |          1
 PSD           | 117                           |          1
 PSD           | intimidade                    |          1
 PSD           | intitulada                    |          1
 PSD           | intoxicação                   |          1
 PSD           | invasoras                     |          1
 PSD           | 6292024                       |          1
 PSD           | investidores                  |          1
 PSD           | investidura                   |          1
 PSD           | 62672025                      |          1
 PSD           | 626613                        |          1
 PSD           | investigativa                 |          1
 PSD           | 624119                        |          1
 PSD           | 62026                         |          1
 PSD           | irã                           |          1
 PSD           | iracemace                     |          1
 PSD           | 61942025                      |          1
 PSD           | irmandade                     |          1
 PSD           | irmão                         |          1
 PSD           | túlio                         |          1
 PSD           | irregular                     |          1
 PSD           | 61472025                      |          1
 PSD           | 11692026                      |          1
 PSD           | 6133                          |          1
 PSD           | isentar                       |          1
 PSD           | isonomia                      |          1
 PSD           | issqn                         |          1
 PSD           | 6132                          |          1
 PSD           | itália                        |          1
 PSD           | itaporanga                    |          1
 PSD           | iti                           |          1
 PSD           | 612                           |          1
 PSD           | ivo                           |          1
 PSD           | 61162019                      |          1
 PSD           | 6070                          |          1
 PSD           | janela                        |          1
 PSD           | 60622023                      |          1
 PSD           | 603                           |          1
 PSD           | joaquim                       |          1
 PSD           | 60182025                      |          1
 PSD           | jorge                         |          1
 PSD           | jornadas                      |          1
 PSD           | jornalista                    |          1
 PSD           | 6002025                       |          1
 PSD           | 59722025                      |          1
 PSD           | 596723                        |          1
 PSD           | judiciária                    |          1
 PSD           | turísticos                    |          1
 PSD           | juizado                       |          1
 PSD           | 5962019                       |          1
 PSD           | 59462016                      |          1
 PSD           | jumentos                      |          1
 PSD           | 59402025                      |          1
 PSD           | júri                          |          1
 PSD           | 5932003                       |          1
 PSD           | 5923                          |          1
 PSD           | 59142023                      |          1
 PSD           | 1162026                       |          1
 PSD           | 58942025                      |          1
 PSD           | justa                         |          1
 PSD           | justificação                  |          1
 PSD           | justificase                   |          1
 PSD           | karatê                        |          1
 PSD           | keila                         |          1
 PSD           | kobudo                        |          1
 PSD           | krein                         |          1
 PSD           | wandscheer                    |          1
 PSD           | tutelado                      |          1
 PSD           | lacramento                    |          1
 PSD           | tutelar                       |          1
 PSD           | lagoa                         |          1
 PSD           | lançamento                    |          1
 PSD           | lance                         |          1
 PSD           | lancha                        |          1
 PSD           | lar                           |          1
 PSD           | latinoamericana               |          1
 PSD           | laudo                         |          1
 PSD           | 58621                         |          1
 PSD           | lawtechs                      |          1
 PSD           | 5862021                       |          1
 PSD           | 58542025                      |          1
 PSD           | 58242025                      |          1
 PSD           | 57552013                      |          1
 PSD           | legaltechs                    |          1
 PSD           | 57472025                      |          1
 PSD           | 57442023                      |          1
 PSD           | legislativas                  |          1
 PSD           | legitimação                   |          1
 PSD           | legitimidade                  |          1
 PSD           | legítimo                      |          1
 PSD           | 56782023                      |          1
 PSD           | 56732023                      |          1
 PSD           | leilões                       |          1
 PSD           | leiº                          |          1
 PSD           | leishmaniose                  |          1
 PSD           | uel                           |          1
 PSD           | levantamento                  |          1
 PSD           | lgpd                          |          1
 PSD           | lgpdp                         |          1
 PSD           | liberato                      |          1
 PSD           | liberazione                   |          1
 PSD           | libertação                    |          1
 PSD           | libras                        |          1
 PSD           | licenciamento                 |          1
 PSD           | licitações                    |          1
 PSD           | 5652026                       |          1
 PSD           | 56422023                      |          1
 PSD           | lilás                         |          1
 PSD           | 5642023                       |          1
 PSD           | limitação                     |          1
 PSD           | limitações                    |          1
 PSD           | 56312016                      |          1
 PSD           | 56162019                      |          1
 PSD           | 56112025                      |          1
 PSD           | limpo                         |          1
 PSD           | língua                        |          1
 PSD           | 56092019                      |          1
 PSD           | lions                         |          1
 PSD           | lippi                         |          1
 PSD           | líquido                       |          1
 PSD           | líquidos                      |          1
 PSD           | literária                     |          1
 PSD           | uenp                          |          1
 PSD           | litros                        |          1
 PSD           | 5602023                       |          1
 PSD           | uepg                          |          1
 PSD           | lobo                          |          1
 PSD           | locações                      |          1
 PSD           | 560119                        |          1
 PSD           | 55772009                      |          1
 PSD           | logistica                     |          1
 PSD           | lojistas                      |          1
 PSD           | londrina                      |          1
 PSD           | longevidade                   |          1
 PSD           | longo                         |          1
 PSD           | lopes                         |          1
 PSD           | lotados                       |          1
 PSD           | lote                          |          1
 PSD           | loterias                      |          1
 PSD           | 5522019                       |          1
 PSD           | lucidéa                       |          1
 PSD           | 5503                          |          1
 PSD           | lucro                         |          1
 PSD           | lucros                        |          1
 PSD           | luta                          |          1
 PSD           | will                          |          1
 PSD           | 54992025                      |          1
 PSD           | 546719                        |          1
 PSD           | magistério                    |          1
 PSD           | magistrados                   |          1
 PSD           | 54572023                      |          1
 PSD           | ufrj                          |          1
 PSD           | maiorana                      |          1
 PSD           | 5452                          |          1
 PSD           | 5442019                       |          1
 PSD           | majoração                     |          1
 PSD           | manaus                        |          1
 PSD           | manifesta                     |          1
 PSD           | 54302025                      |          1
 PSD           | manoel                        |          1
 PSD           | mapeamento                    |          1
 PSD           | máquinas                      |          1
 PSD           | 54212023                      |          1
 PSD           | 542020                        |          1
 PSD           | marca                         |          1
 PSD           | marcada                       |          1
 PSD           | marcando                      |          1
 PSD           | marcelo                       |          1
 PSD           | márcia                        |          1
 PSD           | 54122019                      |          1
 PSD           | marfim                        |          1
 PSD           | marielle                      |          1
 PSD           | 5401                          |          1
 PSD           | martini                       |          1
 PSD           | 5392024                       |          1
 PSD           | 53912020                      |          1
 PSD           | 5342019                       |          1
 PSD           | materno                       |          1
 PSD           | ultrapasteurizado             |          1
 PSD           | mattos                        |          1
 PSD           | maurício                      |          1
 PSD           | maus                          |          1
 PSD           | 5332026                       |          1
 PSD           | 5332024                       |          1
 PSD           | 5325                          |          1
 PSD           | ultraprocessado               |          1
 PSD           | 532026                        |          1
 PSD           | medeiros                      |          1
 PSD           | 53122016                      |          1
 PSD           | medicamento                   |          1
 PSD           | medicamentoso                 |          1
 PSD           | 52ª                           |          1
 PSD           | 52982019                      |          1
 PSD           | 52682023                      |          1
 PSD           | 5268                          |          1
 PSD           | 52092009                      |          1
 PSD           | 51992019                      |          1
 PSD           | 5196                          |          1
 PSD           | médio                         |          1
 PSD           | medula                        |          1
 PSD           | 5193                          |          1
 PSD           | 51852023                      |          1
 PSD           | meios                         |          1
 PSD           | meis                          |          1
 PSD           | melchionna                    |          1
 PSD           | ultraprocessados              |          1
 PSD           | 5172                          |          1
 PSD           | melo                          |          1
 PSD           | membro                        |          1
 PSD           | 51702005                      |          1
 PSD           | mendes                        |          1
 PSD           | 51652016                      |          1
 PSD           | 51592019                      |          1
 PSD           | mensais                       |          1
 PSD           | 5120                          |          1
 PSD           | 51102019                      |          1
 PSD           | meramente                     |          1
 PSD           | mercadoria                    |          1
 PSD           | mercadorias                   |          1
 PSD           | 5085                          |          1
 PSD           | 50842025                      |          1
 PSD           | 50772023                      |          1
 PSD           | 50522025                      |          1
 PSD           | mesas                         |          1
 PSD           | mestra                        |          1
 PSD           | 5052020                       |          1
 PSD           | mestre                        |          1
 PSD           | 50520                         |          1
 PSD           | meta                          |          1
 PSD           | metanol                       |          1
 PSD           | método                        |          1
 PSD           | 50352023                      |          1
 PSD           | 50072024                      |          1
 PSD           | 50012019                      |          1
 PSD           | microempreendedores           |          1
