Q8 complemento - ranking completo de influencia legislativa
 ano_dados | id_deputado |                nome                 | proposicoes_autoria | proposicoes_aprovadas | pct_aprovadas 
      2024 |      220554 | Alexandre Lindenmeyer               |                  90 |                     0 |          0.00
      2024 |      220555 | Daiana Santos                       |                  95 |                     0 |          0.00
      2024 |      220556 | Ana Paula Lima                      |                 141 |                     0 |          0.00
      2024 |      220557 | Daniela Reinehr                     |                 178 |                     0 |          0.00
      2024 |      220558 | Zé Trovão                           |                 178 |                     0 |          0.00
      2024 |      220559 | Julia Zanatta                       |                 703 |                     0 |          0.00
      2024 |      220560 | Thiago de Joaldo                    |                  20 |                     0 |          0.00
      2024 |      220561 | Delegada Katarina                   |                  68 |                     0 |          0.00
      2024 |      220563 | Icaro de Valmir                     |                  39 |                     0 |          0.00
      2024 |      220564 | Yandra Moura                        |                  47 |                     0 |          0.00
      2024 |      220565 | Delegada Adriana Accorsi            |                  54 |                     0 |          0.00
      2024 |      220566 | Lêda Borges                         |                 116 |                     0 |          0.00
      2024 |      220567 | Jeferson Rodrigues                  |                  33 |                     0 |          0.00
      2024 |      220568 | Gustavo Gayer                       |                 305 |                     0 |          0.00
      2024 |      220569 | Silvye Alves                        |                 144 |                     0 |          0.00
      2024 |      220570 | Dr. Ismael Alexandrino              |                  70 |                     0 |          0.00
      2024 |      220571 | Daniel Agrobom                      |                 122 |                     0 |          0.00
      2024 |      220572 | Marussa Boldrin                     |                  86 |                     0 |          0.00
      2024 |      220573 | Dorinaldo Malafaia                  |                  91 |                     0 |          0.00
      2024 |      220574 | Cabo Gilberto Silva                 |                 340 |                     0 |          0.00
      2024 |      220575 | Sonize Barbosa                      |                  37 |                     0 |          0.00
      2024 |      220576 | Alfredo Gaspar                      |                 212 |                     0 |          0.00
      2024 |      220577 | Augusto Puppio                      |                  60 |                     0 |          0.00
      2024 |      220578 | Josenildo                           |                 118 |                     0 |          0.00
      2024 |      220579 | Silvia Waiãpi                       |                 196 |                     0 |          0.00
      2024 |      220580 | Professora Goreth                   |                  50 |                     0 |          0.00
      2024 |      220581 | Luciano Amaral                      |                  50 |                     0 |          0.00
      2024 |      220582 | Daniel Barbosa                      |                  37 |                     0 |          0.00
      2024 |      220583 | Delegado Fabio Costa                |                  74 |                     0 |          0.00
      2024 |      220584 | Murilo Galdino                      |                  40 |                     0 |          0.00
      2024 |      220585 | Mersinho Lucena                     |                  29 |                     0 |          0.00
      2024 |      220586 | Rafael Brito                        |                 133 |                     0 |          0.00
      2024 |      220587 | Gerlen Diniz                        |                  25 |                     0 |          0.00
      2024 |      220588 | Roberto Duarte                      |                 110 |                     0 |          0.00
      2024 |      220589 | Eduardo Velloso                     |                  34 |                     0 |          0.00
      2024 |      220590 | Coronel Ulysses                     |                  75 |                     0 |          0.00
      2024 |      220591 | Meire Serafim                       |                  78 |                     0 |          0.00
      2024 |      220592 | Zezinho Barbary                     |                  35 |                     0 |          0.00
      2024 |      220593 | Abilio Brunini                      |                  47 |                     0 |          0.00
      2024 |      220594 | Coronel Assis                       |                 100 |                     0 |          0.00
      2024 |      220595 | Coronel Fernanda                    |                 194 |                     0 |          0.00
      2024 |      220596 | Amália Barros                       |                   1 |                     0 |          0.00
      2024 |      220597 | Thiago Flores                       |                  54 |                     0 |          0.00
      2024 |      220598 | Tarcísio Motta                      |                 151 |                     0 |          0.00
      2024 |      220599 | Marcelo Crivella                    |                  67 |                     0 |          0.00
      2024 |      220600 | Lebrão                              |                  24 |                     0 |          0.00
      2024 |      220601 | Washington Quaquá                   |                  49 |                     0 |          0.00
      2024 |      220602 | Dimas Gadelha                       |                  36 |                     0 |          0.00
      2024 |      220603 | Dani Cunha                          |                  54 |                     0 |          0.00
      2024 |      220604 | Marcos Tavares                      |                 573 |                     0 |          0.00
      2024 |      220605 | Bandeira de Mello                   |                  51 |                     0 |          0.00
      2024 |      220606 | Reimont                             |                 136 |                     0 |          0.00
      2024 |      220607 | Max Lemos                           |                  65 |                     0 |          0.00
      2024 |      220608 | Cristiane Lopes                     |                  80 |                     0 |          0.00
      2024 |      220609 | Maurício Carvalho                   |                  35 |                     0 |          0.00
      2024 |      220610 | Dr. Fernando Máximo                 |                  84 |                     0 |          0.00
      2024 |      220611 | General Pazuello                    |                  79 |                     0 |          0.00
      2024 |      220612 | Bebeto                              |                  42 |                     0 |          0.00
      2024 |      220613 | Roberto Monteiro Pai                |                  35 |                     0 |          0.00
      2024 |      220614 | Dr. Daniel Soranz                   |                  12 |                     0 |          0.00
      2024 |      220615 | Pastor Henrique Vieira              |                 195 |                     0 |          0.00
      2024 |      220616 | Luciano Vieira                      |                  27 |                     0 |          0.00
      2024 |      220617 | Murillo Gouvea                      |                  29 |                     0 |          0.00
      2024 |      220618 | Sargento Portugal                   |                1161 |                     0 |          0.00
      2024 |      220619 | Delegado Ramagem                    |                 148 |                     0 |          0.00
      2024 |      220620 | Rosângela Reis                      |                  28 |                     0 |          0.00
      2024 |      220621 | Sargento Gonçalves                  |                  84 |                     0 |          0.00
      2024 |      220622 | Nely Aquino                         |                  58 |                     0 |          0.00
      2024 |      220623 | Duda Salabert                       |                 198 |                     0 |          0.00
      2024 |      220624 | Robinson Faria                      |                  16 |                     0 |          0.00
      2024 |      220625 | Delegada Ione                       |                  68 |                     0 |          0.00
      2024 |      220626 | Rafael Simoes                       |                  43 |                     0 |          0.00
      2024 |      220627 | Paulinho Freire                     |                  41 |                     0 |          0.00
      2024 |      220628 | Mauricio do Vôlei                   |                  69 |                     0 |          0.00
      2024 |      220629 | Dandara                             |                 163 |                     0 |          0.00
      2024 |      220630 | Pedro Aihara                        |                 163 |                     0 |          0.00
      2024 |      220631 | Samuel Viana                        |                  25 |                     0 |          0.00
      2024 |      220632 | Ana Pimentel                        |                 130 |                     0 |          0.00
      2024 |      220633 | Ricardo Salles                      |                  89 |                     0 |          0.00
      2024 |      220635 | Bruno Ganem                         |                 104 |                     0 |          0.00
      2024 |      220638 | Antonio Carlos Rodrigues            |                  64 |                     0 |          0.00
      2024 |      220639 | Guilherme Boulos                    |                  52 |                     0 |          0.00
      2024 |      220640 | Juliana Cardoso                     |                 140 |                     0 |          0.00
      2024 |      220641 | Rodrigo Gambale                     |                  22 |                     0 |          0.00
      2024 |      220642 | Delegado Bruno Lima                 |                  36 |                     0 |          0.00
      2024 |      220644 | Rosangela Moro                      |                 140 |                     0 |          0.00
      2024 |      220645 | Erika Hilton                        |                 408 |                     0 |          0.00
      2024 |      220647 | Mauricio Neves                      |                  32 |                     0 |          0.00
      2024 |      220648 | Marangoni                           |                 248 |                     0 |          0.00
      2024 |      220649 | Delegado da Cunha                   |                  56 |                     0 |          0.00
      2024 |      220650 | Paulo Alexandre Barbosa             |                  67 |                     0 |          0.00
      2024 |      220651 | Simone Marquetto                    |                  38 |                     0 |          0.00
      2024 |      220652 | Delegado Palumbo                    |                  78 |                     0 |          0.00
      2024 |      220653 | Fábio Teruel                        |                  22 |                     0 |          0.00
      2024 |      220654 | Delegado Paulo Bilynskyj            |                1429 |                     0 |          0.00
      2024 |      220655 | Mario Frias                         |                 112 |                     0 |          0.00
      2024 |      220656 | Fernanda Pessoa                     |                 134 |                     0 |          0.00
      2024 |      220657 | André Fernandes                     |                  45 |                     0 |          0.00
      2024 |      220658 | Luiz Gastão                         |                 115 |                     0 |          0.00
      2024 |      220659 | Dayany Bittencourt                  |                 205 |                     0 |          0.00
      2024 |      220660 | Yury do Paredão                     |                  26 |                     0 |          0.00
      2024 |      220661 | Matheus Noronha                     |                  11 |                     0 |          0.00
      2024 |      220662 | Lucas Ramos                         |                  56 |                     0 |          0.00
      2024 |      220663 | Eriberto Medeiros                   |                  47 |                     0 |          0.00
      2024 |      220664 | Guilherme Uchoa                     |                  18 |                     0 |          0.00
      2024 |      220665 | Clarissa Tércio                     |                  45 |                     0 |          0.00
      2024 |      220666 | Coronel Meira                       |                 185 |                     0 |          0.00
      2024 |      220667 | Pedro Campos                        |                 115 |                     0 |          0.00
      2024 |      220668 | Maria Arraes                        |                 121 |                     0 |          0.00
      2024 |      220669 | Lula da Fonte                       |                  40 |                     0 |          0.00
      2024 |      220670 | Iza Arruda                          |                  81 |                     0 |          0.00
      2024 |      220671 | Dilvanda Faro                       |                 189 |                     0 |          0.00
      2024 |      220672 | Henderson Pinto                     |                  40 |                     0 |          0.00
      2024 |      220673 | Delegado Caveira                    |                 106 |                     0 |          0.00
      2024 |      220674 | Dra. Alessandra Haber               |                  41 |                     0 |          0.00
      2024 |      220675 | Antônio Doido                       |                   7 |                     0 |          0.00
      2024 |      220676 | Andreia Siqueira                    |                  22 |                     0 |          0.00
      2024 |      220677 | Keniston Braga                      |                  15 |                     0 |          0.00
      2024 |      220681 | Fábio Macedo                        |                   1 |                     0 |          0.00
      2024 |      220682 | Tadeu Veneri                        |                 140 |                     0 |          0.00
      2024 |      220683 | Beto Richa                          |                  26 |                     0 |          0.00
      2024 |      220684 | Tião Medeiros                       |                 100 |                     0 |          0.00
      2024 |      220685 | Paulo Litro                         |                  34 |                     0 |          0.00
      2024 |      220686 | Duarte Jr.                          |                 322 |                     0 |          0.00
      2024 |      220687 | Márcio Honaiser                     |                  43 |                     0 |          0.00
      2024 |      220688 | Dr. Francisco                       |                  54 |                     0 |          0.00
      2024 |      220689 | Detinha                             |                  23 |                     0 |          0.00
      2024 |      220690 | Capitão Alden                       |                 213 |                     0 |          0.00
      2024 |      220691 | Diego Coronel                       |                  64 |                     0 |          0.00
      2024 |      220692 | Dal Barreto                         |                  10 |                     0 |          0.00
      2024 |      220693 | Roberta Roma                        |                  29 |                     0 |          0.00
      2024 |      220694 | Ricardo Maia                        |                  22 |                     0 |          0.00
      2024 |      220695 | Rogéria Santos                      |                 483 |                     0 |          0.00
      2024 |      220696 | Ivoneide Caetano                    |                  36 |                     0 |          0.00
      2024 |      220697 | Jadyel Alencar                      |                  60 |                     0 |          0.00
      2024 |      220698 | Beto Preto                          |                  24 |                     0 |          0.00
      2024 |      220699 | Castro Neto                         |                  39 |                     0 |          0.00
      2024 |      220700 | Florentino Neto                     |                 105 |                     0 |          0.00
      2024 |      220701 | Delegado Matheus Laiola             |                  89 |                     0 |          0.00
      2024 |      220702 | Geraldo Mendes                      |                  11 |                     0 |          0.00
      2024 |      220703 | Neto Carletto                       |                  46 |                     0 |          0.00
      2024 |      220704 | Carol Dartora                       |                 116 |                     0 |          0.00
      2024 |      220706 | Padovani                            |                  71 |                     0 |          0.00
      2024 |      220707 | Amanda Gentil                       |                  14 |                     0 |          0.00
      2024 |      220708 | Gabriel Nunes                       |                  26 |                     0 |          0.00
      2024 |      220712 | Fausto Jr.                          |                  11 |                     0 |          0.00
      2024 |      220713 | Saullo Vianna                       |                 767 |                     0 |          0.00
      2024 |      220714 | Adail Filho                         |                 110 |                     0 |          0.00
      2024 |      220715 | Amom Mandel                         |                1484 |                     0 |          0.00
      2024 |      221148 | Alfredinho                          |                  87 |                     0 |          0.00
      2024 |      221328 | Adilson Barroso                     |                  84 |                     0 |          0.00
      2024 |      221338 | Professora Luciene Cavalcante       |                 156 |                     0 |          0.00
      2024 |      221339 | Dr. Benjamim                        |                  12 |                     0 |          0.00
      2024 |      221378 | Reginete Bispo                      |                  76 |                     0 |          0.00
      2024 |      222142 | Coronel Telhada                     |                  48 |                     0 |          0.00
      2024 |      222429 | Luis Carlos Gomes                   |                  10 |                     0 |          0.00
      2024 |      223128 | Rodrigo Estacho                     |                  25 |                     0 |          0.00
      2024 |      223398 | Ulisses Guimarães                   |                  13 |                     0 |          0.00
      2024 |      224117 | Gabriel Mota                        |                  40 |                     0 |          0.00
      2024 |      224333 | Welter                              |                  66 |                     0 |          0.00
      2024 |      225386 | Renan Ferreirinha                   |                  16 |                     0 |          0.00
      2024 |      226179 | Gisela Simona                       |                  86 |                     0 |          0.00
      2024 |      226708 | Allan Garcês                        |                 210 |                     0 |          0.00
      2024 |      226837 | Saulo Pedroso                       |                  37 |                     0 |          0.00
      2024 |      227433 | Douglas Viegas                      |                  95 |                     0 |          0.00
      2024 |      227660 | Nitinho                             |                  19 |                     0 |          0.00
      2024 |      227800 | Duarte Gonçalves Jr                 |                   9 |                     0 |          0.00
      2024 |      227991 | Dr Flávio                           |                  13 |                     0 |          0.00
      2024 |      228272 | Délio Pinheiro                      |                   5 |                     0 |          0.00
      2024 |      228616 | Dr. Remy Soares                     |                  20 |                     0 |          0.00
      2024 |      228797 | Júlio Oliveira                      |                  30 |                     0 |          0.00
      2024 |      228837 | Juliana Kolankiewicz                |                  31 |                     0 |          0.00
      2024 |      228941 | Daniel José                         |                  29 |                     0 |          0.00
      2024 |      229069 | Capitão Samuel                      |                  11 |                     0 |          0.00
      2024 |      229082 | Lucyana Genésio                     |                  30 |                     0 |          0.00
      2024 |      229106 | Carla Ayres                         |                  82 |                     0 |          0.00
      2024 |      229112 | Pedro Jr                            |                  25 |                     0 |          0.00
      2024 |      229225 | Missionária Michele Collins         |                 124 |                     0 |          0.00
      2024 |      229259 | Pedro Tourinho                      |                   8 |                     0 |          0.00
      2024 |      229333 | Gláucia Santiago                    |                  13 |                     0 |          0.00
      2024 |      229432 | Luiz Fernando Vampiro               |                  18 |                     0 |          0.00
      2024 |      229585 | Elisangela Araujo                   |                  33 |                     0 |          0.00
      2024 |      229939 | Newton Bonin                        |                   3 |                     0 |          0.00
      2024 |      230088 | Dra. Mayra Pinheiro                 |                  19 |                     0 |          0.00
      2024 |      230177 | Tadeu Oliveira                      |                  20 |                     0 |          0.00
      2025 |        1528 | JAYME CAMPOS                        |                   2 |                     0 |          0.00
      2025 |       73433 | Arlindo Chinaglia                   |                 209 |                     0 |          0.00
      2025 |       73441 | Celso Russomanno                    |                  13 |                     0 |          0.00
      2025 |       73483 | LUIS CARLOS HEINZE                  |                  44 |                     0 |          0.00
      2025 |       73486 | Pompeo de Mattos                    |                  49 |                     0 |          0.00
      2025 |       73531 | Ivan Valente                        |                  31 |                     0 |          0.00
      2025 |       73579 | Alberto Fraga                       |                  39 |                     0 |          0.00
      2025 |       73604 | Rui Falcão                          |                  12 |                     0 |          0.00
      2025 |       73653 | WELLINGTON FAGUNDES                 |                  26 |                     0 |          0.00
      2025 |       73692 | Osmar Terra                         |                  18 |                     0 |          0.00
      2025 |       73701 | Benedita da Silva                   |                  15 |                     0 |          0.00
      2025 |       73768 | Dilceu Sperafico                    |                  27 |                     0 |          0.00
      2025 |       73778 | Luiz Carlos Hauly                   |                  40 |                     0 |          0.00
      2025 |       73786 | REINHOLD STEPHANES                  |                   5 |                     0 |          0.00
      2025 |       73788 | Ricardo Barros                      |                   2 |                     0 |          0.00
      2025 |       73801 | Renildo Calheiros                   |                   5 |                     0 |          0.00
      2025 |       73933 | ZEQUINHA MARINHO                    |                  26 |                     0 |          0.00
      2025 |       73945 | EDUARDO GOMES                       |                  33 |                     0 |          0.00
      2025 |       74041 | Luiz Couto                          |                  41 |                     0 |          0.00
      2025 |       74043 | Wellington Roberto                  |                   8 |                     0 |          0.00
      2025 |       74044 | Wilson Santiago                     |                  11 |                     0 |          0.00
      2025 |       74057 | Alice Portugal                      |                  52 |                     0 |          0.00
      2025 |       74060 | Daniel Almeida                      |                  39 |                     0 |          0.00
      2025 |       74065 | Fatima Pelaes                       |                   4 |                     0 |          0.00
      2025 |       74075 | Elcione Barbalho                    |                   8 |                     0 |          0.00
      2025 |       74079 | José Priante                        |                   5 |                     0 |          0.00
      2025 |       74084 | Raimundo Santos                     |                 246 |                     0 |          0.00
      2025 |       74090 | Átila Lins                          |                   7 |                     0 |          0.00
      2025 |       74095 | Pauderney Avelino                   |                  13 |                     0 |          0.00
      2025 |       74131 | JOÃO CARLOS BACELAR                 |                  14 |                     0 |          0.00
      2025 |       74141 | Josias Gomes                        |                  11 |                     0 |          0.00
      2025 |       74156 | Leonardo Monteiro                   |                  26 |                     0 |          0.00
      2025 |       74158 | Mário Heringer                      |                  67 |                     0 |          0.00
      2025 |       74159 | Odair Cunha                         |                  12 |                     0 |          0.00
      2025 |       74160 | Patrus Ananias                      |                  39 |                     0 |          0.00
      2025 |       74161 | Reginaldo Lopes                     |                   8 |                     0 |          0.00
      2025 |       74171 | Chico Alencar                       |                  36 |                     0 |          0.00
      2025 |       74253 | Julio Lopes                         |                  22 |                     0 |          0.00
      2025 |       74262 | Carlos Sampaio                      |                   7 |                     0 |          0.00
      2025 |       74270 | Gilberto Nascimento                 |                  16 |                     0 |          0.00
      2025 |       74273 | Jefferson Campos                    |                   6 |                     0 |          0.00
      2025 |       74283 | Vicentinho                          |                  28 |                     0 |          0.00
      2025 |       74299 | Leônidas Cristino                   |                   8 |                     0 |          0.00
      2025 |       74317 | Júlio Cesar                         |                   7 |                     0 |          0.00
      2025 |       74356 | Silas Câmara                        |                 685 |                     0 |          0.00
      2025 |       74363 | MARCIO BITTAR                       |                  18 |                     0 |          0.00
      2025 |       74371 | Rubens Otoni                        |                  14 |                     0 |          0.00
      2025 |       74374 | Geraldo Resende                     |                  50 |                     0 |          0.00
      2025 |       74376 | Vander Loubet                       |                  38 |                     0 |          0.00
      2025 |       74383 | Giacobo                             |                   3 |                     0 |          0.00
      2025 |       74398 | Maria do Rosário                    |                  82 |                     0 |          0.00
      2025 |       74400 | Paulo Pimenta                       |                   9 |                     0 |          0.00
      2025 |       74428 | Mendonça Filho                      |                  18 |                     0 |          0.00
      2025 |       74454 | Eunício Oliveira                    |                   6 |                     0 |          0.00
      2025 |       74460 | MARCELO CASTRO                      |                   1 |                     0 |          0.00
      2025 |       74467 | Damião Feliciano                    |                   6 |                     0 |          0.00
      2025 |       74478 | Luciano Bivar                       |                   2 |                     0 |          0.00
      2025 |       74537 | Claudio Cajado                      |                  34 |                     0 |          0.00
      2025 |       74550 | João Leão                           |                   7 |                     0 |          0.00
      2025 |       74554 | José Rocha                          |                  12 |                     0 |          0.00
      2025 |       74574 | Paulo Magalhães                     |                  14 |                     0 |          0.00
      2025 |       74585 | Lincoln Portela                     |                   3 |                     0 |          0.00
      2025 |       74646 | Aécio Neves                         |                   2 |                     0 |          0.00
      2025 |       74784 | Luiza Erundina                      |                  25 |                     0 |          0.00
      2025 |       74848 | Jandira Feghali                     |                  37 |                     0 |          0.00
      2025 |       74856 | Laura Carneiro                      |                 256 |                     0 |          0.00
      2025 |       74858 | Lindbergh Farias                    |                 241 |                     0 |          0.00
      2025 |       77003 | Sergio Santos Rodrigues             |                   6 |                     0 |          0.00
      2025 |       80815 | Leo Prates                          |                  31 |                     0 |          0.00
      2025 |       81055 | Márcio Jerry                        |                   8 |                     0 |          0.00
      2025 |       88256 | Clodoaldo Magalhães                 |                  24 |                     0 |          0.00
      2025 |       91228 | Waldemar Oliveira                   |                  17 |                     0 |          0.00
      2025 |       92102 | Leur Lomanto Júnior                 |                  16 |                     0 |          0.00
      2025 |       92346 | Eduardo Bolsonaro                   |                   2 |                     0 |          0.00
      2025 |       92699 | Fernando Monteiro                   |                  13 |                     0 |          0.00
      2025 |       92776 | Stefano Aguiar                      |                  14 |                     0 |          0.00
      2025 |       98057 | Lafayette de Andrada                |                  44 |                     0 |          0.00
      2025 |       98148 | Cobalchini                          |                  52 |                     0 |          0.00
      2025 |       98615 | Ismael                              |                  20 |                     0 |          0.00
      2025 |      104552 | Socorro Neri                        |                  27 |                     0 |          0.00
      2025 |      107970 | Ana Paula Leão                      |                   7 |                     0 |          0.00
      2025 |      109429 | Benes Leocádio                      |                  14 |                     0 |          0.00
      2025 |      121948 | Adriano do Baldy                    |                   5 |                     0 |          0.00
      2025 |      122158 | Pedro Paulo                         |                   7 |                     0 |          0.00
      2025 |      122974 | Pedro Lucas Fernandes               |                 145 |                     0 |          0.00
      2025 |      123086 | Átila Lira                          |                  10 |                     0 |          0.00
      2025 |      123756 | Antônia Lúcia                       |                  14 |                     0 |          0.00
      2025 |      133439 | André Figueiredo                    |                  34 |                     0 |          0.00
      2025 |      133810 | Marcelo Moraes                      |                   3 |                     0 |          0.00
      2025 |      133917 | EDUARDO BRAGA                       |                   1 |                     0 |          0.00
      2025 |      136811 | Afonso Hamm                         |                  15 |                     0 |          0.00
      2025 |      137070 | Vicentinho Júnior                   |                  15 |                     0 |          0.00
      2025 |      138286 | Luciano Alves                       |                   6 |                     0 |          0.00
      2025 |      139285 | Lídice da Mata                      |                  43 |                     0 |          0.00
      2025 |       72442 | Felipe Carreras                     |                  16 |                     0 |          0.00
      2025 |      141391 | Arnaldo Jardim                      |                  59 |                     0 |          0.00
      2025 |      141398 | Carlos Zarattini                    |                  21 |                     0 |          0.00
      2025 |      141408 | Cleber Verde                        |                  33 |                     0 |          0.00
      2025 |      141411 | Dagoberto Nogueira                  |                   8 |                     0 |          0.00
      2025 |      141421 | Eduardo da Fonte                    |                  27 |                     0 |          0.00
      2025 |      141431 | Fernando Coelho Filho               |                   4 |                     0 |          0.00
      2025 |      141450 | Hugo Leal                           |                  63 |                     0 |          0.00
      2025 |      141456 | Jilmar Tatto                        |                   9 |                     0 |          0.00
      2025 |      141458 | João Carlos Bacelar                 |                  22 |                     0 |          0.00
      2025 |      141459 | João Maia                           |                   8 |                     0 |          0.00
      2025 |      141464 | José Airton Félix Cirilo            |                  23 |                     0 |          0.00
      2025 |      141470 | José Guimarães                      |                 115 |                     0 |          0.00
      2025 |      141485 | Luiz Carlos Busato                  |                  10 |                     0 |          0.00
      2025 |      141487 | Luiz Fernando Faria                 |                   2 |                     0 |          0.00
      2025 |      141516 | Paulo Abi-Ackel                     |                  13 |                     0 |          0.00
      2025 |      141518 | Paulinho da Força                   |                  14 |                     0 |          0.00
      2025 |      141531 | Rodrigo de Castro                   |                  19 |                     0 |          0.00
      2025 |      141533 | Rodrigo Rollemberg                  |                  19 |                     0 |          0.00
      2025 |      141535 | ROGÉRIO MARINHO                     |                   2 |                     0 |          0.00
      2025 |      141555 | Vinicius Carvalho                   |                 422 |                     0 |          0.00
      2025 |      143084 | Tiago Dimas                         |                   8 |                     0 |          0.00
      2025 |      143632 | Domingos Neto                       |                  34 |                     0 |          0.00
      2025 |      143942 | Caio Vianna                         |                  19 |                     0 |          0.00
      2025 |      150418 | Márcio Marinho                      |                  22 |                     0 |          0.00
      2025 |      151208 | Laercio Oliveira                    |                  13 |                     0 |          0.00
      2025 |      152605 | Glauber Braga                       |                   8 |                     0 |          0.00
      2025 |      153423 | Renilce Nicodemos                   |                  15 |                     0 |          0.00
      2025 |      156190 | Marcel van Hattem                   |                 153 |                     0 |          0.00
      2025 |      157130 | Túlio Gadêlha                       |                  26 |                     0 |          0.00
      2025 |      160161 | Marcelo Queiroz                     |                   2 |                     0 |          0.00
      2025 |      160510 | Luis Tibé                           |                   5 |                     0 |          0.00
      2025 |      160512 | Aureo Ribeiro                       |                  64 |                     0 |          0.00
      2025 |      160517 | Paulo Folletto                      |                   6 |                     0 |          0.00
      2025 |      160518 | Weliton Prado                       |                  11 |                     0 |          0.00
      2025 |      160527 | Aguinaldo Ribeiro                   |                  12 |                     0 |          0.00
      2025 |      160535 | Marcon                              |                  24 |                     0 |          0.00
      2025 |      160538 | Bohn Gass                           |                  61 |                     0 |          0.00
      2025 |      160548 | Jonas Donizette                     |                   9 |                     0 |          0.00
      2025 |      160552 | Danrlei de Deus Hinterholz          |                   2 |                     0 |          0.00
      2025 |      160553 | Antonio Brito                       |                  53 |                     0 |          0.00
      2025 |      160556 | Padre João                          |                  20 |                     0 |          0.00
      2025 |      160558 | Paulo Freire Costa                  |                   8 |                     0 |          0.00
      2025 |      160559 | Alceu Moreira                       |                  25 |                     0 |          0.00
      2025 |      160569 | Waldenor Pereira                    |                  18 |                     0 |          0.00
      2025 |      160575 | Erika Kokay                         |                  96 |                     0 |          0.00
      2025 |      160588 | Diego Andrade                       |                   2 |                     0 |          0.00
      2025 |      160591 | Vinicius Gurgel                     |                   3 |                     0 |          0.00
      2025 |      160592 | Zeca Dirceu                         |                   9 |                     0 |          0.00
      2025 |      160598 | Flávia Morais                       |                  54 |                     0 |          0.00
      2025 |      160599 | Dimas Fabiano                       |                   3 |                     0 |          0.00
      2025 |      160600 | Arthur Oliveira Maia                |                   7 |                     0 |          0.00
      2025 |      160601 | Pr. Marco Feliciano                 |                  92 |                     0 |          0.00
      2025 |      160604 | Pedro Uczai                         |                 222 |                     0 |          0.00
      2025 |      160610 | Valmir Assunção                     |                  12 |                     0 |          0.00
      2025 |      160629 | Romero Rodrigues                    |                  26 |                     0 |          0.00
      2025 |      160632 | Zé Silva                            |                  21 |                     0 |          0.00
      2025 |      160635 | Ruy Carneiro                        |                  13 |                     0 |          0.00
      2025 |      160640 | Eros Biondini                       |                   7 |                     0 |          0.00
      2025 |      160641 | Professora Marcivania               |                  11 |                     0 |          0.00
      2025 |      160642 | Pastor Eurico                       |                  16 |                     0 |          0.00
      2025 |      160649 | ESPERIDIÃO AMIN                     |                   1 |                     0 |          0.00
      2025 |      160665 | Augusto Coutinho                    |                  19 |                     0 |          0.00
      2025 |      160666 | Félix Mendonça Júnior               |                   5 |                     0 |          0.00
      2025 |      160673 | Giovani Cherini                     |                   9 |                     0 |          0.00
      2025 |      160674 | Hugo Motta                          |                   2 |                     0 |          0.00
      2025 |      160758 | Domingos Sávio                      |                  19 |                     0 |          0.00
      2025 |      160976 | Tiririca                            |                   2 |                     0 |          0.00
      2025 |      161440 | Pezenti                             |                  33 |                     0 |          0.00
      2025 |      161550 | Emidinho Madeira                    |                   5 |                     0 |          0.00
      2025 |      162067 | Kiko Celeguim                       |                  23 |                     0 |          0.00
      2025 |      162332 | Luiz Nishimori                      |                  10 |                     0 |          0.00
      2025 |      163321 | Ronaldo Nogueira                    |                  11 |                     0 |          0.00
      2025 |      165470 | Rodrigo Valadares                   |                  78 |                     0 |          0.00
      2025 |      166402 | Magda Mofatto                       |                   3 |                     0 |          0.00
      2025 |      167722 | MARCOS ROGÉRIO                      |                   1 |                     0 |          0.00
      2025 |      171617 | Paulão                              |                  41 |                     0 |          0.00
      2025 |      171623 | Fabio Reis                          |                   1 |                     0 |          0.00
      2025 |      171786 | Miguel Ângelo                       |                   8 |                     0 |          0.00
      2025 |      172711 | PLÍNIO VALÉRIO                      |                   3 |                     0 |          0.00
      2025 |      175765 | Ribamar Silva                       |                  13 |                     0 |          0.00
