Q10 - Alinhamento interno dos partidos
(Qual partido convence mais seus deputados a seguir a orientacao partidaria)

Q10 - Ranking de alinhamento interno - consolidado (2023-2026)
 posicao | sigla_partido |    ideologia     | qtd_deputados | total_votos_com_diretriz | votos_alinhados | votos_contrarios | pct_alinhamento 
---------+---------------+------------------+---------------+--------------------------+-----------------+------------------+-----------------
 PL            | direita          |      204570 | Pastor Gil                          |                      225 |             202 |                     89.78
 PL            | direita          |      178983 | Marcio Alvino                       |                      302 |             271 |                     89.74
 PL            | direita          |      220574 | Cabo Gilberto Silva                 |                      369 |             329 |                     89.16
 PL            | direita          |      220559 | Julia Zanatta                       |                      437 |             389 |                     89.02
 PL            | direita          |      220654 | Delegado Paulo Bilynskyj            |                      382 |             340 |                     89.01
 PL            | direita          |      133810 | Marcelo Moraes                      |                      263 |             234 |                     88.97
 PL            | direita          |      160561 | Missionário José Olimpio            |                       67 |              59 |                     88.06
 PL            | direita          |      204369 | Caroline de Toni                    |                      367 |             323 |                     88.01
 PL            | direita          |      220633 | Ricardo Salles                      |                      190 |             167 |                     87.89
 PL            | direita          |      204525 | Rosana Valle                        |                      303 |             266 |                     87.79
 PL            | direita          |      220568 | Gustavo Gayer                       |                      298 |             261 |                     87.58
 PL            | direita          |      220576 | Alfredo Gaspar                      |                        8 |               7 |                     87.50
 PL            | direita          |      204427 | Fernando Rodolfo                    |                      240 |             209 |                     87.08
 PL            | direita          |      227323 | Luciano Galego                      |                       38 |              33 |                     86.84
 PL            | direita          |      160591 | Vinicius Gurgel                     |                      255 |             221 |                     86.67
 PL            | direita          |      204520 | Junio Amaral                        |                      273 |             234 |                     85.71
 PL            | direita          |      204367 | Daniel Freitas                      |                      298 |             255 |                     85.57
 PL            | direita          |      128760 | Paulo Marinho Jr                    |                       87 |              74 |                     85.06
 PL            | direita          |      220620 | Rosângela Reis                      |                      347 |             294 |                     84.73
 PL            | direita          |      204479 | Nicoletti                           |                       43 |              36 |                     83.72
 PL            | direita          |      213762 | Carla Dickson                       |                        6 |               5 |                     83.33
 PL            | direita          |      220661 | Matheus Noronha                     |                      254 |             211 |                     83.07
 PL            | direita          |      204526 | Luiz Philippe de Orleans e Bragança |                      299 |             248 |                     82.94
 PL            | direita          |      204517 | Zé Vitor                            |                      146 |             119 |                     81.51
 PL            | direita          |      204504 | Cezinha de Madureira                |                       27 |              22 |                     81.48
 PL            | direita          |      220660 | Yury do Paredão                     |                       65 |              52 |                     80.00
 PL            | direita          |      220571 | Daniel Agrobom                      |                      327 |             252 |                     77.06
 PL            | direita          |      220638 | Antonio Carlos Rodrigues            |                      313 |             239 |                     76.36
 PL            | direita          |      204387 | Sargento Fahur                      |                       47 |              35 |                     74.47
 PL            | direita          |      220631 | Samuel Viana                        |                      180 |             134 |                     74.44
 PL            | direita          |      220616 | Luciano Vieira                      |                      210 |             152 |                     72.38
 PL            | direita          |      220624 | Robinson Faria                      |                      314 |             227 |                     72.29
 PL            | direita          |      204563 | Josimar Maranhãozinho               |                      133 |              95 |                     71.43
 PL            | direita          |      220689 | Detinha                             |                      136 |              97 |                     71.32
 PL            | direita          |      141459 | João Maia                           |                      141 |              95 |                     67.38
 PL            | direita          |       74052 | Bosco Costa                         |                        6 |               4 |                     66.67
 PL            | direita          |      220563 | Icaro de Valmir                     |                      283 |             185 |                     65.37
 PL            | direita          |      204550 | Júnior Mano                         |                      122 |              73 |                     59.84
 PL            | direita          |      204574 | Junior Lourenço                     |                      167 |              93 |                     55.69
 PL            | direita          |      160976 | Tiririca                            |                      189 |             103 |                     54.50
 PL            | direita          |      227324 | Henrique Júnior                     |                       34 |              18 |                     52.94
 PL            | direita          |      141458 | João Carlos Bacelar                 |                      201 |              96 |                     47.76
 PODE          | centro           |      220635 | Bruno Ganem                         |                        1 |               1 |                    100.00
 PODE          | centro           |      220528 | Dr. Victor Linhalis                 |                       38 |              35 |                     92.11
 PODE          | centro           |      220529 | Gilson Daniel                       |                       22 |              20 |                     90.91
 PODE          | centro           |      220550 | Mauricio Marcon                     |                       13 |              10 |                     76.92
 PODE          | centro           |      220705 | Deltan Dallagnol                    |                        6 |               2 |                     33.33
 PP            | direita          |      121948 | Adriano do Baldy                    |                        9 |               9 |                    100.00
 PP            | direita          |      136811 | Afonso Hamm                         |                        4 |               4 |                    100.00
 PP            | direita          |      204549 | AJ Albuquerque                      |                        7 |               7 |                    100.00
 PP            | direita          |      226708 | Allan Garcês                        |                        3 |               3 |                    100.00
 PP            | direita          |      178882 | André Fufuca                        |                        2 |               2 |                    100.00
 PP            | direita          |      220612 | Bebeto                              |                        7 |               7 |                    100.00
 PP            | direita          |      220665 | Clarissa Tércio                     |                       11 |              11 |                    100.00
 PP            | direita          |       74537 | Claudio Cajado                      |                       10 |              10 |                    100.00
 PP            | direita          |      222142 | Coronel Telhada                     |                        6 |               6 |                    100.00
 PP            | direita          |      220582 | Daniel Barbosa                      |                        4 |               4 |                    100.00
 PP            | direita          |      204355 | Da Vitoria                          |                       14 |              14 |                    100.00
 PP            | direita          |      220649 | Delegado da Cunha                   |                        5 |               5 |                    100.00
 PP            | direita          |       73768 | Dilceu Sperafico                    |                       11 |              11 |                    100.00
 PP            | direita          |      204351 | Dr. Luiz Ovando                     |                       10 |              10 |                    100.00
 PP            | direita          |      141421 | Eduardo da Fonte                    |                        5 |               5 |                    100.00
 PP            | direita          |       92699 | Fernando Monteiro                   |                        7 |               7 |                    100.00
 PP            | direita          |       74253 | Julio Lopes                         |                        6 |               6 |                    100.00
 PP            | direita          |      204448 | Luiz Antônio Corrêa                 |                        7 |               7 |                    100.00
 PP            | direita          |      220669 | Lula da Fonte                       |                        7 |               7 |                    100.00
 PP            | direita          |      160161 | Marcelo Queiroz                     |                       10 |              10 |                    100.00
 PP            | direita          |      219585 | Marco Brasil                        |                       10 |              10 |                    100.00
 PP            | direita          |      178843 | Marx Beltrão                        |                        7 |               7 |                    100.00
 PP            | direita          |      220647 | Mauricio Neves                      |                        2 |               2 |                    100.00
 PP            | direita          |      220630 | Pedro Aihara                        |                        3 |               3 |                    100.00
 PP            | direita          |      235776 | Sérgio Turra                        |                        4 |               4 |                    100.00
 PP            | direita          |      204360 | Silvia Cristina                     |                        3 |               3 |                    100.00
 PP            | direita          |      104552 | Socorro Neri                        |                       11 |              11 |                    100.00
 PP            | direita          |      220560 | Thiago de Joaldo                    |                        9 |               9 |                    100.00
 PP            | direita          |      137070 | Vicentinho Júnior                   |                        6 |               6 |                    100.00
