Q11 complemento - nuvem de palavras completa por partido
 ano_dados | sigla_partido |                      token                       | frequencia 
      2023 | UNIAO         | senado                                           |        776
      2023 | UNIAO         | desenvolvimento                                  |        730
      2023 | UNIAO         | parecer                                          |        715
      2023 | UNIAO         | âmbito                                           |        714
      2023 | UNIAO         | inclusão                                         |        708
      2023 | UNIAO         | segurança                                        |        704
      2023 | UNIAO         | apoio                                            |        702
      2023 | UNIAO         | perante                                          |        698
      2023 | UNIAO         | dep                                              |        684
      2023 | UNIAO         | encaminha                                        |        659
      2023 | UNIAO         | urgência                                         |        652
      2023 | UNIAO         | plenário                                         |        643
      2023 | UNIAO         | educação                                         |        640
      2023 | UNIAO         | instalação                                       |        638
      2023 | UNIAO         | revisão                                          |        622
      2023 | UNIAO         | regimentais                                      |        621
      2023 | UNIAO         | anos                                             |        618
      2023 | UNIAO         | processado                                       |        601
      2023 | UNIAO         | dezembro                                         |        592
      2023 | UNIAO         | sistema                                          |        591
      2023 | UNIAO         | pdl                                              |        577
      2023 | UNIAO         | apreciação                                       |        575
      2023 | UNIAO         | legislatura                                      |        568
      2023 | UNIAO         | inquérito                                        |        566
      2023 | UNIAO         | relator                                          |        557
      2023 | UNIAO         | contra                                           |        540
      2023 | UNIAO         | aprovação                                        |        538
      2023 | UNIAO         | código                                           |        524
      2023 | UNIAO         | interno                                          |        524
      2023 | UNIAO         | regimento                                        |        521
      2023 | UNIAO         | regime                                           |        518
      2023 | UNIAO         | 57ª                                              |        514
      2023 | UNIAO         | institui                                         |        500
      2023 | UNIAO         | programa                                         |        491
      2023 | UNIAO         | penal                                            |        485
      2023 | UNIAO         | pelo                                             |        477
      2023 | UNIAO         | 1988                                             |        472
      2023 | UNIAO         | institucional                                    |        469
      2023 | UNIAO         | outras                                           |        466
      2023 | UNIAO         | matéria                                          |        453
      2023 | UNIAO         | solicita                                         |        452
      2023 | UNIAO         | informações                                      |        452
      2023 | UNIAO         | direitos                                         |        445
      2023 | UNIAO         | civil                                            |        445
      2023 | UNIAO         | providências                                     |        442
      2023 | UNIAO         | energia                                          |        441
      2023 | UNIAO         | município                                        |        435
      2023 | UNIAO         | diretrizes                                       |        427
      2023 | UNIAO         | pauta                                            |        427
      2023 | UNIAO         | contribuição                                     |        425
      2023 | UNIAO         | serviços                                         |        421
      2023 | UNIAO         | redação                                          |        421
      2023 | UNIAO         | combate                                          |        418
      2023 | UNIAO         | convocação                                       |        417
      2023 | UNIAO         | ministro                                         |        414
      2023 | UNIAO         | crime                                            |        402
      2023 | UNIAO         | como                                             |        399
      2023 | UNIAO         | comemoração                                      |        391
      2023 | UNIAO         | 10112005                                         |        390
      2023 | UNIAO         | recursos                                         |        387
      2023 | UNIAO         | único                                            |        381
      2023 | UNIAO         | pessoa                                           |        373
      2023 | UNIAO         | dispor                                           |        352
      2023 | UNIAO         | público                                          |        351
      2023 | UNIAO         | polícia                                          |        349
      2023 | UNIAO         | ser                                              |        345
      2023 | UNIAO         | grupo                                            |        344
      2023 | UNIAO         | reinstalação                                     |        342
      2023 | UNIAO         | mulher                                           |        342
      2023 | UNIAO         | união                                            |        340
      2023 | UNIAO         | pessoas                                          |        337
      2023 | UNIAO         | violência                                        |        337
      2023 | UNIAO         | finalidade                                       |        336
      2023 | UNIAO         | instituição                                      |        336
      2023 | UNIAO         | emenda                                           |        336
      2023 | UNIAO         | deficiência                                      |        330
      2023 | UNIAO         | requeiro                                         |        328
      2023 | UNIAO         | país                                             |        316
      2023 | UNIAO         | julho                                            |        316
      2023 | UNIAO         | nova                                             |        308
      2023 | UNIAO         | brasileiro                                       |        306
      2023 | UNIAO         | congresso                                        |        306
      2023 | UNIAO         | retirada                                         |        305
      2023 | UNIAO         | ações                                            |        304
      2023 | UNIAO         | vossa                                            |        302
      2023 | UNIAO         | excelência                                       |        302
      2023 | UNIAO         | inciso                                           |        301
      2023 | UNIAO         | tributária                                       |        301
      2023 | UNIAO         | artigo                                           |        301
      2023 | UNIAO         | amazonas                                         |        298
      2023 | UNIAO         | prol                                             |        293
      2023 | UNIAO         | investigação                                     |        286
      2023 | UNIAO         | cpi                                              |        286
      2023 | UNIAO         | ordem                                            |        284
      2023 | UNIAO         | novembro                                         |        283
      2023 | UNIAO         | públicos                                         |        282
      2023 | UNIAO         | substitutivo                                     |        282
      2023 | UNIAO         | proteção                                         |        280
      2023 | UNIAO         | ministério                                       |        280
      2023 | UNIAO         | sustentável                                      |        280
      2023 | UNIAO         | prevenção                                        |        276
      2023 | UNIAO         | decreto                                          |        275
      2023 | UNIAO         | técnica                                          |        274
      2023 | UNIAO         | investigar                                       |        273
      2023 | UNIAO         | legislativa                                      |        273
      2023 | UNIAO         | justiça                                          |        268
      2023 | UNIAO         | req                                              |        266
      2023 | UNIAO         | ensino                                           |        265
      2023 | UNIAO         | acerca                                           |        265
      2023 | UNIAO         | fundo                                            |        265
      2023 | UNIAO         | acrescenta                                       |        261
      2023 | UNIAO         | votação                                          |        261
      2023 | UNIAO         | municípios                                       |        256
      2023 | UNIAO         | 155                                              |        255
      2023 | UNIAO         | brasileira                                       |        253
      2023 | UNIAO         | rural                                            |        248
      2023 | UNIAO         | aumento                                          |        247
      2023 | UNIAO         | luta                                             |        246
      2023 | UNIAO         | janeiro                                          |        245
      2023 | UNIAO         | transporte                                       |        243
      2023 | UNIAO         | serviço                                          |        240
      2023 | UNIAO         | doenças                                          |        240
      2023 | UNIAO         | fortalecimento                                   |        237
      2023 | UNIAO         | especial                                         |        236
      2023 | UNIAO         | mundial                                          |        234
      2023 | UNIAO         | crianças                                         |        232
      2023 | UNIAO         | rio                                              |        230
      2023 | UNIAO         | audiência                                        |        230
      2023 | UNIAO         | aniversário                                      |        230
      2023 | UNIAO         | constitucionalidade                              |        227
      2023 | UNIAO         | estatuto                                         |        219
      2023 | UNIAO         | casa                                             |        219
      2023 | UNIAO         | processo                                         |        218
      2023 | UNIAO         | deste                                            |        217
      2023 | UNIAO         | meio                                             |        217
      2023 | UNIAO         | fiscal                                           |        216
      2023 | UNIAO         | juridicidade                                     |        215
      2023 | UNIAO         | destinada                                        |        213
      2023 | UNIAO         | sul                                              |        213
      2023 | UNIAO         | outubro                                          |        212
      2023 | UNIAO         | competência                                      |        210
      2023 | UNIAO         | decretolei                                       |        209
      2023 | UNIAO         | política                                         |        209
      2023 | UNIAO         | crédito                                          |        208
      2023 | UNIAO         | empreendedorismo                                 |        207
      2023 | UNIAO         | deputado                                         |        206
      2023 | UNIAO         | internacional                                    |        206
      2023 | UNIAO         | estados                                          |        205
      2023 | UNIAO         | previdência                                      |        205
      2023 | UNIAO         | maio                                             |        204
      2023 | UNIAO         | adolescentes                                     |        203
      2023 | UNIAO         | setembro                                         |        203
      2023 | UNIAO         | legal                                            |        202
      2023 | UNIAO         | imediata                                         |        201
      2023 | UNIAO         | plano                                            |        201
      2023 | UNIAO         | uniãosp                                          |        199
      2023 | UNIAO         | uso                                              |        199
      2023 | UNIAO         | transtorno                                       |        198
      2023 | UNIAO         | inovação                                         |        196
      2023 | UNIAO         | requeremos                                       |        195
      2023 | UNIAO         | atendimento                                      |        193
      2023 | UNIAO         | gestão                                           |        192
      2023 | UNIAO         | policial                                         |        191
      2023 | UNIAO         | elétrica                                         |        190
      2023 | UNIAO         | administração                                    |        190
      2023 | UNIAO         | poder                                            |        189
      2023 | UNIAO         | financeira                                       |        189
      2023 | UNIAO         | 2005                                             |        188
      2023 | UNIAO         | distrito                                         |        187
      2023 | UNIAO         | criança                                          |        187
      2023 | UNIAO         | mpv                                              |        185
      2023 | UNIAO         | indústria                                        |        185
      2023 | UNIAO         | empresa                                          |        185
      2023 | UNIAO         | profissional                                     |        185
      2023 | UNIAO         | tecnologia                                       |        185
      2023 | UNIAO         | suas                                             |        185
      2023 | UNIAO         | amazônia                                         |        184
      2023 | UNIAO         | concessão                                        |        182
      2023 | UNIAO         | tribunal                                         |        181
      2023 | UNIAO         | conselho                                         |        181
      2023 | UNIAO         | envio                                            |        180
      2023 | UNIAO         | estabelecer                                      |        180
      2023 | UNIAO         | autorização                                      |        177
      2023 | UNIAO         | agosto                                           |        175
      2023 | UNIAO         | autista                                          |        174
      2023 | UNIAO         | 2022                                             |        173
      2023 | UNIAO         | desta                                            |        173
      2023 | UNIAO         | adolescente                                      |        172
      2023 | UNIAO         | critério                                         |        172
      2023 | UNIAO         | resolução                                        |        172
      2023 | UNIAO         | sus                                              |        170
      2023 | UNIAO         | inversão                                         |        170
      2023 | UNIAO         | espectro                                         |        168
      2023 | UNIAO         | crimes                                           |        167
      2023 | UNIAO         | tramitação                                       |        167
      2023 | UNIAO         | federais                                         |        167
      2023 | UNIAO         | setor                                            |        166
      2023 | UNIAO         | coautoria                                        |        165
      2023 | UNIAO         | públicas                                         |        165
      2023 | UNIAO         | obrigatoriedade                                  |        163
      2023 | UNIAO         | república                                        |        163
      2023 | UNIAO         | trabalho                                         |        162
      2023 | UNIAO         | susta                                            |        162
      2023 | UNIAO         | construção                                       |        162
      2023 | UNIAO         | imunidade                                        |        162
      2023 | UNIAO         | animais                                          |        161
      2023 | UNIAO         | militar                                          |        161
      2023 | UNIAO         | sugere                                           |        160
      2023 | UNIAO         | assistência                                      |        160
      2023 | UNIAO         | valorização                                      |        159
      2023 | UNIAO         | comemorar                                        |        159
      2023 | UNIAO         | 1940                                             |        158
      2023 | UNIAO         | abril                                            |        158
      2023 | UNIAO         | organização                                      |        158
      2023 | UNIAO         | celebrado                                        |        157
      2023 | UNIAO         | trabalhadores                                    |        156
      2023 | UNIAO         | enfrentamento                                    |        155
      2023 | UNIAO         | transparência                                    |        155
      2023 | UNIAO         | realizada                                        |        155
      2023 | UNIAO         | escolar                                          |        154
      2023 | UNIAO         | pena                                             |        154
      2023 | UNIAO         | sem                                              |        153
      2023 | UNIAO         | sua                                              |        153
      2023 | UNIAO         | participação                                     |        151
      2023 | UNIAO         | seja                                             |        151
      2023 | UNIAO         | seu                                              |        151
      2023 | UNIAO         | sob                                              |        150
      2023 | UNIAO         | direito                                          |        150
      2023 | UNIAO         | raras                                            |        149
      2023 | UNIAO         | geral                                            |        149
      2023 | UNIAO         | sanção                                           |        149
      2023 | UNIAO         | presidente                                       |        148
      2023 | UNIAO         | 1990                                             |        147
      2023 | UNIAO         | disposto                                         |        146
      2023 | UNIAO         | proibição                                        |        146
      2023 | UNIAO         | benefício                                        |        145
      2023 | UNIAO         | servidores                                       |        144
      2023 | UNIAO         | operação                                         |        144
      2023 | UNIAO         | execução                                         |        144
      2023 | UNIAO         | objetivo                                         |        143
      2023 | UNIAO         | futebol                                          |        142
      2023 | UNIAO         | norte                                            |        141
      2023 | UNIAO         | cultura                                          |        141
      2023 | UNIAO         | fevereiro                                        |        140
      2023 | UNIAO         | reforma                                          |        139
      2023 | UNIAO         | tem                                              |        139
      2023 | UNIAO         | exercício                                        |        138
      2023 | UNIAO         | cidadania                                        |        137
      2023 | UNIAO         | infraestrutura                                   |        137
      2023 | UNIAO         | criar                                            |        136
      2023 | UNIAO         | conscientização                                  |        136
      2023 | UNIAO         | acesso                                           |        136
      2023 | UNIAO         | legislação                                       |        135
      2023 | UNIAO         | exploração                                       |        135
      2023 | UNIAO         | crescimento                                      |        134
      2023 | UNIAO         | final                                            |        134
      2023 | UNIAO         | municipal                                        |        134
      2023 | UNIAO         | arts                                             |        134
      2023 | UNIAO         | utilização                                       |        133
      2023 | UNIAO         | relatora                                         |        133
      2023 | UNIAO         | escolas                                          |        133
      2023 | UNIAO         | trânsito                                         |        133
      2023 | UNIAO         | sexual                                           |        133
      2023 | UNIAO         | supremo                                          |        132
      2023 | UNIAO         | cultural                                         |        132
      2023 | UNIAO         | sustação                                         |        132
      2023 | UNIAO         | membros                                          |        132
      2023 | UNIAO         | responsabilidade                                 |        131
      2023 | UNIAO         | garantia                                         |        131
      2023 | UNIAO         | amizade                                          |        131
      2023 | UNIAO         | promoção                                         |        130
      2023 | UNIAO         | digital                                          |        130
      2023 | UNIAO         | escola                                           |        128
      2023 | UNIAO         | regularização                                    |        128
      2023 | UNIAO         | 2848                                             |        127
      2023 | UNIAO         | emendas                                          |        127
      2023 | UNIAO         | estabelece                                       |        127
      2023 | UNIAO         | ciência                                          |        127
      2023 | UNIAO         | aprimoramento                                    |        127
      2023 | UNIAO         | profissionais                                    |        127
      2023 | UNIAO         | pagamento                                        |        126
      2023 | UNIAO         | animal                                           |        125
      2023 | UNIAO         | ente                                             |        125
      2023 | UNIAO         | são                                              |        124
      2023 | UNIAO         | aposentadoria                                    |        123
      2023 | UNIAO         | mais                                             |        123
      2023 | UNIAO         | entidades                                        |        121
      2023 | UNIAO         | prazo                                            |        121
      2023 | UNIAO         | mercado                                          |        121
      2023 | UNIAO         | órgão                                            |        120
      2023 | UNIAO         | não                                              |        120
      2023 | UNIAO         | junho                                            |        119
      2023 | UNIAO         | petróleo                                         |        119
      2023 | UNIAO         | fundiária                                        |        119
      2023 | UNIAO         | atenção                                          |        119
      2023 | UNIAO         | tema                                             |        118
      2023 | UNIAO         | aquisição                                        |        118
      2023 | UNIAO         | condições                                        |        118
      2023 | UNIAO         | nominalrequerimento                              |        118
      2023 | UNIAO         | municipais                                       |        118
      2023 | UNIAO         | ação                                             |        118
      2023 | UNIAO         | financeiras                                      |        117
      2023 | UNIAO         | março                                            |        117
      2023 | UNIAO         | homenagear                                       |        116
      2023 | UNIAO         | comunica                                         |        115
      2023 | UNIAO         | organizado                                       |        115
      2023 | UNIAO         | relação                                          |        115
      2023 | UNIAO         | comércio                                         |        115
      2023 | UNIAO         | garantir                                         |        115
      2023 | UNIAO         | tratamento                                       |        114
      2023 | UNIAO         | promover                                         |        114
      2023 | UNIAO         | liberdade                                        |        114
      2023 | UNIAO         | folha                                            |        114
      2023 | UNIAO         | debater                                          |        114
      2023 | UNIAO         | doméstica                                        |        114
      2023 | UNIAO         | 1996                                             |        113
      2023 | UNIAO         | apoiamento                                       |        113
      2023 | UNIAO         | federado                                         |        113
      2023 | UNIAO         | entre                                            |        113
      2023 | UNIAO         | data                                             |        113
      2023 | UNIAO         | executivo                                        |        113
      2023 | UNIAO         | pesquisa                                         |        113
      2023 | UNIAO         | transferência                                    |        111
      2023 | UNIAO         | ambiente                                         |        111
      2023 | UNIAO         | instituições                                     |        111
      2023 | UNIAO         | empresas                                         |        111
      2023 | UNIAO         | vítimas                                          |        110
      2023 | UNIAO         | fim                                              |        110
      2023 | UNIAO         | senhor                                           |        110
      2023 | UNIAO         | disposições                                      |        109
      2023 | UNIAO         | médico                                           |        109
      2023 | UNIAO         | forma                                            |        109
      2023 | UNIAO         | guarda                                           |        109
      2023 | UNIAO         | operações                                        |        108
      2023 | UNIAO         | financiamento                                    |        108
      2023 | UNIAO         | economia                                         |        108
      2023 | UNIAO         | indígenas                                        |        107
      2023 | UNIAO         | vítima                                           |        107
      2023 | UNIAO         | agentes                                          |        107
      2023 | UNIAO         | informação                                       |        107
      2023 | UNIAO         | responsável                                      |        106
      2023 | UNIAO         | medidas                                          |        105
      2023 | UNIAO         | atos                                             |        105
      2023 | UNIAO         | vida                                             |        104
      2023 | UNIAO         | consumidor                                       |        104
      2023 | UNIAO         | banco                                            |        104
      2023 | UNIAO         | agricultura                                      |        104
      2023 | UNIAO         | decisão                                          |        104
      2023 | UNIAO         | parágrafo                                        |        104
      2023 | UNIAO         | maria                                            |        103
      2023 | UNIAO         | moção                                            |        103
      2023 | UNIAO         | econômico                                        |        103
      2023 | UNIAO         | tráfico                                          |        102
      2023 | UNIAO         | imposto                                          |        102
      2023 | UNIAO         | todos                                            |        102
      2023 | UNIAO         | constitucional                                   |        102
      2023 | UNIAO         | familiar                                         |        102
      2023 | UNIAO         | situação                                         |        102
      2023 | UNIAO         | movimento                                        |        101
      2023 | UNIAO         | sociais                                          |        101
      2023 | UNIAO         | permanente                                       |        101
      2023 | UNIAO         | constitucionais                                  |        101
      2023 | UNIAO         | celebração                                       |        101
      2023 | UNIAO         | 2012                                             |        100
      2023 | UNIAO         | 2021                                             |        100
      2023 | UNIAO         | atividade                                        |        100
      2023 | UNIAO         | 2015                                             |         99
      2023 | UNIAO         | autoria                                          |         98
      2023 | UNIAO         | trata                                            |         98
      2023 | UNIAO         | contrato                                         |         97
      2023 | UNIAO         | saneamento                                       |         97
      2023 | UNIAO         | minas                                            |         97
      2023 | UNIAO         | cria                                             |         97
      2023 | UNIAO         | propriedade                                      |         97
      2023 | UNIAO         | exclusiva                                        |         96
      2023 | UNIAO         | autismo                                          |         96
      2023 | UNIAO         | associação                                       |         96
      2023 | UNIAO         | fomento                                          |         95
      2023 | UNIAO         | atividades                                       |         95
      2023 | UNIAO         | mulheres                                         |         94
      2023 | UNIAO         | básica                                           |         94
      2023 | UNIAO         | rodovia                                          |         94
      2023 | UNIAO         | celebrar                                         |         94
      2023 | UNIAO         | cujo                                             |         94
      2023 | UNIAO         | prestação                                        |         94
      2023 | UNIAO         | patrimônio                                       |         93
      2023 | UNIAO         | marangoni                                        |         93
      2023 | UNIAO         | leite                                            |         92
      2023 | UNIAO         | doação                                           |         91
      2023 | UNIAO         | relações                                         |         91
      2023 | UNIAO         | ofício                                           |         91
      2023 | UNIAO         | minha                                            |         91
      2023 | UNIAO         | aplicação                                        |         91
      2023 | UNIAO         | ambiental                                        |         91
      2023 | UNIAO         | complementar                                     |         91
      2023 | UNIAO         | 1997                                             |         90
      2023 | UNIAO         | orçamentária                                     |         90
      2023 | UNIAO         | secretaria                                       |         89
      2023 | UNIAO         | dispositivos                                     |         89
      2023 | UNIAO         | fundação                                         |         89
      2023 | UNIAO         | igreja                                           |         89
      2023 | UNIAO         | legislativo                                      |         89
      2023 | UNIAO         | tempo                                            |         89
      2023 | UNIAO         | grande                                           |         88
      2023 | UNIAO         | estabilidade                                     |         88
      2023 | UNIAO         | mês                                              |         88
      2023 | UNIAO         | natureza                                         |         88
      2023 | UNIAO         | subcomissão                                      |         88
      2023 | UNIAO         | receita                                          |         88
      2023 | UNIAO         | socioeconômico                                   |         87
      2023 | UNIAO         | sociedade                                        |         87
      2023 | UNIAO         | endometriose                                     |         87
      2023 | UNIAO         | privada                                          |         87
      2023 | UNIAO         | autorizar                                        |         86
      2023 | UNIAO         | urbano                                           |         86
      2023 | UNIAO         | distribuição                                     |         86
      2023 | UNIAO         | rejeição                                         |         86
      2023 | UNIAO         | resultados                                       |         86
      2023 | UNIAO         | projetos                                         |         86
      2023 | UNIAO         | capital                                          |         86
      2023 | UNIAO         | viii                                             |         86
      2023 | UNIAO         | adequadas                                        |         85
      2023 | UNIAO         | estrangeiro                                      |         85
      2023 | UNIAO         | zero                                             |         85
      2023 | UNIAO         | armas                                            |         85
      2023 | UNIAO         | produção                                         |         85
      2023 | UNIAO         | macroeconômica                                   |         85
      2023 | UNIAO         | rede                                             |         85
      2023 | UNIAO         | custeio                                          |         84
      2023 | UNIAO         | fortalecer                                       |         84
      2023 | UNIAO         | incluir                                          |         84
      2023 | UNIAO         | manipulação                                      |         84
      2023 | UNIAO         | 126                                              |         84
      2023 | UNIAO         | administrativo                                   |         84
      2023 | UNIAO         | crack                                            |         84
      2023 | UNIAO         | drogas                                           |         83
      2023 | UNIAO         | juventude                                        |         83
      2023 | UNIAO         | diabetes                                         |         83
      2023 | UNIAO         | renda                                            |         83
      2023 | UNIAO         | oficial                                          |         83
      2023 | UNIAO         | previdenciária                                   |         82
      2023 | UNIAO         | seus                                             |         82
      2023 | UNIAO         | infantil                                         |         82
      2023 | UNIAO         | discutir                                         |         81
      2023 | UNIAO         | valor                                            |         81
      2023 | UNIAO         | rondônia                                         |         81
      2023 | UNIAO         | objeto                                           |         81
      2023 | UNIAO         | portos                                           |         81
      2023 | UNIAO         | leis                                             |         81
      2023 | UNIAO         | duplicação                                       |         80
      2023 | UNIAO         | cidade                                           |         80
      2023 | UNIAO         | tiro                                             |         80
      2023 | UNIAO         | nacionais                                        |         80
      2023 | UNIAO         | mérito                                           |         80
      2023 | UNIAO         | felipe                                           |         79
      2023 | UNIAO         | órgãos                                           |         79
      2023 | UNIAO         | integração                                       |         78
      2023 | UNIAO         | aprendiz                                         |         78
      2023 | UNIAO         | movimentação                                     |         78
      2023 | UNIAO         | ligação                                          |         78
      2023 | UNIAO         | todo                                             |         78
      2023 | UNIAO         | causa                                            |         77
      2023 | UNIAO         | fogo                                             |         77
      2023 | UNIAO         | adesão                                           |         77
      2023 | UNIAO         | campanha                                         |         76
      2023 | UNIAO         | prática                                          |         76
      2023 | UNIAO         | conforme                                         |         76
      2023 | UNIAO         | financeiro                                       |         76
      2023 | UNIAO         | condição                                         |         76
      2023 | UNIAO         | uniãopr                                          |         76
      2023 | UNIAO         | visa                                             |         76
      2023 | UNIAO         | população                                        |         75
      2023 | UNIAO         | sangue                                           |         75
      2023 | UNIAO         | equipamentos                                     |         75
      2023 | UNIAO         | instituto                                        |         75
      2023 | UNIAO         | homicídio                                        |         75
      2023 | UNIAO         | desoneração                                      |         74
      2023 | UNIAO         | patronal                                         |         74
      2023 | UNIAO         | bndes                                            |         74
      2023 | UNIAO         | tributação                                       |         74
      2023 | UNIAO         | abuso                                            |         74
      2023 | UNIAO         | manutenção                                       |         74
      2023 | UNIAO         | mensagem                                         |         74
      2023 | UNIAO         | superior                                         |         74
      2023 | UNIAO         | mst                                              |         74
      2023 | UNIAO         | extinção                                         |         74
      2023 | UNIAO         | medida                                           |         74
      2023 | UNIAO         | família                                          |         73
      2023 | UNIAO         | bases                                            |         73
      2023 | UNIAO         | desastres                                        |         73
      2023 | UNIAO         | área                                             |         73
      2023 | UNIAO         | organizações                                     |         73
