"deputy_id","name","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"160640","Eros Biondini","PL",403,20,27,375,0.8566591143608093,0.943030303030303,-0.42754891514778137,-0.16345185041427612,0,0,0
"160641","Professora Marcivania","PCDOB",148,3,10,121,0.8834287524223328,0.9539007092198581,0.7727549076080322,-0.300833135843277,0,0,0
"160642","Pastor Eurico","PL",397,18,28,373,0.8429657816886902,0.9436274509803921,-0.41868865489959717,-0.24166466295719147,0,0,0
"160665","Augusto Coutinho","REPUBLICANOS",509,33,11,326,0.8538222312927246,0.949943117178612,0.3944050669670105,0.5940408706665039,0,0,0
"160666","Félix Mendonça Júnior","PDT",500,38,36,322,0.7987968921661377,0.9174107142857143,0.47639328241348267,0.034190014004707336,0,0,0
"160673","Giovani Cherini","PL",395,24,33,372,0.8476143479347229,0.9308252427184466,-0.47113120555877686,-0.12622490525245667,0,0,0
"160674","Hugo Motta","REPUBLICANOS",192,3,3,110,0.9359780550003052,0.9805194805194806,0.32892894744873047,0.9443547129631042,0,0,0
"160758","Domingos Sávio","PL",416,13,35,340,0.8428860902786255,0.9402985074626866,-0.3311487138271332,-0.00924783106893301,0,0,0
"160976","Tiririca","PSD",418,40,41,267,0.736751139163971,0.8942558746736292,0.40406718850135803,0.020372334867715836,0,0,0
"161440","Pezenti","MDB",436,33,30,420,0.8447178602218628,0.9314472252448314,-0.5638957023620605,-0.12125041335821152,0,0,0
"161550","Emidinho Madeira","PL",334,9,25,258,0.8580487966537476,0.9456869009584664,-0.3431715667247772,-0.16533058881759644,0,0,0
"162067","Kiko Celeguim","PT",470,8,13,353,0.9222302436828613,0.9751184834123223,0.873721182346344,0.05713452026247978,0,0,0
