"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"2627196";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2627196";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Mecias de Jesus";"REPUBLIC";"";"RR";"1";"1"
"2627189";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2627189";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Giordano";"PODEMOS";"";"SP";"1";"1"
"2627188";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2627188";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador  Sérgio Petecão";"PSD";"";"AC";"1";"1"
"2627181";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2627181";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Alessandro Vieira";"MDB";"";"SE";"1";"1"
"2625610";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625610";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Wellington Fagundes";"PL";"";"MT";"1";"1"
"2625608";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2625608";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Jorge Kajuru";"PSD";"";"GO";"1";"1"
"2617274";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617274";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senadora Ana Paula Lobato";"PSB";"";"MA";"1";"1"
"2617273";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617273";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Rogério Carvalho";"PT";"";"SE";"1";"1"
"2617272";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617272";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Carlos Viana";"PSD";"";"MG";"1";"1"
"2617271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617271";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Esperidião Amin";"PL";"";"SC";"1";"1"
"2617270";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617270";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Jorge Seif";"PL";"";"SC";"1";"1"
"2616499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616499";"220656";"https://dadosabertos.camara.leg.br/api/v2/deputados/220656";"10000";"Deputado(a)";"Fernanda Pessoa";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"CE";"1";"1"
"2611082";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611082";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Astronauta Marcos Pontes";"PL";"";"SP";"1";"1"
"2607091";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607091";"220659";"https://dadosabertos.camara.leg.br/api/v2/deputados/220659";"10000";"Deputado(a)";"Dayany Bittencourt";"";"";"";"1";"1"
"2601540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601540";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Jader Barbalho";"MDB";"";"PA";"1";"1"
"2599332";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2599332";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Comissão de Relações Exteriores e Defesa Nacional";"";"";"";"1";"1"
"2598978";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598978";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Eduardo Girão";"NOVO";"";"CE";"1";"1"
"2598977";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598977";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Jorge Seif";"PL";"";"SC";"1";"1"
"2598974";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2598974";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Jorge Seif";"PL";"";"SC";"1";"1"
"2596633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596633";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Sérgio Petecão";"PSD";"";"AC";"1";"1"
"2596615";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2596615";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Tereza Cristina";"PP";"";"MS";"1";"1"
"2593642";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593642";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2589804";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589804";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2589671";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589671";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Flávio Dino";"PSB";"";"MA";"1";"1"
"2589662";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589662";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Sérgio Petecão";"PSD";"";"AC";"1";"1"
"2589656";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2589656";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Veneziano Vital do Rêgo";"MDB";"";"PB";"1";"1"
"2582861";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582861";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2581911";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581911";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Zequinha Marinho";"Podemos";"";"PA";"1";"1"
"2576213";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576213";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Mecias de Jesus";"REPUBLIC";"";"RR";"1";"1"
"2576084";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576084";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Zequinha Marinho";"PODEMOS";"";"PA";"1";"1"
"2576061";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576061";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Comissão de Segurança Pública";"";"";"";"1";"1"
"2572279";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572279";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Chico Rodrigues";"PSB";"";"RR";"1";"1"
"2572251";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572251";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Mara Gabrilli";"PSD";"";"SP";"1";"1"
"2572246";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572246";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Weverton";"PDT";"";"MA";"1";"1"
"2572183";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572183";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2567368";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567368";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Rogério Carvalho";"PT";"";"SE";"1";"1"
"2567352";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567352";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Ana Paula Lobato";"PDT";"";"MA";"1";"1"
"2562188";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2562188";"220609";"https://dadosabertos.camara.leg.br/api/v2/deputados/220609";"10000";"Deputado(a)";"Maurício Carvalho";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RO";"1";"1"
