"idVotacao";"uriVotacao";"dataHoraVoto";"voto";"deputado_id";"deputado_uri";"deputado_nome";"deputado_siglaPartido";"deputado_uriPartido";"deputado_siglaUf";"deputado_idLegislatura";"deputado_urlFoto"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:11";"Não";"204495";"https://dadosabertos.camara.leg.br/api/v2/deputados/204495";"Airton Faleiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PA";"57";"https://www.camara.leg.br/internet/deputado/bandep/204495.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:51";"Sim";"73579";"https://dadosabertos.camara.leg.br/api/v2/deputados/73579";"Alberto Fraga";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"DF";"57";"https://www.camara.leg.br/internet/deputado/bandep/73579.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:23";"Sim";"220538";"https://dadosabertos.camara.leg.br/api/v2/deputados/220538";"Albuquerque";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"RR";"57";"https://www.camara.leg.br/internet/deputado/bandep/220538.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:41";"Sim";"160559";"https://dadosabertos.camara.leg.br/api/v2/deputados/160559";"Alceu Moreira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/160559.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:12";"Sim";"204571";"https://dadosabertos.camara.leg.br/api/v2/deputados/204571";"Alex Santana";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/204571.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:34";"Sim";"220542";"https://dadosabertos.camara.leg.br/api/v2/deputados/220542";"Alexandre Guimarães";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"TO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220542.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:21";"Sim";"160545";"https://dadosabertos.camara.leg.br/api/v2/deputados/160545";"Alexandre Leite";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/160545.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:38";"Não";"220554";"https://dadosabertos.camara.leg.br/api/v2/deputados/220554";"Alexandre Lindenmeyer";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/220554.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:52";"Não";"221148";"https://dadosabertos.camara.leg.br/api/v2/deputados/221148";"Alfredinho";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/221148.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:38";"Sim";"220576";"https://dadosabertos.camara.leg.br/api/v2/deputados/220576";"Alfredo Gaspar";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"AL";"57";"https://www.camara.leg.br/internet/deputado/bandep/220576.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:03";"Não";"74057";"https://dadosabertos.camara.leg.br/api/v2/deputados/74057";"Alice Portugal";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/74057.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:53";"Não";"178927";"https://dadosabertos.camara.leg.br/api/v2/deputados/178927";"Aliel Machado";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"PR";"57";"https://www.camara.leg.br/internet/deputado/bandep/178927.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:36";"Não";"220707";"https://dadosabertos.camara.leg.br/api/v2/deputados/220707";"Amanda Gentil";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"MA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220707.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:21";"Sim";"204356";"https://dadosabertos.camara.leg.br/api/v2/deputados/204356";"Amaro Neto";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"ES";"57";"https://www.camara.leg.br/internet/deputado/bandep/204356.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:36";"Sim";"220715";"https://dadosabertos.camara.leg.br/api/v2/deputados/220715";"Amom Mandel";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"AM";"57";"https://www.camara.leg.br/internet/deputado/bandep/220715.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:49";"Não";"107970";"https://dadosabertos.camara.leg.br/api/v2/deputados/107970";"Ana Paula Leão";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/107970.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:43";"Não";"220632";"https://dadosabertos.camara.leg.br/api/v2/deputados/220632";"Ana Pimentel";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/220632.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:47";"Não";"133439";"https://dadosabertos.camara.leg.br/api/v2/deputados/133439";"André Figueiredo";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE";"57";"https://www.camara.leg.br/internet/deputado/bandep/133439.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:01";"Não";"204515";"https://dadosabertos.camara.leg.br/api/v2/deputados/204515";"André Janones";"AVANTE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/204515.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:55";"Sim";"220676";"https://dadosabertos.camara.leg.br/api/v2/deputados/220676";"Andreia Siqueira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"PA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220676.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:30";"Sim";"220544";"https://dadosabertos.camara.leg.br/api/v2/deputados/220544";"Antonio Andrade";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"TO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220544.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:48";"Sim";"220638";"https://dadosabertos.camara.leg.br/api/v2/deputados/220638";"Antonio Carlos Rodrigues";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/220638.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:02";"Sim";"220675";"https://dadosabertos.camara.leg.br/api/v2/deputados/220675";"Antônio Doido";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"PA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220675.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:45";"Sim";"220549";"https://dadosabertos.camara.leg.br/api/v2/deputados/220549";"Any Ortiz";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/220549.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:33";"Não";"73433";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"Arlindo Chinaglia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/73433.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:05";"Artigo 17";"160541";"https://dadosabertos.camara.leg.br/api/v2/deputados/160541";"Arthur Lira";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"AL";"57";"https://www.camara.leg.br/internet/deputado/bandep/160541.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:28";"Sim";"160600";"https://dadosabertos.camara.leg.br/api/v2/deputados/160600";"Arthur Oliveira Maia";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/160600.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:55";"Não";"74090";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"Átila Lins";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"AM";"57";"https://www.camara.leg.br/internet/deputado/bandep/74090.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:09";"Sim";"123086";"https://dadosabertos.camara.leg.br/api/v2/deputados/123086";"Átila Lira";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PI";"57";"https://www.camara.leg.br/internet/deputado/bandep/123086.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:45";"Sim";"160665";"https://dadosabertos.camara.leg.br/api/v2/deputados/160665";"Augusto Coutinho";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/160665.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:57";"Sim";"220577";"https://dadosabertos.camara.leg.br/api/v2/deputados/220577";"Augusto Puppio";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"AP";"57";"https://www.camara.leg.br/internet/deputado/bandep/220577.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:48";"Sim";"178975";"https://dadosabertos.camara.leg.br/api/v2/deputados/178975";"Baleia Rossi";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/178975.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:38";"Não";"220605";"https://dadosabertos.camara.leg.br/api/v2/deputados/220605";"Bandeira de Mello";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/220605.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:27";"Sim";"220612";"https://dadosabertos.camara.leg.br/api/v2/deputados/220612";"Bebeto";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/220612.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:42";"Não";"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"Benedita da Silva";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/73701.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:19";"Sim";"109429";"https://dadosabertos.camara.leg.br/api/v2/deputados/109429";"Benes Leocádio";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RN";"57";"https://www.camara.leg.br/internet/deputado/bandep/109429.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:01";"Sim";"220683";"https://dadosabertos.camara.leg.br/api/v2/deputados/220683";"Beto Richa";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"PR";"57";"https://www.camara.leg.br/internet/deputado/bandep/220683.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:50";"Sim";"204374";"https://dadosabertos.camara.leg.br/api/v2/deputados/204374";"Bia Kicis";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"DF";"57";"https://www.camara.leg.br/internet/deputado/bandep/204374.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:31";"Sim";"204388";"https://dadosabertos.camara.leg.br/api/v2/deputados/204388";"Bibo Nunes";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/204388.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:15";"Não";"160538";"https://dadosabertos.camara.leg.br/api/v2/deputados/160538";"Bohn Gass";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/160538.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:01";"Sim";"210989";"https://dadosabertos.camara.leg.br/api/v2/deputados/210989";"Bruno Farias";"AVANTE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/210989.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:55";"Sim";"220635";"https://dadosabertos.camara.leg.br/api/v2/deputados/220635";"Bruno Ganem";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/220635.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:14";"Sim";"220574";"https://dadosabertos.camara.leg.br/api/v2/deputados/220574";"Cabo Gilberto Silva";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PB";"57";"https://www.camara.leg.br/internet/deputado/bandep/220574.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:43";"Não";"220548";"https://dadosabertos.camara.leg.br/api/v2/deputados/220548";"Camila Jara";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MS";"57";"https://www.camara.leg.br/internet/deputado/bandep/220548.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:38";"Sim";"178829";"https://dadosabertos.camara.leg.br/api/v2/deputados/178829";"Capitão Augusto";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/178829.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:33";"Sim";"204507";"https://dadosabertos.camara.leg.br/api/v2/deputados/204507";"Carla Zambelli";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/204507.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:04";"Sim";"204361";"https://dadosabertos.camara.leg.br/api/v2/deputados/204361";"Carlos Chiodini";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/204361.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:10";"Sim";"178993";"https://dadosabertos.camara.leg.br/api/v2/deputados/178993";"Carlos Henrique Gaguim";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"TO";"57";"https://www.camara.leg.br/internet/deputado/bandep/178993.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:48";"Sim";"204460";"https://dadosabertos.camara.leg.br/api/v2/deputados/204460";"Carlos Jordy";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/204460.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:26";"Sim";"74262";"https://dadosabertos.camara.leg.br/api/v2/deputados/74262";"Carlos Sampaio";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/74262.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:09";"Não";"204426";"https://dadosabertos.camara.leg.br/api/v2/deputados/204426";"Carlos Veras";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/204426.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:24";"Não";"141398";"https://dadosabertos.camara.leg.br/api/v2/deputados/141398";"Carlos Zarattini";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/141398.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:29";"Não";"220704";"https://dadosabertos.camara.leg.br/api/v2/deputados/220704";"Carol Dartora";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PR";"57";"https://www.camara.leg.br/internet/deputado/bandep/220704.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:57";"Sim";"204369";"https://dadosabertos.camara.leg.br/api/v2/deputados/204369";"Caroline de Toni";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/204369.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:25";"Não";"206018";"https://dadosabertos.camara.leg.br/api/v2/deputados/206018";"Célia Xakriabá";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/206018.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:32";"Não";"204488";"https://dadosabertos.camara.leg.br/api/v2/deputados/204488";"Célio Studart";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"CE";"57";"https://www.camara.leg.br/internet/deputado/bandep/204488.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:17";"Sim";"73441";"https://dadosabertos.camara.leg.br/api/v2/deputados/73441";"Celso Russomanno";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/73441.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:15:00";"Não";"205476";"https://dadosabertos.camara.leg.br/api/v2/deputados/205476";"Charles Fernandes";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/205476.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:20";"Não";"74171";"https://dadosabertos.camara.leg.br/api/v2/deputados/74171";"Chico Alencar";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/74171.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:20";"Sim";"220665";"https://dadosabertos.camara.leg.br/api/v2/deputados/220665";"Clarissa Tércio";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/220665.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:42";"Sim";"74537";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"Claudio Cajado";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/74537.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:54";"Sim";"220594";"https://dadosabertos.camara.leg.br/api/v2/deputados/220594";"Coronel Assis";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"MT";"57";"https://www.camara.leg.br/internet/deputado/bandep/220594.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:24";"Sim";"220595";"https://dadosabertos.camara.leg.br/api/v2/deputados/220595";"Coronel Fernanda";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"MT";"57";"https://www.camara.leg.br/internet/deputado/bandep/220595.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:32";"Sim";"220666";"https://dadosabertos.camara.leg.br/api/v2/deputados/220666";"Coronel Meira";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/220666.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:26";"Sim";"220608";"https://dadosabertos.camara.leg.br/api/v2/deputados/220608";"Cristiane Lopes";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220608.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:37";"Sim";"204355";"https://dadosabertos.camara.leg.br/api/v2/deputados/204355";"Da Vitoria";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"ES";"57";"https://www.camara.leg.br/internet/deputado/bandep/204355.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:25";"Não";"220555";"https://dadosabertos.camara.leg.br/api/v2/deputados/220555";"Daiana Santos";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/220555.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:54";"Sim";"220692";"https://dadosabertos.camara.leg.br/api/v2/deputados/220692";"Dal Barreto";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220692.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:16:41";"Sim";"74467";"https://dadosabertos.camara.leg.br/api/v2/deputados/74467";"Damião Feliciano";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"PB";"57";"https://www.camara.leg.br/internet/deputado/bandep/74467.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:51";"Não";"220629";"https://dadosabertos.camara.leg.br/api/v2/deputados/220629";"Dandara";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/220629.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:12";"Sim";"220603";"https://dadosabertos.camara.leg.br/api/v2/deputados/220603";"Dani Cunha";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/220603.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:37";"Sim";"220571";"https://dadosabertos.camara.leg.br/api/v2/deputados/220571";"Daniel Agrobom";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"GO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220571.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:12:57";"Não";"74060";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"Daniel Almeida";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/74060.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:13:06";"Sim";"204367";"https://dadosabertos.camara.leg.br/api/v2/deputados/204367";"Daniel Freitas";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/204367.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:21";"Não";"204459";"https://dadosabertos.camara.leg.br/api/v2/deputados/204459";"Daniela do Waguinho";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/204459.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:23";"Sim";"220557";"https://dadosabertos.camara.leg.br/api/v2/deputados/220557";"Daniela Reinehr";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/220557.jpg"
"2194861-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2194861-82";"2024-12-12T16:14:45";"Sim";"62881";"https://dadosabertos.camara.leg.br/api/v2/deputados/62881";"Danilo Forte";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"CE";"57";"https://www.camara.leg.br/internet/deputado/bandep/62881.jpg"
