"idEvento";"uriEvento";"dataHoraInicio";"idDeputado";"uriDeputado"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"74848";"https://dadosabertos.camara.leg.br/api/v2/deputados/74848"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"88256";"https://dadosabertos.camara.leg.br/api/v2/deputados/88256"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"115200";"https://dadosabertos.camara.leg.br/api/v2/deputados/115200"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"178857";"https://dadosabertos.camara.leg.br/api/v2/deputados/178857"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"178895";"https://dadosabertos.camara.leg.br/api/v2/deputados/178895"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"204406";"https://dadosabertos.camara.leg.br/api/v2/deputados/204406"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"204517";"https://dadosabertos.camara.leg.br/api/v2/deputados/204517"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"204528";"https://dadosabertos.camara.leg.br/api/v2/deputados/204528"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"220602";"https://dadosabertos.camara.leg.br/api/v2/deputados/220602"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"220610";"https://dadosabertos.camara.leg.br/api/v2/deputados/220610"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"220626";"https://dadosabertos.camara.leg.br/api/v2/deputados/220626"
"71665";"https://dadosabertos.camara.leg.br/api/v2/eventos/71665";"2024-03-26T10:13:03";"220631";"https://dadosabertos.camara.leg.br/api/v2/deputados/220631"
