 ano_dados | id_votacao  |                        titulo_proposicao                         | ideologia_score_medio | ideologia_faixa  | campo_ideologico | votos_sim | votos_nao | outros | total_votos | pct_sim 
-----------+-------------+------------------------------------------------------------------+-----------------------+------------------+------------------+-----------+-----------+--------+-------------+---------
      2024 | 2238434-80  | REQ 1801/2021                                                    |                 8.791 | Extrema direita  | direita          |        69 |        13 |      3 |          85 |    81.2
      2024 | 2238434-85  | REQ 1801/2021                                                    |                 1.415 | Extrema esquerda | esquerda         |        11 |         0 |      0 |          11 |   100.0
      2024 | 2238434-85  | REQ 1801/2021                                                    |                 2.493 | Esquerda         | esquerda         |         0 |        29 |      0 |          29 |     0.0
      2024 | 2238434-85  | REQ 1801/2021                                                    |                 3.787 | Centro-esquerda  | esquerda         |         0 |        31 |      0 |          31 |     0.0
      2024 | 2238434-85  | REQ 1801/2021                                                    |                 6.665 | Centro-direita   | direita          |         2 |        89 |      0 |          91 |     2.2
      2024 | 2238434-85  | REQ 1801/2021                                                    |                 8.236 | Direita          | direita          |         1 |       136 |      1 |         138 |     0.7
      2024 | 2238434-85  | REQ 1801/2021                                                    |                 8.791 | Extrema direita  | direita          |         0 |        77 |      0 |          77 |     0.0
      2024 | 2238434-87  | REQ 1801/2021                                                    |                 1.415 | Extrema esquerda | esquerda         |        10 |         0 |      0 |          10 |   100.0
      2024 | 2238434-87  | REQ 1801/2021                                                    |                 2.608 | Esquerda         | esquerda         |        50 |         1 |      0 |          51 |    98.0
      2024 | 2238434-87  | REQ 1801/2021                                                    |                 3.773 | Centro-esquerda  | esquerda         |        31 |         0 |      0 |          31 |   100.0
      2024 | 2238434-87  | REQ 1801/2021                                                    |                 6.657 | Centro-direita   | direita          |        77 |         4 |      0 |          81 |    95.1
      2024 | 2238434-87  | REQ 1801/2021                                                    |                 8.225 | Direita          | direita          |       113 |        12 |      1 |         126 |    89.7
      2024 | 2238434-87  | REQ 1801/2021                                                    |                 8.794 | Extrema direita  | direita          |         7 |        45 |      1 |          53 |    13.2
      2024 | 2238434-89  | REQ 1801/2021                                                    |                 1.415 | Extrema esquerda | esquerda         |         0 |        11 |      0 |          11 |     0.0
      2024 | 2238434-89  | REQ 1801/2021                                                    |                 2.605 | Esquerda         | esquerda         |         2 |        59 |      0 |          61 |     3.3
      2024 | 2238434-89  | REQ 1801/2021                                                    |                 3.775 | Centro-esquerda  | esquerda         |         1 |        31 |      0 |          32 |     3.1
      2024 | 2238434-89  | REQ 1801/2021                                                    |                 6.665 | Centro-direita   | direita          |         9 |        84 |      0 |          93 |     9.7
      2024 | 2238434-89  | REQ 1801/2021                                                    |                 8.241 | Direita          | direita          |        25 |       113 |      1 |         139 |    18.0
      2024 | 2238434-89  | REQ 1801/2021                                                    |                 8.791 | Extrema direita  | direita          |        61 |        16 |      0 |          77 |    79.2
      2024 | 2238434-94  | REQ 1801/2021                                                    |                 1.415 | Extrema esquerda | esquerda         |         0 |        11 |      0 |          11 |     0.0
      2024 | 2238434-94  | REQ 1801/2021                                                    |                 2.589 | Esquerda         | esquerda         |         0 |        60 |      0 |          60 |     0.0
      2024 | 2238434-94  | REQ 1801/2021                                                    |                 3.805 | Centro-esquerda  | esquerda         |         4 |        31 |      0 |          35 |    11.4
      2024 | 2238434-94  | REQ 1801/2021                                                    |                 6.648 | Centro-direita   | direita          |        49 |        39 |      2 |          90 |    54.4
      2024 | 2238434-94  | REQ 1801/2021                                                    |                 8.233 | Direita          | direita          |        61 |        83 |      1 |         145 |    42.1
      2024 | 2238434-94  | REQ 1801/2021                                                    |                 8.791 | Extrema direita  | direita          |        77 |         8 |      0 |          85 |    90.6
      2024 | 2238434-99  | REQ 1801/2021                                                    |                 1.415 | Extrema esquerda | esquerda         |         0 |        10 |      0 |          10 |     0.0
      2024 | 2238434-99  | REQ 1801/2021                                                    |                 2.577 | Esquerda         | esquerda         |         0 |        62 |      0 |          62 |     0.0
      2024 | 2238434-99  | REQ 1801/2021                                                    |                 3.778 | Centro-esquerda  | esquerda         |         2 |        31 |      0 |          33 |     6.1
      2024 | 2238434-99  | REQ 1801/2021                                                    |                 6.662 | Centro-direita   | direita          |        41 |        50 |      0 |          91 |    45.1
      2024 | 2238434-99  | REQ 1801/2021                                                    |                 8.237 | Direita          | direita          |        31 |       118 |      1 |         150 |    20.7
      2024 | 2238434-99  | REQ 1801/2021                                                    |                 8.791 | Extrema direita  | direita          |        78 |         8 |      0 |          86 |    90.7
      2024 | 2241811-29  | PRL 1 CE => PL 907/2020                                          |                 1.415 | Extrema esquerda | esquerda         |         3 |         0 |      0 |           3 |   100.0
      2024 | 2241811-29  | PRL 1 CE => PL 907/2020                                          |                 2.550 | Esquerda         | esquerda         |         7 |         0 |      0 |           7 |   100.0
      2024 | 2241811-29  | PRL 1 CE => PL 907/2020                                          |                 3.722 | Centro-esquerda  | esquerda         |         4 |         0 |      0 |           4 |   100.0
      2024 | 2241811-29  | PRL 1 CE => PL 907/2020                                          |                 6.757 | Centro-direita   | direita          |         3 |         3 |      0 |           6 |    50.0
      2024 | 2241811-29  | PRL 1 CE => PL 907/2020                                          |                 8.361 | Direita          | direita          |         2 |         7 |      0 |           9 |    22.2
      2024 | 2241811-29  | PRL 1 CE => PL 907/2020                                          |                 8.783 | Extrema direita  | direita          |         0 |        10 |      0 |          10 |     0.0
      2024 | 2241973-52  | PRL 1 CDC => PL 1008/2020                                        |                 2.679 | Esquerda         | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2241973-52  | PRL 1 CDC => PL 1008/2020                                        |                 3.589 | Centro-esquerda  | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2241973-52  | PRL 1 CDC => PL 1008/2020                                        |                 6.718 | Centro-direita   | direita          |         2 |         0 |      0 |           2 |   100.0
      2024 | 2241973-52  | PRL 1 CDC => PL 1008/2020                                        |                 8.270 | Direita          | direita          |         7 |         0 |      0 |           7 |   100.0
      2024 | 2241973-52  | PRL 1 CDC => PL 1008/2020                                        |                 8.753 | Extrema direita  | direita          |         2 |         1 |      0 |           3 |    66.7
      2024 | 2244008-82  | RPD 1 => PL 2950/2019                                            |                 1.415 | Extrema esquerda | esquerda         |         0 |        12 |      0 |          12 |     0.0
      2024 | 2244008-82  | RPD 1 => PL 2950/2019                                            |                 2.572 | Esquerda         | esquerda         |         0 |        59 |      0 |          59 |     0.0
      2024 | 2244008-82  | RPD 1 => PL 2950/2019                                            |                 3.784 | Centro-esquerda  | esquerda         |         0 |        32 |      0 |          32 |     0.0
      2024 | 2244008-82  | RPD 1 => PL 2950/2019                                            |                 6.650 | Centro-direita   | direita          |        14 |        70 |      0 |          84 |    16.7
      2024 | 2244008-82  | RPD 1 => PL 2950/2019                                            |                 8.279 | Direita          | direita          |        22 |       111 |      0 |         133 |    16.5
      2024 | 2244008-82  | RPD 1 => PL 2950/2019                                            |                 8.791 | Extrema direita  | direita          |        69 |         8 |      1 |          78 |    88.5
      2024 | 2258828-105 | REQ 1145/2023                                                    |                 1.415 | Extrema esquerda | esquerda         |         0 |        10 |      0 |          10 |     0.0
      2024 | 2258828-105 | REQ 1145/2023                                                    |                 2.587 | Esquerda         | esquerda         |        10 |        39 |     10 |          59 |    16.9
      2024 | 2258828-105 | REQ 1145/2023                                                    |                 3.774 | Centro-esquerda  | esquerda         |        11 |        11 |      1 |          23 |    47.8
      2024 | 2258828-105 | REQ 1145/2023                                                    |                 6.640 | Centro-direita   | direita          |        60 |        14 |      2 |          76 |    78.9
      2024 | 2258828-105 | REQ 1145/2023                                                    |                 8.265 | Direita          | direita          |       111 |        10 |      2 |         123 |    90.2
      2024 | 2258828-105 | REQ 1145/2023                                                    |                 8.791 | Extrema direita  | direita          |        75 |         1 |      0 |          76 |    98.7
      2024 | 2262945-52  | PRL 1 CCJC => PL 4609/2020                                       |                 1.415 | Extrema esquerda | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2262945-52  | PRL 1 CCJC => PL 4609/2020                                       |                 2.479 | Esquerda         | esquerda         |         9 |         0 |      0 |           9 |   100.0
      2024 | 2262945-52  | PRL 1 CCJC => PL 4609/2020                                       |                 3.789 | Centro-esquerda  | esquerda         |         4 |         0 |      0 |           4 |   100.0
      2024 | 2262945-52  | PRL 1 CCJC => PL 4609/2020                                       |                 6.479 | Centro-direita   | direita          |         2 |         2 |      0 |           4 |    50.0
      2024 | 2262945-52  | PRL 1 CCJC => PL 4609/2020                                       |                 8.242 | Direita          | direita          |         0 |        15 |      0 |          15 |     0.0
      2024 | 2262945-52  | PRL 1 CCJC => PL 4609/2020                                       |                 8.796 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2267839-92  | PRL 1 CDHM => PL 5231/2020                                       |                 1.415 | Extrema esquerda | esquerda         |         5 |         0 |      0 |           5 |   100.0
      2024 | 2267839-92  | PRL 1 CDHM => PL 5231/2020                                       |                 2.499 | Esquerda         | esquerda         |         5 |         0 |      0 |           5 |   100.0
      2024 | 2267839-92  | PRL 1 CDHM => PL 5231/2020                                       |                 8.796 | Extrema direita  | direita          |         0 |         4 |      0 |           4 |     0.0
      2024 | 2269745-144 | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |         0 |        12 |      0 |          12 |     0.0
      2024 | 2269745-144 | PRLP 1 => PL 327/2021                                            |                 2.590 | Esquerda         | esquerda         |        71 |         0 |      0 |          71 |   100.0
      2024 | 2269745-144 | PRLP 1 => PL 327/2021                                            |                 3.786 | Centro-esquerda  | esquerda         |        35 |         1 |      1 |          37 |    94.6
      2024 | 2269745-144 | PRLP 1 => PL 327/2021                                            |                 6.670 | Centro-direita   | direita          |        96 |         0 |      0 |          96 |   100.0
      2024 | 2269745-144 | PRLP 1 => PL 327/2021                                            |                 8.261 | Direita          | direita          |       158 |         1 |      1 |         160 |    98.8
      2024 | 2269745-144 | PRLP 1 => PL 327/2021                                            |                 8.790 | Extrema direita  | direita          |        88 |         0 |      0 |          88 |   100.0
      2024 | 2269745-70  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |         0 |         9 |      0 |           9 |     0.0
      2024 | 2269745-70  | PRLP 1 => PL 327/2021                                            |                 2.593 | Esquerda         | esquerda         |         1 |        62 |      0 |          63 |     1.6
      2024 | 2269745-70  | PRLP 1 => PL 327/2021                                            |                 3.804 | Centro-esquerda  | esquerda         |         0 |        34 |      0 |          34 |     0.0
      2024 | 2269745-70  | PRLP 1 => PL 327/2021                                            |                 6.634 | Centro-direita   | direita          |         2 |        92 |      1 |          95 |     2.1
      2024 | 2269745-70  | PRLP 1 => PL 327/2021                                            |                 8.240 | Direita          | direita          |         5 |       127 |      0 |         132 |     3.8
      2024 | 2269745-70  | PRLP 1 => PL 327/2021                                            |                 8.791 | Extrema direita  | direita          |        43 |        26 |      9 |          78 |    55.1
      2024 | 2269745-79  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |         7 |         0 |      0 |           7 |   100.0
      2024 | 2269745-79  | PRLP 1 => PL 327/2021                                            |                 2.591 | Esquerda         | esquerda         |        51 |         0 |      0 |          51 |   100.0
      2024 | 2269745-79  | PRLP 1 => PL 327/2021                                            |                 3.811 | Centro-esquerda  | esquerda         |        34 |         0 |      0 |          34 |   100.0
      2024 | 2269745-79  | PRLP 1 => PL 327/2021                                            |                 6.669 | Centro-direita   | direita          |        75 |         6 |      0 |          81 |    92.6
      2024 | 2269745-79  | PRLP 1 => PL 327/2021                                            |                 8.259 | Direita          | direita          |       103 |        17 |      1 |         121 |    85.1
      2024 | 2269745-79  | PRLP 1 => PL 327/2021                                            |                 8.791 | Extrema direita  | direita          |         9 |        70 |      0 |          79 |    11.4
      2024 | 2269745-81  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |         0 |        11 |      0 |          11 |     0.0
      2024 | 2269745-81  | PRLP 1 => PL 327/2021                                            |                 2.577 | Esquerda         | esquerda         |         4 |        58 |      0 |          62 |     6.5
      2024 | 2269745-81  | PRLP 1 => PL 327/2021                                            |                 3.809 | Centro-esquerda  | esquerda         |        20 |        12 |      0 |          32 |    62.5
      2024 | 2269745-81  | PRLP 1 => PL 327/2021                                            |                 6.655 | Centro-direita   | direita          |        22 |        73 |      0 |          95 |    23.2
      2024 | 2269745-81  | PRLP 1 => PL 327/2021                                            |                 8.259 | Direita          | direita          |        70 |        63 |      1 |         134 |    52.2
      2024 | 2269745-81  | PRLP 1 => PL 327/2021                                            |                 8.791 | Extrema direita  | direita          |        79 |         5 |      0 |          84 |    94.0
      2024 | 2269745-84  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |         0 |        10 |      0 |          10 |     0.0
      2024 | 2269745-84  | PRLP 1 => PL 327/2021                                            |                 2.577 | Esquerda         | esquerda         |         0 |        62 |      0 |          62 |     0.0
      2024 | 2269745-84  | PRLP 1 => PL 327/2021                                            |                 3.802 | Centro-esquerda  | esquerda         |        15 |        18 |      0 |          33 |    45.5
      2024 | 2269745-84  | PRLP 1 => PL 327/2021                                            |                 6.653 | Centro-direita   | direita          |        49 |        41 |      0 |          90 |    54.4
      2024 | 2269745-84  | PRLP 1 => PL 327/2021                                            |                 8.250 | Direita          | direita          |        82 |        54 |      1 |         137 |    59.9
      2024 | 2269745-84  | PRLP 1 => PL 327/2021                                            |                 8.793 | Extrema direita  | direita          |        79 |         2 |      0 |          81 |    97.5
      2024 | 2269745-86  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |        12 |         0 |      0 |          12 |   100.0
      2024 | 2269745-86  | PRLP 1 => PL 327/2021                                            |                 2.577 | Esquerda         | esquerda         |        62 |         0 |      0 |          62 |   100.0
      2024 | 2269745-86  | PRLP 1 => PL 327/2021                                            |                 3.802 | Centro-esquerda  | esquerda         |        32 |         1 |      0 |          33 |    97.0
      2024 | 2269745-86  | PRLP 1 => PL 327/2021                                            |                 6.643 | Centro-direita   | direita          |        66 |        27 |      0 |          93 |    71.0
      2024 | 2269745-86  | PRLP 1 => PL 327/2021                                            |                 8.252 | Direita          | direita          |        89 |        49 |      1 |         139 |    64.0
      2024 | 2269745-86  | PRLP 1 => PL 327/2021                                            |                 8.791 | Extrema direita  | direita          |        22 |        58 |      0 |          80 |    27.5
      2024 | 2269745-88  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |        12 |         0 |      0 |          12 |   100.0
      2024 | 2269745-88  | PRLP 1 => PL 327/2021                                            |                 2.583 | Esquerda         | esquerda         |        66 |         0 |      0 |          66 |   100.0
      2024 | 2269745-88  | PRLP 1 => PL 327/2021                                            |                 3.809 | Centro-esquerda  | esquerda         |        32 |         0 |      0 |          32 |   100.0
      2024 | 2269745-88  | PRLP 1 => PL 327/2021                                            |                 6.667 | Centro-direita   | direita          |        84 |         2 |      0 |          86 |    97.7
      2024 | 2269745-88  | PRLP 1 => PL 327/2021                                            |                 8.241 | Direita          | direita          |       131 |         3 |      2 |         136 |    96.3
      2024 | 2269745-88  | PRLP 1 => PL 327/2021                                            |                 8.793 | Extrema direita  | direita          |        57 |        16 |      4 |          77 |    74.0
      2024 | 2269745-90  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |        10 |         0 |      0 |          10 |   100.0
      2024 | 2269745-90  | PRLP 1 => PL 327/2021                                            |                 2.593 | Esquerda         | esquerda         |        63 |         0 |      0 |          63 |   100.0
      2024 | 2269745-90  | PRLP 1 => PL 327/2021                                            |                 3.802 | Centro-esquerda  | esquerda         |        33 |         0 |      0 |          33 |   100.0
      2024 | 2269745-90  | PRLP 1 => PL 327/2021                                            |                 6.652 | Centro-direita   | direita          |        83 |         8 |      0 |          91 |    91.2
      2024 | 2269745-90  | PRLP 1 => PL 327/2021                                            |                 8.242 | Direita          | direita          |       111 |        18 |      1 |         130 |    85.4
      2024 | 2269745-90  | PRLP 1 => PL 327/2021                                            |                 8.793 | Extrema direita  | direita          |        15 |        61 |      1 |          77 |    19.5
      2024 | 2269745-93  | PRLP 1 => PL 327/2021                                            |                 1.415 | Extrema esquerda | esquerda         |        11 |         0 |      0 |          11 |   100.0
      2024 | 2269745-93  | PRLP 1 => PL 327/2021                                            |                 2.596 | Esquerda         | esquerda         |        65 |         0 |      0 |          65 |   100.0
      2024 | 2269745-93  | PRLP 1 => PL 327/2021                                            |                 3.802 | Centro-esquerda  | esquerda         |        32 |         1 |      0 |          33 |    97.0
      2024 | 2269745-93  | PRLP 1 => PL 327/2021                                            |                 6.652 | Centro-direita   | direita          |        72 |        22 |      0 |          94 |    76.6
      2024 | 2269745-93  | PRLP 1 => PL 327/2021                                            |                 8.235 | Direita          | direita          |       118 |        22 |      1 |         141 |    83.7
      2024 | 2269745-93  | PRLP 1 => PL 327/2021                                            |                 8.791 | Extrema direita  | direita          |         8 |        76 |      1 |          85 |     9.4
      2024 | 2285390-59  | PRL 1 CCJC => PL 2026/2021                                       |                 1.415 | Extrema esquerda | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2285390-59  | PRL 1 CCJC => PL 2026/2021                                       |                 2.499 | Esquerda         | esquerda         |         2 |         3 |      0 |           5 |    40.0
      2024 | 2285390-59  | PRL 1 CCJC => PL 2026/2021                                       |                 4.123 | Centro-esquerda  | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2024 | 2285390-59  | PRL 1 CCJC => PL 2026/2021                                       |                 6.486 | Centro-direita   | direita          |         1 |         3 |      0 |           4 |    25.0
      2024 | 2285390-59  | PRL 1 CCJC => PL 2026/2021                                       |                 8.242 | Direita          | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2285390-59  | PRL 1 CCJC => PL 2026/2021                                       |                 8.786 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2286627-121 | PRL 1 CCJC => PL 2168/2021                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2286627-121 | PRL 1 CCJC => PL 2168/2021                                       |                 2.579 | Esquerda         | esquerda         |         9 |         0 |      0 |           9 |   100.0
      2024 | 2286627-121 | PRL 1 CCJC => PL 2168/2021                                       |                 4.123 | Centro-esquerda  | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2286627-121 | PRL 1 CCJC => PL 2168/2021                                       |                 6.533 | Centro-direita   | direita          |         2 |         4 |      0 |           6 |    33.3
      2024 | 2286627-121 | PRL 1 CCJC => PL 2168/2021                                       |                 8.306 | Direita          | direita          |         2 |        12 |      0 |          14 |    14.3
      2024 | 2286627-121 | PRL 1 CCJC => PL 2168/2021                                       |                 8.796 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2286627-142 | PRL 1 CCJC => PL 2168/2021                                       |                 6.718 | Centro-direita   | direita          |         0 |         3 |      3 |           6 |     0.0
      2024 | 2286627-142 | PRL 1 CCJC => PL 2168/2021                                       |                 8.277 | Direita          | direita          |         1 |        15 |      0 |          16 |     6.3
      2024 | 2286627-142 | PRL 1 CCJC => PL 2168/2021                                       |                 8.796 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2286627-150 | PRL 1 CCJC => PL 2168/2021                                       |                 6.645 | Centro-direita   | direita          |         2 |         0 |      1 |           3 |    66.7
      2024 | 2286627-150 | PRL 1 CCJC => PL 2168/2021                                       |                 8.301 | Direita          | direita          |        18 |         1 |      0 |          19 |    94.7
      2024 | 2286627-150 | PRL 1 CCJC => PL 2168/2021                                       |                 8.786 | Extrema direita  | direita          |        13 |         0 |      0 |          13 |   100.0
      2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                                       |                 1.415 | Extrema esquerda | esquerda         |         0 |         2 |      0 |           2 |     0.0
      2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                                       |                 2.579 | Esquerda         | esquerda         |         0 |         9 |      0 |           9 |     0.0
      2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                                       |                 4.123 | Centro-esquerda  | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                                       |                 6.641 | Centro-direita   | direita          |         5 |         1 |      0 |           6 |    83.3
      2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                                       |                 8.301 | Direita          | direita          |        19 |         0 |      0 |          19 |   100.0
      2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                                       |                 8.786 | Extrema direita  | direita          |        13 |         0 |      0 |          13 |   100.0
      2024 | 2289763-52  | PRL 1 CPASF => PL 2464/2021                                      |                 1.415 | Extrema esquerda | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2024 | 2289763-52  | PRL 1 CPASF => PL 2464/2021                                      |                 6.705 | Centro-direita   | direita          |         0 |         2 |      0 |           2 |     0.0
      2024 | 2289763-52  | PRL 1 CPASF => PL 2464/2021                                      |                 8.326 | Direita          | direita          |         0 |         4 |      0 |           4 |     0.0
      2024 | 2289763-52  | PRL 1 CPASF => PL 2464/2021                                      |                 8.796 | Extrema direita  | direita          |         4 |         0 |      0 |           4 |   100.0
      2024 | 2290130-49  | PRL 1 CDC => PL 2489/2021                                        |                 2.679 | Esquerda         | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2024 | 2290130-49  | PRL 1 CDC => PL 2489/2021                                        |                 6.472 | Centro-direita   | direita          |         0 |         2 |      0 |           2 |     0.0
      2024 | 2290130-49  | PRL 1 CDC => PL 2489/2021                                        |                 8.345 | Direita          | direita          |         0 |         8 |      0 |           8 |     0.0
      2024 | 2290130-49  | PRL 1 CDC => PL 2489/2021                                        |                 8.796 | Extrema direita  | direita          |         0 |         2 |      0 |           2 |     0.0
      2024 | 2291298-41  | PRL 1 CMADS => PL 2567/2021                                      |                 1.415 | Extrema esquerda | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2024 | 2291298-41  | PRL 1 CMADS => PL 2567/2021                                      |                 2.679 | Esquerda         | esquerda         |         0 |         2 |      0 |           2 |     0.0
      2024 | 2291298-41  | PRL 1 CMADS => PL 2567/2021                                      |                 3.722 | Centro-esquerda  | esquerda         |         0 |         2 |      0 |           2 |     0.0
      2024 | 2291298-41  | PRL 1 CMADS => PL 2567/2021                                      |                 6.170 | Centro-direita   | direita          |         0 |         1 |      0 |           1 |     0.0
      2024 | 2291298-41  | PRL 1 CMADS => PL 2567/2021                                      |                 8.057 | Direita          | direita          |         0 |         4 |      0 |           4 |     0.0
      2024 | 2296528-48  | PRL 1 CCJC => PL 2988/2021                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2296528-48  | PRL 1 CCJC => PL 2988/2021                                       |                 2.579 | Esquerda         | esquerda         |         9 |         0 |      0 |           9 |   100.0
      2024 | 2296528-48  | PRL 1 CCJC => PL 2988/2021                                       |                 3.856 | Centro-esquerda  | esquerda         |         3 |         0 |      0 |           3 |   100.0
      2024 | 2296528-48  | PRL 1 CCJC => PL 2988/2021                                       |                 6.674 | Centro-direita   | direita          |         2 |         3 |      0 |           5 |    40.0
      2024 | 2296528-48  | PRL 1 CCJC => PL 2988/2021                                       |                 8.337 | Direita          | direita          |         3 |         8 |      0 |          11 |    27.3
      2024 | 2296528-48  | PRL 1 CCJC => PL 2988/2021                                       |                 8.796 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2296528-63  | PRL 1 CCJC => PL 2988/2021                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2296528-63  | PRL 1 CCJC => PL 2988/2021                                       |                 2.679 | Esquerda         | esquerda         |         4 |         0 |      0 |           4 |   100.0
      2024 | 2296528-63  | PRL 1 CCJC => PL 2988/2021                                       |                 4.123 | Centro-esquerda  | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2296528-63  | PRL 1 CCJC => PL 2988/2021                                       |                 6.705 | Centro-direita   | direita          |         1 |         1 |      0 |           2 |    50.0
      2024 | 2296528-63  | PRL 1 CCJC => PL 2988/2021                                       |                 8.249 | Direita          | direita          |         4 |        11 |      0 |          15 |    26.7
      2024 | 2296528-63  | PRL 1 CCJC => PL 2988/2021                                       |                 8.796 | Extrema direita  | direita          |         0 |        12 |      0 |          12 |     0.0
      2024 | 2301103-79  | PRL 1 CMADS => PL 3384/2021 (Nº Anterior: PLS 201/2016)          |                 1.415 | Extrema esquerda | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2024 | 2301103-79  | PRL 1 CMADS => PL 3384/2021 (Nº Anterior: PLS 201/2016)          |                 2.679 | Esquerda         | esquerda         |         3 |         0 |      0 |           3 |   100.0
      2024 | 2301103-79  | PRL 1 CMADS => PL 3384/2021 (Nº Anterior: PLS 201/2016)          |                 3.722 | Centro-esquerda  | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2301103-79  | PRL 1 CMADS => PL 3384/2021 (Nº Anterior: PLS 201/2016)          |                 6.554 | Centro-direita   | direita          |         2 |         0 |      0 |           2 |   100.0
      2024 | 2301103-79  | PRL 1 CMADS => PL 3384/2021 (Nº Anterior: PLS 201/2016)          |                 8.140 | Direita          | direita          |         3 |         1 |      0 |           4 |    75.0
      2024 | 2301103-79  | PRL 1 CMADS => PL 3384/2021 (Nº Anterior: PLS 201/2016)          |                 8.796 | Extrema direita  | direita          |         0 |         2 |      0 |           2 |     0.0
      2024 | 2305375-57  | PRL 1 CSPCCO => PL 3871/2021                                     |                 1.415 | Extrema esquerda | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2024 | 2305375-57  | PRL 1 CSPCCO => PL 3871/2021                                     |                 6.645 | Centro-direita   | direita          |         2 |         1 |      0 |           3 |    66.7
      2024 | 2305375-57  | PRL 1 CSPCCO => PL 3871/2021                                     |                 8.322 | Direita          | direita          |         4 |         1 |      0 |           5 |    80.0
      2024 | 2305375-57  | PRL 1 CSPCCO => PL 3871/2021                                     |                 8.796 | Extrema direita  | direita          |        10 |         1 |      0 |          11 |    90.9
      2024 | 2314518-38  | PRL 1 CCJC => PL 254/2022                                        |                 1.778 | Esquerda         | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2314518-38  | PRL 1 CCJC => PL 254/2022                                        |                 3.589 | Centro-esquerda  | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2314518-38  | PRL 1 CCJC => PL 254/2022                                        |                 6.581 | Centro-direita   | direita          |         3 |         2 |      0 |           5 |    60.0
      2024 | 2314518-38  | PRL 1 CCJC => PL 254/2022                                        |                 8.239 | Direita          | direita          |         4 |        11 |      0 |          15 |    26.7
      2024 | 2314518-38  | PRL 1 CCJC => PL 254/2022                                        |                 8.796 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
      2024 | 2315917-27  | PRL 1 CCJC => PLP 10/2022                                        |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2024 | 2315917-27  | PRL 1 CCJC => PLP 10/2022                                        |                 2.679 | Esquerda         | esquerda         |         6 |         0 |      0 |           6 |   100.0
      2024 | 2315917-27  | PRL 1 CCJC => PLP 10/2022                                        |                 3.789 | Centro-esquerda  | esquerda         |         4 |         0 |      0 |           4 |   100.0
      2024 | 2315917-27  | PRL 1 CCJC => PLP 10/2022                                        |                 6.757 | Centro-direita   | direita          |         4 |         2 |      0 |           6 |    66.7
      2024 | 2315917-27  | PRL 1 CCJC => PLP 10/2022                                        |                 8.262 | Direita          | direita          |         4 |        12 |      0 |          16 |    25.0
      2024 | 2315917-27  | PRL 1 CCJC => PLP 10/2022                                        |                 8.796 | Extrema direita  | direita          |         0 |        13 |      0 |          13 |     0.0
