 ano_dados | id_votacao  |                        titulo_proposicao                         | ideologia_score_medio | ideologia_faixa  | campo_ideologico | votos_sim | votos_nao | outros | total_votos | pct_sim 
-----------+-------------+------------------------------------------------------------------+-----------------------+------------------+------------------+-----------+-----------+--------+-------------+---------
      2023 | 1570646-104 | PRL 1 CCJC => PL 2322/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         0 |         2 |      0 |           2 |     0.0
      2023 | 1570646-104 | PRL 1 CCJC => PL 2322/2015                                       |                 2.679 | Esquerda         | esquerda         |         0 |         9 |      0 |           9 |     0.0
      2023 | 1570646-104 | PRL 1 CCJC => PL 2322/2015                                       |                 3.856 | Centro-esquerda  | esquerda         |         0 |         3 |      0 |           3 |     0.0
      2023 | 1570646-104 | PRL 1 CCJC => PL 2322/2015                                       |                 6.007 | Centro-direita   | direita          |         0 |         1 |      0 |           1 |     0.0
      2023 | 1570646-104 | PRL 1 CCJC => PL 2322/2015                                       |                 8.320 | Direita          | direita          |         7 |        10 |      0 |          17 |    41.2
      2023 | 1570646-104 | PRL 1 CCJC => PL 2322/2015                                       |                 8.785 | Extrema direita  | direita          |        12 |         0 |      0 |          12 |   100.0
      2023 | 1570646-109 | PRL 1 CCJC => PL 2322/2015                                       |                 2.679 | Esquerda         | esquerda         |         7 |         0 |      0 |           7 |   100.0
      2023 | 1570646-109 | PRL 1 CCJC => PL 2322/2015                                       |                 3.722 | Centro-esquerda  | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2023 | 1570646-109 | PRL 1 CCJC => PL 2322/2015                                       |                 6.571 | Centro-direita   | direita          |         4 |         1 |      0 |           5 |    80.0
      2023 | 1570646-109 | PRL 1 CCJC => PL 2322/2015                                       |                 8.310 | Direita          | direita          |         8 |         8 |      0 |          16 |    50.0
      2023 | 1570646-109 | PRL 1 CCJC => PL 2322/2015                                       |                 8.779 | Extrema direita  | direita          |         0 |        15 |      0 |          15 |     0.0
      2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                                      |                 1.415 | Extrema esquerda | esquerda         |         1 |         9 |      1 |          11 |     9.1
      2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                                      |                 2.590 | Esquerda         | esquerda         |        60 |         0 |      1 |          61 |    98.4
      2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                                      |                 3.791 | Centro-esquerda  | esquerda         |        18 |        11 |      0 |          29 |    62.1
      2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                                      |                 6.651 | Centro-direita   | direita          |        94 |         0 |      0 |          94 |   100.0
      2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                                      |                 8.247 | Direita          | direita          |       135 |         0 |      0 |         135 |   100.0
      2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                                      |                 8.782 | Extrema direita  | direita          |        86 |         0 |      0 |          86 |   100.0
      2023 | 1713431-105 | PRL 1 CCJC => PL 2932/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2023 | 1713431-105 | PRL 1 CCJC => PL 2932/2015                                       |                 2.679 | Esquerda         | esquerda         |         6 |         0 |      0 |           6 |   100.0
      2023 | 1713431-105 | PRL 1 CCJC => PL 2932/2015                                       |                 3.802 | Centro-esquerda  | esquerda         |         5 |         0 |      0 |           5 |   100.0
      2023 | 1713431-105 | PRL 1 CCJC => PL 2932/2015                                       |                 6.613 | Centro-direita   | direita          |         5 |         2 |      0 |           7 |    71.4
      2023 | 1713431-105 | PRL 1 CCJC => PL 2932/2015                                       |                 8.307 | Direita          | direita          |         2 |        10 |      1 |          13 |    15.4
      2023 | 1713431-105 | PRL 1 CCJC => PL 2932/2015                                       |                 8.784 | Extrema direita  | direita          |         1 |        10 |      0 |          11 |     9.1
      2023 | 1713431-120 | PRL 1 CCJC => PL 2932/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2023 | 1713431-120 | PRL 1 CCJC => PL 2932/2015                                       |                 2.679 | Esquerda         | esquerda         |         8 |         0 |      0 |           8 |   100.0
      2023 | 1713431-120 | PRL 1 CCJC => PL 2932/2015                                       |                 3.722 | Centro-esquerda  | esquerda         |         4 |         0 |      0 |           4 |   100.0
      2023 | 1713431-120 | PRL 1 CCJC => PL 2932/2015                                       |                 6.787 | Centro-direita   | direita          |         4 |         2 |      0 |           6 |    66.7
      2023 | 1713431-120 | PRL 1 CCJC => PL 2932/2015                                       |                 8.304 | Direita          | direita          |         0 |        13 |      0 |          13 |     0.0
      2023 | 1713431-120 | PRL 1 CCJC => PL 2932/2015                                       |                 8.785 | Extrema direita  | direita          |         1 |        11 |      0 |          12 |     8.3
      2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                                       |                 2.679 | Esquerda         | esquerda         |        10 |         0 |      0 |          10 |   100.0
      2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                                       |                 3.722 | Centro-esquerda  | esquerda         |         4 |         0 |      0 |           4 |   100.0
      2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                                       |                 6.675 | Centro-direita   | direita          |         5 |         2 |      0 |           7 |    71.4
      2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                                       |                 8.253 | Direita          | direita          |         1 |        17 |      0 |          18 |     5.6
      2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                                       |                 8.787 | Extrema direita  | direita          |         1 |        13 |      0 |          14 |     7.1
      2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         0 |         2 |      0 |           2 |     0.0
      2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                                       |                 2.679 | Esquerda         | esquerda         |         0 |        10 |      0 |          10 |     0.0
      2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                                       |                 3.722 | Centro-esquerda  | esquerda         |         0 |         4 |      0 |           4 |     0.0
      2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                                       |                 6.675 | Centro-direita   | direita          |         6 |         1 |      0 |           7 |    85.7
      2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                                       |                 8.284 | Direita          | direita          |        16 |         0 |      0 |          16 |   100.0
      2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                                       |                 8.787 | Extrema direita  | direita          |        14 |         0 |      0 |          14 |   100.0
      2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                                       |                 2.679 | Esquerda         | esquerda         |         0 |         9 |      0 |           9 |     0.0
      2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                                       |                 3.766 | Centro-esquerda  | esquerda         |         0 |         3 |      0 |           3 |     0.0
      2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                                       |                 6.576 | Centro-direita   | direita          |         1 |         7 |      0 |           8 |    12.5
      2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                                       |                 8.329 | Direita          | direita          |         6 |        11 |      0 |          17 |    35.3
      2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                                       |                 8.774 | Extrema direita  | direita          |        12 |         0 |      0 |          12 |   100.0
      2023 | 1738740-144 | PRL 1 CCJC => PL 3079/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         0 |         2 |      0 |           2 |     0.0
      2023 | 1738740-144 | PRL 1 CCJC => PL 3079/2015                                       |                 2.679 | Esquerda         | esquerda         |         0 |         5 |      0 |           5 |     0.0
      2023 | 1738740-144 | PRL 1 CCJC => PL 3079/2015                                       |                 3.789 | Centro-esquerda  | esquerda         |         0 |         4 |      0 |           4 |     0.0
      2023 | 1738740-144 | PRL 1 CCJC => PL 3079/2015                                       |                 6.390 | Centro-direita   | direita          |         0 |         5 |      0 |           5 |     0.0
      2023 | 1738740-144 | PRL 1 CCJC => PL 3079/2015                                       |                 8.336 | Direita          | direita          |         5 |         9 |      0 |          14 |    35.7
      2023 | 1738740-144 | PRL 1 CCJC => PL 3079/2015                                       |                 8.787 | Extrema direita  | direita          |        14 |         0 |      0 |          14 |   100.0
      2023 | 1738740-150 | PRL 1 CCJC => PL 3079/2015                                       |                 1.415 | Extrema esquerda | esquerda         |         2 |         0 |      0 |           2 |   100.0
      2023 | 1738740-150 | PRL 1 CCJC => PL 3079/2015                                       |                 2.679 | Esquerda         | esquerda         |         9 |         0 |      0 |           9 |   100.0
      2023 | 1738740-150 | PRL 1 CCJC => PL 3079/2015                                       |                 3.802 | Centro-esquerda  | esquerda         |         5 |         0 |      0 |           5 |   100.0
      2023 | 1738740-150 | PRL 1 CCJC => PL 3079/2015                                       |                 6.390 | Centro-direita   | direita          |         4 |         1 |      0 |           5 |    80.0
      2023 | 1738740-150 | PRL 1 CCJC => PL 3079/2015                                       |                 8.261 | Direita          | direita          |        10 |         4 |      0 |          14 |    71.4
      2023 | 1738740-150 | PRL 1 CCJC => PL 3079/2015                                       |                 8.770 | Extrema direita  | direita          |         0 |         5 |      0 |           5 |     0.0
      2023 | 2076754-115 | PRL 1 CPASF => PL 4302/2016                                      |                 1.415 | Extrema esquerda | esquerda         |         1 |         0 |      0 |           1 |   100.0
      2023 | 2076754-115 | PRL 1 CPASF => PL 4302/2016                                      |                 6.473 | Centro-direita   | direita          |         0 |         1 |      0 |           1 |     0.0
      2023 | 2076754-115 | PRL 1 CPASF => PL 4302/2016                                      |                 8.291 | Direita          | direita          |         1 |         4 |      0 |           5 |    20.0
      2023 | 2076754-115 | PRL 1 CPASF => PL 4302/2016                                      |                 8.796 | Extrema direita  | direita          |         0 |         5 |      0 |           5 |     0.0
      2023 | 2076754-124 | PRL 1 CPASF => PL 4302/2016                                      |                 2.679 | Esquerda         | esquerda         |         0 |         1 |      0 |           1 |     0.0
      2023 | 2076754-124 | PRL 1 CPASF => PL 4302/2016                                      |                 6.473 | Centro-direita   | direita          |         1 |         0 |      0 |           1 |   100.0
      2023 | 2076754-124 | PRL 1 CPASF => PL 4302/2016                                      |                 8.364 | Direita          | direita          |         2 |         2 |      0 |           4 |    50.0
      2023 | 2076754-124 | PRL 1 CPASF => PL 4302/2016                                      |                 8.796 | Extrema direita  | direita          |         6 |         0 |      0 |           6 |   100.0
      2023 | 2115253-104 | REQ 1364/2023                                                    |                 1.415 | Extrema esquerda | esquerda         |         0 |        11 |      0 |          11 |     0.0
      2023 | 2115253-104 | REQ 1364/2023                                                    |                 2.596 | Esquerda         | esquerda         |         1 |        64 |      0 |          65 |     1.5
      2023 | 2115253-104 | REQ 1364/2023                                                    |                 3.770 | Centro-esquerda  | esquerda         |         3 |        27 |      0 |          30 |    10.0
      2023 | 2115253-104 | REQ 1364/2023                                                    |                 6.648 | Centro-direita   | direita          |        30 |        54 |      0 |          84 |    35.7
      2023 | 2115253-104 | REQ 1364/2023                                                    |                 8.262 | Direita          | direita          |        76 |        51 |      1 |         128 |    59.4
      2023 | 2115253-104 | REQ 1364/2023                                                    |                 8.785 | Extrema direita  | direita          |        74 |         6 |      0 |          80 |    92.5
      2023 | 2115253-111 | REQ 1364/2023                                                    |                 1.415 | Extrema esquerda | esquerda         |         0 |        11 |      0 |          11 |     0.0
      2023 | 2115253-111 | REQ 1364/2023                                                    |                 2.583 | Esquerda         | esquerda         |         0 |        66 |      0 |          66 |     0.0
