Resumo executivo - totais gerais de despesas por ano
 ano_dados | total_deputados | total_lancamentos | total_gasto  | media_por_deputado 
-----------+-----------------+-------------------+--------------+--------------------
      2023 |             561 |            213240 | 245280034.40 |          437219.31
      2024 |             579 |            220401 | 263302700.07 |          454754.23
      2025 |             562 |            200157 | 249254389.30 |          443513.15
      2026 |             549 |             51963 |  70012026.95 |          127526.46
(4 rows)


Tabela principal - ranking de gastos por deputado e categoria
 ano_dados | id_deputado |                        nome                         | sigla_uf | sigla_partido |                     descricao_despesa                     | qtd_lancamentos | gasto_total | pct_total 
      2023 |      220572 | MARUSSA CASSIA FAVARO BOLDRIN                       | GO       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              21 |   300080.00 |      0.12
      2023 |      220713 | SAULLO VELAME VIANNA                                | AM       | MDB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              33 |   299336.60 |      0.12
      2023 |      220640 | JULIANA CARDOSO                                     | SP       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              40 |   296775.97 |      0.12
      2023 |      220560 | JOSE THIAGO ALVES DE CARVALHO                       | SE       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              53 |   296075.00 |      0.12
      2023 |      220645 | ERIKA SANTOS SILVA                                  | SP       | PSOL          | PASSAGEM AÉREA - SIGEPA                                   |             194 |   295739.64 |      0.12
      2023 |      220591 | ROZIMEIRE RIBEIRO ANDRADE                           | AC       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              19 |   294026.30 |      0.12
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | SP       | PSB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              30 |   294015.03 |      0.12
      2023 |      220697 | JADYEL SILVA ALENCAR                                | PI       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              57 |   293441.00 |      0.12
      2023 |       74060 | DANIEL GOMES DE ALMEIDA                             | BA       | PCDOB         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              21 |   291541.00 |      0.12
      2023 |      220577 | JOSÉ AUGUSTO PUPPIO REIS JÚNIOR                     | AP       | MDB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              14 |   291099.00 |      0.12
      2023 |      221148 | ALFREDO ALVES CAVALCANTE                            | SP       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              14 |   290485.70 |      0.12
      2023 |      220570 | ISMAEL ALEXANDRINO JUNIOR                           | GO       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              30 |   288462.07 |      0.12
      2023 |       73768 | DILCEU JOÃO SPERAFICO                               | PR       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |             180 |   288425.84 |      0.12
      2023 |      220536 | JOSÉ HAROLDO FIGUEIREDO CAMPOS                      | RR       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              50 |   285700.00 |      0.12
      2023 |      204358 | HUMBERTO REZENDE PEREIRA                            | MS       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              43 |   283740.00 |      0.12
      2023 |      220527 | JACKELINE OLIVEIRA ROCHA                            | ES       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              13 |   282565.00 |      0.12
      2023 |      204356 | AMARO ROCHA NASCIMENTO NETO                         | ES       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              25 |   281700.00 |      0.11
      2023 |      220692 | ADALBERTO ROSA BARRETO                              | BA       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              11 |   280810.30 |      0.11
      2023 |      220547 | MARCOS SBOROWSKI POLLON                             | MS       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              25 |   279029.40 |      0.11
      2023 |      204479 | ANTONIO CARLOS NICOLETTI                            | RR       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              34 |   277788.80 |      0.11
      2023 |      220563 | ICARO BARBOSA COSTA                                 | SE       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              42 |   275400.00 |      0.11
      2023 |      204495 | AIRTON LUIZ FALEIRO                                 | PA       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              23 |   275241.20 |      0.11
      2023 |      220610 | FERNANDO RODRIGUES MÁXIMO                           | RO       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              37 |   272931.50 |      0.11
      2023 |      178987 | ORLANDO SILVA DE JESUS JUNIOR                       | SP       | PCDOB         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              18 |   272810.00 |      0.11
      2023 |       74467 | DAMIÃO FELICIANO DA SILVA                           | PB       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              13 |   270443.10 |      0.11
      2023 |      220701 | MATHEUS ARAUJO LAIOLA                               | PR       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              35 |   270256.11 |      0.11
      2023 |      222142 | PAULO ADRIANO LOPES LUCINDA TELHADA                 | SP       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              27 |   270162.90 |      0.11
      2023 |      220668 | MARIA LEAL ARRAES DE ALENCAR                        | PE       | PSB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              33 |   270071.01 |      0.11
      2023 |      160553 | ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO        | BA       | PSD           | PASSAGEM AÉREA - SIGEPA                                   |             199 |   269273.97 |      0.11
      2023 |       74356 | SILAS CÂMARA                                        | AM       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              11 |   268600.00 |      0.11
      2023 |      220662 | LUCAS CAVALCANTI RAMOS                              | PE       | PSB           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              18 |   267900.00 |      0.11
      2023 |      220650 | PAULO ALEXANDRE PEREIRA BARBOSA                     | SP       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              25 |   266857.22 |      0.11
      2023 |      221378 | REGINETE SOUZA BISPO                                | RS       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              46 |   266281.66 |      0.11
      2023 |      204536 | KIM PATROCA KATAGUIRI                               | SP       | MISSAO        | PASSAGEM AÉREA - SIGEPA                                   |             216 |   265480.67 |      0.11
      2023 |      220708 | GABRIEL JOSE MOURA NUNES SOARES                     | BA       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              47 |   265350.00 |      0.11
      2023 |      205865 | REINHOLD STEPHANES JUNIOR                           | PR       | PL            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              11 |   265000.00 |      0.11
      2023 |       62881 | FRANCISCO DANILO BASTOS FORTE                       | CE       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              59 |   264713.26 |      0.11
      2023 |      204557 | SIDNEY RICARDO DE OLIVEIRA LEITE                    | AM       | PSD           | PASSAGEM AÉREA - SIGEPA                                   |             167 |   264662.34 |      0.11
      2023 |      220534 | DAVYS FREDERICO TEIXEIRA LINHARES                   | DF       | REPUBLICANOS  | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              23 |   263753.74 |      0.11
      2023 |      204408 | LUIZ AUGUSTO CARVALHO RIBEIRO FILHO                 | SE       | PP            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |               8 |   261900.00 |      0.11
      2023 |      160592 | JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA              | PR       | PT            | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              66 |   261173.45 |      0.11
      2023 |       72442 | FELIPE AUGUSTO LYRA CARRERAS                        | PE       | PSB           | PASSAGEM AÉREA - SIGEPA                                   |             202 |   260907.11 |      0.11
      2023 |      220600 | JOSE EURIPEDES CLEMENTE                             | RO       | UNIAO         | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              48 |   260300.00 |      0.11
      2023 |      204367 | DANIEL COSTA DE FREITAS                             | SC       | PL            | PASSAGEM AÉREA - SIGEPA                                   |             200 |   259165.05 |      0.11
      2023 |      220677 | KENISTON DE JESUS REGO BRAGA                        | PA       | MDB           | PASSAGEM AÉREA - SIGEPA                                   |             190 |   258961.59 |      0.11
      2023 |      205476 | CHARLES FERNANDES SILVEIRA SANTANA                  | BA       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              21 |   258685.00 |      0.11
      2023 |       74043 | JOSÉ WELLINGTON ROBERTO                             | PB       | PSD           | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      |              13 |   258000.00 |      0.11
