"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2377351-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2377351-38";"2026-03-24";"Aprovado o Parecer.";"2610859";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610859";"Parecer do Relator, Dep. Capitão Alden (PL-BA), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 3858/2023"
"2377351-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2377351-38";"2026-03-24";"Aprovado o Parecer.";"2611450";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611450";"Requerimento de Inversão da Pauta - PL 3858/2023";"876";"RPD";"1";"";"RPD 1 CSPCCO => PL 3858/2023"
"2457277-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2457277-22";"2026-03-24";"Aprovado o Parecer, com o voto contrário do Dep. Kim Kataguiri (MISSÃO/SP).";"2605827";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605827";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 3486/2024"
"2461137-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2461137-41";"2026-03-24";"Aprovado o Parecer.";"2601778";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601778";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 3813/2024"
"2487277-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2487277-28";"2026-03-24";"Aprovado o Parecer.";"2601118";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601118";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação deste, com substitutivo.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 1038/2025"
"2487277-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2487277-28";"2026-03-24";"Aprovado o Parecer.";"2601122";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601122";"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para autorizar o porte de arma a atirador de nível 3 com mais de 3 (três) anos de concessão do Certificado de Registro, e dá outras providências.";"255";"SBT";"1";"";"SBT 1 CSPCCO => PL 1038/2025"
"2515592-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2515592-44";"2026-03-24";"Aprovado o Parecer.";"2605653";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605653";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação deste, na forma do Substitutivo da Comissão de Trabalho.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 2480/2025"
"2515592-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2515592-44";"2026-03-24";"Aprovado o Parecer.";"2609285";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609285";"Requerimento de Inversão da Pauta - PL 2480/2025";"876";"RPD";"1";"";"RPD 1 CSPCCO => PL 2480/2025"
"2527169-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2527169-26";"2026-03-24";"Aprovado o Parecer.";"2602081";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602081";"Parecer do Relator, Dep. General Pazuello (PL-RJ), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 2995/2025"
"2527169-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2527169-26";"2026-03-24";"Aprovado o Parecer.";"2607521";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607521";"Parecer do Relator, Dep. General Pazuello (PL-RJ), pela aprovação, com substitutivo.";"190";"PRL";"2";"";"PRL 2 CSPCCO => PL 2995/2025"
"2527169-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2527169-26";"2026-03-24";"Aprovado o Parecer.";"2608135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608135";"";"255";"SBT";"1";"";"SBT 1 CSPCCO => PL 2995/2025"
"2562497-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2562497-27";"2026-03-24";"Aprovado o Parecer.";"2601853";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601853";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 4676/2025"
"2562497-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2562497-27";"2026-03-24";"Aprovado o Parecer.";"2604135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604135";"Requerimento de Inversão da Pauta - PL 4676/2025";"876";"RPD";"1";"";"RPD 1 CSPCCO => PL 4676/2025"
"2562497-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2562497-27";"2026-03-24";"Aprovado o Parecer.";"2607685";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607685";"Requerimento de Inversão da Pauta - PL 4676/2025";"876";"RPD";"2";"";"RPD 2 CSPCCO => PL 4676/2025"
"2562497-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2562497-27";"2026-03-24";"Aprovado o Parecer.";"2609284";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609284";"Requerimento de Inversão da Pauta - PL 4676/2025";"876";"RPD";"3";"";"RPD 3 CSPCCO => PL 4676/2025"
"2562497-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2562497-27";"2026-03-24";"Aprovado o Parecer.";"2611454";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611454";"Requerimento de Inversão da Pauta - PL 4676/2025";"876";"RPD";"4";"";"RPD 4 CSPCCO => PL 4676/2025"
"2565667-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2565667-25";"2026-03-24";"Aprovado o Parecer.";"2601846";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2601846";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela rejeição.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 4844/2025"
"2575034-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2575034-22";"2026-03-24";"Aprovado o Parecer.";"2605567";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605567";"Parecer do Relator, Dep. Delegado Paulo Bilynskyj (PL-SP), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 5368/2025"
"2576644-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2576644-22";"2026-03-24";"Aprovado o Parecer.";"2610854";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610854";"Parecer do Relator, Dep. Junio Amaral (PL-MG), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 5427/2025"
"2582484-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2582484-25";"2026-03-24";"Aprovado o Parecer.";"2605541";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2605541";"Institui o Programa Nacional de Apoio às Famílias dos Servidores da Segurança Pública Vítimas em Serviço e dá outras providências.";"130";"EMC";"1";"2026";"EMC 1/2026 CSPCCO => PL 5731/2025"
"2582484-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2582484-25";"2026-03-24";"Aprovado o Parecer.";"2608538";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608538";"Parecer do Relator, Dep. Allan Garcês (PP-MA), pela aprovação deste e da Emenda 1/2026 da CSPCCO.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 5731/2025"
"2582484-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2582484-25";"2026-03-24";"Aprovado o Parecer.";"2610680";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610680";"Parecer do Relator, Dep. Allan Garcês (PP-MA), pela aprovação deste, com emenda, e da Emenda 1/2026 da CSPCCO.";"190";"PRL";"2";"";"PRL 2 CSPCCO => PL 5731/2025"
"2582484-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2582484-25";"2026-03-24";"Aprovado o Parecer.";"2610681";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610681";"Institui o Programa Nacional de Apoio às Famílias dos Servidores da Segurança Pública Vítimas em Serviço e dá outras providências.";"257";"EMR";"1";"";"EMR 1 CSPCCO => PL 5731/2025"
"2587210-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2587210-27";"2026-03-24";"Aprovado o Parecer.";"2608543";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608543";"Parecer do Relator, Dep. Rodrigo da Zaeli (PL-MT), pela rejeição.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 5948/2025"
"2587210-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2587210-27";"2026-03-24";"Aprovado o Parecer.";"2611453";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611453";"Requerimento de Inversão da Pauta - PL 5948/2025";"876";"RPD";"1";"";"RPD 1 CSPCCO => PL 5948/2025"
"2587210-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2587210-27";"2026-03-24";"Aprovado o Parecer.";"2611456";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611456";"Requerimento de Encerramento da Discussão - Comissões - PL 5948/2025";"468";"RPD";"2";"";"RPD 2 CSPCCO => PL 5948/2025"
"2589424-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2589424-24";"2026-03-24";"Aprovado o Parecer.";"2607384";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607384";"Parecer do Relator, Dep. Marcos Pollon (PL-MS), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 6033/2025"
"2596849-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2596849-20";"2026-03-24";"Aprovado o Parecer.";"2610132";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610132";"Parecer do Relator, Dep. Alberto Fraga (PL-DF), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CSPCCO => PL 6450/2025"
"2609140-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2609140-3";"2026-03-24";"Aprovado o Requerimento.";"2609140";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609140";"Requer o envio de Indicação ao Ministério da Justiça e Segurança Pública e à Presidência da República, por esta Comissão, sugerindo a edição de novo decreto ou a alteração do Decreto nº 11.615, de 21 de julho de 2023, a fim de aperfeiçoar dispositivos relativos ao funcionamento de clubes de tiro, ao exercício das atividades de caçadores, atiradores e colecionadores, bem como à classificação e aquisição de armas de fogo e munições.";"147";"REQ";"104";"2026";"REQ 104/2026 CSPCCO"
"2609162-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2609162-3";"2026-03-24";"Aprovado o Requerimento.";"2609162";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609162";"Requer Moção de Aplausos e Louvor ao Policial Federal e Deputado Estadual Danilo Campetti, pela dedicação, comprometimento e relevantes serviços prestados no exercício da atividade policial, com destaque para sua atuação na prisão do Presidente da República Luiz Inácio Lula da Silva, no âmbito da Operação Lava Jato, em 2018.";"441";"REQ";"105";"2026";"REQ 105/2026 CSPCCO"
"2609178-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2609178-3";"2026-03-24";"Aprovado o Requerimento.";"2609178";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609178";"Requer a aprovação de MOÇÃO DE PESAR pelo assassinato do Fiscal Agropecuário da Agência de Defesa Agropecuária do Estado do Pará – ADEPARÁ, Sr. Fábio Alan Queiroz Correa, ocorrido em 13 de março de 2026, no município de São Geraldo do Araguaia/PA.";"441";"REQ";"106";"2026";"REQ 106/2026 CSPCCO"
"2609258-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2609258-3";"2026-03-24";"Aprovado o Requerimento.";"2609258";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609258";"Solicita informações ao Ministro da Justiça e Segurança Pública acerca da crescente atuação de organizações criminosas brasileiras no exterior.";"1017";"REQ";"107";"2026";"REQ 107/2026 CSPCCO"
"2609259-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2609259-3";"2026-03-24";"Aprovado o Requerimento.";"2609259";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2609259";"Requer repúdio à conduta desrespeitosa, intimidatória e incompatível com a liberdade de imprensa adotada pelo Ministro da Secretaria-Geral da Presidência da República, Guilherme Boulos, contra jornalistas da 98 FM Natal, durante entrevista concedida ao programa 12 em Ponto, em 13 de março de 2026.";"441";"REQ";"108";"2026";"REQ 108/2026 CSPCCO"
"2610045-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2610045-2";"2026-03-24";"Aprovado o Requerimento.";"2610045";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610045";"Requer que a presente Comissão apresente a INDICAÇÃO anexa que sugere ao senhor Ministro de Estado de Saúde a criação do Sistema Nacional de Governança do Transtorno do Espectro Autista (SING-TEA) e do Conselho Nacional de Política para o Transtorno do Espectro Autista (CONAP-TEA).";"1016";"REQ";"9";"2026";"REQ 9/2026 PL308020"
"2610679-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2610679-3";"2026-03-24";"Aprovado o Requerimento.";"2610679";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610679";"Requer a realização de audiência pública para debater o Projeto de Lei nº 4.480, de 2025, que altera a Lei nº 14.312, de 2022, do Programa Habite Seguro.";"294";"REQ";"109";"2026";"REQ 109/2026 CSPCCO"
"2610858-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2610858-3";"2026-03-24";"Aprovado o Requerimento.";"2610858";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610858";"Solicito seja encaminhado Requerimento de Informação ao Ministro dos Povos Indígenas, a fim de prestar informações sobre a presença de infraestrutura de treinamento de organizações criminosas na Terra Indígena Tereza Cristina (MT).";"1017";"REQ";"110";"2026";"REQ 110/2026 CSPCCO"
"2610860-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2610860-3";"2026-03-24";"Aprovado o Requerimento.";"2610860";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610860";"Requer Informações ao Excelentíssimo Ministro da Justiça e Segurança Pública  acerca da morte de um investigado vinculado às investigações do Banco Master, ocorridas sob a custódia da Polícia Federal, no Estado de Minas Gerais.";"1017";"REQ";"111";"2026";"REQ 111/2026 CSPCCO"
"2611006-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611006-3";"2026-03-24";"Aprovado o Requerimento.";"2611006";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611006";"Requer o encaminhamento de Indicação à Procuradoria-Geral da República para sugerir a adoção de providências destinadas à atuação junto ao Ministério Público do Estado de Minas Gerais na apuração das circunstâncias relacionadas ao velório, sepultamento e registros oficiais de óbito de Luiz Phillipi Machado de Moraes Mourão.";"1016";"REQ";"113";"2026";"REQ 113/2026 CSPCCO"
"2611014-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611014-3";"2026-03-24";"Aprovado o Requerimento.";"2611014";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611014";"Requer o encaminhamento de Indicação ao Senhor Ministro de Estado da Justiça e Segurança Pública a adoção de providências destinadas à apuração das circunstâncias da custódia, do atendimento e dos registros relacionados ao óbito e sepultamento de Luiz Phillipi Machado de Moraes Mourão, bem como o encaminhamento de informações sobre os resultados obtidos.";"1016";"REQ";"114";"2026";"REQ 114/2026 CSPCCO"
"2611015-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611015-3";"2026-03-24";"Aprovado o Requerimento.";"2611015";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611015";"Requer o encaminhamento de Indicação ao Diretor-Geral da Polícia Federal para sugerir a adoção de providências destinadas à apuração das circunstâncias relacionadas aos registros oficiais de óbito, ao velório e ao sepultamento de Luiz Phillipi Machado de Moraes Mourão, bem como o encaminhamento de informações sobre os resultados obtidos.";"1016";"REQ";"115";"2026";"REQ 115/2026 CSPCCO"
"2611016-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611016-3";"2026-03-24";"Aprovado o Requerimento.";"2611016";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611016";"Requer a realização de Audiência Pública, no âmbito da Comissão de Segurança Pública e Combate ao Crime Organizado, para debater a Socioeducação como eixo da Segurança Pública, o financiamento do sistema, a responsabilidade compartilhada entre os entes federativos, o aumento do tempo de internação infracional e inclusão dos agentes socioeducativos no art. 144 da Constituição Federal.";"294";"REQ";"116";"2026";"REQ 116/2026 CSPCCO"
"2611144-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611144-3";"2026-03-24";"Aprovado o Requerimento.";"2611144";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611144";"Requer a realização de Mesa Redonda na cidade de Montes Claros, no Estado de Minas Gerais, em conjunto com as Comissões de Educação (CE); de Integração Nacional e Desenvolvimento Regional (CINDRE); e de Direitos Humanos, Minorias e Igualdade Racial (CDHMIR), para discutir a implantação e a expansão de instituições federais de ensino na área mineira da SUDENE, com enfoque no atendimento a povos originários e comunidades tradicionais";"686";"REQ";"15";"2026";"REQ 15/2026 CPOVOS"
"2611170-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611170-4";"2026-03-24";"Aprovado o Requerimento.";"2611170";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611170";"Requer a concessão de Moção de Pesar pelo falecimento da Comandante da Guarda Municipal de Vitória (GCMV), Dayse Barbosa, ocorrido em circunstâncias trágicas no último dia 23 de março de 2026.";"441";"REQ";"118";"2026";"REQ 118/2026 CSPCCO"
"2611171-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611171-3";"2026-03-24";"Aprovado o Requerimento.";"2611171";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611171";"Requer a aprovação de Moção de Pesar pelo falecimento da Comandante da Guarda Municipal de Vitória/ES, Dayse Barbosa.";"147";"REQ";"119";"2026";"REQ 119/2026 CSPCCO"
"2611174-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611174-3";"2026-03-24";"Aprovado o Requerimento.";"2611174";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611174";"Moção de Repúdio a ato de ameaça indireta contra parlamentar e à incitação à violência política.";"441";"REQ";"120";"2026";"REQ 120/2026 CSPCCO"
"2611177-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611177-3";"2026-03-24";"Aprovado o Requerimento.";"2611177";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611177";"Moção de Louvor aos policiais militares Cb. Savio Luiz Araújo Leite, Sd. Josias Victor Santos de Oliveira e Sd. Klivinsthon Kendert Campos Cavalcante, da 1ª Companhia do 4º Batalhão da Polícia Militar do Rio Grande do Norte, pela pronta intervenção que salvou a vida de um recém-nascido vítima de engasgo no bairro da Redinha Velha, em Natal/RN.";"441";"REQ";"121";"2026";"REQ 121/2026 CSPCCO"
"2611180-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611180-3";"2026-03-24";"Aprovado o Requerimento.";"2611180";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611180";"Requer a aprovação de Moção de Aplausos ao Sr. Salesio Nuhs, CEO Global da Taurus Armas e presidente da Associação Nacional da Indústria de Armas e Munições – ANIAM, pela relevante contribuição ao fortalecimento da indústria nacional de defesa e de segurança pública, bem como da sua destacada atuação à frente de uma das maiores fabricantes de armamentos do mundo.";"441";"REQ";"122";"2026";"REQ 122/2026 CSPCCO"
"2611189-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611189-3";"2026-03-24";"Aprovado o Requerimento.";"2611189";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611189";"Requer Moção de Aplausos pela atuação com firmeza do Cabo Adalberto Fernandes Lima, da Polícia Militar de São Paulo, pela preservação da cena do crime envolvendo a morte da soldado PM Gisele Alves Santana, diante da desobediência e abuso com base na superioridade hierárquica pelo tenente-coronel Geraldo Neto, preso preventivamente pela morte da policial.";"441";"REQ";"123";"2026";"REQ 123/2026 CSPCCO"
"2611239-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611239-3";"2026-03-24";"Aprovado o Requerimento.";"2611239";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611239";"Requer Moção de Pesar e Solidariedade pelo falecimento da Comandante da Guarda Municipal de Vitória, Dayse Barbosa.";"441";"REQ";"124";"2026";"REQ 124/2026 CSPCCO"
"2611248-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611248-3";"2026-03-24";"Aprovado o Requerimento.";"2611248";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611248";"Requer a aprovação de Moção de Pesar pelo falecimento da Comandante da Guarda Civil Municipal de Vitória/ES, Sra. Dayse Barbosa.";"441";"REQ";"125";"2026";"REQ 125/2026 CSPCCO"
"2611271-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611271-2";"2026-03-24";"Aprovado o Requerimento.";"2611449";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611449";"Requer a inclusão extrapauta do REQ nº 127/2026 – CSPCCO, que trata de Moção de Pesar e Solidariedade pelo falecimento do 1º Sargento da Polícia Militar da Bahia, Romão Roberto dos Santos.";"1019";"RPD";"1";"";"RPD 1 CSPCCO => REQ 127/2026 CSPCCO"
"2611279-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2611279-2";"2026-03-24";"Aprovado o Requerimento.";"2611279";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2611279";"Requer a realização de audiência pública para debater os tratamentos medicamentosos e a implementação de protocolos clínicos no atendimento às pessoas com Transtorno do Espectro Autista (TEA).";"294";"REQ";"10";"2026";"REQ 10/2026 PL308020"
"2253572-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2253572-64";"2026-03-25";"Aprovado o Parecer.";"2299740";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2299740";"Parecer do Relator, Dep. General Girão (PSL-RN), pela rejeição deste, do PL 1336/2021, e do PL 1543/2021, apensados.";"190";"PRL";"1";"";"PRL 1 CREDN => PL 2842/2020"
"2253572-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2253572-64";"2026-03-25";"Aprovado o Parecer.";"2477216";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2477216";"Permite a utilização de hospitais militares para o atendimento da população em geral durante a pandemia do COVID-19.";"190";"PRL";"2";"";"PRL 2 CREDN => PL 2842/2020"
"2253572-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2253572-64";"2026-03-25";"Aprovado o Parecer.";"2478308";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2478308";"Requerimento de Retirada de Matéria da Pauta - PL 2842/2020";"328";"RPD";"1";"";"RPD 1 CREDN => PL 2842/2020"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2397991";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2397991";"Parecer do Relator, Dep. Zucco (REPUBLIC-RS), pela aprovação.";"190";"PRL";"1";"";"PRL 1 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2398887";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2398887";"Requerimento de Retirada de Matéria da Pauta - PL 342/2022";"328";"RPD";"1";"";"RPD 1 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2407681";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2407681";"Requerimento de Retirada de Matéria da Pauta - PL 342/2022";"328";"RPD";"2";"";"RPD 2 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2409902";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409902";"Requerimento de Retirada de Matéria da Pauta - PL 342/2022";"328";"RPD";"3";"";"RPD 3 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2426678";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426678";"Parecer do Relator, Dep. Zucco (PL-RS), pela aprovação.";"190";"PRL";"2";"";"PRL 2 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2431863";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431863";"Requerimento de Retirada de Matéria da Pauta - PL 342/2022";"328";"RPD";"4";"";"RPD 4 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2433927";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2433927";"Requerimento de Votação Nominal";"332";"RPD";"6";"";"RPD 6 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2433931";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2433931";"Requerimento de Adiamento da Votação";"336";"RPD";"8";"";"RPD 8 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2593102";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593102";"Parecer do Relator, Dep. Gustavo Gayer (PL-GO), pela aprovação.";"190";"PRL";"3";"";"PRL 3 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2602024";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602024";"Requerimento de Retirada de Matéria da Pauta";"328";"RPD";"9";"";"RPD 9 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2602025";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602025";"Requerimento de Votação Nominal";"332";"RPD";"10";"";"RPD 10 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2602026";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602026";"Requerimento de Adiamento da Discussão - PL 342/2022";"329";"RPD";"11";"";"RPD 11 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2602027";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602027";"Requerimento de Adiamento da Votação";"336";"RPD";"12";"";"RPD 12 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2602037";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2602037";"Requerimento de Inversão da Pauta - PL 342/2022";"876";"RPD";"13";"";"RPD 13 CREDN => PL 342/2022"
"2314961-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314961-47";"2026-03-25";"Aprovado o Parecer.";"2604563";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604563";"Requerimento de Retirada de Matéria da Pauta";"328";"RPD";"14";"";"RPD 14 CREDN => PL 342/2022"
