"idEvento";"uriEvento";"dataHoraInicio";"idDeputado";"uriDeputado"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"74374";"https://dadosabertos.camara.leg.br/api/v2/deputados/74374"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"74585";"https://dadosabertos.camara.leg.br/api/v2/deputados/74585"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"74856";"https://dadosabertos.camara.leg.br/api/v2/deputados/74856"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"123756";"https://dadosabertos.camara.leg.br/api/v2/deputados/123756"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"153423";"https://dadosabertos.camara.leg.br/api/v2/deputados/153423"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"160518";"https://dadosabertos.camara.leg.br/api/v2/deputados/160518"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"178929";"https://dadosabertos.camara.leg.br/api/v2/deputados/178929"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"204412";"https://dadosabertos.camara.leg.br/api/v2/deputados/204412"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"204518";"https://dadosabertos.camara.leg.br/api/v2/deputados/204518"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"204540";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"213762";"https://dadosabertos.camara.leg.br/api/v2/deputados/213762"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"220544";"https://dadosabertos.camara.leg.br/api/v2/deputados/220544"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"220552";"https://dadosabertos.camara.leg.br/api/v2/deputados/220552"
"74889";"https://dadosabertos.camara.leg.br/api/v2/eventos/74889";"2026-02-24T14:43:23";"220654";"https://dadosabertos.camara.leg.br/api/v2/deputados/220654"
"80765";"https://dadosabertos.camara.leg.br/api/v2/eventos/80765";"2026-02-25T14:52:42";"74041";"https://dadosabertos.camara.leg.br/api/v2/deputados/74041"
